城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
北京市,双花园,"116.457885,39.899977",北京工业大学附属中学劲松分校,"116.457666,39.886456",24
北京市,龙潭北里,"116.436172,39.883623",北京工业大学附属中学劲松分校,"116.457666,39.886456",28
北京市,中海和瑞叁號院,"116.396493,39.836991",新荟城,"116.378049,39.836442",27
北京市,中环悦府,"116.391887,39.837144",新荟城,"116.378049,39.836442",31
北京市,玺萌壹号院,"116.363605,39.84719",新荟城,"116.378049,39.836442",35
北京市,西黄城根北街23号,"116.376702,39.925464",宏庙小学,"116.370538,39.915634",21
北京市,月坛西街西里,"116.349152,39.917344",宏庙小学,"116.370538,39.915634",28
北京市,温馨家园,"116.353723,39.903427",宏庙小学,"116.370538,39.915634",35
北京市,明德家园,"116.551315,40.108051",北京市第四中学(顺义分校),"116.544116,40.115413",18
北京市,德国印象,"116.548187,40.10859",北京市第四中学(顺义分校),"116.544116,40.115413",14
北京市,香花畦家园,"116.548482,40.11062",北京市第四中学(顺义分校),"116.544116,40.115413",13
北京市,梵悦108,"116.46497,39.906805",北京市三里屯一中(百子园校区),"116.48376,39.898139",36
北京市,温特莱中心,"116.476461,39.913023",北京市三里屯一中(百子园校区),"116.48376,39.898139",29
北京市,外企国际公寓FESCO,"116.476639,39.895075",北京市三里屯一中(百子园校区),"116.48376,39.898139",11
北京市,保利西山林语,"116.213616,40.037015",北京市中关村外国语学校(海淀校区),"116.229775,40.029706",57
北京市,保利西山林语别墅,"116.221391,40.037252",北京市中关村外国语学校(海淀校区),"116.229775,40.029706",56
北京市,环山村,"116.207709,40.035457",北京市中关村外国语学校(海淀校区),"116.229775,40.029706",65
北京市,人民大学北路19号院,"116.313133,39.973534",八一小学,"116.307747,39.978052",12
北京市,苏州街干休所,"116.308393,39.967864",八一小学,"116.307747,39.978052",17
北京市,三义庙北,"116.311857,39.965475",八一小学,"116.307747,39.978052",30
北京市,安外东河沿,"116.411598,39.950522",北京市第六医院,"116.41295,39.942626",20
北京市,东直门北小街2号,"116.4263,39.94886",北京市第六医院,"116.41295,39.942626",24
北京市,花梗胡同1号院,"116.412898,39.938793",北京市第六医院,"116.41295,39.942626",8
北京市,瑞士公寓,"116.437334,39.933313",北京市第八十中学(白家庄校区),"116.458475,39.927583",31
北京市,吉庆里,"116.4399,39.928027",北京市第八十中学(白家庄校区),"116.458475,39.927583",21
北京市,光华路北123号,"116.467651,39.914119",北京市第八十中学(白家庄校区),"116.458475,39.927583",33
北京市,招商云璟揽阅,"116.668703,39.879277",梨园聚元鸿农产品·服装百货购物中心,"116.673048,39.877706",6
北京市,璀璨公元,"116.676471,39.867081",梨园聚元鸿农产品·服装百货购物中心,"116.673048,39.877706",26
北京市,金隅·花溪云锦,"116.694482,39.874388",梨园聚元鸿农产品·服装百货购物中心,"116.673048,39.877706",28
北京市,北滨河路55号楼,"116.347942,39.891458",北京师范大学实验华夏女子中学,"116.333684,39.88297",29
北京市,北滨河路55号,"116.347856,39.891411",北京师范大学实验华夏女子中学,"116.333684,39.88297",28
北京市,华源新第,"116.316282,39.878502",北京师范大学实验华夏女子中学,"116.333684,39.88297",26
北京市,龙湖·御湖境二期,"116.652208,40.134007",国泰谊宾商城,"116.646405,40.13303",6
北京市,璞瑅润府,"116.631869,40.139674",国泰谊宾商城,"116.646405,40.13303",24
北京市,住总•芳华里,"116.636357,40.119402",国泰谊宾商城,"116.646405,40.13303",29
北京市,双兴北区,"116.653606,40.141494",北京京顺医院,"116.642252,40.130666",29
北京市,兴顺宝典,"116.651652,40.116305",北京京顺医院,"116.642252,40.130666",30
北京市,车站北里,"116.336274,39.726461",星城商厦,"116.338982,39.730513",8
北京市,新安里,"116.355431,39.740109",星城商厦,"116.338982,39.730513",32
北京市,双河北里尚城,"116.348213,39.737443",星城商厦,"116.338982,39.730513",20
北京市,西辛南区,"116.642033,40.13122",国泰谊宾商城,"116.646405,40.13303",10
北京市,双兴北区,"116.653606,40.141494",国泰谊宾商城,"116.646405,40.13303",18
北京市,兴顺宝典,"116.651652,40.116305",国泰谊宾商城,"116.646405,40.13303",29
北京市,观音景园二期,"116.520869,39.887243",古塔公园,"116.535351,39.878349",27
北京市,中海安德鲁斯庄园东区,"116.525301,39.884116",古塔公园,"116.535351,39.878349",19
北京市,柏阳景园,"116.553288,39.8738",古塔公园,"116.535351,39.878349",32
北京市,北苑5号院二区,"116.4227,40.036345",华贸天地,"116.430416,40.048209",33
北京市,新街坊,"116.422846,40.034608",华贸天地,"116.430416,40.048209",34
北京市,紫御华府,"116.410395,40.041056",华贸天地,"116.430416,40.048209",33
北京市,芳城东里,"116.442196,39.867349",百食特商品折扣超市(左安门店),"116.440003,39.874677",15
北京市,西四块玉,"116.421925,39.88008",百食特商品折扣超市(左安门店),"116.440003,39.874677",28
北京市,幸福南里,"116.432314,39.884878",百食特商品折扣超市(左安门店),"116.440003,39.874677",18
北京市,冬季星空,"116.363623,39.844409",嘉园路消防主题公园,"116.36474,39.83478",16
北京市,富卓苑,"116.375703,39.837882",嘉园路消防主题公园,"116.36474,39.83478",16
北京市,星河苑1号院,"116.366635,39.838555",嘉园路消防主题公园,"116.36474,39.83478",7
北京市,璀璨公元,"116.676471,39.867081",梨园镇砖厂南里华远铭悦好天地购物中心,"116.697773,39.871085",37
北京市,金隅·花溪云锦,"116.694482,39.874388",梨园镇砖厂南里华远铭悦好天地购物中心,"116.697773,39.871085",5
北京市,能建·京玥兰园,"116.676171,39.868402",梨园镇砖厂南里华远铭悦好天地购物中心,"116.697773,39.871085",35
北京市,长安和玺,"116.192417,39.905824",华荣商场,"116.189459,39.910693",12
北京市,朝阳医院宿舍,"116.20882,39.90095",华荣商场,"116.189459,39.910693",34
北京市,曦景长安,"116.186309,39.908636",华荣商场,"116.189459,39.910693",6
北京市,玉泉新城A区,"116.250854,39.923091",踢球者田村山体育公园,"116.246824,39.925153",19
北京市,玉泉西街2号院,"116.247609,39.915939",踢球者田村山体育公园,"116.246824,39.925153",35
北京市,田村48号院,"116.256341,39.929163",踢球者田村山体育公园,"116.246824,39.925153",21
北京市,UHN国际村,"116.450183,39.968206",家乐福(四元桥),"116.461315,39.978907",28
北京市,中环南路5号院,"116.476804,39.9833",家乐福(四元桥),"116.461315,39.978907",26
北京市,望花路西里,"116.470928,39.990138",家乐福(四元桥),"116.461315,39.978907",30
北京市,国祥誉,"116.861688,40.365047",华谊生活广场,"116.846553,40.377581",33
北京市,国祥源境,"116.855097,40.362129",华谊生活广场,"116.846553,40.377581",27
北京市,京能云璟壹号,"116.851199,40.364996",华谊生活广场,"116.846553,40.377581",20
北京市,玉带河东街385号院,"116.671911,39.900299",北京市通州区第六中学,"116.666379,39.9017",6
北京市,摩卡空间,"116.659906,39.907232",北京市通州区第六中学,"116.666379,39.9017",14
北京市,潞河名苑,"116.659366,39.902614",北京市通州区第六中学,"116.666379,39.9017",8
北京市,兴隆南街1号院,"115.901092,40.371506",康庄中心小学,"115.903977,40.373809",9
北京市,望都佳园,"115.898529,40.37678",康庄中心小学,"115.903977,40.373809",12
北京市,康庄住宅小区,"115.908799,40.373316",康庄中心小学,"115.903977,40.373809",12
北京市,银谷美泉,"116.525442,39.937808",苏宁易购(姚家园家乐福店),"116.522194,39.94019",8
北京市,特区808,"116.506182,39.932628",苏宁易购(姚家园家乐福店),"116.522194,39.94019",28
北京市,朝阳捷座,"116.507998,39.934384",苏宁易购(姚家园家乐福店),"116.522194,39.94019",26
北京市,西黄城根北街23号,"116.376702,39.925464",北京市第四中学,"116.378173,39.931466",10
北京市,德胜门西大街64号,"116.369866,39.94751",北京市第四中学,"116.378173,39.931466",32
北京市,大石桥胡同,"116.390354,39.945966",北京市第四中学,"116.378173,39.931466",42
北京市,京艺天朗雅园,"116.68871,39.890453",北京运河中医医院,"116.695797,39.893269",11
北京市,合生滨江帝景二期,"116.6953,39.88858",北京运河中医医院,"116.695797,39.893269",11
北京市,西上园小区,"116.678385,39.903508",北京运河中医医院,"116.695797,39.893269",38
北京市,摩卡空间,"116.659906,39.907232",文化公园,"116.636728,39.906258",26
北京市,潞河名苑,"116.659366,39.902614",文化公园,"116.636728,39.906258",30
北京市,永顺南街306号院,"116.644081,39.91203",文化公园,"116.636728,39.906258",21
北京市,沙栏胡同,"116.365081,39.884441",金中都公园,"116.349747,39.871429",35
北京市,世纪金色嘉园,"116.371837,39.869222",金中都公园,"116.349747,39.871429",29
北京市,盆儿胡同61号院,"116.37025,39.879617",金中都公园,"116.349747,39.871429",34
北京市,花市枣苑二期,"116.4304,39.89556",北京汇文中学,"116.433245,39.891717",8
北京市,水道子胡同,"116.414351,39.89143",北京汇文中学,"116.433245,39.891717",24
北京市,忠实里,"116.445294,39.898442",北京汇文中学,"116.433245,39.891717",23
北京市,管庄北一里,"116.59152,39.920085",北京双桥万达广场,"116.57566,39.908396",34
北京市,柏林爱乐四期,"116.585217,39.924302",北京双桥万达广场,"116.57566,39.908396",31
北京市,朝青知筑,"116.566979,39.924968",北京双桥万达广场,"116.57566,39.908396",36
北京市,华林家园,"116.294429,39.841181",北京市第八中学(怡海分校),"116.30367,39.834377",21
北京市,看丹苑,"116.290807,39.841181",北京市第八中学(怡海分校),"116.30367,39.834377",23
北京市,泽信公馆,"116.282892,39.838885",北京市第八中学(怡海分校),"116.30367,39.834377",30
北京市,康庄路9号院,"116.337076,39.760106",枣林公园,"116.336359,39.752002",15
北京市,双河北里尚城,"116.348213,39.737443",枣林公园,"116.336359,39.752002",34
北京市,波普公社,"116.331526,39.746675",枣林公园,"116.336359,39.752002",16
北京市,兴海家园日苑,"116.331706,39.7926",西红门九龙口休闲公园,"116.342958,39.804733",27
北京市,博苑,"116.326855,39.791787",西红门九龙口休闲公园,"116.342958,39.804733",31
北京市,九龙山庄三区,"116.344096,39.801949",西红门九龙口休闲公园,"116.342958,39.804733",10
北京市,车站北里,"116.336274,39.726461",大兴区黄村镇一中心观音寺小学,"116.349812,39.729736",21
北京市,新安里,"116.355431,39.740109",大兴区黄村镇一中心观音寺小学,"116.349812,39.729736",23
北京市,双河北里尚城,"116.348213,39.737443",大兴区黄村镇一中心观音寺小学,"116.349812,39.729736",13
北京市,华润西山墅,"116.108012,39.911941",北京仁圣医院,"116.112912,39.912485",6
北京市,中建·长安麓府,"116.103859,39.900224",北京仁圣医院,"116.112912,39.912485",25
北京市,润西山苑,"116.103739,39.911906",北京仁圣医院,"116.112912,39.912485",12
北京市,东木樨园,"116.405175,39.858414",北京丰台区东铁匠营第一中学(高中部),"116.413069,39.86303",19
北京市,双城公寓,"116.406318,39.85769",北京丰台区东铁匠营第一中学(高中部),"116.413069,39.86303",16
北京市,蒲安东里,"116.420284,39.862586",北京丰台区东铁匠营第一中学(高中部),"116.413069,39.86303",9
北京市,京贸家园,"116.690416,39.920171",首都医科大学附属北京友谊医院通州院区,"116.682773,39.934915",29
北京市,上潞园,"116.686314,39.940024",首都医科大学附属北京友谊医院通州院区,"116.682773,39.934915",11
北京市,御世佳府,"116.699794,39.945204",首都医科大学附属北京友谊医院通州院区,"116.682773,39.934915",33
北京市,瑞士公寓,"116.437334,39.933313",朝阳区中医医院,"116.445285,39.926505",17
北京市,南竹杆胡同,"116.428654,39.921765",朝阳区中医医院,"116.445285,39.926505",26
北京市,吉庆里,"116.4399,39.928027",朝阳区中医医院,"116.445285,39.926505",7
广州市,何济公大厦,"113.241168,23.127357",恒宝广场,"113.241417,23.117591",15
广州市,誉领轩,"113.247399,23.120422",恒宝广场,"113.241417,23.117591",11
广州市,红楼泳场宿舍,"113.224358,23.12063",恒宝广场,"113.241417,23.117591",43
广州市,建丽花园,"113.35925,23.166196",长湴新村花园,"113.350503,23.174559",22
广州市,有色金属研究院东生活区,"113.362568,23.168002",长湴新村花园,"113.350503,23.174559",24
广州市,源泉广场,"113.346919,23.174018",长湴新村花园,"113.350503,23.174559",8
广州市,观海美寓,"113.576863,22.744229",明德公园,"113.571563,22.75438",19
广州市,裕豪轩,"113.577662,22.744496",明德公园,"113.571563,22.75438",19
广州市,大宏锦绣,"113.574892,22.752365",明德公园,"113.571563,22.75438",7
广州市,华深楼,"113.244561,23.091568",后乐园街小学,"113.251493,23.100291",54
广州市,天誉半岛花园,"113.24812,23.100284",后乐园街小学,"113.251493,23.100291",9
广州市,中海橡园国际,"113.258568,23.088843",后乐园街小学,"113.251493,23.100291",23
广州市,西关雅苑,"113.248157,23.126599",荔湾区华林街社区卫生服务中心,"113.249564,23.111932",24
广州市,华发宝岗公馆,"113.26071,23.10001",荔湾区华林街社区卫生服务中心,"113.249564,23.111932",31
广州市,公园前·君熙府,"113.262746,23.122194",荔湾区华林街社区卫生服务中心,"113.249564,23.111932",30
广州市,万科金色城品,"113.357124,22.912703",广州市番禺区市桥华阳学校,"113.372238,22.920184",25
广州市,雍逸华庭,"113.375332,22.923738",广州市番禺区市桥华阳学校,"113.372238,22.920184",9
广州市,东骏苑,"113.377437,22.930706",广州市番禺区市桥华阳学校,"113.372238,22.920184",22
广州市,黄石大厦,"113.26121,23.203082",穗达百货商场,"113.251962,23.212626",25
广州市,富力阳光美居,"113.25962,23.202984",穗达百货商场,"113.251962,23.212626",23
广州市,白云高尔夫花园西区,"113.265967,23.200624",穗达百货商场,"113.251962,23.212626",37
广州市,广地花园·观澜,"113.338319,23.020283",广州市星执学校,"113.338261,23.024494",12
广州市,龙湖亚伦·央璟颂,"113.331129,23.035753",广州市星执学校,"113.338261,23.024494",33
广州市,保利滨江和著,"113.320063,23.027591",广州市星执学校,"113.338261,23.024494",34
广州市,松鹤小区,"113.221683,23.147493",螺涌公园,"113.2269,23.153713",19
广州市,康盈雅园,"113.231963,23.157591",螺涌公园,"113.2269,23.153713",26
广州市,同德花园同景苑,"113.236369,23.166548",螺涌公园,"113.2269,23.153713",45
广州市,华润置地·公园上城,"113.570132,23.118911",暨南大学附属暨华医院,"113.561986,23.119513",24
广州市,合生湖山国际,"113.567302,23.130866",暨南大学附属暨华医院,"113.561986,23.119513",31
广州市,港骏轩,"113.57423,23.121611",暨南大学附属暨华医院,"113.561986,23.119513",21
广州市,海康小区,"113.305446,23.098382",广州市海珠区华海双语学校,"113.305742,23.081231",32
广州市,鹭江富华楼,"113.310171,23.098558",广州市海珠区华海双语学校,"113.305742,23.081231",36
广州市,名粤广场,"113.316251,23.082504",广州市海珠区华海双语学校,"113.305742,23.081231",16
广州市,时尚明苑,"113.394445,23.125251",沙美公园,"113.394234,23.115047",21
广州市,富力万科云启,"113.398194,23.130293",沙美公园,"113.394234,23.115047",28
广州市,富力新村,"113.404132,23.119697",沙美公园,"113.394234,23.115047",18
广州市,实地常春藤,"113.558327,23.211526",禾丰商业广场,"113.558165,23.215024",11
广州市,宏康小筑,"113.553177,23.199932",禾丰商业广场,"113.558165,23.215024",25
广州市,珠江嘉园,"113.557389,23.197453",禾丰商业广场,"113.558165,23.215024",32
广州市,广州雅居乐花园上善若水,"113.364697,23.013393",南村镇雅居乐小学,"113.377157,23.005719",31
广州市,御郡,"113.382255,23.022423",南村镇雅居乐小学,"113.377157,23.005719",41
广州市,华南新城江山颐景茗苑,"113.370807,23.020625",南村镇雅居乐小学,"113.377157,23.005719",37
广州市,招商金茂保利和府花园,"113.580515,23.556586",北星小学,"113.586448,23.557251",12
广州市,合家和府,"113.580355,23.564904",北星小学,"113.586448,23.557251",19
广州市,华宇·锦绣云赋,"113.571819,23.553292",北星小学,"113.586448,23.557251",29
广州市,金海御苑,"113.402906,22.93408",九鸿广场,"113.397919,22.940536",15
广州市,东怡新区东倩园,"113.39042,22.933225",九鸿广场,"113.397919,22.940536",19
广州市,桥虹花园,"113.391935,22.94868",九鸿广场,"113.397919,22.940536",22
广州市,广汇尊府,"113.599051,23.134319",金海岸城市广场,"113.602691,23.126956",47
广州市,晓风云著,"113.615487,23.119597",金海岸城市广场,"113.602691,23.126956",24
广州市,建鑫·荔棠雅苑,"113.614803,23.122115",金海岸城市广场,"113.602691,23.126956",20
广州市,保利湖光悦色,"113.34621,23.07657",龙潭社区卫生服务站,"113.333174,23.08267",32
广州市,晓风朗轩,"113.314512,23.087782",龙潭社区卫生服务站,"113.333174,23.08267",37
广州市,广州地铁·珑璟台,"113.341317,23.082556",龙潭社区卫生服务站,"113.333174,23.08267",10
广州市,绿城馥香园,"113.299777,23.063935",金雁宏天学校,"113.311183,23.058429",23
广州市,中交·天翠,"113.303927,23.061846",金雁宏天学校,"113.311183,23.058429",15
广州市,中铁建·西派粤府,"113.300784,23.056758",金雁宏天学校,"113.311183,23.058429",19
广州市,欧亚公馆,"113.816697,23.270337",广州市增城区中医医院,"113.821109,23.279413",19
广州市,顺景居,"113.824117,23.283482",广州市增城区中医医院,"113.821109,23.279413",10
广州市,岗前小区,"113.824515,23.284399",广州市增城区中医医院,"113.821109,23.279413",11
广州市,南沙涉外公馆,"113.582968,22.798615",上湾小区体育公园,"113.586903,22.801668",12
广州市,碧桂园天玺湾,"113.579342,22.802481",上湾小区体育公园,"113.586903,22.801668",18
广州市,悠山时光,"113.570645,22.797226",上湾小区体育公园,"113.586903,22.801668",28
广州市,天皓雅院,"113.285859,23.202245",广东实验中学云城校区,"113.277966,23.199651",16
广州市,保利云境,"113.270346,23.208467",广东实验中学云城校区,"113.277966,23.199651",29
广州市,广州富力·富云山,"113.286586,23.203205",广东实验中学云城校区,"113.277966,23.199651",25
广州市,石溪村,"113.280252,23.068935",华润万家(江燕店),"113.276928,23.082105",27
广州市,江燕花园,"113.277773,23.080845",华润万家(江燕店),"113.276928,23.082105",5
广州市,绿地越秀海玥,"113.263171,23.07547",华润万家(江燕店),"113.276928,23.082105",30
广州市,时代YOU公寓,"113.286866,23.131639",中山大学中山眼科中心(区庄院区),"113.292807,23.133123",9
广州市,东山龙珠大厦,"113.294031,23.127635",中山大学中山眼科中心(区庄院区),"113.292807,23.133123",11
广州市,淘金大厦,"113.287433,23.143614",中山大学中山眼科中心(区庄院区),"113.292807,23.133123",22
广州市,海康小区,"113.305446,23.098382",二沙岛体育公园,"113.312744,23.108691",36
广州市,天心宿舍,"113.307342,23.101782",二沙岛体育公园,"113.312744,23.108691",23
广州市,鹭江富华楼,"113.310171,23.098558",二沙岛体育公园,"113.312744,23.108691",25
广州市,御江苑,"113.269512,23.115342",海珠中路小学,"113.25542,23.117987",25
广州市,何济公大厦,"113.241168,23.127357",海珠中路小学,"113.25542,23.117987",29
广州市,誉领轩,"113.247399,23.120422",海珠中路小学,"113.25542,23.117987",15
广州市,合景臻溋名铸,"113.405334,23.106838",吉满家商业广场,"113.399501,23.1166",22
广州市,珠江天郦,"113.389472,23.124131",吉满家商业广场,"113.399501,23.1166",22
广州市,新城市·领院,"113.407406,23.110836",吉满家商业广场,"113.399501,23.1166",22
广州市,碧桂园琥珀湾,"113.831043,23.13024",侯王庙公园,"113.828989,23.141155",20
广州市,三江盛汇,"113.821541,23.134387",侯王庙公园,"113.828989,23.141155",17
广州市,金众江悦府,"113.826333,23.12911",侯王庙公园,"113.828989,23.141155",21
广州市,碧桂园凤凰城凤凰名苑,"113.581658,23.160113",盒马邻里(广州增城凤凰城凤晴苑店),"113.580209,23.158631",9
广州市,碧桂园云顶,"113.573337,23.156474",盒马邻里(广州增城凤凰城凤晴苑店),"113.580209,23.158631",12
广州市,太阳城巧克力,"113.598139,23.164423",盒马邻里(广州增城凤凰城凤晴苑店),"113.580209,23.158631",39
广州市,红楼泳场宿舍,"113.224358,23.12063",乐家商场(坦尾东街),"113.221782,23.120707",4
广州市,多宝华厦,"113.239668,23.116307",乐家商场(坦尾东街),"113.221782,23.120707",44
广州市,蓬莱花园,"113.222602,23.105954",乐家商场(坦尾东街),"113.221782,23.120707",45
广州市,沙湾怡景苑,"113.355217,22.910307",番禺体校,"113.350644,22.901623",24
广州市,万科金色城品,"113.357124,22.912703",番禺体校,"113.350644,22.901623",30
广州市,荷景花园六区,"113.344058,22.906096",番禺体校,"113.350644,22.901623",14
广州市,新世界·凯粤湾,"113.213681,23.114678",百多商场,"113.211834,23.10054",30
广州市,力诚·榕诚湾,"113.221465,23.086587",百多商场,"113.211834,23.10054",33
广州市,和著美苑,"113.228306,23.098604",百多商场,"113.211834,23.10054",38
广州市,中国铁建花语上城,"113.516045,22.792387",广州市第一人民医院南沙医院,"113.53379,22.786447",40
广州市,保利时光印象,"113.548742,22.777054",广州市第一人民医院南沙医院,"113.53379,22.786447",36
广州市,阳光城丽景半岛,"113.540383,22.801579",广州市第一人民医院南沙医院,"113.53379,22.786447",29
广州市,星禧台,"113.808009,23.198796",翠湖小学,"113.793819,23.196711",26
广州市,港龙皇朝龙湾壹号,"113.799616,23.192062",翠湖小学,"113.793819,23.196711",24
广州市,柏翠庭,"113.793362,23.188898",翠湖小学,"113.793819,23.196711",14
广州市,御江苑,"113.269512,23.115342",华润万家(广州中六店),"113.25538,23.12494",34
广州市,何济公大厦,"113.241168,23.127357",华润万家(广州中六店),"113.25538,23.12494",22
广州市,誉领轩,"113.247399,23.120422",华润万家(广州中六店),"113.25538,23.12494",16
广州市,百事佳新村B区,"113.264514,23.164086",益好多购物商场,"113.261819,23.158394",15
广州市,又一居花园,"113.257649,23.170338",益好多购物商场,"113.261819,23.158394",23
广州市,白云大道南,"113.273156,23.164409",益好多购物商场,"113.261819,23.158394",23
广州市,江山国际,"113.387159,23.094369",执信中学,"113.379439,23.098814",21
广州市,珠江大家庭花园,"113.369407,23.09588",执信中学,"113.379439,23.098814",22
广州市,琶洲新村,"113.383325,23.101018",执信中学,"113.379439,23.098814",9
广州市,西关雅苑,"113.248157,23.126599",越秀区培智学校,"113.257352,23.116838",26
广州市,华发宝岗公馆,"113.26071,23.10001",越秀区培智学校,"113.257352,23.116838",38
广州市,汉国置业·港汇台,"113.270225,23.117004",越秀区培智学校,"113.257352,23.116838",23
广州市,星海园,"113.370105,22.940547",江南商业城,"113.368022,22.933078",13
广州市,华海大厦,"113.359863,22.939204",江南商业城,"113.368022,22.933078",19
广州市,雍逸华庭,"113.375332,22.923738",江南商业城,"113.368022,22.933078",28
广州市,万汇天地·朗庭,"113.228959,23.086244",快递超市服务中心,"113.234261,23.075241",27
广州市,保利曼源花园,"113.25003,23.066259",快递超市服务中心,"113.234261,23.075241",34
广州市,保利·和悦滨江,"113.225967,23.060915",快递超市服务中心,"113.234261,23.075241",30
广州市,海珠半岛花园三期,"113.292205,23.10466",永旺(海港城),"113.282566,23.11367",25
广州市,万科瑧樾府,"113.279477,23.125165",永旺(海港城),"113.282566,23.11367",23
广州市,云瀚府,"113.281897,23.118018",永旺(海港城),"113.282566,23.11367",9
广州市,云山壹品,"113.273753,23.175514",缤纷天地,"113.268733,23.180024",11
广州市,保利阅云台,"113.253941,23.184493",缤纷天地,"113.268733,23.180024",35
广州市,保利星满花园,"113.352206,22.834836",世纪华联购物广场,"113.336664,22.832593",27
广州市,长江数码花园(南沙),"113.344366,22.83236",世纪华联购物广场,"113.336664,22.832593",11
广州市,工商局宿舍,"113.341324,22.840068",世纪华联购物广场,"113.336664,22.832593",13
广州市,远洋天成,"113.628479,23.13028",广州市增城区官湖学校,"113.632145,23.139747",23
广州市,星图花园,"113.64002,23.134351",广州市增城区官湖学校,"113.632145,23.139747",17
广州市,翡莉花苑,"113.640896,23.127165",广州市增城区官湖学校,"113.632145,23.139747",29
广州市,金龙城财富广场,"113.431478,22.938139",天星学校,"113.430357,22.955967",35
广州市,石碁绿庭雅苑,"113.432184,22.95443",天星学校,"113.430357,22.955967",5
广州市,富怡三区,"113.438867,22.959094",天星学校,"113.430357,22.955967",15
广州市,云裳峯尚,"113.328432,23.193243",惠佳乐商场,"113.326291,23.192154",5
广州市,荣升·珑樾,"113.325482,23.195043",惠佳乐商场,"113.326291,23.192154",5
广州市,越秀·云悦,"113.330874,23.174924",惠佳乐商场,"113.326291,23.192154",34
广州市,晓风朗轩,"113.314512,23.087782",上涌公园,"113.307097,23.077055",27
广州市,绿城馥香园,"113.299777,23.063935",上涌公园,"113.307097,23.077055",35
广州市,中交·天翠,"113.303927,23.061846",上涌公园,"113.307097,23.077055",29
广州市,锦绣一方苑,"113.500542,22.974927",石二中心公园,"113.489838,22.972082",26
广州市,首铸铂瑞云湾,"113.495465,22.971713",石二中心公园,"113.489838,22.972082",9
广州市,中海左岸花园,"113.492541,22.956361",石二中心公园,"113.489838,22.972082",27
广州市,方圆御府,"113.800396,23.297589",荔城街社区卫生服务中心金竹社区卫生服务站,"113.806948,23.293164",18
广州市,金龙居,"113.796827,23.29231",荔城街社区卫生服务中心金竹社区卫生服务站,"113.806948,23.293164",18
广州市,汇港轩,"113.823696,23.284573",荔城街社区卫生服务中心金竹社区卫生服务站,"113.806948,23.293164",41
广州市,华深楼,"113.244561,23.091568",荔湾儿童公园,"113.24104,23.085065",23
广州市,天誉半岛花园,"113.24812,23.100284",荔湾儿童公园,"113.24104,23.085065",65
广州市,中海橡园国际,"113.258568,23.088843",荔湾儿童公园,"113.24104,23.085065",46
广州市,万汇天地·朗庭,"113.228959,23.086244",中国教育科学研究院荔湾实验学校,"113.214369,23.076551",30
广州市,保利和颂,"113.228782,23.082644",中国教育科学研究院荔湾实验学校,"113.214369,23.076551",24
广州市,万汇天地·瑧园,"113.2282,23.084373",中国教育科学研究院荔湾实验学校,"113.214369,23.076551",25
深圳市,正弘·林语轩,"114.25998,22.686498",深圳市龙岗中心医院嶂背社区健康服务中心,"114.243757,22.685388",34
深圳市,润筑园,"114.229111,22.677279",深圳市龙岗中心医院嶂背社区健康服务中心,"114.243757,22.685388",31
深圳市,金地名峰,"114.26121,22.683252",深圳市龙岗中心医院嶂背社区健康服务中心,"114.243757,22.685388",33
深圳市,东海十八居,"114.024951,22.539861",农园社区健康服务中心,"114.019666,22.538002",9
深圳市,建业小区北区,"114.012734,22.541062",农园社区健康服务中心,"114.019666,22.538002",17
深圳市,鑫竹苑,"114.017679,22.53781",农园社区健康服务中心,"114.019666,22.538002",8
深圳市,鹏海苑小区,"114.475412,22.589272",深圳市正德高级中学,"114.4812,22.583637",19
深圳市,华兴新村,"114.478628,22.587163",深圳市正德高级中学,"114.4812,22.583637",13
深圳市,千禧大厦,"114.476637,22.59353",深圳市正德高级中学,"114.4812,22.583637",19
深圳市,佳华领域广场,"114.055935,22.715123",深圳市龙华区中心医院,"114.046105,22.713407",16
深圳市,合正观澜汇二期,"114.040929,22.701642",深圳市龙华区中心医院,"114.046105,22.713407",20
深圳市,阳基御龙山,"114.033995,22.713742",深圳市龙华区中心医院,"114.046105,22.713407",20
深圳市,欧景花园一期,"114.234833,22.724849",华润万家(吉祥路店),"114.237628,22.730076",12
深圳市,岸上林居,"114.2478,22.739178",华润万家(吉祥路店),"114.237628,22.730076",27
深圳市,欧意轩花园,"114.253254,22.736005",华润万家(吉祥路店),"114.237628,22.730076",29
深圳市,永利大厦(福永),"113.814082,22.668043",福永人民医院福围社区健康服务中心,"113.820934,22.653117",29
深圳市,福永政永楼,"113.819727,22.67097",福永人民医院福围社区健康服务中心,"113.820934,22.653117",37
深圳市,有福楼,"113.819489,22.670517",福永人民医院福围社区健康服务中心,"113.820934,22.653117",36
深圳市,云顶天海,"114.30586,22.600977",梅沙高中(深圳市梅沙双语学校高中部),"114.30391,22.597653",7
深圳市,万科东海岸四期,"114.302515,22.60362",梅沙高中(深圳市梅沙双语学校高中部),"114.30391,22.597653",17
深圳市,海阔凌海公寓,"114.311153,22.598754",梅沙高中(深圳市梅沙双语学校高中部),"114.30391,22.597653",12
深圳市,怡海楼,"113.825185,22.67287",盒马鲜生(福永益田店),"113.82717,22.66861",7
深圳市,福怡商住中心,"113.821385,22.671344",盒马鲜生(福永益田店),"113.82717,22.66861",10
深圳市,御景水岸,"113.826373,22.684575",盒马鲜生(福永益田店),"113.82717,22.66861",27
