城市名,起点名称,起点经纬度,终点名称,终点经纬度,开车,公共交通
深圳市,华润润宏城,"113.84419,22.722178",深圳市沙井上南学校,"113.909252,22.742582",27,61
深圳市,英郡年华花园一期,"114.149447,22.617092",横岗大厦Hone商场,"114.207806,22.646547",18,23
深圳市,电建洺悦鹏著,"113.910549,22.784825",培英文武实验学校,"113.949575,22.751451",20,40
深圳市,神彩苑,"114.053263,22.520163",马成时代广场C区,"114.070661,22.56504",20,36
深圳市,雅豪祥苑,"114.256964,22.72349",深圳市高级中学龙岗学校,"114.3153,22.695534",26,47
深圳市,鸿安楼,"114.053465,22.546199",福田区黄埔学校中学部,"114.107502,22.545498",18,34
深圳市,京基华樾,"114.110444,22.552049",深圳市龙岗区第四人民医院尚峰社区健康服务中心,"114.137065,22.622309",20,54
深圳市,区委综合楼,"113.90364,22.594488",BCIS,"113.921785,22.537472",23,36
深圳市,诺德·阅山海,"114.347094,22.691244",坪山旧市场,"114.374632,22.612367",34,94
深圳市,富宏凤凰天誉,"113.836014,22.630604",瑞盛百货,"113.880614,22.593634",19,31
深圳市,中骏四季阳光三期,"114.304916,22.722345",坪山旧市场,"114.347094,22.691244",18,35
深圳市,石鸿花园,"113.900922,22.554325",深圳市南山区丽湖学校,"113.959095,22.588878",23,44
深圳市,幸福港湾,"113.85659,22.566956",冠华育才学校,"113.905421,22.575037",27,48
深圳市,英伦名苑一期,"113.956026,22.548594",深圳市大磡小学,"113.971931,22.621543",25,56
深圳市,中海万锦熙岸华庭,"114.394401,22.706628",深圳市第二人民医院大鹏新区中心医院,"114.422362,22.632282",25,61
深圳市,万科红一二期,"114.084227,22.54223",君尚D区L1-12,"114.127554,22.599386",24,41
深圳市,合正方州润园,"114.250136,22.706943",深圳市高级中学龙岗学校,"114.3153,22.695534",22,60
深圳市,水产综合楼,"113.914649,22.485349",汇港购物中心,"113.921302,22.537666",25,24
深圳市,满京华云曦花园,"114.422362,22.632282",深圳市第二人民医院大鹏新区中心医院,"114.465744,22.598165",15,40
深圳市,海韵花园,"113.859737,22.64094",深圳市富源英美学校,"113.890351,22.563917",30,52
深圳市,华天公寓,"114.073575,22.56903",深圳市龙岗区时代学校,"114.108392,22.621855",19,48
深圳市,山水华庭,"114.099887,22.711235",华南城M23栋,"114.128245,22.6724",17,61
深圳市,花样年·好时光,"114.263706,22.730589",华升学校,"114.337651,22.688742",26,37
深圳市,谱心苑,"114.064442,22.632342",长坑社康服务中心,"114.132795,22.587405",30,42
深圳市,水产商住楼,"114.053465,22.546199",福田区黄埔学校中学部,"114.120827,22.55083",21,33
深圳市,非凡空间,"114.251312,22.730478",深圳市高级中学龙岗学校,"114.3153,22.695534",28,32
深圳市,益田名园,"114.051015,22.517613",荔园小学玮鹏校区,"114.094314,22.543007",17,28
深圳市,金光华凤凰九里,"114.157394,22.684936",横岗大厦Hone商场,"114.207806,22.646547",28,84
深圳市,信达泰禾·金尊府,"114.263706,22.730589",华升学校,"114.330073,22.676139",34,41
深圳市,国都高尔夫花园二期,"114.046691,22.531526",文华社区健康服务中心,"114.135025,22.544639",21,44
深圳市,新世界名镌,"113.836014,22.630604",瑞盛百货,"113.913008,22.595322",19,48
深圳市,信义金御山居,"114.128245,22.6724",华南城M23栋,"114.209926,22.653921",30,75
深圳市,岭南九龙湾,"115.030085,22.791785",新联小学,"115.079799,22.852625",20,107
深圳市,远洋天祺苑,"114.279794,22.753519",坪山旧市场,"114.347094,22.691244",30,42
深圳市,九号小区,"114.207718,22.641048",深圳市龙岗区德龙学校,"114.260002,22.589701",21,45
深圳市,华安苑,"113.902361,22.558646",深圳市南山区丽湖学校,"113.959095,22.588878",21,47
深圳市,领峰杰筑,"114.271267,22.711978",龙岗中心医院集团坪西社区健康服务中心,"114.294098,22.769902",21,34
深圳市,中信星光名庭,"114.053465,22.546199",福田区黄埔学校中学部,"114.122452,22.555295",19,38
深圳市,金洪名筑,"113.927889,22.725627",锦驰致富广场A座,"113.931453,22.677413",18,35
深圳市,中洲湾滨海华府二期,"114.030568,22.521951",荔园小学玮鹏校区,"114.094314,22.543007",19,43
深圳市,黄必围,"114.225728,22.636499",深圳宝兴医院金塘社区健康服务中心,"114.269943,22.589562",22,61
深圳市,深新大厦,"114.022607,22.523311",欣欣学校,"114.071782,22.570439",25,47
深圳市,诺德·阅山海,"114.374632,22.612367",乐兴百货,"114.428201,22.63529",18,42
深圳市,马家龙方卉园,"113.90364,22.594488",BCIS,"113.926979,22.546798",23,41
深圳市,星河盛世,"114.046715,22.603156",星河COCO Park(福田店),"114.054007,22.533569",25,34
深圳市,安联尚璟府,"113.930836,22.768922",富源商业广场,"113.97016,22.7034",20,54
深圳市,和成金竹家园,"114.08044,22.629371",荔园小学玮鹏校区,"114.094314,22.543007",28,48
深圳市,龙福一村,"114.207806,22.646547",横岗大厦Hone商场,"114.245589,22.724096",29,33
深圳市,润科华府,"113.862741,22.624431",径贝小学,"113.875145,22.567781",23,44
深圳市,万福花园,"113.971931,22.621543",深圳市大磡小学,"114.039877,22.631989",38,84
深圳市,雍山郡花园,"114.237612,22.711893",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.275822,22.754123",20,51
深圳市,合正锦园南区,"114.178406,22.562658",深圳市龙岗区德龙学校,"114.207718,22.641048",28,77
深圳市,天一名居,"114.047,22.555053",深圳市龙岗区时代学校,"114.108392,22.621855",25,57
深圳市,万德居,"114.054007,22.533569",星河COCO Park(福田店),"114.103347,22.539601",18,28
深圳市,城市印象,"113.90098,22.563375",恒大商城(旗舰店),"113.932694,22.521092",19,41
深圳市,江南华府,"113.971931,22.621543",深圳市大磡小学,"114.037228,22.654319",43,67
深圳市,深房传麒景苑,"113.959095,22.588878",深圳市南山区丽湖学校,"114.036445,22.558315",22,52
深圳市,金地环湾城,"114.039539,22.519958",深圳市罗湖区人民医院,"114.122198,22.53785",19,35
深圳市,金地环湾城,"114.039539,22.519958",荔园小学玮鹏校区,"114.094314,22.543007",18,37
深圳市,瑞云府,"114.320847,22.680986",大润家百货,"114.373054,22.743695",29,33
深圳市,万科·未来之光,"113.859737,22.64094",深圳市富源英美学校,"113.910913,22.589482",24,73
深圳市,宝能华府,"113.911492,22.534632",前海小学,"113.946577,22.581955",19,32
深圳市,云海臻府,"113.776353,22.716111",芙蓉社康服务中心,"113.857232,22.729955",32,39
深圳市,新锦安雅园三期,"113.903344,22.549062",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",22,39
深圳市,茂业城怡福楼,"114.064442,22.632342",长坑社康服务中心,"114.133266,22.611143",25,49
深圳市,东港印象,"114.207718,22.641048",深圳市龙岗区德龙学校,"114.25037,22.592265",17,39
深圳市,诺德·阅山海,"114.338675,22.692842",深圳坪山益田假日世界,"114.374632,22.612367",35,98
深圳市,东悦名轩,"114.123156,22.551263",深圳市龙岗区第四人民医院尚峰社区健康服务中心,"114.137065,22.622309",19,37
深圳市,嘉福花园,"114.065899,22.517085",一商场,"114.120076,22.535648",26,39
深圳市,汉园茗院,"114.010257,22.596886",欣欣学校,"114.022607,22.523311",21,58
深圳市,和成金竹家园,"114.010314,22.648793",大浪赤岭头商贸城,"114.08044,22.629371",25,42
深圳市,碧涛苑多层,"113.91413,22.480848",沙河医院白石洲社区健康服务中心,"113.966566,22.531704",27,44
深圳市,鹏瑞半山云璟府,"114.207806,22.646547",横岗大厦Hone商场,"114.238873,22.587646",26,64
深圳市,利联·星龙园,"114.22155,22.697292",华升学校,"114.263706,22.730589",20,31
深圳市,洪湖二街十号大院,"114.054007,22.533569",星河COCO Park(福田店),"114.121398,22.562486",26,36
深圳市,龙威花园,"114.084227,22.54223",君尚D区L1-12,"114.123918,22.601765",21,32
深圳市,中海九号公馆,"113.899864,22.600623",前海小学,"113.911492,22.534632",23,47
深圳市,翰林华庭,"114.989062,22.823416",新联小学,"115.079799,22.852625",16,56
深圳市,晨晖家园,"114.061196,22.519903",翠园实验学校,"114.139694,22.55082",23,51
深圳市,梅林四村,"114.053263,22.520163",马成时代广场C区,"114.055793,22.567744",19,37
深圳市,桃源居六区,"113.825021,22.67424",彩虹缤纷城,"113.868945,22.616623",21,53
深圳市,山语华庭,"113.897495,22.588644",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",27,35
深圳市,THETOWN乐城二期,"114.222348,22.671813",华升学校,"114.263706,22.730589",24,33
深圳市,福海苑,"113.917177,22.522115",天虹(京基·百纳广场南山店),"113.968678,22.531105",17,41
深圳市,南荔苑,"113.915371,22.512607",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",27,36
深圳市,云山海公馆,"113.893613,22.480145",深圳湾学校,"113.94309,22.496011",17,34
深圳市,峰境誉府,"113.931453,22.677413",锦驰致富广场A座,"113.950722,22.763391",31,40
深圳市,瑞云府,"114.320847,22.680986",秀新学校,"114.376751,22.738853",28,44
深圳市,观海台,"113.875145,22.567781",径贝小学,"113.937613,22.514502",30,50
深圳市,颐峰名庭,"114.273668,22.753901",深圳坪山益田假日世界,"114.338675,22.692842",28,41
深圳市,京基璟誉府,"114.053465,22.546199",福田区黄埔学校中学部,"114.143487,22.576362",21,49
深圳市,利联·星龙园,"114.22155,22.697292",龙岗区人民医院五联社区卫生服务中心,"114.24313,22.753929",23,35
深圳市,海韵嘉园,"113.911492,22.534632",前海小学,"113.925267,22.486009",25,38
深圳市,君华时代·君华天第,"114.237612,22.711893",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.273908,22.744438",21,36
深圳市,吉祥花园,"114.080686,22.652896",深圳市中兴小学,"114.122035,22.60654",19,35
深圳市,恒壹四季华府,"113.971931,22.621543",深圳市大磡小学,"114.051652,22.620356",38,75
深圳市,振业天境云庭,"113.930683,22.769817",富源商业广场,"113.97016,22.7034",20,51
深圳市,合正观澜汇·云境,"114.010314,22.648793",大浪赤岭头商贸城,"114.038044,22.696029",26,35
深圳市,深业山水东城花园,"114.329127,22.666068",大润家百货,"114.373054,22.743695",30,33
深圳市,满京华云曦花园,"114.425666,22.6343",葵涌中心小学,"114.465744,22.598165",18,48
深圳市,海馨苑,"114.085422,22.552398",深圳市龙岗区时代学校,"114.108392,22.621855",21,39
深圳市,玮鹏花园,"114.094659,22.542229",布心广场G栋,"114.140515,22.577052",20,38
深圳市,峰境誉府,"113.898122,22.786992",深圳市光明区元山社区健康服务中心,"113.950722,22.763391",20,37
深圳市,电联大厦,"114.136477,22.613014",龙鹏学校,"114.227101,22.639043",35,37
深圳市,鸿鹄里,"114.373632,22.703667",葵涌中心小学,"114.425666,22.6343",22,64
深圳市,美盛岭尚苑,"114.237612,22.711893",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.27587,22.756032",22,50
深圳市,京基·御景峯,"114.013288,22.598",欣欣学校,"114.022607,22.523311",19,57
深圳市,西丽湖度假村,"113.962726,22.59471",大浪赤岭头商贸城,"114.010314,22.648793",33,50
深圳市,新霖荟邑花园,"114.235208,22.700381",晨光小学,"114.272181,22.748827",26,34
深圳市,广三保,"113.910559,22.561955",沙河医院白石洲社区健康服务中心,"113.966566,22.531704",22,29
深圳市,深业沙河U中心,"113.864269,22.625308",径贝小学,"113.875145,22.567781",26,49
深圳市,万科启城家园,"114.015222,22.635146",深圳市未来小学,"114.040027,22.709565",22,36
深圳市,花润里,"113.992749,22.733022",六一中学,"114.020237,22.672581",22,56
深圳市,大世纪水山缘,"114.14099,22.59902",深圳市龙岗区德龙学校,"114.207718,22.641048",29,50
深圳市,廊桥国际,"114.073733,22.52324",布心广场G栋,"114.140515,22.577052",22,43
深圳市,京光海景花园,"113.90098,22.563375",恒大商城(旗舰店),"113.930002,22.506124",29,44
深圳市,尚悦府,"114.036353,22.517656",深圳市罗湖区人民医院,"114.122198,22.53785",22,44
深圳市,五矿宿舍,"114.064272,22.520275",深圳市福田区水围小学,"114.124437,22.559757",25,48
深圳市,御景湾,"113.859737,22.64094",深圳市富源英美学校,"113.874689,22.562208",34,70
深圳市,前海铂寓,"113.862321,22.554999",前海小学,"113.911492,22.534632",20,34
深圳市,吉祥花园,"114.080686,22.652896",深圳市龙岗区第四人民医院尚峰社区健康服务中心,"114.137065,22.622309",21,37
深圳市,珈誉未来花园,"113.820187,22.698622",瑞盛百货,"113.836014,22.630604",18,41
深圳市,君胜熙珑山,"114.220784,22.724934",平安里学校,"114.285331,22.752557",21,41
深圳市,金硕和府,"113.857232,22.729955",芙蓉社康服务中心,"113.934715,22.769043",33,60
深圳市,诚信华庭,"114.064442,22.632342",长坑社康服务中心,"114.128346,22.60695",21,38
深圳市,天健和悦府,"114.381546,22.693506",深圳市第二人民医院大鹏新区中心医院,"114.422362,22.632282",20,50
深圳市,华润润宏城,"113.898122,22.786992",深圳市光明区元山社区健康服务中心,"113.909252,22.742582",21,52
深圳市,南山悦时光花园,"114.220784,22.724934",平安里学校,"114.259483,22.682679",24,41
深圳市,金洪名筑,"113.910549,22.784825",培英文武实验学校,"113.927889,22.725627",22,34
深圳市,卓越和奕府,"114.037426,22.64214",缤纷生活广场,"114.11079,22.687436",31,74
深圳市,熙湾,"113.899626,22.531015",万象前海,"113.948427,22.524974",14,37
深圳市,尚悦府,"113.966566,22.531704",沙河医院白石洲社区健康服务中心,"114.036353,22.517656",17,40
深圳市,华浩源,"114.064442,22.632342",长坑社康服务中心,"114.124567,22.623568",21,39
深圳市,莲花山庄一村,"114.053465,22.546199",福田区黄埔学校中学部,"114.107584,22.597347",22,52
深圳市,御景华府,"114.064442,22.632342",长坑社康服务中心,"114.075995,22.685952",21,34
深圳市,澜湖时代景愉府,"114.060714,22.734084",缤纷生活广场,"114.11079,22.687436",28,76
深圳市,万福花园,"114.039877,22.631989",缤纷生活广场,"114.11079,22.687436",25,71
深圳市,万科大都会家园,"113.859737,22.64094",深圳市富源英美学校,"113.900045,22.56918",32,42
深圳市,盛璟润府,"114.038868,22.663761",缤纷生活广场,"114.11079,22.687436",25,55
深圳市,丽湖花园三期,"114.079243,22.688228",深圳外国语学校(集团)龙华高中部,"114.106822,22.630272",26,64
深圳市,山语海,"113.891836,22.483137",天虹(京基·百纳广场南山店),"113.968678,22.531105",28,52
深圳市,云祥公馆,"113.944058,22.688668",深圳市大磡小学,"113.971931,22.621543",34,92
深圳市,红岭大厦,"114.022607,22.523311",欣欣学校,"114.10414,22.539057",21,50
深圳市,珑逸府,"114.121458,22.599589",深圳市龙岗区德龙学校,"114.207718,22.641048",23,34
深圳市,招商华侨城曦城四期,"113.909712,22.594841",前海小学,"113.911492,22.534632",26,45
深圳市,华润紫樾润府,"114.373054,22.743695",大润家百货,"114.380256,22.692901",19,39
深圳市,南洋大厦,"114.054007,22.533569",星河COCO Park(福田店),"114.11695,22.539793",20,26
深圳市,玉华花园,"113.971931,22.621543",深圳市大磡小学,"114.026917,22.640696",39,59
深圳市,深业山水东城花园,"114.263706,22.730589",华升学校,"114.329127,22.666068",34,46
深圳市,鼎胜金域阳光家园,"113.911492,22.534632",前海小学,"113.959832,22.578274",19,39
深圳市,吉祥花园,"114.010314,22.648793",大浪赤岭头商贸城,"114.080686,22.652896",29,55
深圳市,溪山禾玺御府,"114.020237,22.672581",六一中学,"114.051676,22.720055",24,49
深圳市,深业世纪山谷,"113.898484,22.571273",宝安中医院,"113.96696,22.545719",21,43
深圳市,新新家园,"114.05274,22.519349",荔园小学玮鹏校区,"114.094314,22.543007",16,32
深圳市,阳光香格里家园,"114.235208,22.700381",晨光小学,"114.272358,22.754578",22,33
深圳市,锦绣花园,"113.840723,22.638073",冠华育才学校,"113.905421,22.575037",21,52
深圳市,溪山美地园,"114.054007,22.533569",星河COCO Park(福田店),"114.057162,22.600235",25,43
深圳市,深汕华侨城纯水岸,"115.04882,22.797895",赤石街道中心小学,"115.075492,22.875144",22,86
深圳市,金地环湾城,"114.039539,22.519958",华南师范大学附属龙岗雅宝小学,"114.064846,22.604285",31,48
深圳市,园中花园,"114.099045,22.551861",深圳市龙岗区时代学校,"114.108392,22.621855",23,47
深圳市,福永政永楼,"113.819727,22.67097",芙蓉社康服务中心,"113.857232,22.729955",19,56
深圳市,卓越珺奕府,"113.931453,22.677413",锦驰致富广场A座,"114.008346,22.647058",26,43
深圳市,纺织品公司综合楼,"113.90901,22.562103",天虹(京基·百纳广场南山店),"113.968678,22.531105",25,33
深圳市,中洲湾滨海华府二期,"114.030568,22.521951",深圳市罗湖区人民医院,"114.122198,22.53785",23,42
深圳市,吉祥花园,"114.080686,22.652896",南湾人民医院桂芳园社区健康服务中心,"114.141496,22.615917",25,40
深圳市,悦见倾湖,"114.039583,22.664725",深圳伟光医院,"114.043004,22.710786",21,24
深圳市,怡和楼,"114.03749,22.524401",君尚D区L1-12,"114.084227,22.54223",16,31
深圳市,和荣家园,"113.843407,22.602473",冠华育才学校,"113.905421,22.575037",23,42
深圳市,满京华云著一期,"113.81672,22.732111",西荟城购物中心B区,"113.833147,22.783196",22,48
深圳市,合正观澜汇·云境,"114.038044,22.696029",缤纷生活广场,"114.11079,22.687436",30,75
深圳市,城启家园,"114.061568,22.67378",宜和购物,"114.114873,22.704877",26,71
深圳市,观玥名邸,"113.930765,22.781103",深圳市楼村小学,"113.949427,22.737204",19,37
深圳市,美利达新村,"114.225771,22.725498",深圳市高级中学龙岗学校,"114.3153,22.695534",33,43
深圳市,壹锦园,"114.207806,22.646547",横岗大厦Hone商场,"114.22271,22.729547",24,39
深圳市,蔚蓝海尚花园,"113.782071,22.732586",彩虹缤纷城,"113.825021,22.67424",34,37
深圳市,龙电B区,"113.921698,22.502426",天虹(京基·百纳广场南山店),"113.968678,22.531105",23,32
深圳市,翔名苑,"114.036455,22.554804",长坑社康服务中心,"114.064442,22.632342",23,43
深圳市,城建仁山智水花园三期,"114.064442,22.632342",长坑社康服务中心,"114.067103,22.689734",25,37
深圳市,中海西岸华府北区,"113.820695,22.771188",培英文武实验学校,"113.910549,22.784825",29,50
深圳市,中洲湾滨海华府三期,"114.03175,22.523118",荔园小学玮鹏校区,"114.094314,22.543007",19,38
深圳市,中洲湾滨海华府二期,"113.94309,22.496011",深圳湾学校,"114.030568,22.521951",23,63
深圳市,银信中心二期,"114.208217,22.645843",平安里学校,"114.220784,22.724934",24,41
深圳市,星悦云邸,"113.971931,22.621543",深圳市大磡小学,"113.996013,22.667848",36,85
深圳市,和昌·拾里花都,"114.259615,22.720443",深圳市坪地中心小学,"114.303556,22.767312",20,39
深圳市,湾尚庭玺家园,"114.062364,22.517282",一商场,"114.120076,22.535648",20,42
深圳市,绿景大公馆,"114.220775,22.696499",深圳市高级中学龙岗学校,"114.3153,22.695534",29,34
深圳市,鹏湾丽苑,"114.140288,22.568167",喜荟城,"114.231761,22.5436",24,55
深圳市,花园城一期,"113.922247,22.50282",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",29,40
深圳市,山海丹华府,"113.888145,22.480129",万象前海,"113.899626,22.531015",18,46
深圳市,江苏大厦,"114.055574,22.546063",深圳市龙岗区时代学校,"114.108392,22.621855",31,50
深圳市,佳兆业云望府,"114.010314,22.648793",大浪赤岭头商贸城,"114.081354,22.649715",30,60
深圳市,路桥公司家属楼,"113.90953,22.568442",深圳市大磡小学,"113.971931,22.621543",35,45
深圳市,深业世纪山谷,"113.96696,22.545719",星河COCO Park(福田店),"114.054007,22.533569",22,39
深圳市,蔚蓝海尚花园,"113.782071,22.732586",雅时尚商场,"113.842852,22.717195",29,57
深圳市,彩虹新都,"114.067133,22.613539",深圳科学高中五和学校,"114.068532,22.536001",22,41
深圳市,香格丽苑,"113.954615,22.577516",深圳市南山区医疗集团总部西丽社区健康服务中心,"114.012884,22.549744",24,33
深圳市,莱蒙水榭春天二期,"114.026422,22.626095",绿景佐阾虹湾购物中心,"114.039316,22.560705",27,39
深圳市,赤湾琅玥湾佳园,"113.894189,22.478638",沙河医院白石洲社区健康服务中心,"113.966566,22.531704",23,45
深圳市,阳光香格里家园,"114.272358,22.754578",坪地六联小学,"114.325631,22.78834",15,34
深圳市,荣兴大厦,"114.064272,22.520275",深圳市福田区水围小学,"114.124991,22.536525",17,41
深圳市,龙佳园,"113.905421,22.575037",冠华育才学校,"113.922303,22.512835",32,42
深圳市,云山海公馆,"113.893613,22.480145",前海小学,"113.911492,22.534632",15,37
深圳市,华苑,"113.842772,22.636758",宝安中医院,"113.898484,22.571273",23,47
深圳市,盛璟润府,"114.038868,22.663761",龙华区中心医院景山社区健康服务站,"114.075838,22.693271",20,34
深圳市,云璞花园,"114.263706,22.730589",华升学校,"114.310998,22.77625",21,39
深圳市,南山物资公司宿舍,"113.919693,22.531643",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",22,44
深圳市,中海明德里,"114.050249,22.619986",福田区黄埔学校中学部,"114.053465,22.546199",22,56
深圳市,福怡商住中心,"113.821385,22.671344",芙蓉社康服务中心,"113.857232,22.729955",20,57
深圳市,荣村小区,"113.927103,22.48654",天虹(京基·百纳广场南山店),"113.968678,22.531105",24,36
深圳市,文锦大厦,"114.054007,22.533569",星河COCO Park(福田店),"114.131874,22.543175",24,37
深圳市,交运综合楼,"114.053465,22.546199",福田区黄埔学校中学部,"114.150623,22.547511",26,34
深圳市,鸿鹄里,"114.3153,22.695534",深圳市高级中学龙岗学校,"114.373632,22.703667",22,47
深圳市,红岗大厦,"114.053465,22.546199",福田区黄埔学校中学部,"114.103787,22.569345",18,44
深圳市,檀悦府,"114.047475,22.63844",深圳外国语学校(集团)龙华高中部,"114.079243,22.688228",26,68
深圳市,益田御龙天地,"114.064272,22.520275",深圳市福田区水围小学,"114.131264,22.553476",23,48
深圳市,中洲湾滨海华府二期,"113.954615,22.577516",深圳市南山区医疗集团总部西丽社区健康服务中心,"114.030568,22.521951",24,42
深圳市,碧荔花园,"114.010314,22.648793",大浪赤岭头商贸城,"114.046208,22.566625",33,39
深圳市,东滨华苑,"113.905421,22.575037",冠华育才学校,"113.926328,22.50537",35,48
深圳市,信达泰禾·金尊府,"114.322671,22.732093",龙岗中心医院集团同德社区健康服务中心,"114.330073,22.676139",28,51
深圳市,后海理想雅园,"113.911492,22.534632",前海小学,"113.935909,22.49379",24,37
深圳市,瑞云府,"114.233278,22.689145",上海外国语大学附属龙岗学校,"114.320847,22.680986",27,44
深圳市,中海寰宇珑宸花园,"114.313547,22.688593",大润家百货,"114.373054,22.743695",26,36
深圳市,汇宝苑,"113.887768,22.56652",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",25,32
深圳市,深业山水东城花园,"114.322671,22.732093",龙岗中心医院集团同德社区健康服务中心,"114.329127,22.666068",28,86
深圳市,中海万锦熙岸华庭,"114.3153,22.695534",深圳市高级中学龙岗学校,"114.394401,22.706628",24,53
深圳市,金碧苑,"114.054007,22.533569",星河COCO Park(福田店),"114.089381,22.571919",19,35
深圳市,交运综合楼,"114.094314,22.543007",荔园小学玮鹏校区,"114.150623,22.547511",16,21
深圳市,招商雍云府,"113.944647,22.759876",正力时代广场,"114.018287,22.716487",26,83
深圳市,鼎胜金域阳光家园,"113.875145,22.567781",径贝小学,"113.959832,22.578274",32,54
深圳市,云景梧桐花园,"114.1826,22.566663",龙鹏学校,"114.227101,22.639043",35,90
深圳市,海王大厦,"113.90098,22.563375",恒大商城(旗舰店),"113.926604,22.515492",22,32
深圳市,中海寰宇珑宸花园,"114.263706,22.730589",华升学校,"114.313547,22.688593",25,34
深圳市,富民苑,"113.889659,22.569334",沙河医院白石洲社区健康服务中心,"113.966566,22.531704",26,51
深圳市,港湾花园,"113.934814,22.486877",深圳市第二高级中学,"113.936289,22.570307",30,47
深圳市,城启家园,"114.109716,22.620819",水径小学,"114.114873,22.704877",30,64
深圳市,星河盛境三期瑞府,"114.213721,22.658955",华升学校,"114.263706,22.730589",26,42
深圳市,信达泰禾·金尊府,"114.256326,22.730942",深圳市盛平小学,"114.330073,22.676139",37,54
深圳市,云海臻府,"113.776353,22.716111",彩虹缤纷城,"113.825021,22.67424",31,43
深圳市,金地上塘道二期,"114.020162,22.634233",龙华区中心医院景山社区健康服务站,"114.075838,22.693271",31,55
深圳市,潜龙曼海宁花园北区,"114.009063,22.640733",深圳外国语学校(集团)龙华高中部,"114.079243,22.688228",33,47
深圳市,中洲迎玺花园,"113.954615,22.577516",深圳市南山区医疗集团总部西丽社区健康服务中心,"114.03858,22.608381",24,39
深圳市,松茂御城,"113.867127,22.805016",深圳市燕川中学,"113.906599,22.749031",29,57
深圳市,京基100,"114.054007,22.533569",星河COCO Park(福田店),"114.106547,22.54301",18,23
深圳市,汉园茗院,"114.010257,22.596886",福田区黄埔学校中学部,"114.053465,22.546199",23,41
深圳市,泰福名苑,"113.836069,22.636115",冠华育才学校,"113.905421,22.575037",23,51
深圳市,中海天钻,"114.053465,22.546199",福田区黄埔学校中学部,"114.107333,22.534134",18,35
深圳市,合正方州泓园,"114.207806,22.646547",横岗大厦Hone商场,"114.250551,22.708909",24,28
深圳市,合正丹郡,"114.064442,22.632342",长坑社康服务中心,"114.157185,22.619712",26,47
深圳市,华盛珑悦,"114.031247,22.649501",缤纷生活广场,"114.11079,22.687436",35,79
深圳市,招商四海名邸,"113.924085,22.501537",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",29,43
深圳市,南星大厦,"113.84419,22.722178",深圳市沙井上南学校,"113.892632,22.78104",26,35
深圳市,新霖荟璟花园,"114.2758,22.74887",金晟广场,"114.358221,22.701917",34,50
深圳市,觐海广场,"114.328351,22.604407",坪山中学,"114.348303,22.685792",38,101
深圳市,富安楼,"113.89703,22.569502",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",25,32
深圳市,通新岭,"114.097266,22.548141",深圳市龙岗区时代学校,"114.108392,22.621855",25,40
深圳市,东门金座,"114.064272,22.520275",深圳市福田区水围小学,"114.119347,22.54815",25,34
深圳市,桑达雅苑,"114.08963,22.545491",布心广场G栋,"114.140515,22.577052",21,38
深圳市,景云上辰花园,"114.192093,22.648828",2013时代广场,"114.230428,22.704815",25,33
深圳市,星河盛境三期御府,"114.128245,22.6724",华南城M23栋,"114.212078,22.658411",28,81
深圳市,百合苑,"113.859737,22.64094",深圳市富源英美学校,"113.897571,22.571289",31,50
深圳市,蔚蓝左岸花园,"114.263706,22.730589",华升学校,"114.313053,22.674154",33,47
深圳市,颐安·都会中央,"114.207806,22.646547",横岗大厦Hone商场,"114.224921,22.690335",19,28
深圳市,西荟城三期,"113.815534,22.733497",沙溪小学,"113.832908,22.776455",20,38
深圳市,佳兆业可园三期,"114.112394,22.654479",甘李学校,"114.136471,22.601979",24,53
深圳市,华茂欣园,"114.048448,22.547293",深圳科学高中五和学校,"114.067133,22.613539",23,49
深圳市,汉园茗院,"114.010257,22.596886",深圳科学高中五和学校,"114.067133,22.613539",22,32
深圳市,花润里,"113.944647,22.759876",正力时代广场,"113.992749,22.733022",18,53
深圳市,钱排村,"114.054007,22.533569",星河COCO Park(福田店),"114.107013,22.590059",30,56
深圳市,恒兴御景园,"113.785587,22.712043",彩虹缤纷城,"113.825021,22.67424",30,48
深圳市,新鸿苑,"114.241228,22.711572",龙岗中心医院集团坪西社区健康服务中心,"114.294098,22.769902",26,37
深圳市,电建洺悦鹏著,"113.87303,22.801268",深圳市宝安区罗田小学,"113.949575,22.751451",30,69
深圳市,弘雅花园二期,"113.893551,22.571895",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",28,34
深圳市,海滨花园,"113.898484,22.571273",宝安中医院,"113.916416,22.484593",30,44
深圳市,怡康家园,"114.137198,22.614065",深圳市龙岗区德龙学校,"114.207718,22.641048",23,30
深圳市,前海宸湾,"113.898548,22.479382",宝民小学,"113.910966,22.565913",30,44
