城市名,起点名称,起点经纬度,终点名称,终点经纬度,距离
广州市,沙湾大道,"113.344108,22.906574",荔园新天地,"113.362098,22.922416",2.929
广州市,逢源纺织宿舍小区,"113.220603,23.132961",花地街社区卫生服务中心,"113.23174,23.101001",5.389
广州市,逢源纺织宿舍小区,"113.220603,23.132961",广州医科大学附属第一医院(大坦沙院区),"113.240261,23.122106",3.605
广州市,逢源纺织宿舍小区,"113.220603,23.132961",为民康复医院,"113.242392,23.147927",5.175
广州市,葛洲坝广州紫郡府,"113.218495,23.053015",宝佳购物广场,"113.226348,23.084857",4.652
广州市,葛洲坝广州紫郡府,"113.218495,23.053015",盒马邻里(广州荔湾鸿图苑店),"113.244107,23.065075",3.748
广州市,国贸云上,"113.281324,23.24942",颜乐天纪念中学,"113.28413,23.258542",2.227
广州市,国贸云上,"113.281324,23.24942",广州市铁一中学(白云校区),"113.293489,23.24176",3.226
广州市,地铁云筑上品,"113.25621,23.210905",南悦中学,"113.272859,23.219519",2.758
广州市,地铁云筑上品,"113.25621,23.210905",广东实验中学云城校区,"113.277966,23.199651",3.644
广州市,地铁云筑上品,"113.25621,23.210905",嘉禾新都学校,"113.282222,23.243803",5.802
广州市,富豪山庄,"113.331412,22.945808",陆旺百货商场,"113.345035,22.966102",3.766
广州市,富豪山庄,"113.331412,22.945808",乐家商场,"113.348849,22.966884",4.355
广州市,广汇尊府,"113.573185,23.124091",章坡社区四五社公园,"113.599051,23.134319",4.22
广州市,翠景苑(花都),"113.210364,23.383214",麦德龙(广州花都商场),"113.228132,23.384901",2.323
广州市,翠景苑(花都),"113.210364,23.383214",华润万家(花都店),"113.238474,23.386212",3.269
广州市,富鹏物业小区,"113.804266,23.288503",盒马鲜生(广州增城捷莱茵花园店),"113.820143,23.284004",2.249
广州市,富鹏物业小区,"113.804266,23.288503",盒马邻里(广州增城荔城碧桂园店),"113.827318,23.297197",3.491
广州市,富鹏物业小区,"113.804266,23.288503",大润发(增城店),"113.840488,23.282006",4.63
广州市,越秀·万博城,"113.336478,23.010518",金海马商城,"113.342838,23.008157",1.07
广州市,越秀·万博城,"113.336478,23.010518",百世广场,"113.342865,22.99731",2.725
广州市,越秀·万博城,"113.336478,23.010518",万博中心,"113.344097,23.002122",1.544
广州市,兰园江悦,"113.208528,23.119753",广州医科大学附属第一医院(大坦沙院区),"113.220603,23.132961",3.16
广州市,兰园江悦,"113.208528,23.119753",南源街环翠园社区卫生服务站,"113.22898,23.102463",3.302
广州市,兰园江悦,"113.208528,23.119753",芳村区中医医院,"113.233946,23.131584",4.524
广州市,新陶苑,"113.324616,23.121525",五山广场,"113.344217,23.128957",2.904
广州市,新陶苑,"113.324616,23.121525",博兴购物广场,"113.352636,23.15234",5.645
广州市,新陶苑,"113.324616,23.121525",花城汇中区,"113.367467,23.132807",5.742
广州市,锦骏华庭,"113.29773,23.084666",纵横广场,"113.307695,23.102024",2.885
广州市,锦骏华庭,"113.29773,23.084666",佰盈商业城,"113.309783,23.12012",5.946
广州市,锦骏华庭,"113.29773,23.084666",茂源商场,"113.330615,23.095815",4.393
广州市,华侨城湖岸公馆,"113.825067,23.249845",郑田小学,"113.8265,23.214794",4.555
广州市,增江春晓花园,"113.820143,23.284004",大润发(增城店),"113.833981,23.264566",3.382
广州市,芳草园,"113.3198,23.121663",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",6.193
广州市,芳草园,"113.3198,23.121663",广州市天河中学(珠江新城校区),"113.337021,23.142965",4.231
广州市,芳草园,"113.3198,23.121663",广州市天河区汇景实验学校,"113.363115,23.150488",7.617
广州市,港骏轩,"113.551181,23.109441",快乐购生活购物中心,"113.57423,23.121611",2.982
广州市,港骏轩,"113.551181,23.109441",逸富广场(广州店),"113.574377,23.126313",3.353
广州市,越秀·大学·星汇锦城,"113.381094,23.00401",水上公园,"113.412139,22.976509",5.777
广州市,中建海丝城,"113.461009,23.099302",广州石化小学,"113.485391,23.096524",3.169
广州市,联泰天河YOHO,"113.381187,23.159272",新苏铂购物中心(岑村店),"113.405535,23.16374",3.897
广州市,新塘新世界花园,"113.553122,23.107761",永旺超市(凤凰城店),"113.576685,23.106692",2.88
广州市,新塘新世界花园,"113.553122,23.107761",天马商场(新墩店),"113.576692,23.125405",3.834
广州市,新塘新世界花园,"113.553122,23.107761",盒马邻里(广州增城新康花园店),"113.590417,23.114231",3.975
广州市,华荟大厦,"113.271528,23.096327",广州市越秀区东风东路小学,"113.276785,23.120309",3.488
广州市,华荟大厦,"113.271528,23.096327",江南新村第一小学,"113.302031,23.131043",5.962
广州市,山海合悦,"113.597494,22.772376",ULC剑桥国际高中,"113.611739,22.763381",2.088
广州市,文化局宿舍(白云区),"113.246693,23.167802",三元里实验小学,"113.252526,23.143448",3.279
广州市,文化局宿舍(白云区),"113.246693,23.167802",金泉小学,"113.256068,23.169882",1.629
广州市,方圆流花月岛,"113.233946,23.131584",为民康复医院,"113.253613,23.140305",2.996
广州市,方圆流花月岛,"113.233946,23.131584",南源街环翠园社区卫生服务站,"113.282429,23.136406",6.265
广州市,雅居乐西江月苑,"113.222658,23.109007",荔景商城,"113.240234,23.125922",5.505
广州市,雅居乐西江月苑,"113.222658,23.109007",西门町购物广场,"113.245477,23.113178",7.165
广州市,乐天峰公馆,"113.825039,23.276238",广州医科大学附属第四医院,"113.831316,23.289817",2.18
广州市,乐天峰公馆,"113.825039,23.276238",荔城社区卫生服务中心,"113.834057,23.288089",2.148
广州市,乐天峰公馆,"113.825039,23.276238",荔城街社区卫生服务中心,"113.842367,23.284476",2.865
广州市,保利天奕,"113.363835,23.11378",天河区石东小学,"113.365272,23.090934",4.826
广州市,保利天奕,"113.363835,23.11378",员村小学(美林分校),"113.370717,23.095915",3.978
广州市,保利天奕,"113.363835,23.11378",名门珠江小学,"113.373312,23.112199",1.621
广州市,正荣新城·云溪润宸,"113.402267,23.380174",庆达广场,"113.41032,23.380023",1.014
广州市,正荣新城·云溪润宸,"113.402267,23.380174",人人佳购物广场(钟落潭店),"113.411735,23.383847",1.517
广州市,珠江·金瑶台,"113.266099,23.093747",广百广场(海珠新一城店),"113.276296,23.101748",1.672
广州市,珠江·金瑶台,"113.266099,23.093747",金谷广场,"113.280558,23.081143",2.405
广州市,仟信广场,"113.587783,23.554149",从化区第四中学,"113.604749,23.542639",2.951
广州市,仟信广场,"113.587783,23.554149",从化区第七中学,"113.606645,23.560898",3.486
广州市,康嘉园,"113.344582,22.949443",广东仲元中学,"113.352741,22.942786",1.694
广州市,康嘉园,"113.344582,22.949443",禺山高级中学,"113.359889,22.932816",3.563
广州市,保利西悦湾,"113.222804,23.080753",广州市真光中学(本部校区),"113.247294,23.078784",2.947
广州市,如意中心,"113.303218,23.039583",沥滘码头公园,"113.30778,23.026826",2.267
广州市,如意中心,"113.303218,23.039583",北联公园,"113.315776,23.054598",4.281
广州市,如意中心,"113.303218,23.039583",南洲街沥滘公园,"113.317133,23.060594",4.117
广州市,保利滨江和著,"113.320063,23.027591",好运来商场(甜心路),"113.330471,23.039786",2.506
广州市,保利滨江和著,"113.320063,23.027591",佳旺商场,"113.337368,23.039749",3.133
广州市,保利滨江和著,"113.320063,23.027591",印象万家生活广场,"113.344458,23.014386",3.577
广州市,珠江·广钢花城,"113.247294,23.078784",广州市荔湾区真实中学,"113.252823,23.054912",3.389
广州市,耀胜新世界广场,"113.333266,22.991204",皓兴商场,"113.336478,23.010518",3.697
广州市,耀胜新世界广场,"113.333266,22.991204",金海马商城,"113.344097,23.002122",2.137
广州市,耀胜新世界广场,"113.333266,22.991204",百世广场,"113.345366,22.966616",5.807
广州市,东晓花园,"113.26456,23.079996",中山园(大通路),"113.285854,23.097936",3.548
广州市,东晓花园,"113.26456,23.079996",东山湖公园,"113.292052,23.115193",5.743
广州市,东晓花园,"113.26456,23.079996",庄头公园,"113.292823,23.111263",6.51
广州市,碧桂园凤凰城凤岭苑,"113.549796,23.142461",永宁街凤凰城社区卫生服务中心,"113.561986,23.119513",4.717
广州市,碧桂园凤凰城凤岭苑,"113.549796,23.142461",云埔街爱特城社区卫生服务站,"113.573092,23.136051",6.052
广州市,碧桂园凤凰城凤岭苑,"113.549796,23.142461",暨南大学附属暨华医院,"113.585808,23.15642",4.887
广州市,保利珑玥公馆,"113.389004,23.353022",钟落潭公园,"113.397868,23.373653",3.39
广州市,保利珑玥公馆,"113.389004,23.353022",六角亭公园,"113.401065,23.368114",3.33
广州市,东坑劳教所宿舍,"113.32936,23.195921",京溪生态公园,"113.330364,23.183503",1.742
广州市,东坑劳教所宿舍,"113.32936,23.195921",御岭山庄·一品湖山山顶公园,"113.333892,23.212338",2.876
广州市,东坑劳教所宿舍,"113.32936,23.195921",云景花园中心广场,"113.343858,23.197086",2.415
广州市,泰安楼,"113.240116,23.152792",三元里实验小学,"113.24568,23.133126",2.905
广州市,泰安楼,"113.240116,23.152792",广州市越秀区东风西路小学,"113.252526,23.143448",2.612
广州市,泰安楼,"113.240116,23.152792",荔湾区环市西路小学(绿森林校区),"113.26071,23.15214",3.644
广州市,岭南花园,"113.206372,23.153788",松溪小学,"113.220611,23.158526",2.394
广州市,岭南花园,"113.206372,23.153788",金泉小学,"113.232364,23.161806",3.996
广州市,岭南花园,"113.206372,23.153788",沙凤小学,"113.246693,23.167802",8.233
广州市,金湖雅苑,"113.31763,23.20426",巡特警2中,"113.338355,23.193799",3.761
广州市,金湖雅苑,"113.31763,23.20426",广附华联外语实验学校,"113.341607,23.202268",3.93
广州市,荷景花园雅荷居,"113.332864,22.906843",禺山高级中学,"113.353971,22.922015",3.693
广州市,荷景花园雅荷居,"113.332864,22.906843",象贤中学,"113.359889,22.932816",5.257
广州市,燕东大厦,"113.322412,23.155552",燕岭小公园,"113.326946,23.141153",2.636
广州市,燕东大厦,"113.322412,23.155552",暨南大学华文学院中心广场,"113.331327,23.152097",1.372
广州市,尚东阳光雅苑,"113.553122,23.107761",永旺超市(凤凰城店),"113.574417,23.102912",2.928
广州市,尚东阳光雅苑,"113.553122,23.107761",天马商场(新墩店),"113.576692,23.125405",3.834
广州市,尚东阳光雅苑,"113.553122,23.107761",盒马邻里(广州增城新康花园店),"113.590417,23.114231",3.975
广州市,玖玥灏澄轩,"113.163565,23.365963",岐山学校,"113.190854,23.372411",4.666
广州市,广州地铁地产·云庐,"113.294559,23.2376",永兴小学,"113.316177,23.255856",4.802
广州市,广州地铁地产·云庐,"113.294559,23.2376",华师附中实验小学(北校区),"113.328206,23.267516",6.75
广州市,广州地铁·珑曜上城,"113.421974,22.925177",情趣公园,"113.42467,22.958884",4.817
广州市,广州地铁·珑曜上城,"113.421974,22.925177",雁洲公园,"113.430022,22.958202",4.691
广州市,广州地铁·珑曜上城,"113.421974,22.925177",流坑公园,"113.433442,22.94012",2.757
广州市,紫星华府,"113.286022,23.095683",聚德西路小学,"113.314914,23.097875",3.699
广州市,紫星华府,"113.286022,23.095683",昌岗东路小学(北校区),"113.326353,23.084396",5.768
广州市,紫星华府,"113.286022,23.095683",龙潭小学(龙潭立交),"113.333389,23.080069",6.691
广州市,名荟公馆,"113.155929,23.375261",岐山学校,"113.18935,23.371052",4.377
广州市,东方名都,"113.576692,23.125405",永旺超市(凤凰城店),"113.592324,23.12562",3.677
广州市,保利罗兰花园,"113.466682,23.168501",百丰汇广场,"113.489949,23.172667",2.888
广州市,保利罗兰花园,"113.466682,23.168501",飞晟汇,"113.50381,23.1703",4.317
广州市,中旅·名门府,"113.20567,23.335881",雅瑶中学,"113.210289,23.36977",5.167
广州市,中旅·名门府,"113.20567,23.335881",新晖学校,"113.222113,23.349159",4.875
广州市,中旅·名门府,"113.20567,23.335881",广州市第六十六中学,"113.229055,23.365888",4.916
广州市,锦钰轩,"113.190011,23.424855",广州市花都区雅宝卫生服务站,"113.201473,23.394714",4.68
广州市,锦钰轩,"113.190011,23.424855",胡忠医院建设北路社区卫生服务站,"113.20833,23.415799",2.628
广州市,锦钰轩,"113.190011,23.424855",广州市中西医结合医院,"113.217116,23.402089",5.265
广州市,越秀·云悦,"113.316961,23.161237",天河区沙东街道社区卫生服务中心,"113.330874,23.174924",2.606
广州市,越秀·云悦,"113.316961,23.161237",天河区长兴街社区卫生服务中心,"113.35776,23.168972",5.307
广州市,萌芽宿舍,"113.340534,23.14558",龙口西小学(穗园校区),"113.341935,23.191541",7.352
广州市,萌芽宿舍,"113.340534,23.14558",新都小学,"113.354275,23.168533",4.91
广州市,万科培山园,"113.51003,23.217146",五矿小学,"113.528425,23.213863",2.309
广州市,万科培山园,"113.51003,23.217146",贤江小学,"113.529519,23.210258",2.64
广州市,金茂万科都会四季,"113.576692,23.125405",大润发(新塘店),"113.590417,23.114231",4.062
广州市,金茂万科都会四季,"113.576692,23.125405",永旺超市(凤凰城店),"113.595012,23.104779",5.307
广州市,美心花园,"113.378912,22.940311",张钰麟社区卫生服务站,"113.379912,22.961496",3.241
广州市,美心花园,"113.378912,22.940311",康华综合医院,"113.399305,22.941767",2.436
广州市,丽悦台,"113.227029,23.142514",家乐福(康王店),"113.231094,23.129724",2.252
广州市,丽悦台,"113.227029,23.142514",华润万家(广州中六店),"113.247778,23.124166",3.612
广州市,丽悦台,"113.227029,23.142514",盒马邻里(广州白云增槎路河畔二街店),"113.25538,23.12494",3.971
广州市,华景新城豪门阁,"113.336655,23.139238",广州市天河区龙口西小学,"113.358725,23.138701",3.157
广州市,华景新城豪门阁,"113.336655,23.139238",天河区石东小学,"113.363835,23.11378",5.182
广州市,广晟圣淘沙,"113.53379,22.786447",广州市第一人民医院南沙医院,"113.544999,22.805398",3.346
广州市,广晟圣淘沙,"113.53379,22.786447",广州市南沙中心医院住院部,"113.556938,22.800618",3.734
广州市,新景花苑,"113.25621,23.210905",南悦中学,"113.267041,23.196729",2.962
广州市,新景花苑,"113.25621,23.210905",广东实验中学云城校区,"113.274561,23.196141",3.117
广州市,晴翠府,"113.368024,22.930455",东江市场,"113.390163,22.916461",3.283
广州市,晴翠府,"113.368024,22.930455",大同世界广场,"113.406533,22.93726",4.529
广州市,健乐园小区,"113.292052,23.115193",小南门动物园,"113.292823,23.111263",1.857
广州市,健乐园小区,"113.292052,23.115193",中山园(大通路),"113.304296,23.134757",3.314
广州市,健乐园小区,"113.292052,23.115193",东山湖公园,"113.304918,23.123124",2.255
广州市,越秀·天悦云啟,"113.456836,22.883603",庆盛公园,"113.482985,22.870778",3.597
广州市,越秀·天悦云啟,"113.456836,22.883603",东涌公园,"113.484834,22.88347",3.369
广州市,金纶大厦,"113.240234,23.125922",荔景商城,"113.247256,23.114304",1.957
广州市,金纶大厦,"113.240234,23.125922",西门町购物广场,"113.261051,23.150015",4.871
广州市,五矿招商江天际,"113.220611,23.158526",松溪小学,"113.221093,23.184035",4.599
广州市,五矿招商江天际,"113.220611,23.158526",明德小学(富康校区),"113.242466,23.177596",4.961
广州市,五矿招商江天际,"113.220611,23.158526",棠溪小学,"113.248441,23.18231",5.87
广州市,番禺奥林匹克花园爱巢,"113.355101,22.931954",喜盈嘉立思有单独厨房设计看公园楼下就是购物中心,"113.362054,22.910081",2.983
广州市,丽景雅苑,"113.219966,23.179371",石井街潭村社区卫生服务站,"113.232962,23.187141",1.856
广州市,中山大道东邮局宿舍,"113.446309,23.099658",下沙小学,"113.452723,23.105193",1.08
广州市,中山大道东邮局宿舍,"113.446309,23.099658",怡园小学东校区,"113.461009,23.099302",1.706
广州市,中山大道东邮局宿舍,"113.446309,23.099658",万科城市花园小学,"113.465607,23.106612",2.731
广州市,金印大厦,"113.248527,23.203285",柯子岭街心公园,"113.254168,23.179016",3.609
广州市,粮食局宿舍,"113.265615,23.117285",广州市第七中学,"113.273089,23.092396",3.319
广州市,粮食局宿舍,"113.265615,23.117285",广州市岭南画派纪念中学,"113.287457,23.113989",2.906
广州市,粮食局宿舍,"113.265615,23.117285",广州市第十中学,"113.297557,23.121676",4.082
广州市,广汇尊府,"113.59076,23.11909",荔枝山公园,"113.599051,23.134319",2.955
广州市,广汇尊府,"113.59076,23.11909",汇美公园,"113.615057,23.127915",3.461
广州市,广汇尊府,"113.59076,23.11909",自家酒库主题公园,"113.618438,23.133117",4.145
深圳市,中行大院,"114.093549,22.545101",沃尔玛(深圳燕南路分店),"114.103796,22.558645",2.562
深圳市,中行大院,"114.093549,22.545101",华润万家(翠竹店),"114.115312,22.538672",3.062
深圳市,中行大院,"114.093549,22.545101",沃尔玛(深圳红岭店)新达钟表服务行,"114.129602,22.56009",5.005
深圳市,卓越闽泰星奕府,"113.835648,22.63277",华润万家便利店润科华府分店(鹤洲路店),"113.848584,22.620669",2.534
深圳市,卓越闽泰星奕府,"113.835648,22.63277",乐购(后瑞店),"113.863187,22.625375",4.089
深圳市,一城峰景,"114.261767,22.726115",集银广场A栋,"114.275829,22.724944",1.937
深圳市,一城峰景,"114.261767,22.726115",九州商业广场,"114.284779,22.739812",3.232
深圳市,一城峰景,"114.261767,22.726115",好顺意百货,"114.301592,22.731618",4.828
深圳市,松涛花园,"113.820116,22.756552",百佳永辉超市(星际家园店),"113.832366,22.764612",1.914
深圳市,松涛花园,"113.820116,22.756552",盒马邻里(深圳宝安松河瑞园店),"113.846332,22.76537",3.498
深圳市,悦见公园里,"113.899561,22.774722",培英文武实验学校,"113.901509,22.750546",3.248
深圳市,悦见公园里,"113.899561,22.774722",深圳市凤凰培英文武实验学校,"113.91168,22.756138",2.875
深圳市,深铁珑境花园,"114.007835,22.645119",龙塘公园,"114.009041,22.636531",2.098
深圳市,深铁珑境花园,"114.007835,22.645119",上芬社区公园,"114.019597,22.639094",1.83
深圳市,深铁珑境花园,"114.007835,22.645119",德逸公园,"114.028435,22.632596",3.125
深圳市,华润润宏城,"113.904929,22.754896",华凯百货(万豪店),"113.909252,22.742582",1.452
深圳市,华润润宏城,"113.904929,22.754896",华瑞百货,"113.913836,22.717453",5.051
深圳市,华润润宏城,"113.904929,22.754896",光明蓝鲸世界,"113.933801,22.746972",4.071
深圳市,星悦云邸,"113.994074,22.674821",金龙华广场,"114.010314,22.648793",3.603
深圳市,利联·星龙园,"114.22155,22.697292",晨光小学,"114.235208,22.700381",2.134
深圳市,利联·星龙园,"114.22155,22.697292",深圳中学龙岗学校小学部,"114.235336,22.700363",2.146
深圳市,利联·星龙园,"114.22155,22.697292",爱联学校,"114.236136,22.706349",2.251
深圳市,天萃世纪雅园,"114.042538,22.609645",长坑社康服务中心,"114.061569,22.617661",3.089
深圳市,天萃世纪雅园,"114.042538,22.609645",乾龙社康服务中心,"114.063327,22.619091",3.459
深圳市,世界花园樱花居,"113.966386,22.524213",卓雅小学,"113.975136,22.538457",3.069
深圳市,世界花园樱花居,"113.966386,22.524213",海滨实验小学深圳湾部,"113.987012,22.537258",4.251
深圳市,大世纪杰座,"114.109716,22.620819",深圳市百外世纪小学,"114.126777,22.612333",2.307
深圳市,大世纪杰座,"114.109716,22.620819",水径小学,"114.12684,22.594977",3.983
深圳市,领峰杰筑,"114.254177,22.719461",华润万家(摩尔城店),"114.268219,22.72261",1.738
深圳市,领峰杰筑,"114.254177,22.719461",华润万家(南联店),"114.271267,22.711978",2.675
深圳市,中洲湾滨海华府三期,"114.010331,22.536192",深圳市福田区教科院附小,"114.03175,22.523118",3.517
深圳市,中海明德里,"114.030751,22.634329",深圳科学高中五和学校,"114.050249,22.619986",4.0
深圳市,中海明德里,"114.030751,22.634329",华南师范大学附属龙岗雅宝小学,"114.064846,22.604285",6.813
深圳市,中海明德里,"114.030751,22.634329",行知小学,"114.067133,22.613539",5.673
深圳市,伟城贤德瑞府,"113.880982,22.779765",马山头社区健康服务中心,"113.89307,22.803853",4.115
深圳市,伟城贤德瑞府,"113.880982,22.779765",公明社区健康服务中心,"113.898122,22.786992",2.892
深圳市,萃峰阁,"114.13255,22.5586",莲塘长岭社区公园,"114.158554,22.555839",3.416
深圳市,萃峰阁,"114.13255,22.5586",山顶公园,"114.183638,22.556146",6.302
深圳市,京基水贝城市广场,"114.103154,22.551621",红岭中学(园岭校区),"114.108846,22.584115",4.139
深圳市,京基水贝城市广场,"114.103154,22.551621",深圳市新华外国语学校,"114.12375,22.570067",3.977
深圳市,京基水贝城市广场,"114.103154,22.551621",翠园中学高中部,"114.129397,22.55452",3.421
深圳市,弘雅花园二期,"113.881,22.582205",家乐福(西乡),"113.893551,22.571895",1.832
深圳市,弘雅花园二期,"113.881,22.582205",麦德龙(深圳宝安商场),"113.905824,22.566732",3.667
深圳市,特发香阅四季园,"114.126733,22.634676",李朗圣山公园,"114.135888,22.622422",2.28
深圳市,特发香阅四季园,"114.126733,22.634676",下李朗社区体育公园,"114.137418,22.638935",1.867
深圳市,中海华庭,"114.026721,22.539286",深圳市福田区水围小学,"114.046618,22.515625",4.861
深圳市,中海华庭,"114.026721,22.539286",全海小学,"114.051888,22.533559",3.901
深圳市,中海华庭,"114.026721,22.539286",深圳外国语小学,"114.064272,22.520275",6.209
深圳市,上城学府,"114.015222,22.635146",深圳市未来小学,"114.029413,22.616004",2.829
深圳市,上城学府,"114.015222,22.635146",行知小学,"114.030751,22.634329",2.106
深圳市,上城学府,"114.015222,22.635146",书香小学,"114.046204,22.595334",6.158
深圳市,汇龙苑,"114.042021,22.603513",华南师范大学附属龙岗雅宝小学,"114.064846,22.604285",2.885
深圳市,一城峰景,"114.256326,22.730942",深圳市盛平小学,"114.275829,22.724944",2.626
深圳市,一城峰景,"114.256326,22.730942",育贤学校,"114.292733,22.720276",4.779
深圳市,华润紫樾润府,"114.360083,22.690992",龙翔学校,"114.372167,22.703576",3.167
深圳市,华润紫樾润府,"114.360083,22.690992",深圳市立人高级中学,"114.380256,22.692901",3.045
深圳市,玺云著花园,"113.934972,22.779724",光明医院社康管理中心,"113.942932,22.79997",3.495
深圳市,玺云著花园,"113.934972,22.779724",中山大学附属第七医院,"113.943638,22.765698",3.328
深圳市,玺云著花园,"113.934972,22.779724",新陂头社区健康服务中心,"113.95206,22.786578",2.872
深圳市,松坪村小区,"113.933868,22.577072",石鼓山公园,"113.950471,22.578345",2.481
深圳市,松坪村小区,"113.933868,22.577072",中兴公园,"113.961327,22.556822",4.597
深圳市,桐林半山花园,"114.235164,22.560771",和享城市广场Aa栋,"114.23796,22.558601",0.386
深圳市,桐林半山花园,"114.235164,22.560771",壹海道,"114.243695,22.55768",1.407
深圳市,龙股商住楼,"114.013896,22.65745",深圳市未来小学,"114.015222,22.635146",3.34
深圳市,金地明峰府,"113.864756,22.780414",深圳市燕川中学,"113.867127,22.805016",3.796
深圳市,金地明峰府,"113.864756,22.780414",光明区英才学校,"113.867154,22.759364",3.646
深圳市,金地明峰府,"113.864756,22.780414",松岗中学,"113.877822,22.767186",3.087
深圳市,雍山郡花园,"114.269055,22.729482",集银广场A栋,"114.275822,22.754123",3.463
深圳市,特发香阅四季园,"114.135888,22.622422",深圳市龙岗区第四人民医院尚峰社区健康服务中心,"114.137065,22.622309",0.196
深圳市,园中花园,"114.091806,22.55282",荔枝公园,"114.102313,22.545539",1.773
深圳市,卓越中寰,"113.818812,22.73303",华润万家(万丰店),"113.820116,22.756552",3.085
深圳市,卓越中寰,"113.818812,22.73303",盒马邻里(深圳宝安丽都花园店),"113.826781,22.712684",3.189
深圳市,卓越中寰,"113.818812,22.73303",盒马邻里(深圳市宝安区四海云亭店),"113.8371,22.716891",3.231
深圳市,中旅国际公馆1期,"114.015911,22.548254",新天社区公园,"114.022521,22.555253",1.401
深圳市,中旅国际公馆1期,"114.015911,22.548254",嘉园小区社区公园,"114.024971,22.552469",1.39
深圳市,中旅国际公馆1期,"114.015911,22.548254",交通主题公园,"114.034398,22.556266",2.69
深圳市,中海深湾玖序花园,"113.948117,22.523784",深圳市南山区华侨城小学,"113.966386,22.524213",2.859
深圳市,中海深湾玖序花园,"113.948117,22.523784",科苑小学,"113.987012,22.537258",5.925
深圳市,龙兴大厦,"114.094314,22.543007",荔园小学,"114.115404,22.536474",3.025
深圳市,龙兴大厦,"114.094314,22.543007",深圳小学(北校区),"114.118414,22.553432",3.954
深圳市,珑门壹品花园,"114.089679,22.691815",深圳市格睿特高级中学,"114.103237,22.713359",2.805
深圳市,珑门壹品花园,"114.089679,22.691815",深圳市龙岗区启英学校,"114.119709,22.70535",4.754
深圳市,东部翠海轩,"114.220169,22.55709",外国语小学东和分校,"114.242732,22.555196",2.704
深圳市,保利达小行星,"113.857089,22.729726",五指耙体育主题公园,"113.874475,22.744473",4.135
深圳市,景田北村,"114.022521,22.555253",万科运动社区公园,"114.04411,22.557603",2.665
深圳市,景田北村,"114.022521,22.555253",嘉园小区社区公园,"114.068207,22.559461",5.723
深圳市,阳光香格里家园,"114.249829,22.748042",深圳市龙岗区振新小学,"114.268948,22.73516",3.195
深圳市,阳光香格里家园,"114.249829,22.748042",深圳市龙西学校,"114.272358,22.754578",3.473
深圳市,滨福世纪广场,"113.926127,22.510159",马家龙街心公园,"113.92873,22.543369",4.238
深圳市,滨福世纪广场,"113.926127,22.510159",南油社区公园,"113.949204,22.525056",3.643
深圳市,万福花园,"114.020998,22.627061",万众城商业广场,"114.035608,22.618396",2.185
深圳市,万福花园,"114.020998,22.627061",百易广场,"114.038291,22.63865",3.104
深圳市,万福花园,"114.020998,22.627061",天虹购物中心(龙华店),"114.039877,22.631989",2.653
深圳市,金怡华庭,"114.043716,22.522094",华润万家(彩田店),"114.063793,22.524511",2.477
深圳市,金怡华庭,"114.043716,22.522094",家乐福(新洲),"114.068922,22.544431",4.869
深圳市,臻著雅居,"114.009041,22.636531",龙塘公园,"114.019597,22.639094",1.631
深圳市,臻著雅居,"114.009041,22.636531",上芬社区公园,"114.021792,22.632828",1.766
深圳市,龙光玖誉雅筑,"114.315804,22.686828",龙岗中心医院集团悦龙华府社区健康服务中心,"114.341379,22.673989",4.375
深圳市,龙光玖誉雅筑,"114.315804,22.686828",深圳市坪山区人民医院,"114.351116,22.687216",4.908
深圳市,龙光玖誉雅筑,"114.315804,22.686828",坪山区人民医院沙坣社区健康服务中心,"114.365681,22.686019",6.232
深圳市,润璟里,"113.99299,22.736495",志扬时代广场(观澜分店),"114.016353,22.743557",4.321
深圳市,建业小区南区,"114.015458,22.538068",东海城市广场,"114.02114,22.540541",0.858
深圳市,建业小区南区,"114.015458,22.538068",Bo space购物中心,"114.027126,22.530107",2.012
深圳市,建业小区南区,"114.015458,22.538068",绿景佐阾红树林购物中心,"114.035778,22.520178",3.884
深圳市,尚悦府,"114.036353,22.517656",家乐福(新洲),"114.043716,22.522094",1.188
深圳市,尚悦府,"114.036353,22.517656",华润万家(益田店),"114.053872,22.533646",3.395
深圳市,尚悦府,"114.036353,22.517656",永辉超市(福田星河店),"114.057524,22.523626",2.684
深圳市,京基璟誉府,"114.129602,22.56009",华润万家(莲塘店),"114.131336,22.592879",4.573
深圳市,京基璟誉府,"114.129602,22.56009",华润万家(布吉百鸽笼店),"114.143487,22.576362",2.929
深圳市,京基璟誉府,"114.129602,22.56009",华润万家(翠竹店),"114.168711,22.562838",5.413
深圳市,保利招商龙誉,"114.01997,22.622116",深圳市格致中学,"114.034897,22.606408",2.849
深圳市,万科大都会,"113.90004,22.576972",冠华育才学校,"113.902333,22.569974",1.233
深圳市,招商华侨城曦城六期,"113.885525,22.581669",一乐会,"113.89703,22.600029",3.454
深圳市,海月花园三期,"113.926127,22.510159",天璟公园,"113.936878,22.497118",2.815
深圳市,海月花园三期,"113.926127,22.510159",南油社区公园,"113.942946,22.484556",4.333
深圳市,澜湖时代景愉府,"114.033577,22.740485",库坑社区健康服务中心,"114.060714,22.734084",4.363
深圳市,澜湖时代景愉府,"114.033577,22.740485",龙华区中心医院松元社区健康服务中心,"114.061151,22.725476",4.755
深圳市,和成金竹家园,"114.061805,22.625831",世纪华茂百货,"114.068409,22.651803",3.758
