城市名,起点名称,起点经纬度,终点名称,终点经纬度,开车,公共交通
广州市,晴翠府,"113.390163,22.916461",石碁城市广场,"113.442294,22.954762",28,61
广州市,实地常春藤5期,"113.471805,23.175045",百丰汇广场,"113.5579,23.21342",27,65
广州市,越秀·滨海花城,"113.410043,22.804938",南沙区第六人民医院,"113.50062,22.792818",21,50
广州市,德兴楼,"113.377281,22.934203",石碁城市广场,"113.442294,22.954762",30,41
广州市,正佳万豪金殿,"113.326136,23.132681",骏景小学,"113.382361,23.121679",20,39
广州市,保利时光印象,"113.455865,22.752409",大岗镇新二小学,"113.548742,22.777054",27,75
广州市,侨爱苑,"113.247256,23.114304",西门町购物广场,"113.254371,23.165983",19,33
广州市,星河·盛世禧悦,"113.530496,23.141182",白江小学,"113.5976,23.114461",21,64
广州市,西关雅苑,"113.248157,23.126599",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",27,42
广州市,越秀·云悦,"113.330874,23.174924",骏景小学,"113.382361,23.121679",26,52
广州市,招商林屿境,"113.507553,22.751764",广东第二师范学院附属南沙珠江学校,"113.549832,22.703395",16,50
广州市,乐怡苑,"113.341512,22.901946",甘棠村苏嘉庆社区卫生服务站,"113.379912,22.961496",30,80
广州市,珠江·天河都荟,"113.382361,23.121679",骏景小学,"113.404256,23.171132",29,38
广州市,万科培山园,"113.528425,23.213863",永宁街凤凰城社区卫生服务中心,"113.585808,23.15642",31,79
广州市,碧桂园云樾江湾,"113.816459,23.268551",增城裕达隆国际学校,"113.887931,23.223836",23,106
广州市,富力顺意花园,"113.274618,23.077344",广州市第七中学,"113.297557,23.121676",25,41
广州市,宝山大厦,"113.23174,23.101001",花地街社区卫生服务中心,"113.308836,23.134927",42,42
广州市,广州星河湾星座,"113.276114,22.996483",广州市番禺区南站小学,"113.342693,23.026396",22,38
广州市,维雅苑,"113.243356,23.129953",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",27,42
广州市,珠实·云悦花语,"113.331472,23.336158",龙塘村卫生站,"113.397249,23.367562",17,49
广州市,荔城一品山湖,"113.815083,23.275833",万达广场(广州增城店),"113.858493,23.245214",17,64
广州市,领悦公馆,"113.62988,23.278731",五联小学,"113.662002,23.326754",21,90
广州市,中海荔府,"113.820866,23.29175",东园学校,"113.824865,23.241451",17,56
广州市,中海麓府,"113.285732,23.216476",广州市第七十中学,"113.303676,23.281891",20,36
广州市,隆泰逸品君庭,"113.258708,23.152304",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",18,37
广州市,万科幸福荟,"113.529424,23.331022",广州理工实验学校,"113.595802,23.289509",24,52
广州市,合锦保利嘉苑,"113.840601,23.299481",荔城街第二中学,"113.855231,23.248054",20,68
广州市,顺德碧桂园彩云居,"113.276114,22.996483",广州市番禺区南站小学,"113.286184,22.924255",25,108
广州市,晓风朗轩,"113.314512,23.087782",骏景小学,"113.382361,23.121679",25,55
广州市,时代倾城(增城区),"113.845978,23.278793",增城裕达隆国际学校,"113.887931,23.223836",21,69
广州市,天侨阁,"113.223735,23.107068",广州市第七中学,"113.297557,23.121676",37,47
广州市,天皓雅院,"113.285859,23.202245",沙河小学,"113.311762,23.152783",30,42
广州市,中国铁建·花语岭南,"113.29273,23.030915",汇南广场,"113.345215,22.973279",22,39
广州市,银珠苑小区,"113.215337,23.388548",广州市白云区人和华侨医院,"113.294135,23.337676",30,40
广州市,中铁建·信达·花语天宸,"113.367586,23.191648",龙汇商贸小镇,"113.457602,23.194211",17,28
广州市,晓风朗轩,"113.282429,23.136406",市政医院,"113.314512,23.087782",23,34
广州市,教育厅大院,"113.298675,23.135157",骏景小学,"113.382361,23.121679",29,37
广州市,百事佳新村A区,"113.267715,23.166233",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",35,43
广州市,银业国际公寓,"113.316539,23.08823",骏景小学,"113.382361,23.121679",25,43
广州市,星图花园,"113.610518,23.185371",清华万博实验学校,"113.64002,23.134351",20,55
广州市,广州铁道车辆厂生活区,"113.208218,23.383033",芙蓉卫生站,"113.223016,23.465694",24,55
广州市,中建天钰,"113.261051,23.150015",新东豪商贸城,"113.27975,23.071712",27,55
广州市,华南碧桂园景翠苑,"113.29273,23.030915",汇南广场,"113.355169,22.99746",20,59
广州市,太子花园,"113.273089,23.092396",广州市岭南画派纪念中学,"113.309842,23.008775",26,43
广州市,凤凰瑞景花园,"113.179696,23.386763",九潭村卫生服务站,"113.232791,23.408265",23,37
广州市,五矿万樾台,"113.38126,23.01184",石碁城市广场,"113.442294,22.954762",30,79
广州市,中盛顺和家园,"113.84434,23.257198",增城裕达隆国际学校,"113.887931,23.223836",17,61
广州市,凤乐雅轩,"113.252841,23.096298",沙河小学,"113.311762,23.152783",34,39
广州市,中海观园国际,"113.340158,23.122906",新都小学,"113.341935,23.191541",26,57
广州市,威力达大厦,"113.23174,23.101001",花地街社区卫生服务中心,"113.281876,23.127307",36,33
广州市,中海麓府,"113.285732,23.216476",沙河小学,"113.311762,23.152783",31,42
广州市,建雅台,"113.265065,23.03968",盈邦商业中心,"113.279468,23.123982",45,56
广州市,新时代家园,"113.527357,23.479622",神岗中学,"113.582357,23.550675",22,48
广州市,颐德天地花园,"113.488189,22.86289",庆盛小学,"113.512987,22.78411",22,43
广州市,科城·新世代,"113.531351,23.351642",六乙堂中医医院,"113.558161,23.268371",24,73
广州市,星河湾·半岛,"113.265065,23.03968",盈邦商业中心,"113.358857,23.03203",28,79
广州市,珠江·金瑶台,"113.270561,23.088989",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",26,36
广州市,奥园云和公馆,"113.232187,23.294407",白云湖街大朗社区卫生服务站,"113.24592,23.23807",18,63
广州市,亚运城天誉,"113.397347,22.935548",太德商城,"113.486692,22.95002",21,46
广州市,珠实·云悦花语,"113.374788,23.419572",花侨卫生院,"113.397249,23.367562",19,66
广州市,新世界大厦,"113.254695,23.105698",盈邦商业中心,"113.265065,23.03968",20,44
广州市,星禧台,"113.808009,23.198796",东园学校,"113.824865,23.241451",14,49
广州市,保利湖光悦色,"113.3125,23.115992",东山街社区卫生服务中心(明月二路),"113.34621,23.07657",15,34
广州市,五矿招商江天际,"113.221093,23.184035",新东豪商贸城,"113.261051,23.150015",23,54
广州市,华悦居,"113.256796,23.12303",沙河小学,"113.311762,23.152783",19,32
广州市,融朗园,"113.507242,22.753",广东第二师范学院附属南沙珠江学校,"113.549832,22.703395",16,50
广州市,金颐居,"113.206061,23.394104",芙蓉卫生站,"113.223016,23.465694",23,53
广州市,力源愉苑,"113.799837,23.29658",东园学校,"113.824865,23.241451",18,62
广州市,珠江海珠里,"113.281663,23.07768",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",26,36
广州市,雅居乐滨江花园,"113.508097,23.57873",慈济医院,"113.593039,23.536229",25,46
广州市,富丽家园富昌花园,"113.314635,23.019008",钟一小学,"113.317333,22.9707",16,43
广州市,怡港花园,"113.378514,23.076207",仑头社区卫生服务站,"113.454057,23.099955",27,49
广州市,阳光桃源,"113.410605,23.112761",联合街社区卫生服务中心,"113.426368,23.198503",38,65
广州市,首铸铂瑞云湾,"113.445442,22.934134",前峰村四中,"113.495465,22.971713",18,41
广州市,星汇文宇,"113.381093,22.965919",螺山小学,"113.401444,23.039637",31,48
广州市,广开·云翰,"113.55005,23.307261",金钻城市广场,"113.61887,23.287484",21,34
广州市,广地花园·观澜,"113.288352,23.064179",广州市第九十七中学高中新校区,"113.338319,23.020283",20,42
广州市,中海联南沙国贸中心,"113.488189,22.86289",庆盛小学,"113.545399,22.794601",26,40
广州市,润悦花园,"113.700172,23.294722",龙岗小学,"113.7693,23.2788",18,46
广州市,嘉逸华庭,"113.180118,23.425781",秀全街学府路小学,"113.195294,23.380376",18,64
广州市,碧桂园天玺湾,"113.538346,22.777731",广州外国语学校附属学校,"113.579342,22.802481",17,54
广州市,广州桂语汀澜,"113.504518,22.758796",广州市南沙区南沙街大涌卫生站,"113.557425,22.768451",25,55
广州市,珠江海珠里,"113.281663,23.07768",沙河小学,"113.311762,23.152783",32,51
广州市,保利滨江和著,"113.3125,23.115992",东山街社区卫生服务中心(明月二路),"113.320063,23.027591",20,44
广州市,中绿蔚蓝湾,"113.545569,22.707001",广州市南沙区中医院,"113.605437,22.768562",20,78
广州市,金时花园,"113.857007,23.274787",天马商场,"113.873433,23.229114",15,50
广州市,珠江新岸公寓,"113.31472,23.103458",广州市第七十五中学高中部(燕塘东校区),"113.33062,23.164618",26,48
广州市,保利雅郡,"113.239848,23.071488",广州市第七中学,"113.297557,23.121676",29,48
广州市,微澜苑,"113.364525,23.419271",花东商业城,"113.410104,23.466013",22,102
广州市,名城·御景绿洲,"113.541576,23.484072",广州南洋英文中学附属小学,"113.60233,23.531299",16,39
广州市,中铁建·西派粤府,"113.276114,22.996483",广州市番禺区南站小学,"113.300784,23.056758",29,46
广州市,合景臻溋名铸,"113.330615,23.095815",纵横广场,"113.405334,23.106838",20,31
广州市,凯德中新里,"113.549536,23.32836",广州理工实验学校,"113.595802,23.289509",23,50
广州市,富华阁,"113.343714,22.826795",榄核中学,"113.385454,22.787385",17,68
广州市,绿苑楼,"113.489258,22.975557",第七人民医院,"113.529528,23.055686",45,110
广州市,保利中海金地大国璟,"113.773209,23.278372",挂绿小学,"113.830267,23.309261",14,72
广州市,时代·印象,"113.418824,23.42498",万大广场,"113.494837,23.454586",21,49
广州市,环宇大厦,"113.273089,23.092396",广州市岭南画派纪念中学,"113.34397,23.127463",33,55
广州市,番禺海伦堡,"113.363158,22.926312",太石小学,"113.403375,22.885096",25,57
广州市,天河润府,"113.426368,23.198503",联合街社区卫生服务中心,"113.438967,23.124617",31,63
广州市,白云城投云麓花城,"113.303924,23.286389",夏良学校,"113.371582,23.310975",20,68
广州市,海珠半岛花园三期,"113.292205,23.10466",骏景小学,"113.382361,23.121679",30,46
广州市,合生湖山国际,"113.567302,23.130866",清华万博实验学校,"113.610518,23.185371",28,101
广州市,美域华庭,"113.180118,23.425781",秀全街学府路小学,"113.193171,23.37916",18,67
广州市,广州南沙华宇凤凰艺术岛,"113.457361,22.858528",鱼窝头中学,"113.500714,22.789826",20,57
广州市,丽江国际花园,"113.820514,23.271118",天马商场,"113.873433,23.229114",14,77
广州市,广东工业大学沙河校区,"113.23174,23.101001",花地街社区卫生服务中心,"113.306564,23.148401",35,41
广州市,帝缘·繁花里,"113.15939,23.468533",秀全街学府路小学,"113.180118,23.425781",22,83
广州市,广州城投·空港1号,"113.255049,23.36375",夏良学校,"113.303924,23.286389",28,38
广州市,丽悦台,"113.231094,23.129724",沙河小学,"113.311762,23.152783",24,38
广州市,中交汇通中心,"113.455865,22.752409",大岗镇新二小学,"113.522299,22.766538",18,69
广州市,中庸金寓,"113.258814,23.110654",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",25,33
广州市,合生湖山国际,"113.567302,23.130866",永和街社区卫生服务中心,"113.567972,23.200479",31,88
广州市,怡乐园(番禺),"113.362509,22.945831",前峰村四中,"113.445442,22.934134",28,33
广州市,荔城一品山湖,"113.847495,23.289355",郑中钧中学,"113.858493,23.245214",16,40
广州市,君立国际公寓,"113.261051,23.150015",新东豪商贸城,"113.330514,23.207519",26,64
广州市,力迅领筑,"113.282429,23.136406",市政医院,"113.353196,23.126274",28,49
广州市,荔园地产中心,"113.288352,23.064179",广州市第九十七中学高中新校区,"113.351126,23.010148",23,53
广州市,合锦保利嘉苑,"113.830267,23.309261",挂绿小学,"113.855231,23.248054",18,88
广州市,招商林屿境,"113.507553,22.751764",广州市南沙区中医院,"113.545569,22.707001",16,55
广州市,同德名苑,"113.238564,23.15855",沙河小学,"113.311762,23.152783",27,41
广州市,昌盛小区,"113.259951,23.095198",沙河小学,"113.311762,23.152783",32,41
广州市,鸿图苑,"113.225811,23.084602",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",38,53
广州市,能建·天河麓誉府,"113.382361,23.121679",骏景小学,"113.418691,23.190147",35,53
广州市,中洲公馆,"113.356385,22.937635",前峰村四中,"113.445442,22.934134",31,40
广州市,时代·印象,"113.494837,23.454586",赤草村卫生站,"113.569078,23.509829",18,42
广州市,亚运城天逸,"113.431793,22.959628",大龙小学,"113.492928,22.954193",23,55
广州市,越秀滨江·星航TOD,"113.466682,23.168501",万达广场(萝岗店),"113.501734,23.085287",27,44
广州市,名荟公馆,"113.185023,23.378337",广州市江高三中,"113.231082,23.304168",22,73
广州市,西福蓝湾花园,"113.583016,23.278398",美佳购物广场,"113.676471,23.270866",20,35
广州市,奥园璟誉府,"113.548507,23.323865",绿地·缤纷城,"113.61833,23.268244",21,39
广州市,雅居乐城南源著,"113.365105,22.907501",石碁城市广场,"113.442294,22.954762",38,76
广州市,越秀TOD·星瀚,"113.231335,23.069619",坑口小学四季花园校区,"113.271778,23.016609",26,67
广州市,路劲美的·隽樾府,"113.389775,22.92751",石碁镇前长社区卫生服务站,"113.450181,22.927489",19,60
广州市,旭辉光屿南方,"113.399646,23.36602",京塘村学校,"113.427483,23.408254",18,82
广州市,茂林苑,"113.22903,23.09335",东山街社区卫生服务中心(明月二路),"113.3125,23.115992",36,52
广州市,科城·新世代,"113.531351,23.351642",高平小学,"113.551407,23.396144",16,83
广州市,保穗天瑜阁,"113.367467,23.132807",博兴购物广场,"113.400449,23.094894",27,50
广州市,文苑花园(天河区),"113.273089,23.092396",广州市岭南画派纪念中学,"113.336888,23.145298",36,48
深圳市,THETOWN乐城二期,"114.128245,22.6724",华南城M23栋,"114.222348,22.671813",21,77
深圳市,龟山花园别墅,"113.910235,22.485659",天虹(京基·百纳广场南山店),"113.968678,22.531105",34,43
深圳市,桑泰·缙樾府,"113.922352,22.563091",天虹(京基·百纳广场南山店),"113.968678,22.531105",27,53
深圳市,景云上辰花园,"114.207806,22.646547",横岗大厦Hone商场,"114.230428,22.704815",22,29
深圳市,金融街华发·融御花园,"113.84419,22.722178",深圳市沙井上南学校,"113.931789,22.746301",33,66
深圳市,茂恒园,"114.064442,22.632342",长坑社康服务中心,"114.06658,22.563397",34,38
深圳市,悦见公园里,"113.84419,22.722178",深圳市沙井上南学校,"113.899561,22.774722",28,40
深圳市,金地明峰府,"113.819375,22.734338",坣岗小学,"113.864756,22.780414",24,38
深圳市,星河盛境三期御府,"114.212078,22.658411",平安里学校,"114.220784,22.724934",16,37
深圳市,世纪华庭,"113.971931,22.621543",深圳市大磡小学,"114.034511,22.65891",43,58
深圳市,名门世家,"114.207192,22.648975",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.237612,22.711893",22,34
深圳市,福源花园一期,"114.053072,22.508343",文华社区健康服务中心,"114.135025,22.544639",24,42
深圳市,会展湾雍境名邸,"113.773884,22.716572",彩虹缤纷城,"113.825021,22.67424",26,33
深圳市,云璞花园,"114.310998,22.77625",龙岗中心医院集团同德社区健康服务中心,"114.322671,22.732093",26,69
深圳市,润晖府,"113.910549,22.784825",培英文武实验学校,"113.949823,22.735077",23,45
深圳市,英丽阁,"114.054007,22.533569",星河COCO Park(福田店),"114.127839,22.560839",25,34
深圳市,壹湾府,"114.030103,22.648682",深圳外国语学校(集团)龙华高中部,"114.079243,22.688228",35,53
深圳市,万丰海岸城瀚府,"113.824589,22.714977",高新园社区健康服务中心,"113.913486,22.726825",32,82
深圳市,安联尚璟府,"113.857232,22.729955",芙蓉社康服务中心,"113.930836,22.768922",35,54
深圳市,幸福海岸一期,"113.87792,22.559278",太子湾学校-小学部,"113.92037,22.48544",34,49
深圳市,松茂御城,"113.84419,22.722178",深圳市沙井上南学校,"113.906599,22.749031",27,66
深圳市,桃源居十六区,"113.866133,22.618266",冠华育才学校,"113.905421,22.575037",32,46
深圳市,益田假日府邸,"113.832908,22.776455",沙溪小学,"113.903341,22.7668",28,37
深圳市,青云阙轩,"114.233132,22.748263",龙岗中心医院集团坪西社区健康服务中心,"114.294098,22.769902",18,42
深圳市,海山道1号,"114.170194,22.564195",罗湖医院集团仙湖社区健康服务中心,"114.238525,22.557983",18,25
深圳市,信苑花园,"114.022607,22.523311",欣欣学校,"114.082961,22.558777",31,56
深圳市,瑞云府,"114.263706,22.730589",华升学校,"114.320847,22.680986",28,39
深圳市,华润深铁润曜府,"113.931453,22.677413",锦驰致富广场A座,"113.950729,22.735492",24,49
深圳市,新玥庭,"113.836014,22.630604",瑞盛百货,"113.895518,22.571792",35,39
深圳市,新霖荟璟花园,"114.2758,22.74887",坪山旧市场,"114.347094,22.691244",30,46
深圳市,德意名居一期,"113.911492,22.534632",前海小学,"113.961475,22.590356",26,42
深圳市,中洲迎玺花园,"114.03858,22.608381",星河COCO Park(福田店),"114.054007,22.533569",40,37
深圳市,红岗大厦,"114.022607,22.523311",欣欣学校,"114.103787,22.569345",34,57
深圳市,卓越柏奕府&柏乐庭,"113.931453,22.677413",锦驰致富广场A座,"114.006543,22.636527",28,47
深圳市,花润里,"113.916031,22.754441",东坑社区健康服务中心,"113.992749,22.733022",24,80
深圳市,海都花园,"114.170194,22.564195",罗湖医院集团仙湖社区健康服务中心,"114.239141,22.556876",18,22
深圳市,新霖荟璟花园,"114.2758,22.74887",人人购物广场(同乐同德路店),"114.315147,22.713762",22,45
深圳市,碧涛阁,"113.886478,22.564522",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",34,37
深圳市,七街公馆,"114.032515,22.557804",长坑社康服务中心,"114.064442,22.632342",30,49
深圳市,富民苑,"113.889659,22.569334",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",31,35
深圳市,中洲湾滨海华府三期,"113.94309,22.496011",深圳湾学校,"114.03175,22.523118",23,54
深圳市,中国凤凰大厦,"114.065204,22.541446",深圳市龙岗区时代学校,"114.108392,22.621855",25,40
深圳市,珈誉时尚花园,"113.822906,22.700534",瑞盛百货,"113.836014,22.630604",23,44
深圳市,保利城花园,"113.90098,22.563375",恒大商城(旗舰店),"113.928358,22.516076",28,38
深圳市,泛海拉菲花园二期,"113.893432,22.495638",宝安中医院,"113.898484,22.571273",23,42
深圳市,华富综合楼,"114.046657,22.549721",长坑社康服务中心,"114.064442,22.632342",32,49
深圳市,德弘天下华府,"114.053465,22.546199",福田区黄埔学校中学部,"114.124947,22.562308",22,42
深圳市,京基宸悦府,"114.022607,22.523311",欣欣学校,"114.056428,22.566548",30,42
深圳市,星悦云邸,"113.931453,22.677413",锦驰致富广场A座,"113.996013,22.667848",22,35
深圳市,美域蓝湾花园,"114.211553,22.710808",华升学校,"114.263706,22.730589",18,33
深圳市,都市花园,"114.048446,22.530749",翠园实验学校,"114.139694,22.55082",22,47
深圳市,万丰海岸城瀚府,"113.824589,22.714977",马山头社区健康服务中心,"113.880982,22.779765",28,46
深圳市,畔山翠谷居,"113.875145,22.567781",径贝小学,"113.912898,22.490948",42,59
深圳市,卓越柏奕府&柏乐庭,"114.006543,22.636527",深圳科学高中五和学校,"114.067133,22.613539",31,44
深圳市,山海丹华府,"113.888145,22.480129",深圳湾学校,"113.94309,22.496011",19,53
深圳市,檀悦府,"113.971931,22.621543",深圳市大磡小学,"114.047475,22.63844",46,74
深圳市,嘉宾花园,"114.053465,22.546199",福田区黄埔学校中学部,"114.112811,22.540441",20,35
深圳市,满京华云曦花园,"114.428201,22.63529",乐兴百货,"114.465744,22.598165",18,46
深圳市,丰泽园,"113.898247,22.5057",冠华育才学校,"113.905421,22.575037",22,43
深圳市,招商雍云府,"114.018287,22.716487",龙华区中心医院景山社区健康服务站,"114.075838,22.693271",23,76
深圳市,碧海富通城四期,"113.853224,22.567855",深圳市南山区医疗集团总部荔湾社区健康服务中心,"113.906348,22.511058",21,46
深圳市,鸿荣源观城,"114.020237,22.672581",六一中学,"114.057746,22.709456",26,43
深圳市,顺景花园,"114.207806,22.646547",横岗大厦Hone商场,"114.227846,22.702161",21,28
深圳市,龟山花园别墅,"113.910235,22.485659",前海小学,"113.911492,22.534632",26,37
深圳市,鹿鸣园,"114.064442,22.632342",长坑社康服务中心,"114.1286,22.575145",36,49
深圳市,城建云宸里,"114.080265,22.647633",深圳市中兴小学,"114.122035,22.60654",19,34
深圳市,龙股商住楼,"114.021993,22.652113",龙华区中心医院景山社区健康服务站,"114.075838,22.693271",32,37
深圳市,澜湖时代景愉府,"114.060714,22.734084",万科城社区健康服务中心,"114.073604,22.645194",31,82
深圳市,天悦龙庭二期,"113.887608,22.558032",太子湾学校-小学部,"113.92037,22.48544",32,49
深圳市,华安苑,"113.902361,22.558646",天虹(京基·百纳广场南山店),"113.968678,22.531105",24,47
深圳市,颐峰名庭,"114.273668,22.753901",人人购物广场(同乐同德路店),"114.315147,22.713762",23,43
深圳市,新浩城花园,"113.996757,22.531276",福田区黄埔学校中学部,"114.053465,22.546199",20,30
深圳市,新天石厦铭苑,"114.05109,22.51927",文华社区健康服务中心,"114.135025,22.544639",21,40
深圳市,凌云华府,"114.064442,22.632342",长坑社康服务中心,"114.107459,22.568168",27,55
深圳市,万科·未来之光,"113.836014,22.630604",瑞盛百货,"113.910913,22.589482",35,50
深圳市,开云府,"113.896031,22.479444",沙河医院白石洲社区健康服务中心,"113.966566,22.531704",30,43
深圳市,京基云熙阁,"114.122198,22.53785",深圳市罗湖区人民医院,"114.181202,22.567339",18,40
深圳市,华业玫瑰四季馨园一期,"113.97016,22.7034",富源商业广场,"114.018335,22.626077",30,49
深圳市,豪方悠然居,"113.875145,22.567781",径贝小学,"113.920959,22.500283",38,46
深圳市,卓越闽泰星奕府,"113.825021,22.67424",彩虹缤纷城,"113.848584,22.620669",17,36
深圳市,住宅第六层,"114.084227,22.54223",君尚D区L1-12,"114.136988,22.609087",22,37
深圳市,卓越闽泰星奕府,"113.848584,22.620669",冠华育才学校,"113.905421,22.575037",36,51
深圳市,中海万锦熙岸华庭,"114.322671,22.732093",龙岗中心医院集团同德社区健康服务中心,"114.394401,22.706628",30,59
深圳市,万科东海岸二期,"114.211796,22.635874",横岗中心学校,"114.296907,22.60007",26,73
深圳市,觐海广场,"114.311181,22.67456",澳子头社区健康服务中心,"114.328351,22.604407",28,101
深圳市,南头中学教师楼,"113.916929,22.542965",天虹(京基·百纳广场南山店),"113.968678,22.531105",22,40
深圳市,岭南九龙湾,"115.030085,22.791785",华润置地赤河广场,"115.05451,22.835687",18,92
深圳市,十五峯花园,"113.98054,22.564279",星河COCO Park(福田店),"114.054007,22.533569",22,41
深圳市,福临苑,"113.895435,22.582213",荟悦城生活广场,"113.923774,22.526993",32,34
深圳市,深业世纪山谷,"113.911492,22.534632",前海小学,"113.96696,22.545719",17,35
深圳市,山水华庭,"114.064442,22.632342",长坑社康服务中心,"114.099887,22.711235",29,75
深圳市,佳华沙湖广场,"114.263706,22.730589",华升学校,"114.325592,22.679",27,38
深圳市,仁恒峦山美地,"114.269106,22.689919",龙岗中心医院集团坪西社区健康服务中心,"114.294098,22.769902",35,45
深圳市,鸿鹄里,"114.315147,22.713762",人人购物广场(同乐同德路店),"114.373632,22.703667",25,45
深圳市,梧桐春晓花园,"114.170194,22.564195",罗湖医院集团仙湖社区健康服务中心,"114.243169,22.58651",23,33
深圳市,山海丹华府,"113.888145,22.480129",南山实验教育集团园丁学校,"113.920888,22.55455",23,47
深圳市,溪山美地园,"113.971931,22.621543",深圳市大磡小学,"114.057162,22.600235",42,70
深圳市,越秀潮樾府,"113.836014,22.630604",瑞盛百货,"113.849221,22.570671",21,27
深圳市,三联村,"114.084227,22.54223",君尚D区L1-12,"114.118207,22.624486",24,46
深圳市,福昌苑,"114.043226,22.525243",文华社区健康服务中心,"114.135025,22.544639",19,47
深圳市,海昌阁,"113.926159,22.518116",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",23,41
深圳市,天河楼,"113.859737,22.64094",深圳市富源英美学校,"113.911331,22.568961",38,49
深圳市,湾厦福园,"113.905421,22.575037",冠华育才学校,"113.92845,22.493311",41,56
深圳市,新安市场,"113.877752,22.571744",前海小学,"113.911492,22.534632",20,33
深圳市,鸿荣源观城,"114.057746,22.709456",甘李学校,"114.112394,22.654479",29,78
深圳市,学府朗园,"113.893023,22.801212",东坑社区健康服务中心,"113.916031,22.754441",20,76
深圳市,望辰府,"114.207718,22.641048",深圳市龙岗区德龙学校,"114.238833,22.585088",20,64
深圳市,华美丽苑,"113.971931,22.621543",深圳市大磡小学,"114.042517,22.631122",43,79
深圳市,春天广场,"113.898484,22.571273",宝安中医院,"113.920866,22.487674",38,48
深圳市,新世界临海揽山,"113.913186,22.493338",天虹(京基·百纳广场南山店),"113.968678,22.531105",31,48
深圳市,润恒御园,"113.873738,22.554882",太子湾学校-小学部,"113.92037,22.48544",31,47
深圳市,海山居,"114.207718,22.641048",深圳市龙岗区德龙学校,"114.239341,22.558249",27,65
深圳市,蔚蓝海岸2期,"113.935962,22.50817",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",27,39
深圳市,茵悦之生花园一期,"114.084227,22.54223",君尚D区L1-12,"114.111164,22.62827",27,55
深圳市,新锦安雅园一期,"113.905361,22.550114",深圳市南山区丽湖学校,"113.959095,22.588878",32,50
深圳市,龙都名园,"113.911492,22.534632",前海小学,"113.956684,22.570184",20,39
深圳市,城市3米6公寓,"114.056051,22.50886",翠园实验学校,"114.139694,22.55082",26,42
深圳市,松园北街68号,"114.054007,22.533569",星河COCO Park(福田店),"114.107697,22.554661",19,31
深圳市,天御香山花园,"114.019677,22.538792",君尚D区L1-12,"114.084227,22.54223",19,31
深圳市,赤尾村,"114.084621,22.53163",布心广场G栋,"114.140515,22.577052",18,37
深圳市,华润润宏城,"113.857232,22.729955",芙蓉社康服务中心,"113.909252,22.742582",25,50
深圳市,君华时代·君华天第,"114.273908,22.744438",龙岗中心医院集团同德社区健康服务中心,"114.322671,22.732093",21,69
深圳市,八十步海寓,"114.227101,22.639043",龙鹏学校,"114.308808,22.599259",33,74
深圳市,蔚蓝左岸花园,"114.313053,22.674154",大润家百货,"114.373054,22.743695",31,34
深圳市,深房翠林苑,"114.237612,22.711893",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.274807,22.744627",20,45
深圳市,梅岗园林宿舍,"114.085007,22.559074",深圳市龙岗区时代学校,"114.108392,22.621855",24,42
深圳市,亚太·半山樾府,"114.064272,22.520275",深圳市福田区水围小学,"114.106877,22.584534",22,37
深圳市,洪浪一村,"113.91462,22.566959",天虹(京基·百纳广场南山店),"113.968678,22.531105",35,54
深圳市,深业山水东城花园,"114.329127,22.666068",坪山第二小学,"114.376105,22.687142",20,27
深圳市,万科第五园二期,"113.971931,22.621543",深圳市大磡小学,"114.068672,22.615586",43,73
深圳市,湾尚骏玺家园,"114.0636,22.520083",笋岗中学,"114.105413,22.570527",24,37
深圳市,锦秀新村,"114.053465,22.546199",福田区黄埔学校中学部,"114.149002,22.550097",22,41
深圳市,德弘天下华府,"114.064442,22.632342",长坑社康服务中心,"114.124947,22.562308",35,51
深圳市,鹏达摩尔城,"114.267787,22.722026",坪山旧市场,"114.347094,22.691244",26,39
深圳市,百合盛世二期,"114.238225,22.743873",龙岗中心医院集团坪西社区健康服务中心,"114.294098,22.769902",19,41
深圳市,鸿荣源观城,"114.010314,22.648793",大浪赤岭头商贸城,"114.057746,22.709456",31,37
深圳市,洪湖二街14号大院,"114.064272,22.520275",深圳市福田区水围小学,"114.121336,22.561284",22,47
深圳市,比华利山庄,"114.064442,22.632342",长坑社康服务中心,"114.119713,22.588077",32,50
深圳市,卓越珺奕府,"114.008346,22.647058",长坑社康服务中心,"114.064442,22.632342",26,45
深圳市,栖棠映山,"113.936289,22.570307",深圳市第二高级中学,"114.015211,22.563065",31,61
深圳市,35区公路局宿舍,"113.836014,22.630604",瑞盛百货,"113.896523,22.580168",33,40
深圳市,电子技术学校家属楼,"114.072112,22.544129",深圳市龙岗区时代学校,"114.108392,22.621855",24,51
