城市名,起点名称,起点经纬度,终点名称,终点经纬度,距离
苏州市,旭辉公元萃庭,"120.473437,31.226549",狮山当代MOMA-商业广场,"120.517049,31.278705",8.685
苏州市,旭辉公元萃庭,"120.473437,31.226549",奥特莱斯,"120.530949,31.277129",9.326
苏州市,旭辉公元萃庭,"120.473437,31.226549",睿峰商务广场,"120.533852,31.26181",8.388
苏州市,天房浅隐林泉,"120.576087,31.307296",东汇,"120.591671,31.366307",8.642
苏州市,天房浅隐林泉,"120.576087,31.307296",金门公园,"120.643564,31.294939",8.302
苏州市,中信泰富久阅花园,"120.581697,31.177207",东亚购物中心,"120.644999,31.161933",9.717
苏州市,中信泰富久阅花园,"120.581697,31.177207",吴江和记商业广场,"120.674738,31.178824",9.844
苏州市,朗诗国际街区,"120.643564,31.294939",白鹭园,"120.720817,31.270833",11.684
苏州市,朗诗国际街区,"120.643564,31.294939",湖滨公园,"120.741458,31.304866",14.573
苏州市,保利时光印象,"120.38866,31.294199",世纪华联超市(龙惠花苑店),"120.40919,31.340838",7.58
苏州市,保利时光印象,"120.38866,31.294199",华联超市(高博店),"120.415523,31.321041",6.642
苏州市,保利时光印象,"120.38866,31.294199",世纪华联超市(光福店),"120.450959,31.365061",13.157
苏州市,海悦公寓,"120.529189,31.88549",吾悦广场(张家港店),"120.55097,31.970676",10.851
苏州市,海悦公寓,"120.529189,31.88549",人人乐(江帆路店),"120.574395,31.880132",6.18
苏州市,新佳雅筑,"120.87067,31.705098",苏杭时代(梅李店),"120.932596,31.644542",10.05
苏州市,新佳雅筑,"120.87067,31.705098",新天地百货商场(梅龙商苑东北),"121.018772,31.635671",18.759
苏州市,通澄花园西区,"120.882528,31.385792",昆山市第二人民医院,"120.951084,31.419565",9.818
苏州市,通澄花园西区,"120.882528,31.385792",昆山广慈医院,"120.978601,31.386567",9.996
苏州市,东湖新村,"121.008101,31.248415",俊麟商业广场,"121.026627,31.181445",9.548
苏州市,西街148号,"120.51693,31.249458",苏州大学附属第二医院三香路院区,"120.58441,31.295255",12.776
苏州市,西街148号,"120.51693,31.249458",苏州高新区老年康复医院,"120.597862,31.268714",10.285
苏州市,华达月光花园,"120.952593,31.270442",上海如海超市(金家庄店),"121.038892,31.317118",16.026
苏州市,华达月光花园,"120.952593,31.270442",华润万家(陆家店),"121.050659,31.252148",11.92
苏州市,华达月光花园,"120.952593,31.270442",金玉佳生活超市店(天工国际大厦店),"121.125853,31.293398",21.948
苏州市,和萃澜庭,"120.393015,31.284703",望亭中心小学(南校区),"120.404256,31.342153",8.226
苏州市,和萃澜庭,"120.393015,31.284703",光福中心小学,"120.444911,31.403103",16.163
苏州市,昆山花园,"120.960813,31.345638",昆山经济技术开发区高级中学,"120.976737,31.400192",8.514
苏州市,昆山花园,"120.960813,31.345638",昆山市鹿峰中学,"121.030125,31.409193",12.617
苏州市,昆山花园,"120.960813,31.345638",昆山市民办珠江学校,"121.033621,31.392874",12.4
苏州市,映溪四季花园,"120.419427,31.34206",梦之城,"120.442704,31.427922",13.403
苏州市,映溪四季花园,"120.419427,31.34206",万客隆(通安店),"120.488712,31.372219",10.143
苏州市,林华小区,"120.442815,31.219443",苏州太湖湖滨国家湿地公园,"120.519499,31.259997",14.586
苏州市,金域蓝湾一区,"120.762013,31.649339",常熟绿源公园,"120.831791,31.638566",7.965
苏州市,金域蓝湾一区,"120.762013,31.649339",银塘公园,"120.878341,31.714835",18.992
苏州市,馨湖园,"120.639269,31.272912",苏州瑞华迎春医院,"120.678695,31.307863",8.117
苏州市,馨湖园,"120.639269,31.272912",苏州瑞金医院,"120.752379,31.246072",15.778
苏州市,新学前学地,"120.549979,31.293423",新天地I号馆,"120.63192,31.388062",22.859
苏州市,新学前学地,"120.549979,31.293423",金鹰国际广场(狮山路店),"120.636657,31.311154",9.351
苏州市,新学前学地,"120.549979,31.293423",地下商场,"120.738746,31.31328",24.433
苏州市,爱情·溪岸花园,"120.758031,31.659398",虞园,"120.793844,31.734468",11.19
苏州市,爱情·溪岸花园,"120.758031,31.659398",聚沙园,"120.877969,31.705597",13.424
苏州市,太湖未来绿洲星图,"120.405911,31.377422",通安金墅小学,"120.413228,31.301153",9.724
苏州市,太湖未来绿洲星图,"120.405911,31.377422",苏州科技城实验小学校科业校区,"120.440411,31.35268",6.254
苏州市,太湖未来绿洲星图,"120.405911,31.377422",苏州科技城实验小学校天佑校区,"120.441619,31.343348",6.639
苏州市,蓝城垂虹桃花源,"120.568921,31.190955",苏州北美外国语学校,"120.651987,31.149435",14.415
苏州市,同心璟苑,"120.615204,31.473856",卫星小学,"120.630403,31.612518",19.055
苏州市,同心璟苑,"120.615204,31.473856",练塘中心小学,"120.679413,31.538399",14.199
苏州市,同心璟苑,"120.615204,31.473856",尚湖镇颜巷小学,"120.690359,31.62162",24.022
苏州市,蓝城红梨湾,"120.643153,30.987427",第二高级中学,"120.652788,30.91211",9.85
苏州市,惠丰花园北区,"120.517644,31.374975",山塘中心小学,"120.572589,31.304562",10.682
苏州市,惠丰花园北区,"120.517644,31.374975",苏州市留园中心小学校,"120.595623,31.324031",11.583
苏州市,惠丰花园北区,"120.517644,31.374975",苏州市三元第三小学校,"120.599184,31.318028",12.476
苏州市,南院一村住宅小区,"121.06531,31.562645",金仓湖小学,"121.072789,31.609722",7.714
苏州市,南院一村住宅小区,"121.06531,31.562645",归庄小学,"121.095995,31.50633",8.034
苏州市,南院一村住宅小区,"121.06531,31.562645",岳王学校小学部,"121.154254,31.542915",11.624
苏州市,港星花苑,"120.883497,31.265926",昆山市张浦中学,"120.897686,31.180877",12.714
苏州市,港星花苑,"120.883497,31.265926",上海复旦附中姊妹学校,"120.938307,31.274555",7.746
苏州市,湖畔翠庭,"120.579981,31.257316",苏州市第一初级中学,"120.58336,31.195881",9.045
苏州市,湖畔翠庭,"120.579981,31.257316",江苏省苏州第十中学,"120.630745,31.313852",12.646
苏州市,湖畔翠庭,"120.579981,31.257316",越溪实验中学,"120.634902,31.300129",11.648
苏州市,苏高新恒棠澜轩,"120.576087,31.307296",竹苑口袋公园,"120.632695,31.331826",7.747
苏州市,苏高新恒棠澜轩,"120.576087,31.307296",金门公园,"120.643564,31.294939",8.302
苏州市,景巷花苑,"120.497415,31.935057",张家港澳洋医院,"120.512967,31.875269",10.334
苏州市,景巷花苑,"120.497415,31.935057",张家港晨阳医院,"120.547536,31.849019",20.111
苏州市,景巷花苑,"120.497415,31.935057",青草巷社区东莱医院,"120.585041,31.880789",14.031
苏州市,融悦沁庭,"120.573201,31.180729",东亚购物中心,"120.644999,31.161933",10.458
苏州市,融悦沁庭,"120.573201,31.180729",吴江和记商业广场,"120.674738,31.178824",10.585
苏州市,荣尚幸福里,"120.585089,31.687925",嘉联超市(西环路),"120.589636,31.59788",14.446
苏州市,荣尚幸福里,"120.585089,31.687925",华联超市(练塘西街店),"120.628237,31.618471",10.722
苏州市,荣尚幸福里,"120.585089,31.687925",华联超市(中兴路店),"120.636133,31.66183",7.03
苏州市,紫锦墅院,"120.615204,31.473856",辛庄中心小学,"120.680383,31.53469",13.988
苏州市,紫锦墅院,"120.615204,31.473856",相城区涟水小学,"120.711082,31.47994",11.292
苏州市,苏州恒大珺睿庭,"120.578851,31.416588",北桥华联超市(盛北店),"120.600387,31.511551",13.63
苏州市,苏州恒大珺睿庭,"120.578851,31.416588",上海大众超市(快乐购超市店),"120.615128,31.451315",7.712
苏州市,伟业浦上悦庭,"120.786457,31.049921",周庄人民医院,"120.868451,31.032972",14.372
苏州市,保利时光印象,"120.450701,31.279348",苏州市金阊实验中学,"120.450959,31.365061",12.421
苏州市,保利时光印象,"120.450701,31.279348",藏书中学,"120.547554,31.366341",18.814
苏州市,中建晴翠璟园,"120.597862,31.268714",健生源医院(葑门路),"120.603436,31.321844",7.736
苏州市,中建晴翠璟园,"120.597862,31.268714",苏州市中医医院,"120.646307,31.299864",7.841
苏州市,嘉致峰庭,"120.568506,31.392067",胡湾公园,"120.616709,31.457422",10.619
苏州市,嘉致峰庭,"120.568506,31.392067",珍珠湖公园,"120.64774,31.416032",10.889
苏州市,嘉致峰庭,"120.568506,31.392067",邻客公园,"120.660976,31.467372",16.142
苏州市,中建熙辰上院,"120.614037,31.365392",乾唐公园,"120.647413,31.441939",12.771
苏州市,中建熙辰上院,"120.614037,31.365392",府南公园,"120.721758,31.488267",21.342
苏州市,中建和月泊庭,"120.614037,31.365392",东汇,"120.623614,31.284376",10.124
苏州市,中建和月泊庭,"120.614037,31.365392",乾唐公园,"120.720817,31.270833",21.199
苏州市,融悦沁庭,"120.515293,31.254683",苏州市中西医结合医院,"120.573201,31.180729",16.671
苏州市,鲈乡一区,"120.59204,31.204169",越来溪公园,"120.640475,31.161098",10.251
苏州市,鲈乡一区,"120.59204,31.204169",渔乐公园(东湖钓鱼园),"120.680089,31.237053",12.876
苏州市,华侨公寓(太仓市),"121.053614,31.379446",华夏民生购物广场(蓬朗店),"121.122373,31.447024",14.65
苏州市,华侨公寓(太仓市),"121.053614,31.379446",YOUR LOCAL STORE,"121.13561,31.488418",19.156
苏州市,建鑫大厦,"120.511073,31.239851",什物谷(金运店),"120.546376,31.307322",12.355
苏州市,建鑫大厦,"120.511073,31.239851",谷谷超市,"120.601853,31.361573",21.639
苏州市,建鑫大厦,"120.511073,31.239851",华润万家大卖场华东(梦想玩国阳澄湖西路店),"120.614443,31.254311",12.477
苏州市,山岚璟庭,"120.468584,31.376655",华通公园,"120.498933,31.311021",11.272
苏州市,山岚璟庭,"120.468584,31.376655",金门公园,"120.576087,31.307296",16.235
苏州市,山岚璟庭,"120.468584,31.376655",凝翠园,"120.588148,31.31833",16.747
苏州市,云盘一村,"120.535508,31.869836",鹿苑都尚购物中心,"120.633223,31.856195",12.765
苏州市,云盘一村,"120.535508,31.869836",商业中心,"120.633375,31.856261",12.765
苏州市,茗景苑B区,"120.884894,31.397423",昆山市信义小学,"120.903907,31.344318",8.734
苏州市,茗景苑B区,"120.884894,31.397423",昆山市柏庐实验小学,"120.982284,31.401353",12.755
苏州市,万科印象花园三期,"120.834563,31.385018",星溪公园,"120.863591,31.330491",9.461
苏州市,润业玲珑湾,"121.119301,31.447235",天镜湖商业广场,"121.13561,31.488418",6.406
苏州市,润业玲珑湾,"121.119301,31.447235",上海国际广场,"121.171243,31.463674",6.308
苏州市,雅苑小区,"120.43727,31.323928",苏州太湖湖滨国家湿地公园,"120.442815,31.219443",19.107
苏州市,雅苑小区,"120.43727,31.323928",小茅山公园,"120.448803,31.278033",7.546
苏州市,雅苑小区,"120.43727,31.323928",新动力苏州太湖汽摩运动公园,"120.4899,31.212258",17.803
苏州市,溪香米兰,"120.884894,31.397423",昆山经济技术开发区包桥小学,"120.980018,31.424723",11.768
苏州市,富乡小区,"120.548113,31.27833",山塘中心小学,"120.595623,31.324031",11.545
苏州市,富乡小区,"120.548113,31.27833",苏州高新区狮山实验小学校竹园分校区,"120.636052,31.31155",10.899
苏州市,富乡小区,"120.548113,31.27833",PRIMARY SCHOOL,"120.679926,31.257376",17.201
苏州市,新世纪花苑二期,"120.739113,31.639875",常熟市第五人民医院(珠江路),"120.79149,31.599142",10.459
苏州市,新世纪花苑二期,"120.739113,31.639875",常熟市沙家浜康复医学中心,"120.8458,31.545694",20.611
苏州市,嘉和丽园,"120.595623,31.324031",山塘中心小学,"120.619859,31.377735",9.115
苏州市,天房浅隐林泉,"120.591671,31.366307",山塘中心小学,"120.610011,31.308762",8.815
苏州市,天房浅隐林泉,"120.591671,31.366307",苏州市沧浪实验小学校,"120.633539,31.30156",9.858
苏州市,碧桂园龙湖天璞,"120.517702,31.86844",范特西滑板公园,"120.59194,31.882066",9.81
苏州市,虹桥头散盘,"120.597862,31.268714",苏州瑞华迎春医院,"120.629053,31.330986",13.04
苏州市,元和新村四区,"120.730882,31.633289",昆承中学,"120.757783,31.661787",5.811
苏州市,元和新村四区,"120.730882,31.633289",江苏省常熟中学,"120.776429,31.659358",8.295
苏州市,元和新村四区,"120.730882,31.633289",常熟市实验中学,"120.777262,31.661238",7.223
苏州市,星悦湾商务广场,"120.487335,31.224424",华润万家(越溪店),"120.576938,31.271499",13.08
苏州市,星悦湾商务广场,"120.487335,31.224424",世纪华联超市(箭泾店),"120.593097,31.216487",13.739
苏州市,金狮巷散盘,"120.593097,31.216487",华润万家(越溪店),"120.601853,31.361573",23.756
苏州市,金狮巷散盘,"120.593097,31.216487",谷谷超市,"120.614443,31.254311",6.727
苏州市,金狮巷散盘,"120.593097,31.216487",华润万家大卖场华东(梦想玩国阳澄湖西路店),"120.622399,31.300582",13.253
苏州市,苏高新高贤云庭,"120.865817,31.707898",徐市中心小学,"120.922604,31.732883",10.675
苏州市,苏高新高贤云庭,"120.865817,31.707898",常熟市徐市中心小学分校,"120.935268,31.676681",12.225
苏州市,苏高新高贤云庭,"120.865817,31.707898",常熟市梅李中心小学,"120.952152,31.67601",11.54
苏州市,滨河花苑三期北区,"120.511073,31.239851",什物谷(金运店),"120.558747,31.300873",11.226
苏州市,滨河花苑三期北区,"120.511073,31.239851",华润万家(越溪店),"120.593097,31.216487",13.363
苏州市,滨河花苑三期北区,"120.511073,31.239851",谷谷超市,"120.614443,31.254311",12.477
苏州市,云荟澜庭,"120.724769,31.591594",华联超市(古里加盟店),"120.78827,31.649769",12.376
苏州市,云荟澜庭,"120.724769,31.591594",皖江时代,"120.821757,31.614495",10.931
苏州市,云荟澜庭,"120.724769,31.591594",世纪华联超市(莫城东街店),"120.821931,31.619922",13.596
苏州市,恒力健康城,"120.619902,31.095559",苏州市吴江区松陵团结小学,"120.665484,31.184913",16.222
苏州市,恒力健康城,"120.619902,31.095559",吴江经济技术开发区山湖花园小学(淞南阳光校区),"120.691946,31.148292",13.106
苏州市,正大家园,"120.593097,31.216487",华润万家(越溪店),"120.646521,31.168055",12.561
苏州市,正大家园,"120.593097,31.216487",世纪华联超市(保利店),"120.655592,31.113736",25.683
苏州市,正大家园,"120.593097,31.216487",壹加壹连锁超市,"120.684378,31.249174",11.337
苏州市,彭义里,"120.548113,31.27833",山塘中心小学,"120.595623,31.324031",11.545
苏州市,彭义里,"120.548113,31.27833",苏州高新区狮山实验小学校竹园分校区,"120.640289,31.298437",10.422
苏州市,彭义里,"120.548113,31.27833",PRIMARY SCHOOL,"120.679926,31.257376",17.201
苏州市,君悦豪庭（昆山）,"120.951084,31.419565",昆山新华医院,"120.956597,31.287258",18.681
苏州市,鹿溪雅园,"120.576087,31.307296",东汇,"120.577428,31.379073",10.034
苏州市,鹿溪雅园,"120.576087,31.307296",府南公园,"120.643041,31.36568",12.652
苏州市,美田锦华澜轩,"120.400014,31.340575",阳山美好荟,"120.453398,31.416717",11.386
苏州市,美田锦华澜轩,"120.400014,31.340575",欧姆斯购物广场,"120.465999,31.37759",9.959
苏州市,美田锦华澜轩,"120.400014,31.340575",万客隆(通安店),"120.488712,31.372219",12.248
苏州市,尊龙苑,"120.611113,30.907649",湖畔新天地,"120.640827,30.978485",11.239
苏州市,尊龙苑,"120.611113,30.907649",新时代百货商城,"120.644639,30.952231",9.607
苏州市,明日星城日锦园,"120.690472,31.612495",皖江时代,"120.765801,31.643264",11.578
苏州市,明日星城日锦园,"120.690472,31.612495",江南万购生活购物广场,"120.821931,31.619922",15.157
苏州市,璟上和院,"120.655487,31.465008",渭塘中学,"120.680126,31.532113",9.49
苏州市,璟上和院,"120.655487,31.465008",莫城中学,"120.719118,31.589752",19.056
苏州市,璟上和院,"120.655487,31.465008",常熟市沙家浜中学,"120.777112,31.561468",22.886
苏州市,虞东雅苑,"120.741242,31.644074",城中商苑,"120.804241,31.645177",8.27
苏州市,吴越尚院,"120.626247,31.171894",贤都时代广场,"120.645871,31.129759",6.839
苏州市,吴越尚院,"120.626247,31.171894",吴江赛格广场,"120.65806,31.141195",6.076
苏州市,吴越尚院,"120.626247,31.171894",万宝财富商业广场金街9号,"120.674738,31.178824",5.848
苏州市,上实海上都荟,"120.532257,31.267214",金门公园,"120.576087,31.307296",8.972
苏州市,上实海上都荟,"120.532257,31.267214",凝翠园,"120.588148,31.31833",14.086
苏州市,上实海上都荟,"120.532257,31.267214",美之国花园-中心公园,"120.611327,31.264105",10.747
苏州市,苏高新上华璟庭,"120.543495,31.309466",学士中心小学校,"120.595623,31.324031",9.423
苏州市,苏高新上华璟庭,"120.543495,31.309466",山塘中心小学,"120.610011,31.308762",7.026
苏州市,苏高新上华璟庭,"120.543495,31.309466",苏州市沧浪实验小学校,"120.633539,31.30156",10.125
苏州市,红峰二村一区,"120.863608,31.331997",好又多购物广场(印象欧洲店),"120.863838,31.373055",9.788
苏州市,红峰二村一区,"120.863608,31.331997",好又多超市(合丰店),"120.946446,31.38322",15.942
苏州市,红峰二村一区,"120.863608,31.331997",世纪华联超市(君子亭店),"120.99643,31.337965",20.545
苏州市,湖居世家,"120.630625,31.167276",吴江区松陵第一中学,"120.634902,31.300129",21.841
苏州市,湖居世家,"120.630625,31.167276",西安交通大学苏州附属中学,"120.69661,31.233509",17.781
苏州市,同心璟苑,"120.617954,31.528038",阳澄湖镇市民运动公园,"120.660976,31.467372",12.42
苏州市,同心璟苑,"120.617954,31.528038",珍珠湖公园,"120.679413,31.538399",9.39
苏州市,同心璟苑,"120.617954,31.528038",灵峰公园,"120.721758,31.488267",14.714
苏州市,埭韵江南,"120.530787,31.341856",卫星小学,"120.546668,31.427563",13.726
苏州市,埭韵江南,"120.530787,31.341856",苏州高新区长江小学,"120.615204,31.473856",24.777
苏州市,埭韵江南,"120.530787,31.341856",苏州市相城区蠡口第二小学,"120.617632,31.398366",16.407
苏州市,新东方缇香世家,"120.517702,31.86844",范特西滑板公园,"120.559628,31.887624",6.575
苏州市,新东方缇香世家,"120.517702,31.86844",鲨鱼公园,"120.565575,31.848457",6.443
苏州市,新东方缇香世家,"120.517702,31.86844",好人公园,"120.631977,31.788842",16.134
苏州市,天健泓悦府,"120.63951,31.155395",乐天玛特,"120.64171,31.113503",4.745
苏州市,天健泓悦府,"120.63951,31.155395",华联超市(庞山湖店),"120.671662,31.075164",11.158
苏州市,青阳嘉苑,"120.952254,31.38111",昆山市中医医院张浦分院,"121.042415,31.316083",13.468
苏州市,天筑家园南区,"120.530949,31.277129",新天地I号馆,"120.597229,31.334721",13.819
苏州市,紫怡花园,"120.863608,31.331997",好又多购物广场(印象欧洲店),"120.870358,31.388426",12.322
苏州市,紫怡花园,"120.863608,31.331997",亿家利,"120.946684,31.421707",20.097
苏州市,聚福佳苑,"120.684712,31.805814",常阴沙医院,"120.764709,31.87184",14.378
苏州市,聚福佳苑,"120.684712,31.805814",张家港市妙桥医院,"120.767964,31.789059",11.528
苏州市,聚福佳苑,"120.684712,31.805814",东沙医院,"120.792767,31.831003",14.15
苏州市,都市VIP,"120.664579,31.309236",苏州市工业园区凤凰城小学,"120.715173,31.362905",11.385
苏州市,都市VIP,"120.664579,31.309236",东沙湖小学(星塘街校区),"120.746719,31.328676",9.737
苏州市,都市VIP,"120.664579,31.309236",苏州工业园区星海小学,"120.766679,31.308011",12.621
苏州市,春和景庭,"120.762013,31.649339",常熟绿源公园,"120.84826,31.636146",9.385
苏州市,春和景庭,"120.762013,31.649339",银塘公园,"120.878341,31.714835",18.992
苏州市,保利居上,"120.630745,31.313852",中加国际高中,"120.682775,31.246377",14.003
苏州市,保利居上,"120.630745,31.313852",苏州市第一初级中学,"120.72237,31.32711",13.435
苏州市,保利居上,"120.630745,31.313852",苏州工业园区景城学校,"120.756525,31.308231",22.048
苏州市,爱情云锦万象,"120.619886,31.117933",苏州第九人民医院,"120.634577,31.237064",17.176
苏州市,爱情云锦万象,"120.619886,31.117933",苏州富嘉医院,"120.668836,31.159465",9.817
苏州市,京昌苑,"120.739113,31.639875",常熟市第五人民医院(珠江路),"120.774895,31.594753",9.155
苏州市,京昌苑,"120.739113,31.639875",常熟市沙家浜康复医学中心,"120.8458,31.545694",20.611
苏州市,国际服装城B区,"120.561235,31.432412",中兴商场,"120.625263,31.290177",26.084
苏州市,国际服装城B区,"120.561235,31.432412",唯盛邻里中心,"120.630984,31.376718",13.173
苏州市,国际服装城B区,"120.561235,31.432412",泰华东楼,"120.713005,31.372825",18.894
苏州市,中信泰富久阅花园,"120.581697,31.177207",吴江赛格广场,"120.613058,31.135347",10.907
苏州市,中信泰富久阅花园,"120.581697,31.177207",万宝财富商业广场金街9号,"120.645871,31.129759",14.167
苏州市,中信泰富久阅花园,"120.581697,31.177207",苏州吴江爱琴海购物公园,"120.65806,31.141195",11.829
苏州市,富丽庄园,"120.758031,31.659398",琴川城市公园南区,"120.773858,31.573664",15.338
苏州市,中海狮山云起,"120.470339,31.262965",苏州市第一初级中学,"120.547554,31.366341",22.405
苏州市,中海狮山云起,"120.470339,31.262965",苏州市金阊实验中学,"120.556388,31.277354",11.509
苏州市,中海狮山云起,"120.470339,31.262965",木渎金山高级中学,"120.630745,31.313852",21.668
苏州市,欧之韵,"120.494197,31.364203",苏州市金阊实验中学,"120.505815,31.428125",11.581
苏州市,欧之韵,"120.494197,31.364203",江苏省黄埭中学,"120.547554,31.366341",10.318
苏州市,荷韵新村西区,"120.633539,31.30156",PRIMARY SCHOOL,"120.679926,31.257376",9.685
苏州市,荷韵新村西区,"120.633539,31.30156",苏州独墅湖实验小学,"120.726328,31.297741",9.595
苏州市,太阳星辰花园湖邑,"120.664579,31.309236",苏州工业园区车坊实验小学淞涛校区,"120.746271,31.27478",10.861
苏州市,太阳星辰花园湖邑,"120.664579,31.309236",翰林小学,"120.750463,31.246007",15.559
苏州市,太阳星辰花园湖邑,"120.664579,31.309236",苏州工业园区星海小学,"120.765494,31.331634",11.573
苏州市,湖西银座,"120.632695,31.331826",竹苑口袋公园,"120.682479,31.266783",12.454
苏州市,湖西银座,"120.632695,31.331826",湖滨公园,"120.684554,31.310913",7.943
苏州市,吴风雅苑,"120.549415,31.266641",苏州市第一初级中学,"120.616816,31.270724",9.059
苏州市,吴风雅苑,"120.549415,31.266641",华中师范大学附属南行中学,"120.630745,31.313852",11.733
苏州市,云庭城市中心花园,"120.547554,31.366341",苏州市第一初级中学,"120.585167,31.285506",11.18
苏州市,云庭城市中心花园,"120.547554,31.366341",苏州市金阊实验中学,"120.630745,31.313852",14.297
苏州市,云庭城市中心花园,"120.547554,31.366341",江苏省苏州第十中学,"120.634902,31.300129",13.429
苏州市,和悦里塘雅院,"120.561235,31.432412",中兴商场,"120.617788,31.406007",9.551
苏州市,和悦里塘雅院,"120.561235,31.432412",唯盛邻里中心,"120.638652,31.368928",14.686
苏州市,依云兰庭,"120.508877,31.887176",鹿苑中学,"120.55928,31.836848",9.848
苏州市,依云兰庭,"120.508877,31.887176",张家港市第二中学(北校区),"120.577022,31.882738",8.524
苏州市,依云兰庭,"120.508877,31.887176",张家港市第六中学,"120.64473,31.851319",16.559
苏州市,天健清风和景雅苑,"120.608125,31.151373",吴江和记商业广场,"120.65806,31.141195",6.815
苏州市,天健清风和景雅苑,"120.608125,31.151373",吴江赛格广场,"120.674738,31.178824",10.857
苏州市,四季印象澜庭,"120.461713,30.860435",吴江市铜罗中心小学,"120.495482,30.977657",17.099
苏州市,四季印象澜庭,"120.461713,30.860435",吴江青云陶墩村小学,"120.514247,30.913568",12.295
苏州市,四季印象澜庭,"120.461713,30.860435",开弦弓小学,"120.530312,30.834018",9.761
苏州市,万科大象山舍,"120.470339,31.262965",小学高中,"120.482339,31.332404",13.189
苏州市,万科大象山舍,"120.470339,31.262965",木渎金山高级中学,"120.564772,31.288275",12.274
苏州市,琴萃雅院,"120.690472,31.612495",华联超市(古里加盟店),"120.772484,31.633059",10.367
苏州市,琴萃雅院,"120.690472,31.612495",皖江时代,"120.821757,31.614495",13.31
苏州市,琴萃雅院,"120.690472,31.612495",江南万购生活购物广场,"120.821931,31.619922",15.157
苏州市,海域天境苑,"121.081146,31.376506",欧特福购物中心(五洲西路),"121.091045,31.444701",11.955
苏州市,海域天境苑,"121.081146,31.376506",华夏民生购物广场(蓬朗店),"121.131576,31.421259",8.429
苏州市,宽阅雅苑,"120.518958,31.360991",旅游急救医院,"120.58441,31.295255",12.194
苏州市,宽阅雅苑,"120.518958,31.360991",苏州大学附属第二医院三香路院区,"120.600876,31.334489",12.011
苏州市,宽阅雅苑,"120.518958,31.360991",平江医院,"120.603436,31.321844",12.541
苏州市,蠡明小区,"120.561235,31.432412",中兴商场,"120.611027,31.343139",12.63
苏州市,蠡明小区,"120.561235,31.432412",唯盛邻里中心,"120.61979,31.400227",10.528
苏州市,蠡明小区,"120.561235,31.432412",相城区繁华商业中心,"120.713005,31.372825",18.894
苏州市,荣尚幸福里,"120.585089,31.687925",圆圆城市生活广场,"120.62376,31.620151",10.268
苏州市,荣尚幸福里,"120.585089,31.687925",大义团购(常熟店),"120.688416,31.700621",11.939
苏州市,荣尚幸福里,"120.585089,31.687925",家家利生活购物广场,"120.689173,31.700682",12.01
苏州市,下沙塘新村,"120.512907,31.252643",苏州大学附属第二医院三香路院区,"120.58441,31.295255",12.761
苏州市,下沙塘新村,"120.512907,31.252643",苏州高新区老年康复医院,"120.597862,31.268714",10.27
苏州市,保利天汇星湖,"120.664579,31.309236",苏州市工业园区凤凰城小学,"120.725164,31.351703",10.296
苏州市,保利天汇星湖,"120.664579,31.309236",翰林小学,"120.746271,31.27478",10.861
苏州市,保利天汇星湖,"120.664579,31.309236",苏州工业园区星海小学,"120.766679,31.308011",12.621
苏州市,凯悦大厦,"120.629195,31.249911",东汇,"120.632695,31.331826",12.473
苏州市,凯悦大厦,"120.629195,31.249911",竹苑口袋公园,"120.643564,31.294939",8.43
苏州市,凯悦大厦,"120.629195,31.249911",白鹭园,"120.720817,31.270833",14.355
苏州市,永平家园,"120.884894,31.397423",昆山市信义小学,"120.902104,31.498296",14.244
苏州市,永平家园,"120.884894,31.397423",石牌小学,"120.968556,31.435992",13.689
苏州市,龙湖未来御湖境,"120.578851,31.416588",上海福乐家超市(金峰路店),"120.601853,31.361573",7.981
苏州市,龙湖未来御湖境,"120.578851,31.416588",上海大众超市(快乐购超市店),"120.631414,31.419779",6.782
苏州市,美田锦华澜轩,"120.400014,31.340575",通安金墅小学,"120.400204,31.300618",6.592
苏州市,美田锦华澜轩,"120.400014,31.340575",苏州香雪海小学,"120.405911,31.377422",5.231
苏州市,美田锦华澜轩,"120.400014,31.340575",望亭中心小学(南校区),"120.444911,31.403103",9.254
苏州市,首创悦都,"120.990908,31.404425",城厢街道第一小学,"121.065923,31.366509",14.293
苏州市,首创悦都,"120.990908,31.404425",科教新城南郊小学,"121.104411,31.446504",14.278
苏州市,首创悦都,"120.990908,31.404425",昆山市裕元实验学校东校区,"121.118316,31.428785",17.013
苏州市,古澄花园,"120.876785,31.461255",昆山通海实验中学,"120.881583,31.3959",9.353
苏州市,古澄花园,"120.876785,31.461255",昆山市鹿峰中学,"120.960813,31.345638",27.745
苏州市,古澄花园,"120.876785,31.461255",昆山高新区汉浦中学,"120.972237,31.41129",15.874
苏州市,吴风宸樾府,"120.739682,31.274012",苏州西交英澳国际高中,"120.83609,31.271734",10.986
苏州市,保利琅悦,"120.58471,31.268588",健生源医院(葑门路),"120.639269,31.272912",8.448
苏州市,保利琅悦,"120.58471,31.268588",苏州瑞华迎春医院,"120.640991,31.255941",10.162
苏州市,保利琅悦,"120.58471,31.268588",苏州瑞金医院,"120.646307,31.299864",11.565
苏州市,张家港天璞花园,"120.515879,31.869779",锦丰新天地广场,"120.591528,31.882255",10.292
苏州市,张家港天璞花园,"120.515879,31.869779",张家港购物公园(国泰中路),"120.636356,31.96106",20.439
苏州市,张家港天璞花园,"120.515879,31.869779",金茂商厦,"120.642191,31.813706",21.448
