城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
广州市,方圆公园一号,"113.361416,23.127099",广州市天河中学(天河东路校区),"113.335286,23.129025",19
广州市,华南理工大学宿舍红棉苑,"113.342831,23.15129",广州市天河中学(天河东路校区),"113.335286,23.129025",32
广州市,铂金公寓,"113.350848,23.125047",广州市天河中学(天河东路校区),"113.335286,23.129025",20
广州市,广东动漫城,"113.547361,23.495449",广东外语外贸大学从化实验中学,"113.555197,23.502596",11
广州市,雅居乐小院流溪,"113.565297,23.514371",广东外语外贸大学从化实验中学,"113.555197,23.502596",16
广州市,人盛巴厘天地,"113.536017,23.491708",广东外语外贸大学从化实验中学,"113.555197,23.502596",21
广州市,观海美寓,"113.576863,22.744229",广东省第二人民医院南沙街社区卫生服务中心鹿颈健康小屋,"113.602049,22.756502",18
广州市,中交蓝色海湾,"113.610203,22.768943",广东省第二人民医院南沙街社区卫生服务中心鹿颈健康小屋,"113.602049,22.756502",11
广州市,裕豪轩,"113.577662,22.744496",广东省第二人民医院南沙街社区卫生服务中心鹿颈健康小屋,"113.602049,22.756502",18
深圳市,御筑轩,"114.02059,22.662279",华信购物广场,"113.998588,22.67294",19
深圳市,煜丰泽花园广场,"114.021048,22.662033",华信购物广场,"113.998588,22.67294",19
深圳市,绿茵华庭,"114.026172,22.664823",华信购物广场,"113.998588,22.67294",22
深圳市,安联尚璟府,"113.930836,22.768922",东坑购物广场市场部,"113.918204,22.755245",14
深圳市,绿城汇银·桂语兰庭,"113.942226,22.767043",东坑购物广场市场部,"113.918204,22.755245",19
深圳市,振业天境云庭,"113.930683,22.769817",东坑购物广场市场部,"113.918204,22.755245",14
深圳市,康乐花园,"114.188623,22.648586",横岗聚英小学,"114.183424,22.633178",15
深圳市,中海大山地南区,"114.178341,22.644215",横岗聚英小学,"114.183424,22.633178",11
深圳市,阳基新天地,"114.156891,22.623885",横岗聚英小学,"114.183424,22.633178",18
深圳市,领峰杰筑,"114.271267,22.711978",市民社区公园-智慧公园,"114.245387,22.718726",25
深圳市,保利静安府,"114.247073,22.740474",市民社区公园-智慧公园,"114.245387,22.718726",18
深圳市,合正方州润园,"114.250136,22.706943",市民社区公园-智慧公园,"114.245387,22.718726",11
深圳市,泰福名苑,"113.836069,22.636115",和健生活广场,"113.862552,22.625707",27
深圳市,卓越闽泰星奕府,"113.848584,22.620669",和健生活广场,"113.862552,22.625707",16
深圳市,卓越闽泰云奕府,"113.846971,22.620258",和健生活广场,"113.862552,22.625707",17
深圳市,阳基新天地,"114.156891,22.623885",龙岗区第四人民医院下李朗社区健康服务中心,"114.134575,22.638946",28
深圳市,丹翠欣苑小区,"114.141134,22.625874",龙岗区第四人民医院下李朗社区健康服务中心,"114.134575,22.638946",10
深圳市,桂芳园二期,"114.142167,22.615774",龙岗区第四人民医院下李朗社区健康服务中心,"114.134575,22.638946",15
深圳市,佳兆业云望府,"114.081354,22.649715",城立方商业中心,"114.073252,22.627015",22
深圳市,城建云宸里,"114.080265,22.647633",城立方商业中心,"114.073252,22.627015",18
深圳市,信城缙华府,"114.085775,22.627022",城立方商业中心,"114.073252,22.627015",11
深圳市,合正观澜汇二期,"114.040929,22.701642",深圳市观澜中学,"114.064472,22.71755",21
深圳市,金地鹭湖1号,"114.057836,22.694213",深圳市观澜中学,"114.064472,22.71755",20
深圳市,懿花园,"114.063184,22.692442",深圳市观澜中学,"114.064472,22.71755",22
深圳市,阳台山庄,"113.940011,22.674831",盒马邻里(深圳宝安荔湖花园店),"113.925223,22.683972",12
深圳市,宏发世纪城二期,"113.945684,22.679323",盒马邻里(深圳宝安荔湖花园店),"113.925223,22.683972",14
深圳市,嘉信·云峰,"113.94928,22.686218",盒马邻里(深圳宝安荔湖花园店),"113.925223,22.683972",19
深圳市,信城缙华府,"114.085775,22.627022",华润万家(第五园二店),"114.071042,22.613785",20
深圳市,中海明德里,"114.050249,22.619986",华润万家(第五园二店),"114.071042,22.613785",27
深圳市,鹏宸云筑,"114.053922,22.611637",华润万家(第五园二店),"114.071042,22.613785",11
深圳市,青橙时代,"114.138283,22.583302",深圳市生育保险定点医院,"114.125949,22.596302",14
深圳市,布心公寓,"114.1373,22.577644",深圳市生育保险定点医院,"114.125949,22.596302",17
深圳市,阳光明居,"114.134585,22.583077",深圳市生育保险定点医院,"114.125949,22.596302",12
深圳市,悦章凤凰里,"113.817795,22.691236",深圳市福海中学,"113.801293,22.691251",14
深圳市,恒兴御景园,"113.785587,22.712043",深圳市福海中学,"113.801293,22.691251",20
深圳市,珈誉未来花园,"113.820187,22.698622",深圳市福海中学,"113.801293,22.691251",19
深圳市,岸上林居,"114.2478,22.739178",愉景社区公园,"114.231517,22.727649",14
深圳市,东都花园一期一区,"114.236455,22.708133",愉景社区公园,"114.231517,22.727649",16
深圳市,欧意轩花园,"114.253254,22.736005",愉景社区公园,"114.231517,22.727649",16
深圳市,财富城二期,"114.343863,22.702369",坪山河湿地,"114.372074,22.696784",27
深圳市,天健和悦府,"114.381546,22.693506",坪山河湿地,"114.372074,22.696784",8
深圳市,中海万锦熙岸华庭,"114.394401,22.706628",坪山河湿地,"114.372074,22.696784",15
深圳市,峰境誉府,"113.950722,22.763391",深圳市光明区凤凰学校,"113.948703,22.74039",12
深圳市,电建洺悦鹏著,"113.949575,22.751451",深圳市光明区凤凰学校,"113.948703,22.74039",8
深圳市,金洪名筑,"113.927889,22.725627",深圳市光明区凤凰学校,"113.948703,22.74039",24
深圳市,晶品居,"113.933942,22.545033",友鑫医院,"113.951263,22.558538",18
深圳市,高发公寓,"113.974601,22.556586",友鑫医院,"113.951263,22.558538",28
深圳市,科苑居,"113.943522,22.542929",友鑫医院,"113.951263,22.558538",16
深圳市,蔚蓝海尚花园,"113.782071,22.732586",华润万家(京基百纳广场沙井店),"113.805388,22.72772",16
深圳市,恒兴御景园,"113.785587,22.712043",华润万家(京基百纳广场沙井店),"113.805388,22.72772",19
深圳市,万丰海岸城瀚府,"113.824589,22.714977",华润万家(京基百纳广场沙井店),"113.805388,22.72772",19
深圳市,欧景花园一期,"114.234833,22.724849",金龙城百货,"114.247624,22.746842",20
深圳市,欧意轩花园,"114.253254,22.736005",金龙城百货,"114.247624,22.746842",11
深圳市,盛龙花园北小区,"114.256319,22.727784",金龙城百货,"114.247624,22.746842",17
深圳市,保利静安府,"114.247073,22.740474",盒马鲜生(翰邻城店),"114.230685,22.729727",13
深圳市,信城·缙悦城,"114.221002,22.75109",盒马鲜生(翰邻城店),"114.230685,22.729727",23
深圳市,景云上辰花园,"114.230428,22.704815",盒马鲜生(翰邻城店),"114.230685,22.729727",20
深圳市,欧景花园一期,"114.234833,22.724849",华润万家(依山郡二店),"114.218842,22.729478",13
深圳市,京基御景中央,"114.207928,22.705895",华润万家(依山郡二店),"114.218842,22.729478",19
深圳市,东都花园一期一区,"114.236455,22.708133",华润万家(依山郡二店),"114.218842,22.729478",26
深圳市,怡海楼,"113.825185,22.67287",乐福园,"113.80552,22.675784",22
深圳市,福怡商住中心,"113.821385,22.671344",乐福园,"113.80552,22.675784",19
深圳市,御景水岸,"113.826373,22.684575",乐福园,"113.80552,22.675784",23
深圳市,阳光新居,"113.857644,22.609425",万和购物广场,"113.861024,22.62612",12
深圳市,雅乐居,"113.841109,22.636494",万和购物广场,"113.861024,22.62612",15
深圳市,领航城领丽花园,"113.855729,22.613052",万和购物广场,"113.861024,22.62612",11
深圳市,珑逸府,"114.121458,22.599589",龙岗区第二人民医院德兴社区健康服务中心,"114.107889,22.590039",12
深圳市,京基水贝城市广场,"114.12375,22.570067",龙岗区第二人民医院德兴社区健康服务中心,"114.107889,22.590039",28
深圳市,凌云华府,"114.107459,22.568168",龙岗区第二人民医院德兴社区健康服务中心,"114.107889,22.590039",26
深圳市,亚迪村,"114.413947,22.630924",禾塘山水,"114.418623,22.640676",8
深圳市,海语山林,"114.414804,22.628158",禾塘山水,"114.418623,22.640676",12
深圳市,鑫园广场,"114.41907,22.627689",禾塘山水,"114.418623,22.640676",10
深圳市,花样年·好时光,"114.337651,22.688742",金晟广场,"114.358221,22.701917",16
深圳市,华润紫樾润府,"114.380256,22.692901",金晟广场,"114.358221,22.701917",21
深圳市,财富城二期,"114.343863,22.702369",金晟广场,"114.358221,22.701917",9
深圳市,颐樾府,"114.021204,22.631725",深圳市龙华区和平实验小学,"114.007897,22.639855",11
深圳市,天曜府,"114.019265,22.625417",深圳市龙华区和平实验小学,"114.007897,22.639855",11
深圳市,臻著雅居,"114.021792,22.632828",深圳市龙华区和平实验小学,"114.007897,22.639855",11
深圳市,峰境誉府,"113.950722,22.763391",新湖街道国防教育主题公园,"113.92867,22.763206",13
深圳市,绿城汇银·桂语兰庭,"113.942226,22.767043",新湖街道国防教育主题公园,"113.92867,22.763206",10
深圳市,电建洺悦鹏著,"113.949575,22.751451",新湖街道国防教育主题公园,"113.92867,22.763206",14
深圳市,佳兆业大都汇,"114.122754,22.601515",深圳市承翰学校,"114.129781,22.622476",18
深圳市,阳基新天地,"114.156891,22.623885",深圳市承翰学校,"114.129781,22.622476",25
深圳市,大芬油画苑,"114.135963,22.606307",深圳市承翰学校,"114.129781,22.622476",21
深圳市,珑门壹品花园,"114.103237,22.713359",深圳市龙岗区华德学校,"114.111253,22.696841",16
深圳市,山水华庭,"114.099887,22.711235",深圳市龙岗区华德学校,"114.111253,22.696841",18
深圳市,合正新悦,"114.136183,22.689215",深圳市龙岗区华德学校,"114.111253,22.696841",18
深圳市,大发埔128号,"114.054485,22.629356",华润万家(世纪春城分店),"114.035516,22.630071",14
深圳市,香缇雅苑,"114.04349,22.642628",华润万家(世纪春城分店),"114.035516,22.630071",14
深圳市,龙光玖钻,"114.022362,22.621638",华润万家(世纪春城分店),"114.035516,22.630071",12
深圳市,欧景花园一期,"114.234833,22.724849",文龙学校,"114.223126,22.700676",22
深圳市,京基御景中央,"114.207928,22.705895",文龙学校,"114.223126,22.700676",13
深圳市,东都花园一期一区,"114.236455,22.708133",文龙学校,"114.223126,22.700676",12
深圳市,信城缙华府,"114.085775,22.627022",龙岗区第二人民医院紫悦山社区健康服务中心,"114.073538,22.617944",15
深圳市,中海明德里,"114.050249,22.619986",龙岗区第二人民医院紫悦山社区健康服务中心,"114.073538,22.617944",29
深圳市,鹏宸云筑,"114.053922,22.611637",龙岗区第二人民医院紫悦山社区健康服务中心,"114.073538,22.617944",25
深圳市,鸿荣源禧园,"113.826185,22.731126",沙井人民医院步涌社区健康服务中心,"113.812852,22.754102",21
深圳市,中海西岸华府南区,"113.822258,22.768668",沙井人民医院步涌社区健康服务中心,"113.812852,22.754102",14
深圳市,万科翡丽郡三期,"113.813995,22.732102",沙井人民医院步涌社区健康服务中心,"113.812852,22.754102",17
深圳市,里城玺樾山花园,"114.122269,22.627875",长龙社区公园,"114.114435,22.612954",13
深圳市,珑逸府,"114.121458,22.599589",长龙社区公园,"114.114435,22.612954",13
深圳市,特发香阅四季园,"114.135888,22.622422",长龙社区公园,"114.114435,22.612954",20
深圳市,雍山郡花园,"114.275822,22.754123",龙岗中学,"114.278681,22.736756",17
深圳市,领峰杰筑,"114.271267,22.711978",龙岗中学,"114.278681,22.736756",24
深圳市,新霖荟璟花园,"114.2758,22.74887",龙岗中学,"114.278681,22.736756",13
深圳市,泰福名苑,"113.836069,22.636115",深圳市宝安第一外国语学校,"113.841545,22.646012",12
深圳市,卓越闽泰星奕府,"113.848584,22.620669",深圳市宝安第一外国语学校,"113.841545,22.646012",27
深圳市,卓越闽泰云奕府,"113.846971,22.620258",深圳市宝安第一外国语学校,"113.841545,22.646012",28
深圳市,名门世家,"114.207192,22.648975",深圳宝兴医院金塘社区健康服务中心,"114.225728,22.636499",17
深圳市,志健时代广场,"114.205039,22.647374",深圳宝兴医院金塘社区健康服务中心,"114.225728,22.636499",20
深圳市,荣德雨辰公寓,"114.209016,22.649812",深圳宝兴医院金塘社区健康服务中心,"114.225728,22.636499",16
深圳市,颐樾府,"114.021204,22.631725",U·ONE优城,"114.037497,22.629314",13
深圳市,天曜府,"114.019265,22.625417",U·ONE优城,"114.037497,22.629314",15
深圳市,中海明德里,"114.050249,22.619986",U·ONE优城,"114.037497,22.629314",12
深圳市,文汇花园,"113.896195,22.570098",径贝小学,"113.875145,22.567781",16
深圳市,深业新岸线三期,"113.873268,22.558578",径贝小学,"113.875145,22.567781",9
深圳市,新城花园,"113.894649,22.565745",径贝小学,"113.875145,22.567781",14
深圳市,颐樾府,"114.021204,22.631725",壹方天地C区,"114.02983,22.644225",11
深圳市,万福花园,"114.039877,22.631989",壹方天地C区,"114.02983,22.644225",13
深圳市,天曜府,"114.019265,22.625417",壹方天地C区,"114.02983,22.644225",15
深圳市,远洋新干线一期,"114.261486,22.717976",柏龙广场,"114.276634,22.727607",11
深圳市,风临四季,"114.291129,22.727797",柏龙广场,"114.276634,22.727607",10
深圳市,欧意轩花园,"114.253254,22.736005",柏龙广场,"114.276634,22.727607",16
深圳市,卓越星源,"114.113948,22.687603",深圳龙岗万达广场,"114.131127,22.673839",20
深圳市,熙璟城,"114.136341,22.682128",深圳龙岗万达广场,"114.131127,22.673839",12
深圳市,融湖中心城一期,"114.118998,22.693462",深圳龙岗万达广场,"114.131127,22.673839",19
深圳市,金光华凤凰九里,"114.157394,22.684936",华润万家标超南区(华南西苑),"114.136981,22.682637",20
深圳市,融湖盛景花园,"114.117942,22.691566",华润万家标超南区(华南西苑),"114.136981,22.682637",15
深圳市,翰林华府,"114.152189,22.677479",华润万家标超南区(华南西苑),"114.136981,22.682637",11
深圳市,龙湖御湖境花园,"113.87005,22.77939",深圳市宝安区第五人民医院,"113.841166,22.776008",30
深圳市,深铁璟城,"113.818113,22.786696",深圳市宝安区第五人民医院,"113.841166,22.776008",25
深圳市,金地明峰府,"113.864756,22.780414",深圳市宝安区第五人民医院,"113.841166,22.776008",22
深圳市,翠枫豪园二期,"114.102109,22.612297",麓城外国语小学,"114.10241,22.623441",8
深圳市,莲花山庄三村,"114.10925,22.600153",麓城外国语小学,"114.10241,22.623441",21
深圳市,阳光花园三期,"114.114068,22.615071",麓城外国语小学,"114.10241,22.623441",14
深圳市,颐湾府,"113.891099,22.503898",赤湾老兵购物广场(赤湾海景大厦店),"113.887929,22.478834",20
深圳市,月亮湾花园,"113.891478,22.497171",赤湾老兵购物广场(赤湾海景大厦店),"113.887929,22.478834",14
深圳市,海景广场,"113.914605,22.482977",赤湾老兵购物广场(赤湾海景大厦店),"113.887929,22.478834",22
深圳市,阳光香格里家园,"114.272358,22.754578",深圳市龙岗区新梓学校,"114.277397,22.746526",8
深圳市,美盛岭尚苑,"114.27587,22.756032",深圳市龙岗区新梓学校,"114.277397,22.746526",11
深圳市,紫和嘉园,"114.252555,22.743132",深圳市龙岗区新梓学校,"114.277397,22.746526",15
深圳市,欧景花园一期,"114.234833,22.724849",龙岗宝能城市广场店,"114.248371,22.725352",9
深圳市,远洋新干线一期,"114.261486,22.717976",龙岗宝能城市广场店,"114.248371,22.725352",15
深圳市,岸上林居,"114.2478,22.739178",龙岗宝能城市广场店,"114.248371,22.725352",16
深圳市,珠江旭景佳园,"114.070803,22.622451",永辉超市(龙岗雅宝星河店),"114.059031,22.603584",16
深圳市,大发埔128号,"114.054485,22.629356",永辉超市(龙岗雅宝星河店),"114.059031,22.603584",21
深圳市,太阳雨家园,"114.074301,22.614768",永辉超市(龙岗雅宝星河店),"114.059031,22.603584",23
深圳市,欧景花园一期,"114.234833,22.724849",深圳市龙岗区天誉实验学校,"114.246661,22.714231",15
深圳市,远洋新干线一期,"114.261486,22.717976",深圳市龙岗区天誉实验学校,"114.246661,22.714231",11
深圳市,岸上林居,"114.2478,22.739178",深圳市龙岗区天誉实验学校,"114.246661,22.714231",25
深圳市,珑逸府,"114.121458,22.599589",华润万家(布吉百鸽笼店),"114.131336,22.592879",10
深圳市,天韵府,"114.139545,22.580161",华润万家(布吉百鸽笼店),"114.131336,22.592879",10
深圳市,京基水贝城市广场,"114.12375,22.570067",华润万家(布吉百鸽笼店),"114.131336,22.592879",21
深圳市,天然居,"114.035793,22.55425",家乐福(梅林店),"114.040924,22.566236",15
深圳市,黄埔雅苑四期,"114.054072,22.545465",家乐福(梅林店),"114.040924,22.566236",20
深圳市,景田燃气综合楼,"114.04121,22.554246",家乐福(梅林店),"114.040924,22.566236",14
深圳市,珠江旭景佳园,"114.070803,22.622451",天虹商场(民治店),"114.045396,22.610019",24
深圳市,大发埔128号,"114.054485,22.629356",天虹商场(民治店),"114.045396,22.610019",25
深圳市,龙光玖钻,"114.022362,22.621638",天虹商场(民治店),"114.045396,22.610019",20
深圳市,山海公馆,"113.854159,22.589563",玉湖湾社区健康服务中心,"113.847669,22.572331",16
深圳市,润恒尚园,"113.856448,22.584045",玉湖湾社区健康服务中心,"113.847669,22.572331",10
深圳市,槟城西岸,"113.857681,22.570265",玉湖湾社区健康服务中心,"113.847669,22.572331",8
深圳市,佳兆业云望府,"114.081354,22.649715",坂田小学,"114.066645,22.632751",18
深圳市,城建云宸里,"114.080265,22.647633",坂田小学,"114.066645,22.632751",17
深圳市,信城缙华府,"114.085775,22.627022",坂田小学,"114.066645,22.632751",18
深圳市,招商华侨城曦城五期,"113.908245,22.596806",南山区医疗集团总部牛成社区健康服务中心,"113.929563,22.61376",33
深圳市,新世界名镌,"113.913008,22.595322",南山区医疗集团总部牛成社区健康服务中心,"113.929563,22.61376",30
深圳市,招商华侨城曦城四期,"113.909712,22.594841",南山区医疗集团总部牛成社区健康服务中心,"113.929563,22.61376",31
深圳市,泰福名苑,"113.836069,22.636115",万和购物广场,"113.861024,22.62612",27
深圳市,卓越闽泰星奕府,"113.848584,22.620669",万和购物广场,"113.861024,22.62612",16
深圳市,卓越闽泰云奕府,"113.846971,22.620258",万和购物广场,"113.861024,22.62612",17
苏州市,龙湖镜湖原著,"120.721648,31.46636",苏大附一院阳澄湖分院,"120.735728,31.485932",16
苏州市,九龙仓天曦,"120.718085,31.481285",苏大附一院阳澄湖分院,"120.735728,31.485932",12
苏州市,鲁能泰山9号,"120.714801,31.476207",苏大附一院阳澄湖分院,"120.735728,31.485932",14
苏州市,恒泰朗诗熙华府,"120.622368,31.133213",吴江实验小学太湖校区东门口袋公园,"120.631901,31.138975",10
苏州市,蓝城湖畔江南里,"120.608861,31.122991",吴江实验小学太湖校区东门口袋公园,"120.631901,31.138975",24
苏州市,中建阅湖之星,"120.609214,31.153815",吴江实验小学太湖校区东门口袋公园,"120.631901,31.138975",18
苏州市,畅苑新村二区,"120.779337,31.362215",唯亭广场(金陵西路),"120.794731,31.361021",13
苏州市,汀兰家园,"120.791096,31.342541",唯亭广场(金陵西路),"120.794731,31.361021",17
苏州市,青苑新村五区东,"120.785728,31.367172",唯亭广场(金陵西路),"120.794731,31.361021",12
苏州市,古澄花园,"120.881583,31.3959",好又多超市(君子亭东路店),"120.87082,31.373604",27
苏州市,通澄花园西区,"120.882528,31.385792",好又多超市(君子亭东路店),"120.87082,31.373604",21
苏州市,城际风尚花园,"120.860107,31.370536",好又多超市(君子亭东路店),"120.87082,31.373604",6
苏州市,彩叠湾,"120.617076,31.458953",卫星医院,"120.617795,31.470346",9
苏州市,永昌泾花苑,"120.62026,31.450037",卫星医院,"120.617795,31.470346",15
苏州市,东渡湖韵青城花园,"120.605309,31.492685",卫星医院,"120.617795,31.470346",20
苏州市,东泾公寓,"120.669332,30.897207",美杰商城,"120.638096,30.89822",18
苏州市,东湖华庭,"120.625687,30.884414",美杰商城,"120.638096,30.89822",11
苏州市,翡翠半岛,"120.623193,30.894821",美杰商城,"120.638096,30.89822",9
苏州市,理想城,"120.859845,31.028365",慕森商业,"120.846036,31.019854",10
苏州市,金地商置湖城风华,"120.861832,31.036758",慕森商业,"120.846036,31.019854",14
苏州市,伟业浦上悦庭,"120.868451,31.032972",慕森商业,"120.846036,31.019854",13
苏州市,华润润宸,"120.603533,31.353081",友谊河绿地,"120.59019,31.340764",15
苏州市,熙和平江雅园,"120.599699,31.350745",友谊河绿地,"120.59019,31.340764",13
苏州市,天房浅隐林泉,"120.591671,31.366307",友谊河绿地,"120.59019,31.340764",17
苏州市,寺前新村,"120.556472,31.43457",相城区第二人民医院,"120.544486,31.438501",7
苏州市,白果园新村,"120.56242,31.435146",相城区第二人民医院,"120.544486,31.438501",11
苏州市,古宫新村三期,"120.538626,31.447568",相城区第二人民医院,"120.544486,31.438501",9
苏州市,大境风华,"120.532006,31.26049",世纪联华超市(木渎店),"120.518684,31.245655",20
苏州市,上实海上都荟,"120.532257,31.267214",世纪联华超市(木渎店),"120.518684,31.245655",18
苏州市,仁恒溪棠,"120.52809,31.264998",世纪联华超市(木渎店),"120.518684,31.245655",16
苏州市,水云居东区,"120.68377,31.292373",A20,"120.707952,31.291953",18
苏州市,城邦花园东区,"120.683816,31.294343",A20,"120.707952,31.291953",19
苏州市,金鸡湖花园,"120.719184,31.310108",A20,"120.707952,31.291953",20
苏州市,棠悦名筑,"120.785858,31.679386",常熟市育才学校,"120.77733,31.705165",19
苏州市,绿地翡丽云庭,"120.768425,31.68424",常熟市育才学校,"120.77733,31.705165",16
苏州市,琴上景园,"120.765816,31.687436",常熟市育才学校,"120.77733,31.705165",16
苏州市,大和.和风雅信花园,"120.662518,31.407254",世纪如海,"120.652434,31.397903",15
苏州市,金裕上辰雅苑,"120.679217,31.410476",世纪如海,"120.652434,31.397903",22
苏州市,五潨泾澄院,"120.664073,31.37778",世纪如海,"120.652434,31.397903",20
苏州市,保利姑苏瑧悦,"120.586265,31.309172",西城永捷生活广场,"120.600122,31.305249",11
苏州市,览月阁,"120.571521,31.298444",西城永捷生活广场,"120.600122,31.305249",23
苏州市,中海姑苏第,"120.595667,31.290932",西城永捷生活广场,"120.600122,31.305249",13
苏州市,保利天汇星湖,"120.725164,31.351703",苏州九龙医院-住院大楼,"120.727123,31.32983",28
苏州市,苏州环贸广场,"120.716301,31.323527",苏州九龙医院-住院大楼,"120.727123,31.32983",8
苏州市,中海星湖ONE,"120.718298,31.32344",苏州九龙医院-住院大楼,"120.727123,31.32983",8
苏州市,淀山湖壹号,"121.017812,31.154588",昆山市淀山湖小学,"121.015992,31.177626",16
苏州市,河滨花园,"121.032426,31.182146",昆山市淀山湖小学,"121.015992,31.177626",12
苏州市,淀兴小区,"121.028527,31.183582",昆山市淀山湖小学,"121.015992,31.177626",10
苏州市,莲花新村七区,"120.726347,31.285001",文星广场,"120.741741,31.276595",15
苏州市,莲花新村四区,"120.736566,31.288921",文星广场,"120.741741,31.276595",13
苏州市,荷韵新村西区,"120.726328,31.297741",文星广场,"120.741741,31.276595",22
苏州市,虞溪阁,"120.756757,31.650557",来吧生活购,"120.754507,31.628901",16
苏州市,常熟宝龙广场,"120.744148,31.621086",来吧生活购,"120.754507,31.628901",10
苏州市,蓝天家园（三期）,"120.758599,31.641985",来吧生活购,"120.754507,31.628901",8
苏州市,蓝城垂虹桃花源,"120.651987,31.149435",吴江高级中学,"120.645829,31.175176",19
苏州市,绿城桃源里,"120.620421,31.160573",吴江高级中学,"120.645829,31.175176",21
苏州市,爱情云锦万象,"120.668836,31.159465",吴江高级中学,"120.645829,31.175176",19
苏州市,光明光樾华庭,"120.824598,31.029767",E时代购物广场,"120.829245,31.021604",7
苏州市,绿地潮映江南,"120.823686,31.031701",E时代购物广场,"120.829245,31.021604",7
苏州市,嘉乐城生活广场,"120.853726,31.03294",E时代购物广场,"120.829245,31.021604",16
苏州市,天平花园,"120.520322,31.267363",木渎实验中学,"120.517111,31.246391",14
苏州市,珠江新城,"120.540647,31.25519",木渎实验中学,"120.517111,31.246391",16
苏州市,花苑二村,"120.514769,31.262757",木渎实验中学,"120.517111,31.246391",10
苏州市,太湖澄光,"120.413274,31.226308",香山中学,"120.435155,31.22832",15
苏州市,北辰观澜府（北区）,"120.415714,31.223906",香山中学,"120.435155,31.22832",12
苏州市,北辰观澜府（南区）,"120.413129,31.220763",香山中学,"120.435155,31.22832",15
苏州市,湖滨华城祥瑞苑,"120.634015,31.129479",新城吾悦广场C座,"120.618299,31.137444",14
苏州市,丽都花园,"120.638663,31.143432",新城吾悦广场C座,"120.618299,31.137444",13
苏州市,吴越熙华雅苑,"120.607958,31.145701",新城吾悦广场C座,"120.618299,31.137444",12
苏州市,中建阅湖之星,"120.609214,31.153815",仲英壹号商业广场,"120.632069,31.171396",24
苏州市,绿城桃源里,"120.620421,31.160573",仲英壹号商业广场,"120.632069,31.171396",10
苏州市,世纪金源近湖源筑,"120.607341,31.182526",仲英壹号商业广场,"120.632069,31.171396",17
苏州市,人民银行家属楼,"120.567264,31.293462",苏州市胥江实验中学校,"120.585865,31.28888",13
苏州市,赛格又一城,"120.574561,31.282864",苏州市胥江实验中学校,"120.585865,31.28888",10
苏州市,星韵花园三期,"120.57191,31.277733",苏州市胥江实验中学校,"120.585865,31.28888",16
苏州市,中元商务大厦,"120.628204,31.264256",苏州瑞金医院,"120.640991,31.255941",13
苏州市,西塘小筑,"120.624051,31.27654",苏州瑞金医院,"120.640991,31.255941",18
苏州市,群星苑三区,"120.656842,31.278847",苏州瑞金医院,"120.640991,31.255941",21
苏州市,金狮河沿11号,"120.619836,31.299075",苏州人民商场,"120.624215,31.30994",10
苏州市,西中市散盘,"120.608732,31.317069",苏州人民商场,"120.624215,31.30994",14
苏州市,盘门新村,"120.616627,31.284638",苏州人民商场,"120.624215,31.30994",22
苏州市,虞溪阁,"120.756757,31.650557",常熟读书台公园,"120.738558,31.645749",10
苏州市,常熟宝龙广场,"120.744148,31.621086",常熟读书台公园,"120.738558,31.645749",18
苏州市,蓝天家园（三期）,"120.758599,31.641985",常熟读书台公园,"120.738558,31.645749",10
苏州市,花语澜苑,"120.819585,31.312227",轩易米超市,"120.826397,31.302683",9
苏州市,澜悦溪云,"120.822902,31.31282",轩易米超市,"120.826397,31.302683",8
苏州市,悦见云庭,"120.826123,31.315305",轩易米超市,"120.826397,31.302683",9
苏州市,上上海花城,"121.219877,31.611516",太仓市港区医院,"121.212499,31.600726",12
苏州市,公园郡,"121.21391,31.61479",太仓市港区医院,"121.212499,31.600726",11
苏州市,锦著天逸花园,"121.216507,31.616425",太仓市港区医院,"121.212499,31.600726",14
苏州市,嘉骏峰庭,"120.525607,31.373917",苏州高新区文贤实验初级中学,"120.517903,31.362526",15
苏州市,虹溪璟庭,"120.506742,31.362028",苏州高新区文贤实验初级中学,"120.517903,31.362526",7
苏州市,雅乐云庭,"120.528558,31.362406",苏州高新区文贤实验初级中学,"120.517903,31.362526",15
苏州市,中海阅泓山晓,"120.426163,31.311231",上海莲都超市(福东路店),"120.405882,31.304961",20
苏州市,湖光山色,"120.397358,31.295826",上海莲都超市(福东路店),"120.405882,31.304961",16
苏州市,太湖未来绿洲煕岸,"120.41612,31.300892",上海莲都超市(福东路店),"120.405882,31.304961",14
苏州市,东湖华庭,"120.625687,30.884414",财富中心购物公园,"120.623744,30.900575",9
苏州市,湖滨花园（吴江）,"120.65049,30.90377",财富中心购物公园,"120.623744,30.900575",18
苏州市,盛泽颐和公馆,"120.612828,30.912722",财富中心购物公园,"120.623744,30.900575",16
苏州市,花语澜苑,"120.819585,31.312227",小旺角超市(胜浦店),"120.8214,31.30083",8
苏州市,澜悦溪云,"120.822902,31.31282",小旺角超市(胜浦店),"120.8214,31.30083",8
苏州市,悦见云庭,"120.826123,31.315305",小旺角超市(胜浦店),"120.8214,31.30083",11
苏州市,华润润鸿四季,"120.591577,31.263282",苏州星韵宝龙广场,"120.57411,31.277563",16
苏州市,中海狮山云起,"120.556388,31.277354",苏州星韵宝龙广场,"120.57411,31.277563",10
苏州市,仁恒苏高新澜庭雅致,"120.558061,31.286885",苏州星韵宝龙广场,"120.57411,31.277563",13
