城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
广州市,西关雅苑,"113.248157,23.126599",盒马邻里(广州荔湾万科海上传奇店),"113.232492,23.102586",25
广州市,合生缦云,"113.417203,23.148268",凯得奥莱名牌折扣工厂店,"113.37396,23.12566",56
广州市,广州城投·天禧,"113.412727,23.165186",凯得奥莱名牌折扣工厂店,"113.37396,23.12566",49
广州市,合景臻颐府,"113.421586,23.14433",凯得奥莱名牌折扣工厂店,"113.37396,23.12566",58
广州市,沙湾怡景苑,"113.355217,22.910307",南片公园,"113.323274,22.933698",55
广州市,万科金色城品,"113.357124,22.912703",南片公园,"113.323274,22.933698",57
广州市,星海园,"113.370105,22.940547",南片公园,"113.323274,22.933698",53
广州市,百福园,"113.492514,22.970463",石楼镇岳溪社区卫生服务站,"113.473168,22.987807",46
广州市,沙浦东路(番禺区),"113.486871,22.970728",石楼镇岳溪社区卫生服务站,"113.473168,22.987807",33
广州市,建发广场,"113.486197,22.964786",石楼镇岳溪社区卫生服务站,"113.473168,22.987807",36
广州市,松鹤小区,"113.221683,23.147493",新泓汇商贸城,"113.277093,23.139678",32
广州市,康盈雅园,"113.231963,23.157591",新泓汇商贸城,"113.277093,23.139678",28
广州市,海康小区,"113.305446,23.098382",新泓汇商贸城,"113.277093,23.139678",32
广州市,远洋招商保利东湾,"113.674894,23.274986",增城区华大彦宏学校,"113.667264,23.222263",63
广州市,保利中航城花园,"113.6738,23.271745",增城区华大彦宏学校,"113.667264,23.222263",67
广州市,西福蓝湾,"113.676011,23.270541",增城区华大彦宏学校,"113.667264,23.222263",73
广州市,力迅荔筑,"113.235962,23.137077",同福西路小学,"113.256299,23.101251",32
广州市,万汇天地·朗庭,"113.228959,23.086244",同福西路小学,"113.256299,23.101251",42
广州市,海珠半岛花园三期,"113.292205,23.10466",同福西路小学,"113.256299,23.101251",35
广州市,越秀·大学·星汇城,"113.409889,23.022036",莘汀公园,"113.445105,23.052241",57
广州市,越秀大学城和樾府,"113.421739,23.021104",莘汀公园,"113.445105,23.052241",58
广州市,海康小区,"113.305446,23.098382",北大附中广州实验学校,"113.25732,23.08324",31
广州市,天心宿舍,"113.307342,23.101782",北大附中广州实验学校,"113.25732,23.08324",35
广州市,何济公大厦,"113.241168,23.127357",北大附中广州实验学校,"113.25732,23.08324",29
广州市,睿品华庭,"113.179865,23.456356",东福百货广场,"113.160124,23.462714",40
广州市,新鸿基·御华园,"113.193247,23.447462",东福百货广场,"113.160124,23.462714",46
广州市,碧桂园·狮星府,"113.188254,23.442339",东福百货广场,"113.160124,23.462714",46
广州市,翠景苑(花都),"113.228132,23.384901",清潭小学,"113.261531,23.381312",44
广州市,翡翠小区,"113.222113,23.383494",清潭小学,"113.261531,23.381312",37
广州市,红菊花大厦,"113.218962,23.398016",清潭小学,"113.261531,23.381312",34
广州市,云裳峯尚,"113.328432,23.193243",龙洞小学,"113.365883,23.196131",46
广州市,慧源山庄,"113.381084,23.170345",龙洞小学,"113.365883,23.196131",40
广州市,金湖花园,"113.345605,23.207729",龙洞小学,"113.365883,23.196131",74
广州市,沙湾怡景苑,"113.355217,22.910307",丹山公园,"113.35731,22.951",49
广州市,万科金色城品,"113.357124,22.912703",丹山公园,"113.35731,22.951",47
广州市,雍逸华庭,"113.375332,22.923738",丹山公园,"113.35731,22.951",45
广州市,保利星满花园,"113.352206,22.834836",清风公园,"113.383622,22.821995",41
广州市,大岗兴业花园,"113.401616,22.797724",清风公园,"113.383622,22.821995",51
广州市,富华居,"113.405879,22.800482",清风公园,"113.383622,22.821995",47
广州市,富力金港城东区,"113.362279,23.457989",花侨医院,"113.374755,23.419713",35
广州市,荔景苑,"113.420812,23.423168",花侨医院,"113.374755,23.419713",43
广州市,富力金港城南区,"113.357201,23.456773",花侨医院,"113.374755,23.419713",33
广州市,保利天奕,"113.365272,23.090934",六福商业广场,"113.327067,23.08708",49
广州市,海珠半岛花园三期,"113.292205,23.10466",六福商业广场,"113.327067,23.08708",44
广州市,保利华创·都荟天珺,"113.353554,23.123382",六福商业广场,"113.327067,23.08708",50
广州市,广州星河湾星座,"113.342693,23.026396",万博中心,"113.342838,23.008157",45
广州市,广州星河湾逸心园,"113.334549,23.027966",万博中心,"113.342838,23.008157",42
广州市,锦绣银湾,"113.326328,23.028377",万博中心,"113.342838,23.008157",36
广州市,远洋天成,"113.628479,23.13028",新塘镇群星小学新河分教点,"113.615298,23.111631",40
广州市,广汇尊府,"113.599051,23.134319",新塘镇群星小学新河分教点,"113.615298,23.111631",52
广州市,振业学府里,"113.584159,23.116045",新塘镇群星小学新河分教点,"113.615298,23.111631",44
广州市,芳村花园,"113.223375,23.077232",宝佳购物广场,"113.219302,23.052095",43
广州市,振业天颂花园,"113.245337,23.069498",宝佳购物广场,"113.219302,23.052095",36
广州市,新丽苑,"113.188372,23.071232",宝佳购物广场,"113.219302,23.052095",34
广州市,长风国际公寓,"113.622036,23.146883",新塘镇田心村家庭卫生服务中心,"113.675827,23.139225",79
广州市,东江逸珑湾,"113.642001,23.108017",新塘镇田心村家庭卫生服务中心,"113.675827,23.139225",54
广州市,锦绣新天地,"113.62279,23.118941",新塘镇田心村家庭卫生服务中心,"113.675827,23.139225",55
广州市,富力花园,"113.422653,23.120211",怡瑞小学,"113.463234,23.110921",45
广州市,家和天曜,"113.433,23.141762",怡瑞小学,"113.463234,23.110921",39
广州市,康乐大厦,"113.414828,23.119952",怡瑞小学,"113.463234,23.110921",46
广州市,御江苑,"113.269512,23.115342",广州医科大学附属第一医院(大坦沙院区),"113.220603,23.132961",35
广州市,华深楼,"113.244561,23.091568",广州医科大学附属第一医院(大坦沙院区),"113.220603,23.132961",37
广州市,天誉半岛花园,"113.24812,23.100284",广州医科大学附属第一医院(大坦沙院区),"113.220603,23.132961",37
广州市,富力城北区,"113.263413,23.250377",广州市空港实验中学(西校区),"113.269519,23.291847",75
广州市,穗和名庭,"113.292454,23.337076",广州市空港实验中学(西校区),"113.269519,23.291847",53
广州市,龙归城,"113.317428,23.277121",广州市空港实验中学(西校区),"113.269519,23.291847",67
广州市,爱尚流溪,"113.619621,23.57065",黄外翰林实验学校,"113.575845,23.551036",53
广州市,珠光御景山水城,"113.616197,23.587256",黄外翰林实验学校,"113.575845,23.551036",58
广州市,逸泉映翠,"113.615705,23.5741",黄外翰林实验学校,"113.575845,23.551036",53
广州市,芳村花园,"113.223375,23.077232",润博医院,"113.220153,23.051572",42
广州市,振业天颂花园,"113.245337,23.069498",润博医院,"113.220153,23.051572",35
广州市,新丽苑,"113.188372,23.071232",润博医院,"113.220153,23.051572",34
广州市,海珠半岛花园三期,"113.292205,23.10466",越秀区第三人民医院华乐分院,"113.287934,23.140398",37
广州市,西关雅苑,"113.248157,23.126599",越秀区第三人民医院华乐分院,"113.287934,23.140398",35
广州市,保利悦轩,"113.31466,23.102824",越秀区第三人民医院华乐分院,"113.287934,23.140398",33
广州市,翰盛府,"113.337226,22.992253",老灯岗公园,"113.342441,22.962936",62
广州市,越秀·万博城,"113.342865,22.99731",老灯岗公园,"113.342441,22.962936",64
广州市,龙光天瀛,"113.326998,22.93305",老灯岗公园,"113.342441,22.962936",74
广州市,石溪村,"113.280252,23.068935",东沙街青澈社区卫生服务站,"113.245128,23.051397",39
广州市,江燕花园,"113.277773,23.080845",东沙街青澈社区卫生服务站,"113.245128,23.051397",28
广州市,芳村花园,"113.223375,23.077232",东沙街青澈社区卫生服务站,"113.245128,23.051397",31
广州市,万汇天地·朗庭,"113.228959,23.086244",云萍水族馆,"113.281569,23.090817",38
广州市,保利曼源花园,"113.25003,23.066259",云萍水族馆,"113.281569,23.090817",40
广州市,西关雅苑,"113.248157,23.126599",云萍水族馆,"113.281569,23.090817",30
广州市,万科瑧樾府,"113.279477,23.125165",茂源商场,"113.29773,23.084666",32
广州市,华发宝岗公馆,"113.26071,23.10001",茂源商场,"113.29773,23.084666",33
广州市,天晨颐境苑,"113.266788,23.084575",茂源商场,"113.29773,23.084666",34
广州市,会展西岸,"113.336879,23.099039",多米购物商场,"113.374573,23.077756",32
广州市,广发新村,"113.330531,23.095146",多米购物商场,"113.374573,23.077756",33
广州市,员村四横路1号大院,"113.372204,23.119836",多米购物商场,"113.374573,23.077756",29
广州市,广汇尊府,"113.599051,23.134319",南安小学,"113.556503,23.112425",47
广州市,星河·盛世禧悦,"113.530496,23.141182",南安小学,"113.556503,23.112425",45
广州市,路劲·星棠,"113.587509,23.11122",南安小学,"113.556503,23.112425",45
广州市,松鹤小区,"113.221683,23.147493",广东实验中学越秀学校(盘福校区),"113.260523,23.134989",41
广州市,康盈雅园,"113.231963,23.157591",广东实验中学越秀学校(盘福校区),"113.260523,23.134989",27
广州市,天誉半岛花园,"113.24812,23.100284",广东实验中学越秀学校(盘福校区),"113.260523,23.134989",31
广州市,力迅荔筑,"113.235962,23.137077",芳村区中医医院,"113.22898,23.102463",29
广州市,珠江·金瑶台,"113.270561,23.088989",芳村区中医医院,"113.22898,23.102463",37
广州市,保利曼源花园,"113.25003,23.066259",芳村区中医医院,"113.22898,23.102463",34
广州市,荔红花园,"113.186788,23.385371",一站式购物中心,"113.185638,23.334786",84
广州市,金地商置都会峯范,"113.19904,23.374004",一站式购物中心,"113.185638,23.334786",74
广州市,玖玥灏澄轩,"113.190854,23.372411",一站式购物中心,"113.185638,23.334786",81
广州市,海康小区,"113.305446,23.098382",爱纳约商场,"113.349565,23.072085",37
广州市,天心宿舍,"113.307342,23.101782",爱纳约商场,"113.349565,23.072085",41
广州市,广州星河湾星座,"113.342693,23.026396",爱纳约商场,"113.349565,23.072085",59
广州市,凯荔花园,"113.802884,23.302801",盒马鲜生(广州增城捷莱茵花园店),"113.840488,23.282006",54
广州市,明玥湖光苑,"113.822695,23.235714",盒马鲜生(广州增城捷莱茵花园店),"113.840488,23.282006",78
广州市,百花山庄御景园,"113.794204,23.314295",盒马鲜生(广州增城捷莱茵花园店),"113.840488,23.282006",66
广州市,嘉汇城,"113.224725,23.3344",雅瑶社区卫生服务中心,"113.217379,23.361881",41
广州市,金地商置都会峯范,"113.19904,23.374004",雅瑶社区卫生服务中心,"113.217379,23.361881",36
广州市,中建映花悦府,"113.188704,23.358652",雅瑶社区卫生服务中心,"113.217379,23.361881",58
广州市,敏捷御峰国际,"113.305716,23.002893",明德广地实验学校,"113.341866,23.020033",47
广州市,东海花园,"113.314744,23.034849",明德广地实验学校,"113.341866,23.020033",50
广州市,康华楼(番禺区),"113.303702,23.024634",明德广地实验学校,"113.341866,23.020033",58
广州市,华南理工大学宿舍红棉苑,"113.342831,23.15129",荟翠购物广场,"113.339922,23.19428",37
广州市,银燕大厦,"113.325526,23.159147",荟翠购物广场,"113.339922,23.19428",26
广州市,芳草园,"113.337021,23.142965",荟翠购物广场,"113.339922,23.19428",39
广州市,富力花园,"113.422653,23.120211",沐陂公园,"113.40048,23.153049",49
广州市,建丽花园,"113.35925,23.166196",沐陂公园,"113.40048,23.153049",42
广州市,君林天下,"113.368845,23.189308",沐陂公园,"113.40048,23.153049",33
广州市,长隆万博悦府,"113.332739,22.998156",渔人码头,"113.30421,23.030698",42
广州市,广州城投领南府,"113.274376,22.997691",渔人码头,"113.30421,23.030698",33
广州市,绿城馥香园,"113.299777,23.063935",渔人码头,"113.30421,23.030698",20
广州市,保利琅誉,"113.408877,22.942168",广州中医药大学番禺中医院,"113.369373,22.937846",38
广州市,龙光天瀛,"113.326998,22.93305",广州中医药大学番禺中医院,"113.369373,22.937846",47
广州市,祈福名望阁,"113.335967,22.96895",广州中医药大学番禺中医院,"113.369373,22.937846",41
广州市,敏捷御峰国际,"113.305716,23.002893",栩盛商场(大石店),"113.285221,23.006277",37
广州市,莱茵花园,"113.294411,23.038831",栩盛商场(大石店),"113.285221,23.006277",37
广州市,广州碧桂园华苑,"113.292369,23.027982",栩盛商场(大石店),"113.285221,23.006277",35
广州市,嘉云汇,"113.222841,23.334692",白云美华商场(沙龙农家店),"113.194099,23.325106",55
广州市,嘉汇城二期,"113.224956,23.334349",白云美华商场(沙龙农家店),"113.194099,23.325106",53
广州市,广州城投领南府,"113.274376,22.997691",汇南广场,"113.29273,23.030915",24
广州市,珠江·广钢花城,"113.252823,23.054912",汇南广场,"113.29273,23.030915",43
广州市,绿城馥香园,"113.299777,23.063935",汇南广场,"113.29273,23.030915",14
广州市,保利琅誉,"113.408877,22.942168",番安商贸城,"113.378825,22.946717",37
广州市,绿城·揽江印月,"113.340426,22.930521",番安商贸城,"113.378825,22.946717",59
广州市,祈福半山臻品,"113.340088,22.95953",番安商贸城,"113.378825,22.946717",69
广州市,沙湾怡景苑,"113.355217,22.910307",振兴商场(市莲路店),"113.397635,22.937888",55
广州市,万科金色城品,"113.357124,22.912703",振兴商场(市莲路店),"113.397635,22.937888",55
广州市,信业悦都荟,"113.36478,22.97348",振兴商场(市莲路店),"113.397635,22.937888",44
广州市,珠江·右岸,"113.2193,23.187329",广州市白云区松洲街社区卫生服务中心,"113.223041,23.153642",39
广州市,新世界·凯粤湾,"113.213681,23.114678",广州市白云区松洲街社区卫生服务中心,"113.223041,23.153642",35
广州市,西关雅苑,"113.248157,23.126599",广州市白云区松洲街社区卫生服务中心,"113.223041,23.153642",43
广州市,华深楼,"113.244561,23.091568",广东实验中学荔湾学校(高中部),"113.235749,23.065249",33
广州市,中海橡园国际,"113.258568,23.088843",广东实验中学荔湾学校(高中部),"113.235749,23.065249",29
广州市,财局宿舍,"113.230066,23.09495",广东实验中学荔湾学校(高中部),"113.235749,23.065249",33
广州市,龙归城,"113.317428,23.277121",隆兴百货商场,"113.364084,23.288099",56
广州市,家和东湖映月,"113.321808,23.274715",隆兴百货商场,"113.364084,23.288099",49
广州市,大源山庄,"113.351613,23.250791",隆兴百货商场,"113.364084,23.288099",37
广州市,君林天下,"113.368845,23.189308",达兴平价商场,"113.39894,23.197104",24
广州市,有色金属研究院东生活区,"113.362568,23.168002",达兴平价商场,"113.39894,23.197104",38
广州市,联泰天河YOHO,"113.405535,23.16374",达兴平价商场,"113.39894,23.197104",37
广州市,星河盛世锦城二期,"113.393306,23.014699",南村镇员岗社区卫生服务站,"113.36314,23.017373",29
广州市,翰盛府,"113.337226,22.992253",南村镇员岗社区卫生服务站,"113.36314,23.017373",30
广州市,星河盛世锦城,"113.392354,23.012969",南村镇员岗社区卫生服务站,"113.36314,23.017373",25
广州市,沙湾怡景苑,"113.355217,22.910307",雅居乐·邻里时光,"113.361375,22.951806",48
广州市,万科金色城品,"113.357124,22.912703",雅居乐·邻里时光,"113.361375,22.951806",47
广州市,金海御苑,"113.402906,22.93408",雅居乐·邻里时光,"113.361375,22.951806",20
广州市,亚运城天珑,"113.501123,22.944283",石二中心公园,"113.489838,22.972082",48
广州市,海愉苑,"113.471723,22.932328",石二中心公园,"113.489838,22.972082",38
广州市,亚运城天荟,"113.477463,22.940662",石二中心公园,"113.489838,22.972082",35
广州市,保利琅誉,"113.408877,22.942168",陈涌小学,"113.371566,22.916815",36
广州市,龙光天瀛,"113.326998,22.93305",陈涌小学,"113.371566,22.916815",62
广州市,洺悦玉府,"113.327201,22.935766",陈涌小学,"113.371566,22.916815",58
广州市,越秀白云星汇城,"113.392853,23.374912",广州成龙教育集团白云区成龙中学,"113.3598,23.343727",31
广州市,珠实·云悦花语,"113.397249,23.367562",广州成龙教育集团白云区成龙中学,"113.3598,23.343727",47
广州市,保利珑玥公馆,"113.401065,23.368114",广州成龙教育集团白云区成龙中学,"113.3598,23.343727",35
广州市,珠江天郦,"113.389472,23.124131",鱼珠街金碧社区卫生服务站,"113.428699,23.112581",28
广州市,合生缦云,"113.417203,23.148268",鱼珠街金碧社区卫生服务站,"113.428699,23.112581",56
广州市,合景臻颐府,"113.421586,23.14433",鱼珠街金碧社区卫生服务站,"113.428699,23.112581",57
广州市,海珠半岛花园三期,"113.292205,23.10466",天荣中学,"113.320198,23.129441",29
广州市,晓风朗轩,"113.314512,23.087782",天荣中学,"113.320198,23.129441",42
广州市,万科瑧樾府,"113.279477,23.125165",天荣中学,"113.320198,23.129441",24
广州市,松鹤小区,"113.221683,23.147493",荔湾区(西焦)禁毒主题公园,"113.23898,23.134949",33
广州市,康盈雅园,"113.231963,23.157591",荔湾区(西焦)禁毒主题公园,"113.23898,23.134949",28
广州市,御江苑,"113.269512,23.115342",荔湾区(西焦)禁毒主题公园,"113.23898,23.134949",33
广州市,沙湾怡景苑,"113.355217,22.910307",东城小学,"113.373635,22.933305",45
广州市,荷景花园六区,"113.344058,22.906096",东城小学,"113.373635,22.933305",47
广州市,信业悦都荟,"113.36478,22.97348",东城小学,"113.373635,22.933305",35
广州市,富力花园,"113.422653,23.120211",长洲街长洲社区卫生服务站,"113.425391,23.076071",59
广州市,金丽园,"113.458723,23.101982",长洲街长洲社区卫生服务站,"113.425391,23.076071",36
广州市,万科城市之光,"113.465028,23.102945",长洲街长洲社区卫生服务站,"113.425391,23.076071",38
广州市,保利湖光悦色,"113.34621,23.07657",保利琶洲公园,"113.380457,23.105193",48
广州市,保利华创·都荟天珺,"113.353554,23.123382",保利琶洲公园,"113.380457,23.105193",39
广州市,鑫保花园,"113.377199,23.149795",保利琶洲公园,"113.380457,23.105193",61
广州市,亚运城运动员村,"113.482683,22.947614",大龙街社区卫生服务中心·大龙站,"113.432792,22.956681",45
广州市,东怡新区东倩园,"113.39042,22.933225",大龙街社区卫生服务中心·大龙站,"113.432792,22.956681",36
广州市,江滨小区,"113.406384,22.915404",大龙街社区卫生服务中心·大龙站,"113.432792,22.956681",71
广州市,合生缦云,"113.417203,23.148268",新塘街凌塘社区卫生服务站,"113.399117,23.168197",35
广州市,鑫保花园,"113.377199,23.149795",新塘街凌塘社区卫生服务站,"113.399117,23.168197",37
广州市,合景臻颐府,"113.421586,23.14433",新塘街凌塘社区卫生服务站,"113.399117,23.168197",48
广州市,沙湾怡景苑,"113.355217,22.910307",乐家商场,"113.364983,22.948578",49
广州市,万科金色城品,"113.357124,22.912703",乐家商场,"113.364983,22.948578",48
广州市,金海御苑,"113.402906,22.93408",乐家商场,"113.364983,22.948578",24
广州市,时代YOU公寓,"113.286866,23.131639",新港路小学,"113.285611,23.092582",45
广州市,御江苑,"113.269512,23.115342",新港路小学,"113.285611,23.092582",29
广州市,誉领轩,"113.247399,23.120422",新港路小学,"113.285611,23.092582",29
广州市,时尚明苑,"113.394445,23.125251",棠下小学,"113.375345,23.129985",23
广州市,富力万科云启,"113.398194,23.130293",棠下小学,"113.375345,23.129985",32
广州市,铂金公寓,"113.350848,23.125047",棠下小学,"113.375345,23.129985",33
广州市,机场国际公寓,"113.316568,23.43506",光辉百货商场,"113.283605,23.463268",47
广州市,祈福都会花园,"113.264195,23.431259",光辉百货商场,"113.283605,23.463268",54
广州市,广州星河湾星座,"113.342693,23.026396",银灏时尚城,"113.317555,23.018639",38
广州市,广州星河湾逸心园,"113.334549,23.027966",银灏时尚城,"113.317555,23.018639",33
广州市,敏捷御峰国际,"113.305716,23.002893",银灏时尚城,"113.317555,23.018639",29
广州市,越秀星耀TOD,"113.608897,23.132366",广州同和医院中医馆,"113.634977,23.119261",45
广州市,新康花园,"113.588171,23.116151",广州同和医院中医馆,"113.634977,23.119261",50
广州市,长风国际公寓,"113.622036,23.146883",广州同和医院中医馆,"113.634977,23.119261",46
广州市,力迅荔筑,"113.235962,23.137077",广州市白云区金沙中学,"113.202394,23.157916",35
广州市,珠江·右岸,"113.2193,23.187329",广州市白云区金沙中学,"113.202394,23.157916",30
广州市,新世界·凯粤湾,"113.213681,23.114678",广州市白云区金沙中学,"113.202394,23.157916",40
广州市,海康小区,"113.305446,23.098382",越秀区白云街社区卫生服务中心,"113.285389,23.119577",44
广州市,天心宿舍,"113.307342,23.101782",越秀区白云街社区卫生服务中心,"113.285389,23.119577",32
广州市,鹭江富华楼,"113.310171,23.098558",越秀区白云街社区卫生服务中心,"113.285389,23.119577",43
广州市,碧桂园凤凰城凤鸣苑,"113.586446,23.129597",百事佳亨晖广场亨晖店(北门),"113.543169,23.110533",68
广州市,夏园大厦,"113.516311,23.081833",百事佳亨晖广场亨晖店(北门),"113.543169,23.110533",36
广州市,新康花园,"113.588171,23.116151",百事佳亨晖广场亨晖店(北门),"113.543169,23.110533",51
广州市,颐安·俪都府,"113.249191,23.434672",万大新天地(花都新天地商务大厦店),"113.22617,23.38959",40
广州市,荔红花园,"113.186788,23.385371",万大新天地(花都新天地商务大厦店),"113.22617,23.38959",42
广州市,上宸花园,"113.251837,23.433824",万大新天地(花都新天地商务大厦店),"113.22617,23.38959",41
广州市,怡港花园,"113.454057,23.099955",长洲岛都市农业公园,"113.422963,23.068818",37
广州市,东城国际大厦,"113.449112,23.101102",长洲岛都市农业公园,"113.422963,23.068818",47
广州市,星汇文华,"113.405141,23.041843",长洲岛都市农业公园,"113.422963,23.068818",27
广州市,沙湾怡景苑,"113.355217,22.910307",蚬涌俊贤小学,"113.38574,22.916386",56
广州市,星海园,"113.370105,22.940547",蚬涌俊贤小学,"113.38574,22.916386",48
广州市,荷景花园六区,"113.344058,22.906096",蚬涌俊贤小学,"113.38574,22.916386",58
广州市,时代YOU公寓,"113.286866,23.131639",昌岗街社区卫生服务中心医疗楼,"113.277179,23.095415",39
广州市,何济公大厦,"113.241168,23.127357",昌岗街社区卫生服务中心医疗楼,"113.277179,23.095415",34
广州市,芳村花园,"113.223375,23.077232",昌岗街社区卫生服务中心医疗楼,"113.277179,23.095415",49
广州市,越秀星耀TOD,"113.608897,23.132366",盒马邻里(广州增城凤凰城凤晴苑店),"113.580209,23.158631",66
广州市,碧桂园凤凰城凤妍苑,"113.577331,23.126869",盒马邻里(广州增城凤凰城凤晴苑店),"113.580209,23.158631",34
广州市,碧桂园凤凰城凤鸣苑,"113.586446,23.129597",盒马邻里(广州增城凤凰城凤晴苑店),"113.580209,23.158631",46
广州市,保利湖光悦色,"113.34621,23.07657",南武实验小学,"113.34142,23.048757",51
广州市,星河湾·半岛,"113.358857,23.03203",南武实验小学,"113.34142,23.048757",77
广州市,广地花园·观澜,"113.338319,23.020283",南武实验小学,"113.34142,23.048757",68
广州市,荔红花园,"113.186788,23.385371",广州市白云区神山中学,"113.186734,23.333849",81
广州市,金地商置都会峯范,"113.19904,23.374004",广州市白云区神山中学,"113.186734,23.333849",72
广州市,玖玥灏澄轩,"113.190854,23.372411",广州市白云区神山中学,"113.186734,23.333849",78
广州市,碧桂园凤凰城凤鸣苑,"113.586446,23.129597",天马商场(新墩店),"113.553122,23.107761",61
广州市,夏园大厦,"113.516311,23.081833",天马商场(新墩店),"113.553122,23.107761",25
广州市,黄电新村,"113.520952,23.085156",天马商场(新墩店),"113.553122,23.107761",40
广州市,龙归城,"113.317428,23.277121",广东外语外贸大学实验中学,"113.356654,23.296202",49
广州市,家和东湖映月,"113.321808,23.274715",广东外语外贸大学实验中学,"113.356654,23.296202",41
广州市,大源山庄,"113.351613,23.250791",广东外语外贸大学实验中学,"113.356654,23.296202",47
广州市,长隆万博悦府,"113.332739,22.998156",富丽城购物广场,"113.311169,23.026189",38
广州市,广地花园·观澜,"113.338319,23.020283",富丽城购物广场,"113.311169,23.026189",39
广州市,龙湖亚伦·央璟颂,"113.331129,23.035753",富丽城购物广场,"113.311169,23.026189",29
广州市,保利湖光悦色,"113.34621,23.07657",南国学校(小学部),"113.344261,23.116251",43
广州市,海珠半岛花园三期,"113.292205,23.10466",南国学校(小学部),"113.344261,23.116251",30
广州市,晓风朗轩,"113.314512,23.087782",南国学校(小学部),"113.344261,23.116251",30
广州市,海珠半岛花园三期,"113.292205,23.10466",维家思广场,"113.327097,23.125212",31
广州市,晓风朗轩,"113.314512,23.087782",维家思广场,"113.327097,23.125212",37
广州市,万科瑧樾府,"113.279477,23.125165",维家思广场,"113.327097,23.125212",30
广州市,保利天奕,"113.365272,23.090934",广州市第一一三中学(乐学校区),"113.359767,23.117306",43
广州市,珠江天郦,"113.389472,23.124131",广州市第一一三中学(乐学校区),"113.359767,23.117306",34
广州市,保利天瑞,"113.372212,23.142326",广州市第一一三中学(乐学校区),"113.359767,23.117306",55
广州市,万科天景花园,"113.182405,23.373311",华润万家(风神大道店),"113.159169,23.379179",28
广州市,天马河壹号,"113.185683,23.377003",华润万家(风神大道店),"113.159169,23.379179",28
广州市,豪骏名苑,"113.197226,23.381019",华润万家(风神大道店),"113.159169,23.379179",32
广州市,亚运城运动员村,"113.482683,22.947614",石碁中学,"113.445782,22.947853",44
广州市,龙湖金地天峯,"113.410684,22.939552",石碁中学,"113.445782,22.947853",26
广州市,海愉苑,"113.471723,22.932328",石碁中学,"113.445782,22.947853",37
广州市,保利曼源花园,"113.25003,23.066259",广东省职业病防治院,"113.288398,23.093837",37
广州市,万科瑧樾府,"113.279477,23.125165",广东省职业病防治院,"113.288398,23.093837",38
广州市,保隆越禧府,"113.290296,23.132469",广东省职业病防治院,"113.288398,23.093837",33
广州市,观海美寓,"113.576863,22.744229",NCPA美式中学,"113.611996,22.764048",27
广州市,南沙涉外公馆,"113.582968,22.798615",NCPA美式中学,"113.611996,22.764048",36
广州市,海力花园,"113.573774,22.800717",NCPA美式中学,"113.611996,22.764048",38
广州市,越秀白云星汇城,"113.392853,23.374912",白云区第三人民医院,"113.351639,23.36464",52
广州市,珠实·云悦花语,"113.397249,23.367562",白云区第三人民医院,"113.351639,23.36464",54
广州市,旭辉光屿南方,"113.399646,23.36602",白云区第三人民医院,"113.351639,23.36464",63
广州市,御江苑,"113.269512,23.115342",广州医科大学羊城医院,"113.235104,23.112075",28
广州市,华深楼,"113.244561,23.091568",广州医科大学羊城医院,"113.235104,23.112075",28
广州市,中海橡园国际,"113.258568,23.088843",广州医科大学羊城医院,"113.235104,23.112075",33
广州市,华深楼,"113.244561,23.091568",广州市第一人民医院(鹤洞分院),"113.233263,23.068475",28
广州市,天誉半岛花园,"113.24812,23.100284",广州市第一人民医院(鹤洞分院),"113.233263,23.068475",26
广州市,中海橡园国际,"113.258568,23.088843",广州市第一人民医院(鹤洞分院),"113.233263,23.068475",21
广州市,松鹤小区,"113.221683,23.147493",广州市荔湾区聚贤中学(康园校区),"113.246496,23.120181",27
广州市,御江苑,"113.269512,23.115342",广州市荔湾区聚贤中学(康园校区),"113.246496,23.120181",24
广州市,华深楼,"113.244561,23.091568",广州市荔湾区聚贤中学(康园校区),"113.246496,23.120181",31
广州市,国贸云上,"113.293489,23.24176",鹤南公园,"113.267629,23.217211",47
广州市,越秀·天悦云湖,"113.224518,23.222269",鹤南公园,"113.267629,23.217211",56
广州市,云城上品,"113.278054,23.259662",鹤南公园,"113.267629,23.217211",50
广州市,时代YOU公寓,"113.286866,23.131639",广州市蓝天中学,"113.288995,23.07973",50
广州市,御江苑,"113.269512,23.115342",广州市蓝天中学,"113.288995,23.07973",27
广州市,华深楼,"113.244561,23.091568",广州市蓝天中学,"113.288995,23.07973",35
广州市,万汇天地·朗庭,"113.228959,23.086244",广州市海珠区石溪中医医院,"113.279435,23.070282",40
广州市,海珠半岛花园三期,"113.292205,23.10466",广州市海珠区石溪中医医院,"113.279435,23.070282",31
广州市,保利·和悦滨江,"113.225967,23.060915",广州市海珠区石溪中医医院,"113.279435,23.070282",44
广州市,保利悦轩,"113.31466,23.102824",冼村小学,"113.335556,23.125368",37
广州市,紫星华府,"113.314914,23.097875",冼村小学,"113.335556,23.125368",32
广州市,越秀琶洲南TOD,"113.346496,23.09423",冼村小学,"113.335556,23.125368",38
广州市,骏怡居,"113.203685,23.388214",盒马邻里(花都保利城花园店),"113.165726,23.377301",39
广州市,神山花园,"113.189466,23.33014",盒马邻里(花都保利城花园店),"113.165726,23.377301",53
广州市,翡翠小区,"113.222113,23.383494",盒马邻里(花都保利城花园店),"113.165726,23.377301",45
