POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
时代联华(游站店),商业,大型超市,(null),(null),121.127206,31.288022
好又多超市(人民路店),商业,大型超市,(null),(null),120.957961,31.371193
福满多超市(浦庄店),商业,大型超市,(null),(null),120.502042,31.163203
0690绿色生活广场,商业,购物中心,(null),(null),120.602756,31.271448
上海如海超市(橄榄湾店),商业,大型超市,(null),(null),120.725616,31.299524
金东方超市(中市路店),商业,大型超市,(null),(null),121.195548,31.472957
太平邻里广场,商业,购物中心,(null),(null),120.700886,31.429073
东环路地铁站,交通,地铁站,非换乘,1号线,120.649874,31.312254
集街汇,商业,购物中心,(null),(null),120.957782,31.380364
苏州大学附属尹山湖中学,教育,中学,普通,初中,120.689553,31.251365
苏大附一院苏州高新康复医院,医疗,综合医院,普通,(null),120.548554,31.272217
春上学堂,商业,购物中心,(null),(null),120.632322,31.312583
物什谷超市,商业,大型超市,(null),(null),120.618519,31.222801
妙誉堂鼻咽炎康复中心,医疗,专科医院,普通,(null),120.63381,31.25749
兆丰学校,教育,中学,普通,初中,120.7356,31.892964
雅美阁公园,景观,公园,普通景点,(null),120.552482,31.850019
南常熟商业中心,商业,购物中心,(null),(null),120.727978,31.599564
人才公寓北公交站,交通,公交站,(null),(null),120.721701,31.507227
杨湾村自行车公园,景观,公园,普通景点,(null),120.337086,31.036934
华润万家(金枫店),商业,大型超市,(null),(null),120.530697,31.275752
仲英壹号商业广场,商业,购物中心,(null),(null),120.632069,31.171396
9胜广场,商业,购物中心,(null),(null),120.622215,31.309067
YOUR LOCAL STORE,商业,购物中心,(null),(null),121.053614,31.379446
元山停车场公交站,交通,公交站,(null),(null),120.348594,31.123203
新时代百货商城,商业,购物中心,(null),(null),120.644639,30.952231
坤明眼科,医疗,专科医院,普通,(null),120.769153,31.667389
上海如海超市(东莱店),商业,大型超市,(null),(null),120.604659,31.887592
欧德福精品生活超市(港龙乐汇城店),商业,大型超市,(null),(null),120.495189,31.253905
张家港市鹿苑医院,医疗,综合医院,普通,(null),120.635536,31.851369
苏州沧浪医院(友长街),医疗,综合医院,普通,(null),120.60835,31.270242
方洲公园地铁站,交通,地铁站,非换乘,5号线,120.744107,31.317383
百花洲公园(百花洲),景观,公园,普通景点,(null),120.612469,31.295719
东景公园,景观,公园,普通景点,(null),120.829059,31.305484
蠡泽小学,教育,小学,重点,小学,120.500123,30.888864
松汾路口公交站,交通,公交站,(null),(null),120.786402,31.126367
胜浦实验小学公交站,交通,公交站,(null),(null),120.830004,31.296393
常熟市何市中学,教育,中学,普通,初中,121.020175,31.638823
江城商厦,商业,购物中心,(null),(null),120.645655,31.163573
狮山天街生活广场,商业,购物中心,(null),(null),120.552727,31.295133
世纪华联(周巷店),商业,大型超市,(null),(null),120.957933,31.313427
冶塘蒋巷小学,教育,小学,普通,小学,120.66105,31.642064
叶建五组公交站,交通,公交站,(null),(null),120.718325,31.106658
天虹购物中心(苏州常熟海虞店),商业,购物中心,(null),(null),120.753936,31.67203
苏州高铁吾悦广场,商业,购物中心,(null),(null),120.63288,31.413474
中法友好医院浒关院区,医疗,综合医院,普通,(null),120.515031,31.374926
鑫绸都葡萄园购物中心,商业,购物中心,(null),(null),120.626099,30.914404
伴湖花园公交站,交通,公交站,(null),(null),120.438103,31.093112
时代联华(山塘街店),商业,大型超市,(null),(null),120.599025,31.320871
世纪华联超市(玫瑰久久店),商业,大型超市,(null),(null),120.628213,31.232376
长泰路南公交站,交通,公交站,(null),(null),120.490768,31.41464
华盛商场,商业,购物中心,(null),(null),120.783676,31.052696
北朱家桥公交站,交通,公交站,(null),(null),120.416306,31.419836
常熟市徐市中心小学分校,教育,小学,普通,小学,120.935268,31.676681
昆山市第一人民医院广仁院区,医疗,综合医院,普通,(null),120.998665,31.466482
苏州叶圣陶实验小学(德才路),教育,小学,普通,小学,120.867436,31.274651
常熟市大义中学,教育,中学,重点,高中,120.688015,31.699795
好易购超市(合丰店),商业,大型超市,(null),(null),120.990652,31.33934
如海超市(滨河路店),商业,大型超市,(null),(null),120.656454,30.888959
金秋家园公交站,交通,公交站,(null),(null),120.645039,31.274692
中移软件园公交站,交通,公交站,(null),(null),120.43217,31.36161
南小尼公交站,交通,公交站,(null),(null),120.415838,30.936558
立国小学,教育,小学,普通,小学,120.469821,30.885422
世纪华联超市(银泉店),商业,大型超市,(null),(null),120.998981,31.37941
苏州九龙独墅湖医院,医疗,综合医院,三甲,(null),120.748152,31.270204
苏州大学附属儿童医院吴中分院,医疗,专科医院,普通,(null),120.478764,31.241903
新合作常客隆(锁澜桥店),商业,大型超市,(null),(null),120.755057,31.649867
玉林超市(七都菱田店),商业,大型超市,(null),(null),120.38675,30.927327
华联超市(黄浦家园店),商业,大型超市,(null),(null),121.00888,31.387526
东湖大郡二期公交站,交通,公交站,(null),(null),120.73171,31.312873
金山实验小学,教育,小学,普通,小学,120.519939,31.279366
临湖实验小学,教育,小学,普通,小学,120.496506,31.158993
乐余老年专科医院,医疗,专科医院,普通,(null),120.695383,31.934135
苏州市勤惜实验小学,教育,小学,普通,小学,120.607418,31.337381
常熟市第三人民医院,医疗,专科医院,普通,(null),120.785265,31.625981
万家福超市(交通路店),商业,大型超市,(null),(null),120.493142,32.002204
常熟市元和中学,教育,中学,普通,初中,120.715919,31.624008
昆山开发区实验小学,教育,小学,普通,小学,120.977312,31.38102
乐天广场,商业,购物中心,(null),(null),120.571454,31.282368
张家港市第五人民医院,医疗,综合医院,普通,(null),120.706936,31.914929
陈家桥北公交站,交通,公交站,(null),(null),120.419647,31.406849
常客隆超市(何市店),商业,大型超市,(null),(null),121.017901,31.635438
尹中路地铁站,交通,地铁站,非换乘,2号线,120.664068,31.249772
盛泽镇可以小学,教育,小学,普通,小学,120.684458,30.903203
槐香街南公交站,交通,公交站,(null),(null),120.618568,31.21474
东村越溪公交站,交通,公交站,(null),(null),120.546997,31.180017
生田村西头公交站,交通,公交站,(null),(null),120.574783,31.413733
越溪卫生院公交站,交通,公交站,(null),(null),120.590309,31.211533
城铁阳澄湖地铁站,交通,地铁站,非换乘,(在建)S1号线,120.86081,31.38251
娄葑地铁站,交通,地铁站,非换乘,(在建)7号线,120.665374,31.289252
新西小学,教育,小学,普通,小学,120.864851,31.298605
新城吾悦邻里广场,商业,购物中心,(null),(null),120.632281,31.223251
滨江苑北行公交站,交通,公交站,(null),(null),120.836311,31.291567
梵香开发区公交站,交通,公交站,(null),(null),120.441437,30.858297
大南公园,景观,公园,普通景点,(null),120.599943,31.937678
昆山市秀峰中学,教育,中学,普通,初中,120.945272,31.398895
如海超市(合丰店),商业,大型超市,(null),(null),120.992791,31.339011
中骏·世界城购物中心,商业,购物中心,(null),(null),120.426077,31.93705
时尚购物中心,商业,购物中心,(null),(null),120.624796,31.309565
藏书中学,教育,中学,普通,初中,120.450701,31.279348
奥特莱斯(神仙街),商业,购物中心,(null),(null),120.602737,31.313119
昆山杰齿口腔医院,医疗,专科医院,普通,(null),120.958609,31.367967
孙武纪念园地铁站,交通,地铁站,换乘二线,(在建)8号线;4号线,120.602785,31.361952
齐心村村委公交站,交通,公交站,(null),(null),120.528012,30.946385
雨润发超市(木东路店),商业,大型超市,(null),(null),120.534358,31.169257
浏河镇新塘小学,教育,小学,普通,小学,121.2024,31.524123
北桥中学公交站,交通,公交站,(null),(null),120.592613,31.498181
前塘村委会公交站,交通,公交站,(null),(null),120.459787,31.116263
蠡塘河路地铁站,交通,地铁站,非换乘,(在建)7号线,120.644275,31.389617
莫城中学,教育,中学,重点,初中,120.719118,31.589752
汾湖镇黎里友谊小学,教育,小学,普通,小学,120.705049,30.985943
南京医科大学附属苏州医院,医疗,综合医院,普通,(null),120.626395,31.318503
新柳溪花园北公交站,交通,公交站,(null),(null),120.642661,31.184783
城北小学,教育,小学,普通,小学,120.554203,31.880062
新世纪华联超市,商业,大型超市,(null),(null),120.527094,31.25252
苏润万家购物中心,商业,大型超市,(null),(null),120.734939,31.494369
阳光新生活广场,商业,购物中心,(null),(null),121.151829,31.288029
欧尚金鸡湖旗舰店,商业,大型超市,(null),(null),120.659009,31.304443
欧德福城市生活广场,商业,购物中心,(null),(null),120.674091,31.184764
苏州市吴江区七都小学(吴越校区),教育,小学,普通,小学,120.390007,30.902764
木渎商城3-18,商业,购物中心,(null),(null),120.518317,31.256253
吴江区八都中学初中部,教育,中学,普通,初中,120.450713,30.91639
叶家港幼儿园公交站,交通,公交站,(null),(null),120.5112,31.013447
红蕾学校,教育,小学,普通,小学,120.59474,31.881671
双山岛-湿地公园,景观,公园,普通景点,(null),120.423849,32.011638
蠡墅立交西公交站,交通,公交站,(null),(null),120.61102,31.229536
东盛港公交站,交通,公交站,(null),(null),120.474705,30.999518
杨树园公交站,交通,公交站,(null),(null),120.514818,31.437079
世纪华联超市(风尚店),商业,大型超市,(null),(null),120.710626,31.330668
世纪花园公交站,交通,公交站,(null),(null),120.790026,31.056649
杨树街公交站,交通,公交站,(null),(null),120.390694,31.296584
和合园,景观,公园,普通景点,(null),120.94283,31.279901
汇润超市(东浜店),商业,大型超市,(null),(null),120.550526,31.316636
兆丰华联,商业,大型超市,(null),(null),120.729346,31.899211
马夏路东公交站,交通,公交站,(null),(null),120.724444,31.214631
迎春路地铁站,交通,地铁站,非换乘,3号线,120.640353,31.267662
光明桥西公交站,交通,公交站,(null),(null),120.779844,31.232131
张家港市沙洲医院,医疗,综合医院,普通,(null),120.494689,32.000414
方洲邻里中心,商业,购物中心,(null),(null),120.742113,31.314327
沙溪镇第二小学,教育,小学,普通,小学,121.058787,31.577742
平江实验学校小学部,教育,小学,重点,小学,120.635596,31.310266
普惠商业广场,商业,购物中心,(null),(null),120.736639,31.244511
七都镇中心小学,教育,小学,普通,小学,120.394835,30.955515
横泾街道红卫小学,教育,小学,普通,小学,120.523001,31.207118
张庄地铁站,交通,地铁站,非换乘,4号线,120.597671,31.397384
红万佳超市(长江西路店),商业,大型超市,(null),(null),120.389896,31.951379
紫金街南公交站,交通,公交站,(null),(null),120.525091,31.284301
常熟奥特莱斯(学前路),商业,购物中心,(null),(null),120.799846,31.740642
南花木桥公交站,交通,公交站,(null),(null),120.473282,30.945074
立志小学,教育,小学,普通,小学,120.685874,31.580152
苏鑫集团公交站,交通,公交站,(null),(null),120.561198,31.429475
苏州市盘溪中心小学校-西区,教育,小学,普通,小学,120.61562,31.28125
昆山高新区同心小学,教育,小学,普通,小学,120.970236,31.411385
虎丘西路地铁站,交通,地铁站,非换乘,(在建)6号线,120.56894,31.332139
世纪华联(金澄店),商业,大型超市,(null),(null),120.88365,31.383613
吴江区七都中学,教育,中学,普通,初中,120.392033,30.944728
四季晶华汇邻中心,商业,购物中心,(null),(null),120.605274,31.264908
憧憬新村公交站,交通,公交站,(null),(null),120.575056,31.434687
乐8商业广场,商业,购物中心,(null),(null),120.662047,31.168915
华润万家(苏州人民街店),商业,大型超市,(null),(null),120.40518,31.083389
MoonZ海外购,商业,购物中心,(null),(null),120.638638,31.302839
张家港市金港中心小学,教育,小学,普通,小学,120.407459,31.957481
昆山高新区姜巷小学,教育,小学,普通,小学,120.865011,31.327423
天狮公园,景观,公园,普通景点,(null),120.560966,31.294113
长江壹号生活广场,商业,购物中心,(null),(null),120.555274,31.263188
北桥中心小学公交站,交通,公交站,(null),(null),120.595109,31.511437
华林幼儿园公交站,交通,公交站,(null),(null),120.722405,31.285135
泰盛商贸城,商业,购物中心,(null),(null),120.695617,31.345052
莲花新村四区公交站,交通,公交站,(null),(null),120.738876,31.288173
上海华联超市(长吴店),商业,大型超市,(null),(null),120.608912,31.277216
玉盘路西公交站,交通,公交站,(null),(null),120.658034,31.460994
滨江体育公园,景观,公园,普通景点,(null),120.926765,31.741373
长泾公交站,交通,公交站,(null),(null),120.56826,31.4227
宝裕商业广场103西大厅,商业,购物中心,(null),(null),120.979112,31.414817
北圩村公交站,交通,公交站,(null),(null),120.732361,31.088429
万象汇,商业,购物中心,(null),(null),120.617808,31.135916
渭塘客运站南公交站,交通,公交站,(null),(null),120.667096,31.462626
许家桥地铁站,交通,地铁站,非换乘,5号线,120.498147,31.249801
和兴公园,景观,公园,普通景点,(null),121.033935,31.38333
家乐福(人民北路店),商业,大型超市,(null),(null),120.613909,31.34381
狮子山东公交站,交通,公交站,(null),(null),120.549266,31.293672
浦家浜公交站,交通,公交站,(null),(null),120.735938,31.137244
上湖名著花园公交站,交通,公交站,(null),(null),120.854062,31.044232
前溪公园,景观,公园,普通景点,(null),120.558227,31.85301
苏州孙武公园,景观,公园,普通景点,(null),120.539698,31.298144
大新医院,医疗,综合医院,普通,(null),120.549413,31.964553
新庆路地铁站,交通,地铁站,非换乘,(在建)6号线,120.791043,31.273539
昆山司徒街小学,教育,小学,普通,小学,120.961691,31.376049
叶荷河景观公园,景观,公园,普通景点,(null),120.942038,31.386694
中南小学,教育,小学,普通,小学,120.631043,30.893491
好又多购物广场(旺盛路),商业,购物中心,(null),(null),120.564109,31.390393
家家利生活购物广场,商业,购物中心,(null),(null),120.689173,31.700682
昆山市城北高科园中心小学,教育,小学,普通,小学,120.957977,31.400859
福园公园,景观,公园,普通景点,(null),120.930912,31.421415
陆家高级中学,教育,中学,重点,高中,121.049029,31.306538
友联地铁站,交通,地铁站,非换乘,2号线,120.608623,31.271473
世纪联华超市(常熟店),商业,大型超市,(null),(null),120.747343,31.630265
阳澄名邸公交站,交通,公交站,(null),(null),120.796155,31.360608
华润万家(干将东路店),商业,大型超市,(null),(null),120.64734,31.311482
易家福购物中心(商秧路),商业,大型超市,(null),(null),120.942844,31.28218
百信超市(西张店),商业,大型超市,(null),(null),120.623291,31.788533
双凤商场,商业,购物中心,(null),(null),121.036486,31.517582
365购物广场,商业,购物中心,(null),(null),120.869972,31.373173
天盛商厦,商业,购物中心,(null),(null),120.623238,31.310256
塘市小学,教育,小学,普通,小学,120.56113,31.819135
阳澄湖半岛旅游度假区西湖湾生态体育公园,景观,公园,普通景点,(null),120.709119,31.37608
慕森国际生活广场,商业,购物中心,(null),(null),120.845185,31.027643
恒森国际广场,商业,购物中心,(null),(null),120.647539,31.14893
昆山市城北中学,教育,中学,普通,初中,120.948292,31.399015
张家港中兴小学(南校区),教育,小学,普通,小学,120.431198,31.941811
尹山湖北公交站,交通,公交站,(null),(null),120.69091,31.245054
昆山市第三中心小学,教育,小学,普通,小学,120.988529,31.363223
景山实验初中,教育,中学,普通,初中,120.490631,31.323522
沃尔玛(人民南路店),商业,大型超市,(null),(null),121.109107,31.445145
大庄华联超市(华婷路),商业,大型超市,(null),(null),120.559751,31.390432
新字路东公交站,交通,公交站,(null),(null),120.719123,31.125356
万达广场(太仓店),商业,购物中心,(null),(null),121.138132,31.460087
网邻超市(春之韵店),商业,大型超市,(null),(null),120.729412,31.318054
港浦路北公交站,交通,公交站,(null),(null),120.706267,31.213594
吴中区木渎姑苏实验小学,教育,小学,普通,小学,120.521183,31.231811
馨泰园,景观,公园,普通景点,(null),120.551601,31.280392
鼻炎护理中心,医疗,专科医院,普通,(null),120.620169,31.269596
张浦中心小学,教育,小学,普通,小学,120.939673,31.287753
唯亭学校东公交站,交通,公交站,(null),(null),120.774631,31.36178
江南高纤北公交站,交通,公交站,(null),(null),120.567154,31.429758
CBC国际区,商业,购物中心,(null),(null),120.631048,31.376821
平泷路东地铁站,交通,地铁站,非换乘,2号线,120.613004,31.344237
昆山市第一人民医院本部,医疗,综合医院,普通,(null),120.96147,31.381509
越来溪公园,景观,公园,普通景点,(null),120.59204,31.204169
都尚生活广场,商业,购物中心,(null),(null),120.633375,31.856261
聚民路西公交站,交通,公交站,(null),(null),120.491141,31.421541
陈家舍公交站,交通,公交站,(null),(null),120.408754,31.214249
巴黎春天百货(昆山店),商业,购物中心,(null),(null),120.964369,31.378258
虞园小学,教育,小学,普通,小学,120.757714,31.660244
七都镇第二小学,教育,小学,普通,小学,120.390244,30.902839
新浒商业城,商业,购物中心,(null),(null),120.527365,31.381553
苏州市阳光城实验小学校,教育,小学,普通,小学,120.564799,31.3211
豫皖小学,教育,小学,普通,小学,120.676405,30.892457
建元路公交站,交通,公交站,(null),(null),120.616927,31.381589
东沙湖邻里中心,商业,购物中心,(null),(null),120.757501,31.333607
永信汾湖商业广场,商业,购物中心,(null),(null),120.846,31.033334
黑龙村乌金漾公交站,交通,公交站,(null),(null),120.709822,31.028728
嘉联超市(巴城店),商业,大型超市,(null),(null),120.871481,31.439955
新合作常客隆(东环路店),商业,大型超市,(null),(null),120.597824,31.591318
苏州市实验小学教育集团吴江明珠学校,教育,小学,普通,小学,120.638692,31.180643
金池园,景观,公园,普通景点,(null),120.939359,31.425982
苏州工业园区晟昌门诊部眼科,医疗,专科医院,普通,(null),120.718761,31.297019
江苏省苏州高新区实验小学,教育,小学,普通,小学,120.557903,31.298172
公共学院东公交站,交通,公交站,(null),(null),120.747948,31.268021
金谷路地铁站,交通,地铁站,非换乘,2号线,120.756966,31.269516
世纪华联超市(温州路店),商业,大型超市,(null),(null),120.650527,30.901093
吴江联华(永安店),商业,大型超市,(null),(null),120.559631,30.887173
盛泽小学(兴桥校区),教育,小学,普通,小学,120.689956,30.893328
蠡口地铁站,交通,地铁站,非换乘,2号线,120.623705,31.388126
元联安元丽邻广场,商业,购物中心,(null),(null),120.605656,31.389419
易多购生活购物中心,商业,大型超市,(null),(null),120.655185,31.092221
正泰隆·国际工贸城,商业,购物中心,(null),(null),120.929142,31.428844
敏华实业公交站,交通,公交站,(null),(null),120.696892,31.133465
人民教育出版社附属实验小学,教育,小学,普通,小学,120.858876,31.257386
西山中学,教育,中学,普通,初中,120.307839,31.139521
凤南路站公交站,交通,公交站,(null),(null),120.685369,31.479622
世纪华联超市(文峰店),商业,大型超市,(null),(null),120.944515,31.404493
中环商业广场,商业,购物中心,(null),(null),120.930813,31.371977
黄浦公园,景观,公园,普通景点,(null),121.009385,31.382287
好得利超市(群星店),商业,大型超市,(null),(null),120.665386,31.266734
第一百货,商业,购物中心,(null),(null),120.620947,31.310371
苏州工业园区跨塘实验小学,教育,小学,普通,小学,120.690518,31.34331
活力岛地铁站,交通,地铁站,非换乘,4号线,120.600162,31.374517
居山公交站,交通,公交站,(null),(null),120.320178,31.109045
张家港市第二中学,教育,中学,普通,初中,120.541116,31.868952
龙墩地铁站,交通,地铁站,非换乘,5号线,120.74802,31.335533
万泾花园公交站,交通,公交站,(null),(null),120.620703,31.365252
华润万家标超华东(苏州望亭店),商业,大型超市,(null),(null),120.441667,31.43581
华润万家标超华东(苏州黄垆店),商业,大型超市,(null),(null),120.485744,31.138156
上海联佳超市(竹园路店),商业,大型超市,(null),(null),120.522184,31.275837
苏州市木渎人民医院,医疗,综合医院,普通,(null),120.515262,31.254247
文昌路地铁站,交通,地铁站,非换乘,3号线,120.524394,31.355243
张家港老年专科医院,医疗,专科医院,普通,(null),120.564033,31.871573
金鸡湖花园公交站,交通,公交站,(null),(null),120.718329,31.308546
苏州市振华中学校,教育,中学,普通,初中,120.641548,31.297685
大家好批发购物中心,商业,购物中心,(null),(null),120.640827,30.978485
苏州工业园区星湾学校东校区(小学部),教育,小学,普通,小学,120.701517,31.328802
盛泽镇丝绸商城8区,商业,购物中心,(null),(null),120.649942,30.91064
东庙桥村委公交站,交通,公交站,(null),(null),120.369167,30.897465
吴中区公共自行车苏苑小学南,教育,小学,普通,小学,120.636928,31.267829
上海华联超市(新澄路店),商业,大型超市,(null),(null),120.877031,31.45584
招呼站公交站,交通,公交站,(null),(null),120.593238,31.018563
松陵南公交站,交通,公交站,(null),(null),120.622756,31.111923
陈华小学,教育,小学,普通,小学,120.423337,31.242934
华润万家(周庄全福店),商业,大型超市,(null),(null),120.851726,31.116571
溪港小学公交站,交通,公交站,(null),(null),120.616425,31.036324
镜湖公园,景观,公园,普通景点,(null),120.675721,30.919475
冲山村公交站,交通,公交站,(null),(null),120.317565,31.271072
尼盛尚品汇,商业,购物中心,(null),(null),120.665635,31.314194
梅塘岔口公交站,交通,公交站,(null),(null),120.568177,30.94724
津桥地铁站,交通,地铁站,非换乘,5号线,120.47273,31.22929
鹿城路地铁站,交通,地铁站,非换乘,(在建)S1号线,120.929634,31.380451
市立医院本部公交站,交通,公交站,(null),(null),120.621076,31.300972
摆渡桥公交站,交通,公交站,(null),(null),120.450451,31.101962
新盛商业广场,商业,购物中心,(null),(null),120.830363,31.302477
永旺,商业,购物中心,(null),(null),120.758364,31.323205
江湾村东湾公交站,交通,公交站,(null),(null),120.746827,31.224453
石湖山水居公交站,交通,公交站,(null),(null),120.587288,31.235161
墅里路公交站,交通,公交站,(null),(null),120.394974,31.221094
苏州高新区实验初级中学东校区,教育,中学,重点,(null),120.551876,31.297229
百信超市(国泰一店),商业,大型超市,(null),(null),120.55113,31.874065
世纪华联超市(西街店),商业,大型超市,(null),(null),121.087479,31.438635
菱田村公交站,交通,公交站,(null),(null),120.389006,30.91852
苏州高新金鹰商业广场,商业,购物中心,(null),(null),120.550858,31.293859
世纪如海,商业,大型超市,(null),(null),120.652434,31.397903
易好家超市,商业,大型超市,(null),(null),120.651791,31.284259
夏家斗公交站,交通,公交站,(null),(null),120.461334,30.892841
家润多(嵩山路),商业,大型超市,(null),(null),120.966605,31.354424
相城区涟水小学,教育,小学,普通,小学,120.663221,31.486262
江苏省木渎高级中学,教育,中学,普通,高中,120.501124,31.276255
相城区春申中学,教育,中学,重点,初中,120.561486,31.439623
南环幼儿园东公交站,交通,公交站,(null),(null),120.632309,31.28207
金姬墩公园,景观,公园,普通景点,(null),120.72,31.30803
革新小学,教育,小学,普通,小学,120.637029,30.900672
人才市场公交站,交通,公交站,(null),(null),120.843646,31.020017
江苏太仓绿地乐和城2号楼,商业,购物中心,(null),(null),121.120932,31.432287
下良湾公交站,交通,公交站,(null),(null),120.763051,31.527318
苏州吴州中西医结合医院,医疗,综合医院,普通,(null),120.634577,31.237064
潭东村公交站,交通,公交站,(null),(null),120.350951,31.275156
业明超市,商业,大型超市,(null),(null),120.662257,31.159409
娄门尚廉园,景观,公园,普通景点,(null),120.644381,31.321522
365精品生活超市,商业,大型超市,(null),(null),120.856394,31.371884
苏州学府实验小学校,教育,小学,普通,小学,120.581778,31.256019
学府公园,景观,公园,普通景点,(null),120.669837,31.377445
星汇生活广场,商业,购物中心,(null),(null),120.70843,31.329614
南杨10组公交站,交通,公交站,(null),(null),120.597588,31.033772
华联超市(练塘西街店),商业,大型超市,(null),(null),120.628237,31.618471
华润万家(园区沁园店),商业,大型超市,(null),(null),120.678471,31.325174
相城区第二人民医院,医疗,综合医院,普通,(null),120.544486,31.438501
劳动路地铁站,交通,地铁站,换乘二线,2号线;5号线,120.597195,31.291601
东沙湖小学钟南街校区,教育,小学,普通,小学,120.758053,31.331396
好又多购物中心(科新路店),商业,大型超市,(null),(null),120.441619,31.333996
好又多超市(光明路店),商业,大型超市,(null),(null),121.087631,31.296448
山墩村公交站,交通,公交站,(null),(null),120.391879,31.319193
兆丰路地铁站,交通,地铁站,非换乘,11号线,121.150315,31.289048
唯亭街道宪法文化公园,景观,公园,普通景点,(null),120.784207,31.366245
三家村北公交站,交通,公交站,(null),(null),120.847771,31.102991
众益超市,商业,大型超市,(null),(null),120.774716,31.241813
悬桥巷地铁站,交通,地铁站,非换乘,(在建)6号线,120.629093,31.314329
周浦河湿地公园,景观,公园,普通景点,(null),121.068084,31.287711
七丫口郊野湿地,景观,公园,普通景点,(null),121.235602,31.603447
游客中心商业广场,商业,购物中心,(null),(null),120.868996,31.267861
好又多(新苏苑店),商业,大型超市,(null),(null),120.651927,31.327043
森鹿公园,景观,公园,普通景点,(null),120.678174,31.322996
白豸山运动公园,景观,公园,普通景点,(null),120.493492,31.397876
吴江经济开发区山湖花园小学,教育,小学,普通,小学,120.696357,31.15526
徐图港地铁站,交通,地铁站,非换乘,2号线,120.625667,31.375625
四海一家超市(理想城店),商业,大型超市,(null),(null),120.531017,31.345125
一信信耶,教育,小学,普通,小学,120.537461,31.175893
邱舍公交站,交通,公交站,(null),(null),120.790451,31.133181
碧波实验小学,教育,小学,重点,小学,120.639092,31.256545
汀兰巷长阳街公交站,交通,公交站,(null),(null),120.785382,31.341523
凯丽百货,商业,购物中心,(null),(null),120.541161,31.862912
江南万购购物广场,商业,购物中心,(null),(null),121.077776,31.692849
庵头公交站,交通,公交站,(null),(null),120.484985,31.14786
苏州高新区第一初级中学校教育集团珠江路校,教育,中学,重点,初中,120.530538,31.288181
常熟市实验小学,教育,小学,重点,小学,120.749866,31.67445
世茂生活广场北区1期B座,商业,购物中心,(null),(null),120.599665,31.26412
清树湾地铁站,交通,地铁站,非换乘,4号线,120.632626,31.220085
五月花购物广场,商业,购物中心,(null),(null),120.637574,31.96012
徐家浜地铁站,交通,地铁站,非换乘,(在建)6号线,120.651652,31.3058
苏州市肿瘤诊疗中心,医疗,专科医院,普通,(null),120.626184,31.317309
三友商厦,商业,购物中心,(null),(null),120.625195,31.290885
苏州市吴中区吴淞江实验小学,教育,小学,普通,小学,120.717322,31.233214
华盛园华联超市(毛太路店),商业,大型超市,(null),(null),121.100064,31.46712
巴黎印象公交站,交通,公交站,(null),(null),120.727778,31.307626
郭镇小学,教育,小学,普通,小学,121.007904,31.399947
望亭国际物流生活广场,商业,购物中心,(null),(null),120.475659,31.436517
松陵镇第二中心小学育才分校,教育,小学,普通,小学,120.644868,31.168631
嘉诚全球购,商业,购物中心,(null),(null),120.699162,31.925556
苏州高新区人民医院新狮站,医疗,综合医院,普通,(null),120.538401,31.307704
HARMNV CITY,商业,购物中心,(null),(null),120.715752,31.318452
张青莲小学,教育,小学,普通,小学,120.971514,31.610332
白鹭园南公交站,交通,公交站,(null),(null),120.722352,31.270091
兴业商场,商业,购物中心,(null),(null),121.104043,31.450783
钟园路凤里街公交站,交通,公交站,(null),(null),120.77776,31.323576
红旗桥金村公交站,交通,公交站,(null),(null),120.337118,31.131367
肖家浜公交站,交通,公交站,(null),(null),120.454319,30.9049
皖驻盛泽镇四海小学,教育,小学,普通,小学,120.70566,30.896374
世纪华联超市(唐龙花苑店),商业,大型超市,(null),(null),120.949871,31.467341
苏州市杨枝小学,教育,小学,普通,小学,120.652644,31.294321
杭桥路南公交站,交通,公交站,(null),(null),120.473234,31.416749
白茆中心小学,教育,小学,普通,小学,120.902919,31.587338
好又多购物中心(葑门路店),商业,大型超市,(null),(null),120.645232,31.299486
相城第一实验小学,教育,小学,普通,小学,120.616326,31.351132
太仓丽景商业广场,商业,购物中心,(null),(null),121.115852,31.459945
东锦商城,商业,购物中心,(null),(null),120.624218,31.306303
万宝世纪广场,商业,购物中心,(null),(null),120.605913,31.341239
亿利购物中心(盛泽店),商业,购物中心,(null),(null),120.6247,30.865398
盛泽镇北王小学,教育,小学,普通,小学,120.700026,30.915998
鼻腔护理中心,医疗,专科医院,普通,(null),120.845327,31.740623
申兴商场,商业,购物中心,(null),(null),120.561071,31.432169
鑫宇企业公交站,交通,公交站,(null),(null),120.577643,31.401159
人人乐(江帆路店),商业,购物中心,(null),(null),120.574395,31.880132
建胜产业园公交站,交通,公交站,(null),(null),120.829553,31.320916
吴江中专公交站,交通,公交站,(null),(null),120.626869,31.137287
世纪华联超市(桃花坞店),商业,大型超市,(null),(null),120.618339,31.320844
联华(和平岸店),商业,大型超市,(null),(null),120.949953,31.375417
澄帆儿童友好公园,景观,公园,普通景点,(null),120.621226,31.377929
来王公园,景观,公园,普通景点,(null),120.728111,31.381188
阳山花苑四区公交站,交通,公交站,(null),(null),120.489731,31.3727
临时站公交站,交通,公交站,(null),(null),120.717926,31.163675
苏州市山塘中心小学校,教育,小学,普通,小学,120.595608,31.324024
大龙港新村公交站,交通,公交站,(null),(null),120.620415,31.279097
好邻里品质超市(凤凰新天地店),商业,大型超市,(null),(null),120.765951,31.303815
