POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
绿城之江一号One Mall邻里商业中心,商业,购物中心,(null),(null),120.071081,30.163011
之江购物商厦,商业,购物中心,(null),(null),120.078477,30.161462
王家畈路口公交站,交通,公交站,(null),(null),120.001207,30.252989
贵创广场,商业,购物中心,(null),(null),120.286236,30.165494
杭州华联购物中心(崇贤联合路店),商业,大型超市,(null),(null),120.167577,30.383497
双浦地铁站,交通,地铁站,非换乘,6号线,120.08372,30.115418
杭州口腔医院(湖滨院区),医疗,专科医院,普通,(null),120.165866,30.25381
萧山区盈丰小学,教育,小学,普通,(null),120.268245,30.243083
塘栖镇中心学校,教育,小学,普通,小学,120.185339,30.464677
渡驾桥地铁站,交通,地铁站,非换乘,10号线,120.115365,30.324957
三都梓里小学,教育,小学,普通,小学,119.617325,29.533403
PARK公园,景观,公园,普通景点,(null),120.195708,30.249061
清凉峰镇颊口小学,教育,小学,普通,小学,119.034746,30.13104
北马桥公交站,交通,公交站,(null),(null),120.153225,30.404457
杭州市萧山区少儿公园,景观,公园,普通景点,(null),120.226903,30.143694
求是(西溪)小学,教育,小学,重点,小学,120.076992,30.287833
红宝石广场,商业,购物中心,(null),(null),120.29492,30.147978
杭州仁易堂中医康复医院,医疗,专科医院,普通,(null),120.199663,30.262463
杭州采荷第三小学教育集团笕正校区,教育,小学,重点,小学,120.209244,30.308524
运动网红公园,景观,公园,普通景点,(null),120.289093,30.319248
华辰超市(常绿店),商业,大型超市,(null),(null),120.083768,29.859881
钢板桥公交站,交通,公交站,(null),(null),120.512257,30.19036
温客隆生活购物广场(杭州创慧园店),商业,购物中心,(null),(null),120.593916,30.292313
艮秋立交桥公交站,交通,公交站,(null),(null),120.198433,30.275634
永辉超市(地铁东城广场店),商业,大型超市,(null),(null),120.277587,30.31081
新登镇中心小学(西区),教育,小学,普通,小学,119.729829,29.970442
方埠初级中学,教育,中学,普通,初中,119.618201,29.837081
浙江边检总站公交站,交通,公交站,(null),(null),120.235169,30.207292
杭州少年儿童公园-满陇桂雨公园,景观,公园,普通景点,(null),120.134381,30.215707
羊家墩公交站,交通,公交站,(null),(null),120.030634,30.020469
新建村公交站,交通,公交站,(null),(null),119.988238,30.026476
景芳严家路公交站,交通,公交站,(null),(null),120.210851,30.274339
下沙商贸城,商业,购物中心,(null),(null),120.339373,30.306261
华联超市(邮电路店),商业,大型超市,(null),(null),120.168634,30.251817
杭州市崇文实验学校,教育,小学,普通,小学,120.20141,30.231914
富阳区场口镇中学(东上线),教育,中学,普通,初中,119.889923,29.906761
富阳虎山商城(孙权路店),商业,购物中心,(null),(null),119.949337,30.058213
钮家塘公交站,交通,公交站,(null),(null),120.103086,30.404245
相国井公交站,交通,公交站,(null),(null),120.165964,30.250417
谢家北公交站,交通,公交站,(null),(null),120.262552,29.974349
一分场宿舍公交站,交通,公交站,(null),(null),120.272096,30.251359
告岭初级中学,教育,中学,普通,初中,119.481427,30.325644
凤凰小学(城南校区),教育,小学,普通,小学,119.945545,30.256035
翠苑一区公交站,交通,公交站,(null),(null),120.128036,30.288055
豪景西大门公交站,交通,公交站,(null),(null),120.452982,30.165946
华润万家,商业,大型超市,(null),(null),119.986495,30.221328
富阳吴氏中医肿瘤专科医院,医疗,专科医院,普通,(null),119.944498,30.060397
春江街道临江红十字博爱学校,教育,小学,普通,小学,119.960135,30.016082
杭州西湖风景名胜区-涌金公园,景观,公园,普通景点,(null),120.160139,30.245915
临平区塘栖镇塘南中心小学李家桥校区,教育,小学,普通,小学,120.215275,30.477291
建华商业中心,商业,购物中心,(null),(null),120.153188,30.317437
羊前圩公交站,交通,公交站,(null),(null),120.195023,30.186731
民生园,景观,公园,普通景点,(null),120.189112,30.278334
绿地艺尚魔方,商业,购物中心,(null),(null),120.29508,30.364582
杭州昊泰妇儿医院,医疗,专科医院,普通,(null),120.071436,30.328851
九溪公园,景观,公园,普通景点,(null),120.113799,30.201378
小林茅山公交站,交通,公交站,(null),(null),120.25944,30.428398
杭州萧山康达中医院,医疗,综合医院,普通,(null),120.292147,30.15436
西牌楼公交站,交通,公交站,(null),(null),120.175317,30.239614
余杭区云会中心小学,教育,小学,普通,小学,120.10498,30.403103
隆兴桥公交站,交通,公交站,(null),(null),120.310842,30.423307
杭州市大学路小学(上桥西河下),教育,小学,普通,小学,120.183873,30.252426
杭州市学军小学之江校区,教育,小学,重点,小学,120.06951,30.161319
呼日小学,教育,小学,普通,小学,118.986824,30.30738
环城西路道侧街心公园,景观,公园,普通景点,(null),120.157794,30.262687
稻田公园,景观,公园,普通景点,(null),119.910287,30.26144
骑行公园,景观,公园,普通景点,(null),120.031446,30.181498
华联超市(金一店),商业,大型超市,(null),(null),120.276065,30.163181
萧山育才医院,医疗,综合医院,普通,(null),120.282483,30.118465
和合广场,商业,购物中心,(null),(null),120.309969,30.416289
文三路地铁站,交通,地铁站,换乘二线,(在建)10号线一期;(在建)19号线,120.129974,30.277103
景湖公园,景观,公园,普通景点,(null),120.212933,30.269469
杭州经济技术开发区妇幼保健院,医疗,专科医院,普通,(null),120.329926,30.323409
浦阳镇中心小学,教育,小学,普通,小学,120.251389,29.974684
H108购物广场,商业,购物中心,(null),(null),120.117431,30.297526
富阳区大源中学,教育,中学,普通,初中,119.995571,29.995959
义乌小商品超市,商业,大型超市,(null),(null),120.464071,30.296261
谢村体育公园,景观,公园,普通景点,(null),120.13336,30.341173
富阳区中医院医共体湖源分院,医疗,综合医院,普通,(null),119.948714,29.811677
品全超市(朝阳村店),商业,大型超市,(null),(null),120.277538,30.340291
杭州市妇幼保健院,医疗,专科医院,普通,(null),120.197349,30.228248
华联超市(世纪大道西店),商业,大型超市,(null),(null),120.264903,30.371142
东南网架公交站,交通,公交站,(null),(null),120.365239,30.162365
杭州第十一中学,教育,中学,普通,高中,120.16086,30.302782
临岐镇初级中学,教育,中学,普通,初中,119.120678,29.853139
阳陂湖地铁站,交通,地铁站,非换乘,6号线,119.932134,30.081727
新浦沿村文化生态公园,景观,公园,普通景点,(null),120.112407,30.09837
浙江大学附属中学,教育,中学,重点,高中,120.131434,30.258884
杭州市妇产科医院城西院区,医疗,专科医院,普通,(null),120.064202,30.283076
市一医院公交站,交通,公交站,(null),(null),120.167622,30.255955
临平区育才实验小学映荷校区,教育,小学,普通,小学,120.282074,30.428437
甬江路地铁站,交通,地铁站,非换乘,4号线,120.189451,30.223287
华联超市(本真造型店),商业,大型超市,(null),(null),120.148784,30.188066
大源1公交站,交通,公交站,(null),(null),120.008164,30.002127
杭州华联(庆谐店),商业,大型超市,(null),(null),120.221156,30.258447
世纪华联超市(象山人家店),商业,大型超市,(null),(null),120.055972,30.146123
世纪华联超市(公平路加盟店),商业,大型超市,(null),(null),120.078511,30.325883
富春三桥小学,教育,小学,普通,小学,119.893407,30.072421
余杭高级中学公交站,交通,公交站,(null),(null),120.294701,30.434536
天都城南站公交站,交通,公交站,(null),(null),120.244097,30.379026
世纪公园,景观,公园,普通景点,(null),120.304231,30.441232
龙湖杭州吾角天街,商业,购物中心,(null),(null),120.338414,30.309664
高桥小学文源校区,教育,小学,普通,小学,120.270293,30.151186
南阳伞文化公园,景观,公园,普通景点,(null),120.444493,30.265591
阳陂湖东湖区,景观,公园,普通景点,(null),119.920714,30.079943
茅以升实验学校,教育,小学,普通,小学,120.202185,30.268574
盛家祠堂公交站,交通,公交站,(null),(null),120.026003,29.937791
畅购生活超市,商业,大型超市,(null),(null),120.293014,30.303217
夏衍第二小学,教育,小学,普通,小学,120.225583,30.286048
义盛歌剧院公交站,交通,公交站,(null),(null),120.494306,30.26145
宾客超市,商业,大型超市,(null),(null),120.171102,30.185434
杭州萧山开元医院,医疗,综合医院,普通,(null),120.284718,30.17857
大运河东公交站,交通,公交站,(null),(null),120.147018,30.316658
建德市梅城初级中学,教育,中学,普通,初中,119.472568,29.54869
杭州市明德小学,教育,小学,普通,小学,120.190474,30.349316
新登镇松溪小学,教育,小学,普通,小学,119.74687,29.991031
东洲公交站,交通,公交站,(null),(null),120.07371,30.066124
杭州市余杭区良渚沈括小学,教育,小学,普通,小学,120.099451,30.351995
富华购物中心,商业,购物中心,(null),(null),119.953177,30.047543
峙山公园,景观,公园,普通景点,(null),120.246281,30.038337
杭州萧山泰和医院,医疗,综合医院,普通,(null),120.272331,30.1487
合庆桥文化公园,景观,公园,普通景点,(null),119.644069,30.187965
家乐福(杭州萧山区),商业,大型超市,(null),(null),120.238245,29.962648
南山公园,景观,公园,普通景点,(null),119.880397,29.981742
螺山医院,医疗,综合医院,普通,(null),120.364319,30.165574
金钱松公园,景观,公园,普通景点,(null),119.624685,30.413739
桂花西路地铁站,交通,地铁站,非换乘,6号线,119.934392,30.047184
胜稼红星嘉园公交站,交通,公交站,(null),(null),120.279198,30.324354
万盛商贸城,商业,购物中心,(null),(null),120.253908,30.464778
银桥路口公交站,交通,公交站,(null),(null),120.308702,30.468394
沈家弄南公交站,交通,公交站,(null),(null),120.069058,30.161962
钱塘区新湾小学,教育,小学,普通,小学,120.532311,30.284025
上阁廊公交站,交通,公交站,(null),(null),120.003494,30.281597
世纪联华超市,商业,大型超市,(null),(null),120.20728,30.265917
章村小学,教育,小学,普通,小学,118.610441,29.571002
凌溪公园,景观,公园,普通景点,(null),120.199651,30.013007
杭州市第一人民医院小营分院,医疗,综合医院,普通,(null),120.173752,30.247979
杭州市朝晖中学(朝晖三小区),教育,中学,重点,初中,120.165024,30.285949
西阳村粉黛乱子草公园,景观,公园,普通景点,(null),119.151954,29.713897
新街初中,教育,中学,普通,初中,120.334983,30.19332
万景村公交站,交通,公交站,(null),(null),119.97793,30.243364
杭州高级中学附属启正中学(孩儿巷校区),教育,中学,重点,高中,120.167633,30.261925
朝晖小学,教育,小学,普通,小学,120.25435,30.138911
镇瓜沥镇第三小学,教育,小学,普通,小学,120.465857,30.188984
西溪湿地南地铁站,交通,地铁站,非换乘,(在建)3号线后通段;(在建)3号线支线,120.058931,30.252521
苕溪湾公园,景观,公园,普通景点,(null),119.836869,30.396603
上泗中学公交站,交通,公交站,(null),(null),120.068173,30.16099
世纪华联超市(水木清华苑店),商业,大型超市,(null),(null),120.019042,30.217625
桥头陈公交站,交通,公交站,(null),(null),120.255174,30.106003
临安区於潜镇第一小学(新校区),教育,小学,普通,小学,119.388535,30.178224
靖江第二小学,教育,小学,普通,小学,120.498575,30.231704
幸福村公交站,交通,公交站,(null),(null),120.074067,30.036528
碧井坞公交站,交通,公交站,(null),(null),120.006576,29.942083
狮山公园,景观,公园,普通景点,(null),119.826182,30.281217
大义村公交站,交通,公交站,(null),(null),120.438429,30.142435
湘湖小学,教育,小学,普通,小学,120.246406,30.171216
浙江省人民医院(朝晖院区),医疗,综合医院,三甲,(null),120.168546,30.285304
九和医院,医疗,综合医院,普通,(null),120.264766,30.309383
临安大明山地质公园,景观,公园,普通景点,(null),118.990859,30.037307
世纪华联超市(明德路店),商业,大型超市,(null),(null),120.158427,30.165584
新风地铁站,交通,地铁站,非换乘,4号线,120.20808,30.287244
上海如海(莫家桥加盟店),商业,大型超市,(null),(null),120.162347,30.443057
八字桥快速公交站,交通,公交站,(null),(null),120.148043,30.272135
世纪华联(大龙驹坞店),商业,大型超市,(null),(null),120.085223,30.252095
沿江公园,景观,公园,普通景点,(null),120.361831,30.20742
世纪华联超市(14号大街宏鹏店),商业,大型超市,(null),(null),120.355727,30.287792
萧山区湘师实验小学(南城校区),教育,小学,普通,小学,120.243645,30.123119
世纪华联超市(大路张店),商业,大型超市,(null),(null),120.259997,30.091531
汇和城购物中心,商业,购物中心,(null),(null),120.204841,30.293548
后田坂公交站,交通,公交站,(null),(null),120.011429,29.983763
黄公望小学,教育,小学,普通,小学,120.015189,30.077142
黄家河社区公交站,交通,公交站,(null),(null),120.241837,30.135698
杭州华硕医院,医疗,综合医院,普通,(null),120.300217,30.41017
三塘桃园公交站,交通,公交站,(null),(null),120.169852,30.308806
世纪华联超市(回龙路分店),商业,大型超市,(null),(null),120.186569,30.344526
众安村公交站,交通,公交站,(null),(null),120.48974,30.199301
杭州市饮马井巷小学,教育,小学,普通,小学,120.177785,30.23943
芙蓉公园,景观,公园,普通景点,(null),120.193793,30.252358
万象汇,商业,购物中心,(null),(null),120.269063,30.181857
观坞村公交站,交通,公交站,(null),(null),120.058303,30.015273
南江公园,景观,公园,普通景点,(null),120.270316,30.149133
中国传媒大学附属临安小学,教育,小学,普通,小学,119.706351,30.211726
永庆坊公交站,交通,公交站,(null),(null),120.144614,30.328099
联华超市(江汉路店),商业,大型超市,(null),(null),120.203699,30.204903
世纪华联超市(宝龙店),商业,大型超市,(null),(null),120.38703,30.311866
明安医院,医疗,综合医院,普通,(null),120.170644,30.248128
世纪华联(沈半路店),商业,大型超市,(null),(null),120.158136,30.314909
五星村东公交站,交通,公交站,(null),(null),120.244635,30.345955
杨岭小学,教育,小学,普通,小学,119.617362,30.306457
水坎沿公交站,交通,公交站,(null),(null),120.116502,30.005773
劲松小学,教育,小学,普通,小学,120.274227,30.159178
杭师大附属五常中学,教育,中学,普通,初中,120.042448,30.272739
杭州富阳颐乐医院,医疗,综合医院,普通,(null),119.946513,30.047136
好乐购(心南峰店),商业,大型超市,(null),(null),119.492051,29.527887
亭趾公交站,交通,公交站,(null),(null),120.305312,30.465794
建业路地铁站,交通,地铁站,非换乘,6号线,120.178743,30.190474
三卫家园北苑公交站,交通,公交站,(null),(null),120.269822,30.330139
五星华辰超市(学校沙店),商业,大型超市,(null),(null),120.05676,30.060205
黎明公园,景观,公园,普通景点,(null),120.224614,30.307297
杭氧北村公园,景观,公园,普通景点,(null),120.170946,30.305409
弄口社区公交站,交通,公交站,(null),(null),120.207582,30.300087
万汇家私公交站,交通,公交站,(null),(null),119.980781,30.078646
千嘉商业城,商业,购物中心,(null),(null),119.737827,29.964496
杭州市转塘小学(象山校区),教育,小学,普通,小学,120.083208,30.154264
钦堂公园,景观,公园,普通景点,(null),119.570958,29.708665
乐时城,商业,购物中心,(null),(null),120.016126,30.286525
地铁五常站南公交站,交通,公交站,(null),(null),120.043678,30.294561
杭州市彩虹城小学,教育,小学,普通,小学,120.158186,30.188291
闲林中心小学闲林校区,教育,小学,普通,小学,119.98303,30.217864
上城区中医院,医疗,综合医院,普通,(null),120.162168,30.239375
逸盛路地铁站,交通,地铁站,非换乘,10号线,120.113524,30.378631
新天地街地铁站,交通,地铁站,换乘二线,3号线;4号线,120.179584,30.321168
澳兴公司公交站,交通,公交站,(null),(null),120.453234,30.160868
朝阳购物中心,商业,购物中心,(null),(null),120.264691,30.333395
赭东小区公交站,交通,公交站,(null),(null),120.421211,30.253689
横街公交站,交通,公交站,(null),(null),120.053146,30.232162
石埭公交站,交通,公交站,(null),(null),120.088511,30.008034
葛步桥公园,景观,公园,普通景点,(null),120.042002,30.419425
临浦镇初级中学,教育,中学,普通,初中,120.240145,30.043776
余杭区径山镇潘板中心小学,教育,小学,普通,小学,119.877927,30.373752
何村公交站,交通,公交站,(null),(null),120.087786,30.018655
淳安县城市文化公园,景观,公园,普通景点,(null),119.042342,29.60181
联华超市(水岸雅苑店),商业,大型超市,(null),(null),120.19092,30.296582
渔庄村公交站,交通,公交站,(null),(null),120.45388,30.157122
金中三联,商业,大型超市,(null),(null),119.703604,29.777025
物美超市(萧山通惠店),商业,大型超市,(null),(null),120.284791,30.143666
临安东站公交站,交通,公交站,(null),(null),119.732773,30.231298
杭州市行知小学(文二校区),教育,小学,普通,小学,120.130838,30.282298
奇坑水库公交站,交通,公交站,(null),(null),119.897526,30.437474
留下小学(杨梅山校区),教育,小学,普通,小学,120.054368,30.239419
太平完全小学,教育,小学,普通,小学,119.937476,29.994938
杭州市采荷第二小学,教育,小学,重点,(null),120.190827,30.249417
浙江大学医学院附属第一医院(庆春院区),医疗,综合医院,三甲,(null),120.177824,30.25592
浙江老年关怀医院,医疗,专科医院,普通,(null),120.141936,30.31601
西文公园,景观,公园,普通景点,(null),120.166959,30.319145
上金沙里公交站,交通,公交站,(null),(null),119.883958,30.137305
长沙浩千超市,商业,大型超市,(null),(null),120.500942,30.192773
浙江省严州中学(新安江校区),教育,中学,普通,高中,119.33697,29.517353
杭州市江城中学,教育,中学,普通,初中,120.171576,30.226767
大同村口公交站,交通,公交站,(null),(null),120.00822,29.944861
银湖中学,教育,中学,普通,初中,119.936879,30.10191
莫世桥公交站,交通,公交站,(null),(null),120.137626,30.371376
杭州华联(钱江七苑店),商业,大型超市,(null),(null),120.210262,30.261204
大葛村委公交站,交通,公交站,(null),(null),120.116372,30.011571
东港公交站,交通,公交站,(null),(null),120.119132,30.356584
采荷二小景和小学,教育,小学,重点,(null),120.218252,30.268849
益乐新村快速公交站,交通,公交站,(null),(null),120.111633,30.287313
文艺之家公交站,交通,公交站,(null),(null),120.237923,30.123976
文昌镇潭头完全小学,教育,小学,普通,小学,119.203762,29.778172
杭州培知学校,教育,小学,普通,小学,120.236185,30.3184
金谷大厦购物中心,商业,购物中心,(null),(null),120.251266,30.037898
北塘河公园,景观,公园,普通景点,(null),120.203065,30.198185
杭州牙科医院富阳分院,医疗,专科医院,普通,(null),119.943924,30.055312
杭州大世漾湿地公园,景观,公园,普通景点,(null),120.094582,30.477078
世纪购物,商业,大型超市,(null),(null),120.318293,30.161553
庙后村公交站,交通,公交站,(null),(null),120.306372,30.476862
孝文化公园,景观,公园,普通景点,(null),120.140944,30.280795
地铁五常站公交站,交通,公交站,(null),(null),120.043091,30.296307
中国广厦西湖时代广场,商业,购物中心,(null),(null),120.161309,30.257545
和达·悦自由体育公园,景观,公园,普通景点,(null),120.378356,30.300977
联华超市(杭州文晖店),商业,大型超市,(null),(null),120.164372,30.281827
30120幸福广场,商业,购物中心,(null),(null),120.163233,30.275895
杭州市钱塘实验小学,教育,小学,普通,小学,120.153359,30.189155
杭州骨病医院,医疗,专科医院,普通,(null),120.181032,30.259264
老虎洞公交站,交通,公交站,(null),(null),120.196106,30.123299
佳惠超市(东门东路店),商业,大型超市,(null),(null),119.74051,29.967318
新桐乡中心小学,教育,小学,普通,小学,119.825717,29.917246
同心文化公园,景观,公园,普通景点,(null),120.184753,30.331286
新围医院,医疗,综合医院,普通,(null),120.442493,30.318644
杭州顾连上塘康复医院,医疗,综合医院,普通,(null),120.180981,30.341301
关山文化公园,景观,公园,普通景点,(null),120.163899,30.240537
浙江省杭州第二中学(滨江校区),教育,中学,重点,高中,120.138434,30.177307
联华超市(远大花园店),商业,大型超市,(null),(null),120.154424,30.289872
浙江省杭州第十中学,教育,中学,普通,高中,120.175585,30.255385
富阳区妇幼保健院,医疗,专科医院,普通,(null),119.928558,30.04679
杭州江干区股骨头骨科专科医院,医疗,专科医院,普通,(null),120.197345,30.27746
良渚文化村东公交站,交通,公交站,(null),(null),120.03148,30.364262
丰收湖公园,景观,公园,普通景点,(null),120.280795,30.32991
上海华联超市(玉琮路),商业,大型超市,(null),(null),120.054108,30.374331
紫晶商城,商业,购物中心,(null),(null),120.191195,30.258058
黄湖镇中心小学,教育,小学,普通,小学,119.811832,30.441947
禹航实验学校,教育,小学,普通,(null),119.96181,30.239636
乌龟岭公交站,交通,公交站,(null),(null),120.083633,29.969575
杭州西湖风景名胜区-学士公园,景观,公园,普通景点,(null),120.155772,30.235885
东园小学(东园校区),教育,小学,普通,小学,120.184855,30.266395
眠牛坞公交站,交通,公交站,(null),(null),120.116241,30.020265
锦鳞公园,景观,公园,普通景点,(null),120.34926,30.307665
世纪华联超市(下南线店),商业,大型超市,(null),(null),120.15985,30.048412
五常中学公交站,交通,公交站,(null),(null),120.042426,30.273411
余杭中央公园,景观,公园,普通景点,(null),119.998303,30.276959
临安区人民医院医共体横畈分院,医疗,综合医院,普通,(null),119.756409,30.323379
天都公园,景观,公园,普通景点,(null),120.245601,30.391839
萧山区启慧学校,教育,小学,普通,小学,120.470966,30.267597
界首乡中心小学,教育,小学,普通,小学,118.790053,29.55222
桐庐爱尔眼科医院,医疗,专科医院,普通,(null),119.685236,29.784987
花园岗公交站,交通,公交站,(null),(null),120.108597,30.319489
邵逸夫医院玉皇山南院区,医疗,综合医院,普通,(null),120.150627,30.204452
拱宸桥东地铁站,交通,地铁站,非换乘,5号线,120.147679,30.317058
鑫润南山超市,商业,大型超市,(null),(null),119.045072,29.594224
世纪兴联超市(丁桥勤丰路店),商业,大型超市,(null),(null),120.234027,30.357604
江南初级中学,教育,中学,重点,初中,119.768786,29.867901
留石公园,景观,公园,普通景点,(null),120.100255,30.320765
金地商城,商业,购物中心,(null),(null),120.083999,30.338058
贴沙河公园,景观,公园,普通景点,(null),120.188478,30.257482
场口镇中心小学,教育,小学,普通,小学,119.873118,29.909833
新城妇儿医院,医疗,综合医院,普通,(null),120.334958,30.318361
杭州东方中学,教育,中学,普通,高中,120.088456,30.254313
临安宝龙广场,商业,购物中心,(null),(null),119.725493,30.250033
银泰城(中大店),商业,购物中心,(null),(null),120.175902,30.327343
世纪华联超市（钱江府店）,商业,大型超市,(null),(null),120.222386,30.281876
时代公园,景观,公园,普通景点,(null),120.269315,30.177385
万安桥地铁站,交通,地铁站,非换乘,5号线,120.180595,30.254052
杭州市星洲小学,教育,小学,重点,小学,120.093318,30.289407
石前新村公交站,交通,公交站,(null),(null),120.016727,30.406289
华联超市(同人精华店),商业,大型超市,(null),(null),120.098983,30.302537
东洲中心小学,教育,小学,普通,小学,120.02581,30.067324
海陆世茂中心,商业,购物中心,(null),(null),119.699927,29.787166
运溪路口公交站,交通,公交站,(null),(null),120.271146,30.486879
回澜初中北校区,教育,中学,普通,初中,120.282995,30.167797
凯旋体育文化公园,景观,公园,普通景点,(null),120.190397,30.270664
长力桥公交站,交通,公交站,(null),(null),120.481224,30.195794
久光广场,商业,购物中心,(null),(null),120.186101,30.223495
翠苑第一小学(翠苑校区),教育,小学,普通,小学,120.126909,30.28741
浙江中医药大学附属第二医院,医疗,综合医院,普通,(null),120.148445,30.284743
隐龙湾商业广场,商业,购物中心,(null),(null),120.174583,30.129792
翁梅地铁站,交通,地铁站,非换乘,9号线,120.295006,30.364832
临平公园,景观,公园,4A级景区,(null),120.283268,30.418075
葛村1公交站,交通,公交站,(null),(null),120.11671,30.00793
世纪华联超市(吟龙店),商业,大型超市,(null),(null),120.375219,30.168337
沿江新村公交站,交通,公交站,(null),(null),120.360734,30.203711
世纪华联超市(菩提寺路店),商业,大型超市,(null),(null),120.16487,30.256544
东岳地铁站,交通,地铁站,非换乘,(在建)3号线后通段,120.090875,30.26261
李英爱小学,教育,小学,普通,小学,118.607873,29.449772
杨家墩地铁站,交通,地铁站,非换乘,4号线,120.14886,30.16782
瑞丰老年医院,医疗,专科医院,普通,(null),119.913836,30.059594
胥口镇小学,教育,小学,普通,小学,119.671988,29.984471
中国传媒大学附属通惠小学,教育,小学,普通,(null),120.283351,30.133248
上文山社区公交站,交通,公交站,(null),(null),119.975456,30.242982
长虹公园,景观,公园,普通景点,(null),120.174895,30.174215
杭州市滨河小学,教育,小学,普通,(null),120.2268,30.199729
塘栖第二中学,教育,中学,普通,初中,120.190268,30.480809
浙江工业大学医院,医疗,综合医院,普通,(null),120.165301,30.293914
润的购物广场,商业,购物中心,(null),(null),119.819267,30.245449
汇金·星座标,商业,购物中心,(null),(null),120.246074,30.181518
杭州市富阳区银湖街道新义小学,教育,小学,普通,小学,119.880634,30.122889
锦城第三初级中学,教育,中学,普通,初中,119.706631,30.242659
杭州市下沙第二小学,教育,小学,普通,小学,120.333189,30.328042
杭州萧山钱红老年病医院,医疗,专科医院,普通,(null),120.439053,30.281369
星桥地铁站,交通,地铁站,非换乘,3号线,120.263582,30.389241
礼源中学小学部(礼泉校区),教育,小学,普通,小学,120.044542,29.998269
联华超市(滨江店),商业,大型超市,(null),(null),120.20315,30.234684
湾蒌底公交站,交通,公交站,(null),(null),120.527049,30.160629
长乐公园,景观,公园,普通景点,(null),119.855127,30.336405
淳安县中洲镇中心小学,教育,小学,普通,小学,118.490358,29.436342
南峰地铁站,交通,地铁站,非换乘,16号线,119.878316,30.249779
杭州市艮山路学校,教育,小学,普通,小学,120.196287,30.277869
启真教育超市(蓝田店),商业,大型超市,(null),(null),120.08301,30.309188
兴议地铁站,交通,地铁站,非换乘,7号线,120.238508,30.212197
好乐购超市(萧山瓜沥店),商业,大型超市,(null),(null),120.453563,30.17458
市民公园-米市文化公园,景观,公园,普通景点,(null),120.156746,30.273097
联华超市(运河商厦店),商业,大型超市,(null),(null),120.146957,30.294622
东塘中心小学东塘校区,教育,小学,普通,小学,120.115337,30.453131
汾口中学,教育,中学,普通,初中,118.529768,29.422228
相府路口公交站,交通,公交站,(null),(null),119.862305,30.252552
苏杭首站女装广场,商业,购物中心,(null),(null),120.193848,30.246796
南星桥地铁站,交通,地铁站,换乘二线,4号线;5号线,120.177384,30.217295
航头中心小学,教育,小学,普通,小学,119.186684,29.332987
七堡地铁站,交通,地铁站,非换乘,1号线,120.241065,30.300002
世纪华联超市(笕桥店),商业,大型超市,(null),(null),120.218931,30.321408
运河上街购物中心,商业,购物中心,(null),(null),120.144391,30.318974
莲花公园,景观,公园,普通景点,(null),119.312577,29.56859
世纪华联三村店,商业,大型超市,(null),(null),120.247831,30.318483
江南荟商业中心,商业,购物中心,(null),(null),120.215702,30.292749
尖山菜场公交站,交通,公交站,(null),(null),120.258641,29.977873
和平公园,景观,公园,普通景点,(null),120.287815,30.352669
大润发(石桥路店),商业,大型超市,(null),(null),120.190851,30.341984
闸弄口地铁站,交通,地铁站,非换乘,1号线,120.192496,30.284507
家友超市(新塘家园东区店),商业,大型超市,(null),(null),120.21296,30.274852
桐庐县莪山民族小学,教育,小学,普通,小学,119.57454,29.795785
玲珑小学,教育,小学,普通,小学,119.641857,30.189095
杭州意法鞋城宜颖服饰商行,商业,购物中心,(null),(null),120.276259,30.317774
世纪华联超市(江汉路加盟店),商业,大型超市,(null),(null),120.206722,30.206442
杭州华联(长赢路店),商业,大型超市,(null),(null),120.195764,30.32488
顺心华联超市,商业,大型超市,(null),(null),120.216583,30.365455
世纪华联超市(九堡二苑店),商业,大型超市,(null),(null),120.274968,30.313591
世纪华联超市(下洋洲店),商业,大型超市,(null),(null),119.717722,29.814192
泉漳小学,教育,小学,普通,小学,120.24113,30.482399
义蓬第三小学,教育,小学,普通,小学,120.515774,30.327909
世纪华联超市(城站店),商业,大型超市,(null),(null),120.182097,30.244443
塔堰公交站,交通,公交站,(null),(null),120.01428,29.994918
华联超市(建塘路店),商业,大型超市,(null),(null),120.215587,30.346139
临安区人民医院城西分院,医疗,综合医院,普通,(null),119.690128,30.226374
世纪联华(运河广场店),商业,大型超市,(null),(null),120.142205,30.318237
梅仙村委公交站,交通,公交站,(null),(null),120.393723,30.21501
世纪华联超市(紫藤苑店),商业,大型超市,(null),(null),120.06884,30.323452
滨江文化中心公交站,交通,公交站,(null),(null),120.210582,30.209115
大关小学,教育,小学,普通,小学,120.146875,30.286399
ITC归谷国际中心·钱江印,商业,购物中心,(null),(null),120.256195,30.235759
恩波城市广场,商业,购物中心,(null),(null),119.950934,30.063594
万家利超市,商业,大型超市,(null),(null),119.72439,30.226386
天仙社区北公交站,交通,公交站,(null),(null),120.186324,30.283242
王洲辅导小学,教育,小学,普通,小学,119.861192,29.908796
岛石镇仁里小学,教育,小学,普通,小学,118.897633,30.290597
新安江第二初级中学,教育,中学,普通,初中,119.28734,29.460835
太公街公交站,交通,公交站,(null),(null),120.202756,30.338312
锦虹商业广场,商业,购物中心,(null),(null),120.285887,30.195053
银杏园,景观,公园,普通景点,(null),120.144122,30.31104
浙江省教科院附属小学田园校区,教育,小学,普通,(null),120.20106,30.352884
世纪华联超市(中灵线店),商业,大型超市,(null),(null),120.012014,30.344271
兴花浜公交站,交通,公交站,(null),(null),120.130868,30.345447
