POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
白花社区健康服务中心,医疗,综合医院,普通,(null),113.990008,22.732471
小沙山,景观,公园,普通景点,(null),113.956717,22.519687
松坪第二小学,教育,小学,普通,(null),113.946287,22.559753
桃源居中澳实验学校,教育,中学,普通,(null),113.865526,22.609965
龙岗中心医院集团峦山谷社区健康服务中心,医疗,综合医院,普通,(null),114.264378,22.683735
宝安中心医院庄边社区健康服务中心,医疗,综合医院,普通,(null),113.886628,22.583952
低山社区公园,景观,公园,普通景点,(null),114.288478,22.742975
华润万家(水山缘店),商业,大型超市,(null),(null),114.140972,22.600114
深圳市前港湾小学,教育,小学,普通,(null),113.905439,22.538857
观澜第二小学,教育,小学,普通,(null),114.044413,22.706458
宝民花园,景观,公园,普通景点,(null),113.907546,22.556696
明珠中英文小学,教育,小学,普通,(null),114.124469,22.578861
田心公园,景观,公园,普通景点,(null),113.937976,22.683493
深圳市南山区华侨城小学,教育,小学,重点,(null),113.987012,22.537258
青兰街心公园,景观,公园,普通景点,(null),114.390265,22.719074
上村狮山公园,景观,公园,普通景点,(null),113.910701,22.794969
景龙小学,教育,小学,普通,(null),114.045607,22.55016
诚铭学校,教育,小学,普通,(null),113.94582,22.795958
秦华购物广场,商业,购物中心,(null),(null),114.259594,22.71017
荔园公园,景观,公园,普通景点,(null),114.223368,22.631678
横岗聚英小学,教育,小学,普通,(null),114.183424,22.633178
古塔社区公园,景观,公园,普通景点,(null),114.235599,22.544885
罗租岭公园,景观,公园,普通景点,(null),113.936559,22.675899
宝岗小学,教育,小学,普通,(null),114.065351,22.654695
福围下沙,景观,公园,普通景点,(null),113.823107,22.649489
青瑞童话花园,景观,公园,普通景点,(null),113.961614,22.776586
深理工地铁站,交通,地铁站,非换乘,(null),113.96945,22.807109
燕山学校,教育,小学,普通,(null),113.854874,22.797651
金銮国际商业广场A区,商业,购物中心,(null),(null),114.035439,22.663759
童乐社区公园,景观,公园,普通景点,(null),114.122082,22.555868
黄木岗地铁站,交通,地铁站,非换乘,(null),114.08728,22.555843
百鸽笼社区公园,景观,公园,普通景点,(null),114.130028,22.594915
深圳市龙华区第三实验学校(华悦校区),教育,小学,普通,(null),113.997821,22.666893
大仟里宝安农市井,商业,购物中心,(null),(null),113.872094,22.568247
育贤学校,教育,小学,普通,(null),114.292733,22.720276
莲花中学(北校区),教育,中学,普通,(null),114.06876,22.551019
南坑地铁站,交通,地铁站,非换乘,10号线/坂田线,114.060546,22.610894
红岭南地铁站,交通,地铁站,非换乘,(在建)11号线二期;9号线/梅林线,114.104749,22.539943
书香门第上河坊广场,景观,公园,普通景点,(null),114.047335,22.597744
景华汇购物中心,商业,购物中心,(null),(null),114.111158,22.612261
中兴公园,景观,公园,普通景点,(null),113.933868,22.577072
深圳平乐骨伤科医院(坪山院区),医疗,专科医院,普通,(null),114.363097,22.739092
水田社区公园,景观,公园,普通景点,(null),113.955122,22.682044
外国语学校(香蜜校区),教育,小学,普通,(null),114.022631,22.556413
深圳市盐田区实验学校,教育,中学,普通,(null),114.252572,22.593574
南湖街心公园,景观,公园,普通景点,(null),114.318043,22.671557
深圳市梅林小学,教育,小学,普通,(null),114.043664,22.565304
凤凰山小学,教育,小学,普通,(null),114.150308,22.692211
平湖佳纷广场,商业,购物中心,(null),(null),114.131606,22.691417
景鸿商业广场,商业,购物中心,(null),(null),113.900266,22.576001
深圳市水田小学,教育,小学,普通,(null),114.125135,22.566586
大梅沙海滨公园购物中心,商业,购物中心,(null),(null),114.306121,22.591154
美景公园,景观,公园,普通景点,(null),113.978615,22.552139
龙岗区坪地东兴外国语学校中学部,教育,中学,普通,(null),114.279945,22.76108
红棉社区公园,景观,公园,普通景点,(null),114.177096,22.640759
深圳国际旅行卫生保健中心,医疗,综合医院,普通,(null),114.079922,22.528044
鹏达初级中学,教育,中学,普通,(null),114.279306,22.685905
深圳市光明区宝田玉塘社区健康服务中心,医疗,综合医院,普通,(null),113.898157,22.729537
深圳市龙岗区平湖镇龙湖学校,教育,中学,普通,(null),114.1111,22.682854
深圳市宝安区利锦小学,教育,小学,普通,(null),113.83866,22.634083
沃尔玛(好又多深圳翠竹分店),商业,大型超市,(null),(null),114.129752,22.571213
石龙社康服务中心,医疗,综合医院,普通,(null),113.969114,22.706089
吉之堡时尚广场,商业,购物中心,(null),(null),114.303761,22.770085
华润万家(南湾店),商业,大型超市,(null),(null),114.155929,22.60662
罗湖医院集团仙湖社康中心,医疗,综合医院,普通,(null),114.169936,22.564243
碧波社区健康服务中心,医疗,综合医院,普通,(null),114.144018,22.560915
新生活广场,商业,购物中心,(null),(null),114.152136,22.68915
金田购物广场,商业,购物中心,(null),(null),114.373635,22.745303
三围公园,景观,公园,普通景点,(null),113.844234,22.614995
深圳东进中医院,医疗,综合医院,普通,(null),114.276251,22.726378
深圳宏济医院,医疗,综合医院,普通,(null),114.257032,22.715627
深圳市宝安区东王实验学校,教育,中学,普通,(null),114.062906,22.718017
光明区英才学校,教育,中学,普通,(null),113.877822,22.767186
坪山区兴华小学,教育,小学,普通,(null),114.299875,22.673362
五联社区消防主题公园,景观,公园,普通景点,(null),114.237241,22.749301
深圳湾运动公园,景观,公园,普通景点,(null),113.927836,22.484093
家乐福(南头),商业,大型超市,(null),(null),113.920306,22.52974
龙岗中心小学,教育,中学,普通,(null),114.278541,22.7268
深圳港龙妇产医院,医疗,专科医院,普通,(null),114.245662,22.709805
红岭中学(深康校区),教育,中学,普通,(null),113.996645,22.547068
深圳云杉云里医院,医疗,综合医院,普通,(null),114.068138,22.629601
翠园中学高中部,教育,中学,重点,(null),114.129397,22.55452
国汇隆购物广场,商业,购物中心,(null),(null),114.040025,22.645661
桂庙新村休闲小公园,景观,公园,普通景点,(null),113.932525,22.52575
民治法治文化公园,景观,公园,普通景点,(null),114.05148,22.601776
沙三地铁站,交通,地铁站,非换乘,(在建)12号线二期,113.808401,22.744275
长春北路地铁站,交通,地铁站,非换乘,(在建)地铁13号线二期北延,113.894324,22.784595
深圳市南山区医疗集团总部南水社区健康服务中心,医疗,综合医院,普通,(null),113.923548,22.488315
景田地铁站,交通,地铁站,换乘二线,2号线(8号线);9号线/梅林线,114.043343,22.553419
深圳市宝安福永人民医院御景水岸社区健康服务中心,医疗,综合医院,普通,(null),113.828312,22.684991
海上世界·汇港购物中心1期,商业,购物中心,(null),(null),113.916014,22.485644
兴东社区健康服务中心,医疗,综合医院,普通,(null),113.918532,22.581743
大运中心地铁站,交通,地铁站,非换乘,(在建)16号线/龙坪线,114.22012,22.695798
圳美CITY,商业,购物中心,(null),(null),113.945713,22.790278
爱国路社区公园,景观,公园,普通景点,(null),114.140308,22.562642
深圳市潜龙学校B区,教育,中学,普通,(null),114.041155,22.610568
溪涌小学,教育,小学,普通,(null),114.361693,22.610524
鸿大百货(新田店),商业,购物中心,(null),(null),113.829795,22.693689
深圳大学师范学院附属中学,教育,中学,普通,(null),113.897101,22.504287
MERCHISTON INTERNATIONAL SCHOOL,教育,中学,普通,(null),113.987786,22.703169
石角头有轨电车站,交通,公交站,(null),(null),114.056555,22.711856
Westinghouse(天虹购物中心新沙店),商业,购物中心,(null),(null),113.800373,22.730452
深圳市·金雄达广场,商业,购物中心,(null),(null),114.07442,22.69044
景华社区公园,景观,公园,普通景点,(null),114.047045,22.548809
新街口广场,商业,购物中心,(null),(null),113.923712,22.506134
天健小学,教育,小学,普通,(null),114.06496,22.547566
华润深圳湾国际商业中心,商业,购物中心,(null),(null),113.945407,22.514376
龙岭学校,教育,中学,普通,(null),114.112456,22.604993
梨园地铁站,交通,地铁站,非换乘,(在建)3号线东延线,114.281821,22.735127
信达商业中心,商业,购物中心,(null),(null),114.382264,22.748049
东湖公园-罗湖体育休闲公园,景观,公园,普通景点,(null),114.148391,22.55403
万悦城购物广场,商业,购物中心,(null),(null),114.012405,22.731785
建安小学,教育,小学,普通,(null),113.897169,22.57189
坂田商业广场(吉华路),商业,购物中心,(null),(null),114.062594,22.633187
深圳市慢性病防治中心水库新村社区健康服务中心,医疗,综合医院,普通,(null),114.139475,22.564642
烟墩山国际友好公园,景观,公园,普通景点,(null),114.273631,22.582122
盒马邻里(深圳市宝安区四海云亭店),商业,大型超市,(null),(null),113.820116,22.756552
龙岗区外国语学校(集团)云和学校,教育,中学,普通,(null),114.067647,22.647576
官田社区公园,景观,公园,普通景点,(null),113.94327,22.685635
福田区科技中学,教育,中学,普通,(null),114.040416,22.553441
坪山区人民医院沙坣社区健康服务中心,医疗,综合医院,普通,(null),114.365681,22.686019
嘉宏商业广场,商业,购物中心,(null),(null),113.885732,22.79061
佳百隆广场,商业,购物中心,(null),(null),114.141317,22.606616
阳台山东地铁站,交通,地铁站,非换乘,6号线/光明线,113.9916,22.667894
家乐福(新洲),商业,大型超市,(null),(null),114.043716,22.522094
行知中学,教育,中学,普通,(null),114.039498,22.733933
深圳市龙岗区妇女儿童服务中心,医疗,专科医院,普通,(null),114.234353,22.718536
新沙社区健康服务中心,医疗,综合医院,普通,(null),114.043365,22.528808
新秀地铁站,交通,地铁站,非换乘,2号线(8号线),114.149149,22.54773
深圳市鹏兴实验学校,教育,中学,普通,(null),114.167054,22.563262
JINGXIU PRIMARY SCHOOL,教育,小学,普通,(null),114.040008,22.555574
罗湖教科院附属学校,教育,中学,普通,(null),114.11515,22.57782
盒马邻里(深圳宝安天福华府店),商业,大型超市,(null),(null),113.83955,22.63444
观澜购物广场,商业,购物中心,(null),(null),114.062608,22.721202
海德广场,商业,购物中心,(null),(null),113.936007,22.517438
深圳市翠竹外国语实验学校,教育,中学,重点,(null),114.130347,22.556063
领展中心城,商业,购物中心,(null),(null),114.05978,22.535814
深圳市立人高级中学,教育,中学,普通,(null),114.372167,22.703576
海滨公园,景观,公园,普通景点,(null),113.845593,22.587506
兴万和购物广场(民乐立交),商业,购物中心,(null),(null),114.050744,22.600478
深圳市葵涌街道福田公园,景观,公园,普通景点,(null),114.424143,22.634402
下李朗公园,景观,公园,普通景点,(null),114.134498,22.638694
深圳市百合外国语学校,教育,中学,普通,(null),114.122135,22.595222
华润万家(布澜路店),商业,大型超市,(null),(null),114.136981,22.626436
龙华区人民医院白石龙社区健康服务中心,医疗,综合医院,普通,(null),114.043701,22.601134
马塘街心公园,景观,公园,普通景点,(null),114.322978,22.754034
深圳市盐田区外国语小学,教育,小学,普通,(null),114.242732,22.555196
湾厦地铁站,交通,地铁站,非换乘,2号线(8号线),113.938604,22.493353
恒康社康服务中心,医疗,综合医院,普通,(null),114.028608,22.674052
楼吓公园,景观,公园,普通景点,(null),114.247405,22.742934
华中师范大学龙岗附属中学(集团)同心实验学校,教育,中学,普通,(null),114.30563,22.722438
新屋村街心公园,景观,公园,普通景点,(null),113.966471,22.568249
卓业星光广场,商业,购物中心,(null),(null),113.889773,22.563486
新秀社区健康服务中心,医疗,综合医院,普通,(null),114.14488,22.547538
深圳市光明区实验学校,教育,小学,普通,(null),113.909241,22.75601
深圳百合医院,医疗,综合医院,普通,(null),114.139265,22.61671
南山外国语学校(集团)高级中学,教育,中学,普通,(null),113.942873,22.49895
福田地铁站,交通,地铁站,换乘三线,11号线/机场线;2号线(8号线);3号线/龙岗线,114.052879,22.540087
柏朗思观澜湖外国语学校,教育,中学,普通,(null),114.073758,22.724712
两岸文创梦想公园,景观,公园,普通景点,(null),113.820703,22.685521
金沙湾滨海公园,景观,公园,普通景点,(null),114.456433,22.569263
深圳市南山区茶光小学,教育,小学,普通,(null),113.954106,22.567069
梅景地铁站,交通,地铁站,非换乘,9号线/梅林线,114.037934,22.561028
深圳华侨医院辅城坳工业区社区健康服务中心,医疗,综合医院,普通,(null),114.107942,22.690993
华富小学,教育,小学,重点,(null),114.066967,22.537714
翠湖社区文体公园,景观,公园,普通景点,(null),114.146805,22.583187
深圳市文龙学校中学部,教育,中学,普通,(null),114.223,22.70102
荔湾地铁站,交通,地铁站,非换乘,5号线/环中线,113.893485,22.497821
共和公园,景观,公园,普通景点,(null),113.802137,22.756212
深圳市潜龙学校初中部,教育,中学,普通,(null),114.041538,22.610805
福永人民医院福围社区健康服务中心,医疗,综合医院,普通,(null),113.820934,22.653117
深圳市宝安中学,教育,中学,普通,(null),113.918148,22.569978
龙华新区中心医院,医疗,综合医院,普通,(null),114.016056,22.743727
公明街道禁毒主题公园,景观,公园,普通景点,(null),113.891135,22.783033
根竹园横坑公园,景观,公园,普通景点,(null),113.867699,22.76833
坪山新区人民医院,医疗,综合医院,普通,(null),114.351237,22.687424
莲花北地铁站,交通,地铁站,非换乘,4号线/龙华线,114.059402,22.560538
龙岭初级中学,教育,中学,普通,(null),114.113701,22.604931
流塘公园,景观,公园,普通景点,(null),113.891812,22.582953
志诚天地,商业,购物中心,(null),(null),113.804951,22.671021
深圳市龙岗区吉祥小学,教育,小学,普通,(null),114.124486,22.613862
福田外国语学校小学部(侨香小学),教育,小学,普通,(null),114.023115,22.556154
新亿佳购物广场(广深公路辅路),商业,购物中心,(null),(null),113.848207,22.627857
龙岗中心医院集团融湖社区健康服务中心,医疗,综合医院,普通,(null),114.11758,22.693561
新湖社区休闲公园,景观,公园,普通景点,(null),114.146718,22.550032
金光华广场,商业,购物中心,(null),(null),114.119757,22.539353
深圳市龙华区民治中学教育集团民新学校,教育,中学,普通,(null),114.034743,22.630857
雪竹径公园,景观,公园,普通景点,(null),114.083532,22.651749
安良地铁站,交通,地铁站,非换乘,(在建)16号线二期,114.219698,22.626882
深圳市新园学校,教育,中学,普通,(null),114.050803,22.711062
田背广场,商业,购物中心,(null),(null),114.038136,22.69428
百川智荟广场招商中心,商业,购物中心,(null),(null),114.238047,22.688009
深康地铁站,交通,地铁站,非换乘,2号线(8号线),113.998846,22.546456
滨河中学初中部,教育,中学,普通,(null),114.112485,22.53605
人民路街心公园,景观,公园,普通景点,(null),114.036489,22.708336
深圳恒生医院,医疗,综合医院,普通,(null),113.851793,22.576415
坪地公园,景观,公园,普通景点,(null),114.307252,22.776094
麻岭和弦公园,景观,公园,普通景点,(null),113.937255,22.542982
佳好宜多百货(平湖店),商业,购物中心,(null),(null),114.121618,22.667783
大雁山,景观,公园,普通景点,(null),113.91718,22.710641
红花山中学,教育,中学,普通,(null),113.8978,22.773973
万科时代广场9拾9街,商业,购物中心,(null),(null),114.251089,22.718504
康乐学校,教育,中学,普通,(null),114.189522,22.64983
教科院附属小学鱼乐花园,景观,公园,普通景点,(null),114.0865,22.699957
金色广场,商业,购物中心,(null),(null),114.045051,22.554001
平山小学,教育,小学,普通,(null),113.963505,22.587379
七星生活广场,商业,购物中心,(null),(null),114.20831,22.650528
新联小学,教育,小学,普通,小学,115.079799,22.852625
渔港中心公园,景观,公园,普通景点,(null),113.930555,22.481476
下梅林社区公园,景观,公园,普通景点,(null),114.038673,22.56389
梅山中学,教育,中学,普通,(null),114.031286,22.566765
深圳市第九人民医院爱联社区健康服务中心,医疗,综合医院,普通,(null),114.228666,22.697015
深圳中学坪山创新学校,教育,中学,普通,(null),114.381562,22.697744
汇港城购物中心,商业,购物中心,(null),(null),113.913138,22.717552
新生学校,教育,中学,普通,(null),114.278041,22.739515
盒马邻里(深圳福田裕亨花园店),商业,大型超市,(null),(null),114.070952,22.51699
宝安区中心医院上围园社区健康服务中心,医疗,综合医院,普通,(null),113.85258,22.603779
119消防主题公园,景观,公园,普通景点,(null),114.111965,22.539022
百佳华商场(龙华店),商业,购物中心,(null),(null),114.02057,22.655206
深圳市宝安区国学实验学校,教育,中学,普通,(null),113.914608,22.5599
智汇融城综合街市广场,商业,购物中心,(null),(null),113.92829,22.505071
岗厦北地铁站,交通,地铁站,非换乘,(null),114.069208,22.540783
固戍小学,教育,小学,普通,(null),113.846433,22.590032
低碳城地铁站,交通,地铁站,非换乘,(在建)3号线东延线,114.289694,22.771187
深圳市南山实验教育集团麒麟中学,教育,中学,重点,(null),113.92658,22.543912
龙华区人民医院景龙社区健康服务中心,医疗,综合医院,普通,(null),114.022164,22.656146
龙岗区坪地人民医院六联晨曦社区健康服务中心,医疗,综合医院,普通,(null),114.325265,22.783385
华侨城购物广场,商业,购物中心,(null),(null),113.982968,22.534864
初心公园,景观,公园,普通景点,(null),114.109793,22.562959
祥云·天都世纪商业中心,商业,购物中心,(null),(null),114.043799,22.521234
深圳市葵涌街道土洋公园,景观,公园,普通景点,(null),114.408083,22.613114
浪口社区公园,景观,公园,普通景点,(null),114.014529,22.677731
CONEMOTING MARKET·买手集合店,商业,购物中心,(null),(null),114.05958,22.563196
深圳中学龙岗学校小学部,教育,小学,普通,(null),114.236136,22.706349
兴融社区公园,景观,公园,普通景点,(null),114.05174,22.537441
消防主题公园(根竹园社区),景观,公园,普通景点,(null),113.86786,22.768441
绿景佐阾红树林购物中心,商业,购物中心,(null),(null),114.035778,22.520178
水贝地铁站,交通,地铁站,非换乘,3号线/龙岗线,114.124974,22.573988
福建中医药大学附属康复医院深圳分院,医疗,综合医院,普通,(null),113.864517,22.624695
华润万家(民兴街店),商业,大型超市,(null),(null),114.026852,22.624977
叶屋西社区公园,景观,公园,普通景点,(null),114.231142,22.553939
百易广场A栋,商业,购物中心,(null),(null),114.035885,22.618598
荷坳地铁站,交通,地铁站,非换乘,3号线/龙岗线,114.22431,22.673079
立桥城购物中心,商业,购物中心,(null),(null),113.90586,22.513395
深圳市宝安区航瑞中学,教育,中学,普通,(null),113.834804,22.636798
世纪华茂百货,商业,购物中心,(null),(null),114.068409,22.651803
凤凰社区健康服务中心,医疗,综合医院,普通,(null),114.135309,22.551754
石凹公园,景观,公园,普通景点,(null),113.992396,22.696957
坪山广场地铁站,交通,地铁站,非换乘,(null),114.348777,22.700511
裕兴百货(爱民路),商业,购物中心,(null),(null),113.837915,22.629892
回龙埔地铁站,交通,地铁站,非换乘,(在建)16号线/龙坪线,114.235915,22.729157
深圳市博纳学校,教育,中学,普通,(null),113.920469,22.559419
深圳美莱医疗美容医院,医疗,专科医院,普通,(null),114.090429,22.541285
华强花园社区公园,景观,公园,普通景点,(null),114.085031,22.538811
华胜实验学校,教育,中学,普通,(null),113.84344,22.612647
海达和成购物广场,商业,购物中心,(null),(null),114.061805,22.625831
海月地铁站,交通,地铁站,非换乘,2号线(8号线),113.937715,22.500409
回归亭纪念公园,景观,公园,普通景点,(null),113.962344,22.757527
铁路公园地铁站,交通,地铁站,非换乘,5号线/环中线,113.889969,22.502908
壹方城购物中心(龙华店),商业,购物中心,(null),(null),114.029515,22.644117
东滨隆文化广场,景观,公园,普通景点,(null),115.038618,22.781316
东升学校小学部,教育,小学,普通,(null),114.105325,22.603363
极创公园,景观,公园,普通景点,(null),114.069183,22.662301
深圳市福田保税区外国语小学,教育,小学,普通,(null),114.061403,22.514112
宝安中心医院西乡社区健康服务中心,医疗,综合医院,普通,(null),113.875992,22.572406
乐享新天地,商业,购物中心,(null),(null),113.968614,22.70516
深圳市仙桐实验小学,教育,小学,普通,(null),114.188592,22.557026
时尚广场(燕罗公路),商业,购物中心,(null),(null),113.863644,22.797242
万汇城购物中心,商业,购物中心,(null),(null),114.189132,22.636
坪地商业广场,商业,购物中心,(null),(null),114.306312,22.768067
景山实验学校,教育,中学,普通,(null),113.822119,22.693075
宜城风景社区健康服务中心,医疗,综合医院,普通,(null),114.306696,22.767209
南山实验教育集团,教育,小学,普通,(null),113.904921,22.513408
下沙地铁站,交通,地铁站,非换乘,(null),114.024334,22.5289
海航城商业广场,商业,购物中心,(null),(null),114.266438,22.723958
尚景地铁站,交通,地铁站,非换乘,(在建)16号线/龙坪线,114.243469,22.729322
天虹商场(龙华店),商业,购物中心,(null),(null),114.019583,22.662397
锦驰致富广场,商业,购物中心,(null),(null),113.931442,22.677109
智慧公园,景观,公园,普通景点,(null),114.298362,22.688975
康艺学校,教育,中学,普通,(null),114.215254,22.645045
悠然公园,景观,公园,普通景点,(null),113.916777,22.495014
六和地铁站,交通,地铁站,非换乘,(在建)16号线/龙坪线,114.337726,22.695914
新安中学,教育,中学,普通,(null),113.875043,22.552837
深圳市龙岗区爱华学校,教育,中学,普通,(null),114.234168,22.701954
大新地铁站,交通,地铁站,非换乘,1号线/罗宝线,113.915072,22.532232
白泥坑社区健康服务中心,医疗,综合医院,普通,(null),114.152598,22.649569
大仟里购物中心(宝安店),商业,购物中心,(null),(null),113.872656,22.570167
海上世界地铁站,交通,地铁站,非换乘,(在建)12号线/南宝线;2号线(8号线),113.915111,22.485101
天虹商场(福民店),商业,购物中心,(null),(null),114.053059,22.522461
惠家乐百货(燕川店),商业,购物中心,(null),(null),113.860518,22.796844
嘉盛荟商业中心,商业,购物中心,(null),(null),113.886957,22.479148
仲德社康服务中心,医疗,综合医院,普通,(null),114.016343,22.635675
东山社区大碓公园,景观,公园,普通景点,(null),114.543464,22.557103
行知小学,教育,小学,普通,(null),114.030751,22.634329
沙头角地铁站,交通,地铁站,非换乘,2号线(8号线),114.223162,22.554349
深圳市宝安区中心医院黄麻布社区健康服务中心,医疗,综合医院,普通,(null),113.864617,22.665162
福田区竹林社区健康服务中心,医疗,综合医院,普通,(null),114.012249,22.537198
华强地铁商场,商业,购物中心,(null),(null),114.086503,22.540124
盐田区人民医院东海社区健康服务中心,医疗,综合医院,普通,(null),114.259071,22.588574
沃尔玛(深圳燕南路分店),商业,大型超市,(null),(null),114.093549,22.545101
深圳市医疗保险定点医院,医疗,综合医院,普通,(null),114.125953,22.595536
花果山公园,景观,公园,普通景点,(null),113.84337,22.772637
硅谷商业广场,商业,购物中心,(null),(null),113.83734,22.626026
坪山河湿地,景观,公园,普通景点,(null),114.372074,22.696784
华南城P03栋,商业,购物中心,(null),(null),114.12511,22.675013
南山本草公园,景观,公园,普通景点,(null),113.923789,22.55352
民乐小学,教育,小学,普通,(null),114.052511,22.597996
莹展商业城,商业,购物中心,(null),(null),114.363897,22.757829
越港中心城,商业,购物中心,(null),(null),114.119714,22.544605
太古城花园购物中心(宝能·all city南区店),商业,购物中心,(null),(null),113.9399,22.49938
里屋商城,商业,购物中心,(null),(null),114.115318,22.665152
百港城·和平中心2号楼,商业,购物中心,(null),(null),113.790604,22.687994
福田区第二实验学校(北校区),教育,中学,普通,(null),114.061757,22.574778
永辉超联,商业,大型超市,(null),(null),114.017583,22.667936
万里红购物广场(田头店),商业,购物中心,(null),(null),114.39859,22.692646
高新中地铁站,交通,地铁站,非换乘,(在建)13号线/石岩线,113.945389,22.546913
东兴公学(华美校区),教育,中学,普通,(null),114.196469,22.592517
侨香实验学校,教育,中学,普通,(null),114.096784,22.568733
华南城L08栋,商业,购物中心,(null),(null),114.126888,22.679471
育英小学,教育,小学,普通,(null),114.063226,22.617551
库坑中心公园,景观,公园,普通景点,(null),114.034826,22.737903
深圳市南山区医疗集团总部雷岭社区健康服务中心,医疗,综合医院,普通,(null),113.927226,22.49155
康城广场,商业,购物中心,(null),(null),114.208792,22.710201
深圳市梧桐小学,教育,小学,普通,(null),114.192726,22.591873
八达商城(永新路店),商业,购物中心,(null),(null),114.117461,22.544701
比克绿道街心公园,景观,公园,普通景点,(null),114.435981,22.615914
南山医疗集团总部孖洲岛社区康复服务中心,医疗,综合医院,普通,(null),113.848038,22.496505
将军围广场,景观,公园,普通景点,(null),113.903735,22.755803
机场北地铁站,交通,地铁站,非换乘,11号线/机场线;20号线,113.798296,22.651433
长龙社区公园,景观,公园,普通景点,(null),114.114435,22.612954
松泉中学小学部,教育,小学,普通,(null),114.123695,22.577205
东北师范大学附属中学深圳学校,教育,中学,普通,(null),114.365091,22.683355
南坑村社区公园,景观,公园,普通景点,(null),114.060237,22.608291
上芬地铁站,交通,地铁站,非换乘,6号线/光明线,114.016637,22.640394
荔园外国语小学(狮岭校区),教育,小学,普通,(null),114.04154,22.548372
草埔西社区健康服务中心,医疗,综合医院,普通,(null),114.11342,22.586482
龙城商场(龙河路),商业,购物中心,(null),(null),114.254079,22.718839
龙岗中学,教育,中学,普通,(null),114.278681,22.736756
公明南地铁站,交通,地铁站,非换乘,(在建)地铁13号线二期北延,113.902316,22.767043
金奎国际商业广场,商业,购物中心,(null),(null),114.035549,22.663716
甲子塘社区公园,景观,公园,普通景点,(null),113.917817,22.731581
深圳市中西医结合医院大王山社区健康服务站,医疗,综合医院,普通,(null),113.804434,22.716306
樟树布公园,景观,公园,普通景点,(null),114.157078,22.606745
上南社区健康服务中心,医疗,综合医院,普通,(null),113.839712,22.719776
文景社区公园,景观,公园,普通景点,(null),114.131208,22.610319
为盛百货(中宝通商业大楼店),商业,购物中心,(null),(null),114.055779,22.630844
碧头社区公园,景观,公园,普通景点,(null),113.814811,22.779677
社区公园,景观,公园,普通景点,(null),114.498899,22.566426
鹏城社区西坑仔小公园,景观,公园,普通景点,(null),114.510469,22.595952
深圳市龙平高级中学,教育,中学,普通,(null),114.135034,22.706374
怡景街心公园,景观,公园,普通景点,(null),114.13644,22.55892
阳台山森林公园-大浪文化公园,景观,公园,普通景点,(null),113.987992,22.669311
鹏茜国家矿山公园,景观,公园,普通景点,(null),114.303141,22.67437
南山区平山社区平山公园,景观,公园,普通景点,(null),113.965717,22.584656
上合小学,教育,小学,普通,(null),113.898561,22.579866
国贸地铁站,交通,地铁站,非换乘,1号线/罗宝线,114.118826,22.539671
宝安第一外国语学校初中部,教育,中学,重点,(null),113.861635,22.562506
华润万家(清林径),商业,大型超市,(null),(null),114.230586,22.74894
深圳中学泥岗校区,教育,中学,重点,(null),114.093937,22.566081
红花岭低碳生态园,景观,公园,普通景点,(null),114.261697,22.747536
上山门社区怡乐公园,景观,公园,普通景点,(null),113.856388,22.774752
华南西苑广场,商业,购物中心,(null),(null),114.121421,22.677835
华润万家(深汕赤河店),商业,大型超市,(null),(null),115.054026,22.834948
宝安区人民医院平峦山社区健康服务站,医疗,综合医院,普通,(null),113.868756,22.603874
新安湖小学,教育,小学,普通,(null),113.906941,22.564168
深圳市龙华区民治街道新锦社区健康服务中心,医疗,综合医院,普通,(null),114.030235,22.637391
深圳市翠园文锦中学,教育,中学,普通,(null),114.129878,22.541365
同富裕社区公园,景观,公园,普通景点,(null),113.931522,22.693506
溪头社区健康服务中心,医疗,综合医院,普通,(null),113.835378,22.772558
下沙社区健康服务中心,医疗,综合医院,普通,(null),114.02823,22.526825
碧岭小学,教育,小学,普通,(null),114.287342,22.664289
博文学校,教育,中学,普通,(null),114.038671,22.682968
沙尾社区健康服务中心,医疗,综合医院,普通,(null),114.043731,22.518741
平安金融中心商场,商业,购物中心,(null),(null),114.055594,22.533056
坪西公园,景观,公园,普通景点,(null),114.28402,22.761297
深圳市鹏达高级中学,教育,中学,普通,(null),114.32881,22.735305
东英学校,教育,小学,普通,(null),114.141082,22.561968
翠湖民心社区健康服务中心,医疗,综合医院,普通,(null),114.140313,22.577455
宝能环球汇(西丽店),商业,购物中心,(null),(null),113.998195,22.590733
金新商业广场,商业,购物中心,(null),(null),114.196916,22.631718
东方商厦(蚝业路店),商业,购物中心,(null),(null),113.79334,22.679173
新沙汇·时代广场(沙井百佳华),商业,购物中心,(null),(null),113.824952,22.728477
康惠百货(文明路),商业,购物中心,(null),(null),113.832893,22.729654
文心公园,景观,公园,普通景点,(null),113.930375,22.521068
龙东职工休闲广场,景观,公园,普通景点,(null),114.287637,22.719981
深圳湾1号·湾汇,商业,购物中心,(null),(null),113.942747,22.506913
市民中心地铁站,交通,地铁站,换乘二线,2号线(8号线);4号线/龙华线,114.06097,22.541834
南油小学,教育,小学,重点,(null),113.927409,22.508186
深圳市第三高级中学(初中部),教育,中学,普通,(null),114.054601,22.51248
官龙学校,教育,中学,普通,(null),113.947097,22.583253
汇隆百货,商业,购物中心,(null),(null),114.020066,22.745695
乌石岩公园,景观,公园,普通景点,(null),113.932572,22.680284
REN,商业,购物中心,(null),(null),114.314928,22.713876
