POI名称,一级标签,二级标签,三级标签,四级标签,中心点经度,中心点纬度
天河区五山街社区卫生服务中心,医疗,综合医院,普通,(null),113.352727,23.152019
时代商业中心,商业,购物中心,(null),(null),113.255838,23.172944
广州空港实验中学(校本部),教育,中学,普通,(null),113.29428,23.318681
溪头学校,教育,小学,普通,(null),113.847833,23.181453
百合口袋公园,景观,公园,普通景点,(null),113.224743,23.401568
西郊商场,商业,购物中心,(null),(null),113.253967,23.146884
夏良高桥公园,景观,公园,普通景点,(null),113.304006,23.290316
水木澗(太阳新天地购物中心店),商业,购物中心,(null),(null),113.344114,23.123687
桔利城商业广场,商业,购物中心,(null),(null),113.433376,23.100887
钟村锦绣小学,教育,小学,普通,(null),113.307138,22.969458
百货商城,商业,购物中心,(null),(null),113.34708,23.166015
集贤购物广场,商业,大型超市,(null),(null),113.22862,23.340926
新庄小学,教育,小学,普通,(null),113.232636,23.47717
葵蓬小学,教育,小学,普通,(null),113.21657,23.090842
龙口广场,商业,购物中心,(null),(null),113.252746,23.214315
流溪河从都湿地公园,景观,公园,普通景点,(null),113.684398,23.682044
龙潭小学,教育,小学,普通,(null),113.332903,23.07995
沙涌地铁站,交通,地铁站,非换乘,(在建)11号线内环;(在建)11号线外环;广佛线,113.246755,23.083097
番禺康华男科医院,医疗,综合医院,普通,(null),113.378959,22.940315
天羽艺术城(黄村店),商业,购物中心,(null),(null),113.410475,23.117091
广州市黄埔区云埔街火村社区卫生服务站,医疗,综合医院,普通,(null),113.509026,23.14359
荔韵公园,景观,公园,普通景点,(null),113.820734,23.266804
慈济医院,医疗,综合医院,普通,(null),113.508097,23.57873
天健商业广场,商业,购物中心,(null),(null),113.355511,23.256621
天马河国际公园,景观,公园,普通景点,(null),113.187603,23.376818
时代广场(天河北路店),商业,购物中心,(null),(null),113.317238,23.140292
南沙区北斗小学,教育,小学,普通,(null),113.346417,22.875871
藏书院公园,景观,公园,普通景点,(null),113.054731,23.31863
沙亭小学,教育,小学,普通,(null),113.447093,23.06125
广州市八一实验学校(南校区),教育,中学,普通,(null),113.301562,23.117478
十八涌,景观,公园,普通景点,(null),113.627715,22.61399
海龙街增滘社区卫生服务站,医疗,综合医院,普通,(null),113.211007,23.0756
百佳永辉(广州融创茂店),商业,大型超市,(null),(null),113.23356,23.42592
万民福购物广场(棋杆店),商业,购物中心,(null),(null),113.505657,23.579578
西丽汇广场,商业,购物中心,(null),(null),113.355101,22.931954
华南师范大学附属南沙中学,教育,中学,普通,(null),113.536459,22.819841
广州空港实验小学(总校区),教育,小学,普通,(null),113.260315,23.293041
横沥地铁站,交通,地铁站,非换乘,18号线,113.511721,22.753453
广州市南沙区横沥第二小学,教育,小学,普通,(null),113.501933,22.743837
骏景中学,教育,中学,普通,(null),113.383208,23.123627
海傍地铁站,交通,地铁站,非换乘,(在建)3号线东延段;4号线,113.475352,22.939553
祈福小学,教育,小学,普通,(null),113.195454,23.372788
广州市番禺区鱼窝头镇医院,医疗,综合医院,普通,(null),113.459535,22.854421
广州市市政集团有限公司职工医院,医疗,综合医院,普通,(null),113.282487,23.136452
南横地铁站,交通,地铁站,非换乘,4号线,113.594381,22.747885
番山城,商业,购物中心,(null),(null),113.36561,22.942125
沐陂小学,教育,小学,普通,(null),113.397756,23.153669
金百城日用百货商贸城,商业,购物中心,(null),(null),113.460065,23.04646
天美城,商业,购物中心,(null),(null),113.229502,23.392643
广州市番禺区万豪儒林小学,教育,小学,普通,(null),113.400248,23.020653
广州市从化康宁医院,医疗,专科医院,普通,(null),113.632952,23.521811
广州星火医院,医疗,综合医院,普通,(null),113.321566,23.212269
广州市海珠区石溪中医医院,医疗,综合医院,普通,(null),113.279435,23.070282
石围塘地铁站,交通,地铁站,非换乘,(在建)11号线内环;(在建)11号线外环,113.225207,23.103586
江高镇中心小学,教育,小学,普通,(null),113.230834,23.27185
西丽·豪璟商业城,商业,购物中心,(null),(null),113.354326,22.93665
骏盈广场,商业,购物中心,(null),(null),113.234246,23.158119
西和.朗水云天郊野公园,景观,公园,普通景点,(null),113.589222,23.657312
学府汇生活广场,商业,大型超市,(null),(null),113.178977,23.42373
花城广场北地铁站,交通,地铁站,非换乘,(在建)13号线二期,113.322543,23.127515
茅岗快速公交站,交通,公交站,(null),(null),113.432426,23.105101
广州市颐和第二实验小学,教育,小学,普通,(null),113.262315,23.25328
石北中学,教育,中学,普通,(null),113.303146,23.01985
盒马,商业,大型超市,(null),(null),113.254676,23.153535
广州市白云区博海小学,教育,小学,普通,(null),113.234296,23.298952
新都学校,教育,小学,普通,(null),113.208988,23.390653
广州市荔湾区中医医院,医疗,综合医院,普通,(null),113.24235,23.118326
里横路地铁站,交通,地铁站,非换乘,(在建)12号线,113.207208,23.172907
广东省中医院(大德路总院),医疗,综合医院,三甲,(null),113.25655,23.118113
谢村小学,教育,小学,普通,(null),113.310357,22.980377
东川路小学(南校区),教育,小学,普通,(null),113.285348,23.121095
东润小学,教育,小学,普通,(null),113.409253,23.388081
广州市培英中学(白云新城校区),教育,中学,普通,(null),113.274561,23.196141
荔城街第二中学,教育,中学,重点,(null),113.840601,23.299481
创新公园,景观,公园,普通景点,(null),113.512294,23.16231
广州市美术中学,教育,中学,中专职高,(null),113.284834,23.130151
小塘广场,商业,购物中心,(null),(null),113.210753,23.27467
新亚洲品牌城,商业,购物中心,(null),(null),113.252914,23.108755
向阳小学,教育,小学,普通,(null),113.594215,23.557246
华南农业大学医院,医疗,综合医院,普通,(null),113.35581,23.156201
石滩镇中心小学,教育,小学,普通,(null),113.795865,23.172377
石碁中学,教育,中学,普通,(null),113.445782,22.947853
东平鼎华商业城,商业,购物中心,(null),(null),113.313323,23.249899
中山大学光华口腔医学院附属口腔医院,医疗,专科医院,三甲,(null),113.283533,23.130391
广州会展公园,景观,公园,普通景点,(null),113.353853,23.10312
增城英才学校,教育,中学,普通,(null),113.834076,23.300952
三泰公园,景观,公园,普通景点,(null),113.267437,23.165084
新西关广场,商业,购物中心,(null),(null),113.207219,23.110353
乐购超市(五山花园店),商业,大型超市,(null),(null),113.354348,23.150284
新晖学校,教育,中学,普通,(null),113.210289,23.36977
荔湾区东沙博雅实验学校,教育,中学,普通,(null),113.248992,23.063209
傍西公园,景观,公园,普通景点,(null),113.402365,22.947678
同发时代广场,商业,购物中心,(null),(null),113.417394,23.036952
同德地铁站,交通,地铁站,非换乘,8号线,113.234705,23.163525
广州塔东有轨电车站,交通,公交站,非换乘,海珠有轨1号线,113.327074,23.107457
中新广州知识城医院,医疗,综合医院,普通,(null),113.570394,23.277025
峰荟天地,商业,购物中心,(null),(null),113.522648,22.797565
培红小学,教育,小学,普通,(null),113.273973,23.067392
光辉村营地公园,景观,公园,普通景点,(null),113.850168,23.311376
百兴隆商场(沙涌店),商业,购物中心,(null),(null),113.426771,22.95475
城西公园,景观,公园,普通景点,(null),113.208315,23.160225
广州同和医院,医疗,综合医院,普通,(null),113.635084,23.119191
何香凝纪念学校,教育,小学,普通,(null),113.219872,23.053892
萍濠商场,商业,购物中心,(null),(null),113.264124,23.117616
兴隆商城,商业,购物中心,(null),(null),113.25067,23.111316
越秀区第三人民医院华乐分院,医疗,综合医院,普通,(null),113.287934,23.140398
ULC剑桥国际高中,教育,中学,普通,(null),113.611739,22.763381
真理公园,景观,公园,普通景点,(null),113.497663,23.1836
华润万家,商业,大型超市,(null),(null),113.532706,23.092071
巾帼公园,景观,公园,普通景点,(null),113.263285,23.215135
华润万家便利超市(水荫店),商业,大型超市,(null),(null),113.309223,23.135433
鸭湖小学,教育,小学,普通,(null),113.106994,23.349649
荔城街第三小学,教育,小学,普通,(null),113.837892,23.284923
凤凰荟商业中心,商业,购物中心,(null),(null),113.574377,23.126313
白云湖街唐阁社区卫生服务站,医疗,综合医院,普通,(null),113.242443,23.265776
万达广场(广州南岗店),商业,购物中心,(null),(null),113.550561,23.09893
同心学校,教育,中学,普通,(null),113.181462,23.374145
花都新街社区卫生服务中心,医疗,综合医院,普通,(null),113.199238,23.363309
东方商场(流花路),商业,购物中心,(null),(null),113.25919,23.139935
超洁亮商城,商业,购物中心,(null),(null),113.287379,23.340717
芳华学校,教育,中学,普通,(null),113.232208,23.05894
天河区成龙中学,教育,中学,普通,(null),113.316646,23.169874
明德广地实验学校,教育,中学,普通,(null),113.341866,23.020033
山顶公园,景观,公园,普通景点,(null),113.472949,23.105851
七星体育公园,景观,公园,普通景点,(null),113.602376,23.536443
百多商场,商业,大型超市,(null),(null),113.211834,23.10054
清布批发商场,商业,购物中心,(null),(null),113.261142,23.37951
广州黄陂医院,医疗,综合医院,普通,(null),113.429934,23.194121
街口街中心小学,教育,小学,普通,(null),113.588236,23.553257
金港湾购物广场,商业,购物中心,(null),(null),113.406533,22.93726
荔城街社区卫生服务中心,医疗,综合医院,普通,(null),113.834057,23.288089
广东树木公园,景观,公园,普通景点,(null),113.372836,23.193157
祈福名家二街欧式广场(祈福缤纷世界店),商业,购物中心,(null),(null),113.332491,22.970168
冠华学校,教育,小学,普通,(null),113.154173,23.462755
西头李启芝纪念小学,教育,小学,普通,(null),113.128382,23.458024
广州市景中实验中学,教育,中学,普通,(null),113.329292,23.092842
广州飞越丛林探险乐园,景观,公园,普通景点,(null),113.425128,23.226009
丰兴商城,商业,购物中心,(null),(null),113.263256,23.193654
麦德龙(广州番禺商场),商业,大型超市,(null),(null),113.345451,22.919206
四角围街心公园,景观,公园,普通景点,(null),113.130753,23.372443
华润商场,商业,购物中心,(null),(null),113.552404,23.193632
大塘公园,景观,公园,普通景点,(null),113.505666,22.827592
广州益寿医院,医疗,综合医院,普通,(null),113.249117,23.171192
元烽耀广场,商业,购物中心,(null),(null),113.23871,23.400196
钟二公园,景观,公园,普通景点,(null),113.321389,22.975686
燕塘地铁站,交通,地铁站,换乘二线,3号线北延段;6号线,113.327058,23.160257
麒麟小学,教育,小学,普通,(null),113.495639,22.81312
京溪生态公园,景观,公园,普通景点,(null),113.343858,23.197086
广附华联外语实验学校,教育,中学,普通,(null),113.31763,23.20426
荔湾区新晖学校,教育,中学,普通,(null),113.241715,23.080616
鱼珠小学(东校区),教育,小学,普通,(null),113.430513,23.099952
江村中学,教育,中学,普通,(null),113.237887,23.276099
鸦岗小学,教育,小学,普通,(null),113.195126,23.23321
广州市天河同仁实验学校,教育,中学,普通,(null),113.385758,23.126906
永秀公园,景观,公园,普通景点,(null),113.295613,22.916201
广州市海华高级中学,教育,中学,普通,(null),113.353583,23.073282
海珠区党建公园,景观,公园,普通景点,(null),113.333722,23.103744
雅轼轩商场,商业,大型超市,(null),(null),113.280646,23.189482
广州市南沙灵山中学,教育,中学,普通,(null),113.417474,22.811929
白云湖街禁毒主题公园,景观,公园,普通景点,(null),113.240157,23.208207
亚运城广场,商业,购物中心,(null),(null),113.476557,22.941816
明珠公园,景观,公园,普通景点,(null),113.533006,23.592986
广州市天河中学(花城校区),教育,中学,普通,(null),113.332441,23.119441
眼科医院,医疗,专科医院,普通,(null),113.292424,23.132786
韩汇里,商业,购物中心,(null),(null),113.2567,23.173148
玉泉学校,教育,小学,普通,(null),113.528251,23.159096
潮联广场,商业,购物中心,(null),(null),113.370778,22.950837
市头村公园,景观,公园,普通景点,(null),113.397788,23.017782
九龙第三小学,教育,小学,普通,(null),113.575389,23.282523
昌乐小学(旭日校区),教育,小学,普通,(null),113.35902,23.118332
新蕾学校(新校区),教育,小学,普通,(null),113.643241,23.162602
广州市西关外国语学校初中部彩虹桥校区,教育,中学,普通,(null),113.23988,23.130181
优托邦东翼商场,商业,购物中心,(null),(null),113.331408,23.118031
北京师范大学广州实验学校,教育,中学,重点,(null),113.494773,23.204084
金洲地铁站,交通,地铁站,非换乘,4号线,113.538886,22.792178
共青团公园,景观,公园,普通景点,(null),113.505639,22.821009
坦尾地铁站,交通,地铁站,换乘二线,5号线;6号线,113.218387,23.125234
华南理工大学医院,医疗,综合医院,普通,(null),113.351233,23.154044
新垦学校,教育,中学,普通,(null),113.60258,22.640004
新塘镇长巷村家庭卫生服务中心,医疗,综合医院,普通,(null),113.665009,23.171155
福和第一小学,教育,小学,普通,(null),113.638531,23.376106
同仁艺体实验中学(伍仙桥校区),教育,中学,普通,(null),113.312853,23.164979
广州中医药大学附属广东第二中医院,医疗,综合医院,普通,(null),113.511753,23.176098
广州市南沙区阳光学校(大岗校区),教育,小学,普通,(null),113.419559,22.796143
仁发广场,商业,购物中心,(null),(null),113.348405,22.990161
盒马鲜生(广州增城捷莱茵花园店),商业,大型超市,(null),(null),113.840488,23.282006
越秀区中西医结合医院(朝天院区),医疗,综合医院,普通,(null),113.260604,23.124603
华润万家(客村店),商业,大型超市,(null),(null),113.312494,23.095971
广州市针灸医院,医疗,综合医院,普通,(null),113.243682,23.108963
南湖小学(广辉校区),教育,小学,普通,(null),113.333705,23.207688
南洲街沥滘公园,景观,公园,普通景点,(null),113.317133,23.060594
新光·百德广场,商业,购物中心,(null),(null),113.491924,23.448141
吕田镇卫生院,医疗,综合医院,普通,(null),113.949362,23.809312
钟落潭公园,景观,公园,普通景点,(null),113.407943,23.384137
黄埔区妇幼保健院,医疗,专科医院,普通,(null),113.444435,23.099886
番禺区石壁街社区卫生服务中心,医疗,综合医院,普通,(null),113.271544,23.000161
新造镇公园,景观,公园,普通景点,(null),113.421918,23.035849
番安商贸城,商业,购物中心,(null),(null),113.378825,22.946717
廉洁文化主题公园,景观,公园,普通景点,(null),113.563534,22.795877
童伴荟北广场,商业,购物中心,(null),(null),113.611594,23.132282
海伦堡学校,教育,中学,普通,(null),113.556616,23.101767
广州市第一一三中学(金融城东校区),教育,中学,普通,(null),113.364949,23.121475
兴和购物中心,商业,购物中心,(null),(null),113.352687,23.295031
广州仁泰医院,医疗,综合医院,普通,(null),113.321216,23.256106
快递超市服务中心,商业,大型超市,(null),(null),113.234261,23.075241
市桥街东城社区卫生服务站,医疗,综合医院,普通,(null),113.37508,22.931321
岑村东街公园,景观,公园,普通景点,(null),113.381223,23.163298
社岗商业广场,商业,购物中心,(null),(null),113.241282,23.280037
广州誉德莱国际学校,教育,中学,普通,(null),113.341607,23.202268
康王.柏德来商业城,商业,购物中心,(null),(null),113.248212,23.13137
天星学校,教育,中学,普通,(null),113.430357,22.955967
永宁街廉洁文化主题公园,景观,公园,普通景点,(null),113.576681,23.133837
京溪小学(京溪校区),教育,小学,普通,(null),113.326118,23.182131
东方国际商业广场,商业,购物中心,(null),(null),113.377219,23.120695
华通广场,商业,购物中心,(null),(null),113.296089,23.333805
文园山公园,景观,公园,普通景点,(null),113.472474,23.100391
海珠区第二实验小学,教育,小学,普通,(null),113.333249,23.099544
广州市华颖外国语学校,教育,中学,普通,(null),113.356246,23.121626
赤草村卫生站,医疗,综合医院,普通,(null),113.569078,23.509829
荔枝山公园,景观,公园,普通景点,(null),113.59076,23.11909
花侨医院,医疗,综合医院,普通,(null),113.374755,23.419713
光明广场,商业,购物中心,(null),(null),113.26736,23.12224
7天广场,商业,购物中心,(null),(null),113.311638,22.976257
海傍学校,教育,中学,普通,(null),113.467388,22.930149
广州市南沙中心医院住院部,医疗,综合医院,三甲,(null),113.534734,22.786649
广州市第二十六中学,教育,中学,普通,(null),113.270861,23.107876
邓澄心纪念公园,景观,公园,普通景点,(null),113.552109,23.496429
越秀区培智学校,教育,小学,普通,(null),113.257352,23.116838
美业百货商场,商业,大型超市,(null),(null),113.423614,22.891522
增城区第二中学,教育,中学,普通,(null),113.865239,23.272574
星海文化公园,景观,公园,普通景点,(null),113.342883,22.83706
毅兴商业城,商业,购物中心,(null),(null),113.327367,23.189788
天河南地铁站,交通,地铁站,非换乘,APM线,113.324479,23.131576
白云区棠景街第一社区卫生服务中心,医疗,综合医院,普通,(null),113.249613,23.180599
南村侨联中学,教育,中学,普通,(null),113.362157,23.014656
岭南广场地铁站,交通,地铁站,非换乘,(在建)12号线,113.324389,23.1024
颜乐天纪念中学,教育,中学,普通,(null),113.281324,23.24942
中环广场-北塔,商业,购物中心,(null),(null),113.281686,23.137723
顺泰百货商场,商业,购物中心,(null),(null),113.44776,22.869298
中新中学,教育,中学,普通,(null),113.616589,23.28853
东海堂公园,景观,公园,普通景点,(null),113.373327,23.307503
河沙小学,教育,小学,普通,(null),113.221695,23.138125
东辉小学,教育,小学,普通,(null),113.259697,23.298954
派潭第一小学,教育,小学,普通,(null),113.792022,23.490179
万泓广场,商业,购物中心,(null),(null),113.350482,23.013016
江南苑(江南中)社区卫生服务中心,医疗,综合医院,普通,(null),113.263288,23.092146
加拿达外国语学校(剑桥郡校区),教育,中学,普通,(null),113.386718,23.018177
广州·万科里,商业,购物中心,(null),(null),113.279975,23.082519
广州番禺莲花度假山庄,景观,公园,普通景点,(null),113.494518,22.985117
南沙区南沙街社区卫生服务中心,医疗,综合医院,普通,(null),113.548881,22.799933
沐陂公园,景观,公园,普通景点,(null),113.40048,23.153049
天河同仁实验中学,教育,中学,普通,(null),113.390074,23.127081
广州市穗华学校,教育,中学,普通,(null),113.377237,23.078313
金地公园,景观,公园,普通景点,(null),113.601973,23.212888
广州市第六十五中学,教育,中学,普通,(null),113.222756,23.263276
华南师范大学附属荔湾小学,教育,小学,普通,(null),113.248651,23.065818
滨河公园,景观,公园,普通景点,(null),113.242551,23.160368
华润万家(天河公园店),商业,大型超市,(null),(null),113.359953,23.133889
庆丰地铁站,交通,地铁站,非换乘,(在建)13号线二期,113.215594,23.205206
花侨小学,教育,小学,普通,(null),113.378647,23.417666
大塘地铁站,交通,地铁站,非换乘,(在建)11号线内环;(在建)11号线外环;3号线,113.321677,23.077974
棠澍小学,教育,小学,普通,(null),113.200913,23.399695
花果山公园地铁站,交通,地铁站,非换乘,9号线,113.218389,23.387119
永辉超市(天河娱乐广场店),商业,大型超市,(null),(null),113.339716,23.135273
狮子山公园,景观,公园,普通景点,(null),113.178686,23.435743
万菱汇,商业,购物中心,(null),(null),113.330285,23.132752
百德广场,商业,购物中心,(null),(null),113.234597,23.156534
洛溪新城小学,教育,小学,普通,(null),113.299412,23.041415
秀全中学(新校区),教育,中学,普通,(null),113.210241,23.443222
佰乐购物广场,商业,购物中心,(null),(null),113.206097,23.404133
小博士,教育,小学,普通,(null),113.527535,23.05705
丰润商业广场,商业,购物中心,(null),(null),113.266365,23.167031
鹤边镇泰小学,教育,小学,普通,(null),113.264899,23.219333
南沙金业小学,教育,小学,普通,(null),113.592341,22.764956
濠迳小学,教育,小学,普通,(null),113.618572,23.392015
珠江公园,景观,公园,普通景点,(null),113.340305,23.120352
白云长江小学,教育,小学,普通,(null),113.203195,23.273536
惠佳乐商场,商业,大型超市,(null),(null),113.326291,23.192154
桂花岗小学,教育,小学,普通,(null),113.267324,23.151546
华润万家(广州天河店),商业,大型超市,(null),(null),113.42036,23.115707
金影小学,教育,小学,普通,(null),113.320235,23.092644
卓粤广场,商业,购物中心,(null),(null),113.624868,23.11378
东银大厦,商业,购物中心,(null),(null),113.282952,23.09945
团丰小学,教育,小学,普通,(null),113.681495,23.792111
花地河绿道小公园,景观,公园,普通景点,(null),113.219983,23.08229
蝴蝶洲公园,景观,公园,普通景点,(null),113.565049,22.797066
石井街潭村社区卫生服务站,医疗,综合医院,普通,(null),113.232962,23.187141
广州白云YH城,商业,购物中心,(null),(null),113.269347,23.214192
广州市第八十九中学,教育,中学,普通,(null),113.364102,23.192316
保利小学-和悦小学,教育,小学,普通,(null),113.162919,23.372691
仙村镇第二小学,教育,小学,普通,(null),113.723792,23.162528
贤江有轨电车站,交通,公交站,非换乘,黄埔有轨电车1号线,113.540079,23.203445
三百洞小学,教育,小学,普通,(null),113.557764,23.476659
风神康体公园,景观,公园,普通景点,(null),113.151046,23.367907
琶洲地铁站,交通,地铁站,非换乘,(在建)11号线内环;(在建)11号线外环;8号线,113.3667,23.098516
高炳添纪念医院,医疗,综合医院,普通,(null),113.41841,22.990812
乐天棠德广场,商业,购物中心,(null),(null),113.381873,23.132002
黄石街高尔夫花园社区卫生服务站,医疗,综合医院,普通,(null),113.268161,23.197328
先锋小学,教育,小学,普通,(null),113.362658,22.936862
广园小学,教育,小学,普通,(null),113.26793,23.162553
联星小学,教育,小学,普通,(null),113.598738,23.544218
市桥中心小学,教育,小学,普通,(null),113.359213,22.943824
广州法国国际学校,教育,中学,普通,(null),113.213392,23.157497
团结小学,教育,小学,普通,(null),113.230234,23.419156
番禺区桥南街陇枕社区卫生服务站,医疗,综合医院,普通,(null),113.369395,22.922128
亚运城广场-主题(亚运城广场店),商业,购物中心,(null),(null),113.476877,22.941766
光之彩商城(公益路店),商业,购物中心,(null),(null),113.217626,23.399499
广州市第四中学(高中部),教育,中学,重点,(null),113.248649,23.128803
海珠合生新天地,商业,购物中心,(null),(null),113.301479,23.08139
狮子岭公园,景观,公园,普通景点,(null),113.451332,23.162385
萝岗香雪公园,景观,公园,普通景点,(null),113.527068,23.182785
盒马邻里(广州增城新康花园店),商业,大型超市,(null),(null),113.590417,23.114231
石楼镇胜洲小学,教育,小学,普通,(null),113.493564,23.015466
大石地铁站,交通,地铁站,非换乘,3号线,113.321744,23.017761
凤凰山公园(九佛镇建设路),景观,公园,普通景点,(null),113.525648,23.354255
怡翠园,景观,公园,普通景点,(null),113.381809,23.134001
广州市第二中学南沙天元学校,教育,中学,普通,(null),113.597494,22.772376
广州市中医医院勤正院区,医疗,综合医院,普通,(null),113.331674,23.16742
罗家桥虹小学,教育,小学,普通,(null),113.387596,22.945699
从化区城郊街社区卫生服务中心,医疗,综合医院,普通,(null),113.579512,23.568684
后乐园街小学,教育,小学,普通,(null),113.251493,23.100291
广州市第四中学(逸园校区),教育,中学,普通,(null),113.206299,23.109685
京兆小学,教育,小学,普通,(null),113.336704,22.906527
长堤真光中学,教育,中学,普通,(null),113.25726,23.11029
棠下小学,教育,小学,普通,(null),113.375345,23.129985
桥南街垃圾分类主题公园,景观,公园,普通景点,(null),113.368266,22.921604
南沙区实验小学,教育,小学,普通,(null),113.553252,22.766206
友谊OUTLETS购物中心,商业,购物中心,(null),(null),113.317895,23.140212
中山大学附属肿瘤医院(黄埔院区),医疗,专科医院,普通,(null),113.544089,23.333298
夏茅家风文化公园,景观,公园,普通景点,(null),113.256229,23.224111
黄埔利民艺体实验学校,教育,小学,普通,(null),113.535138,23.095069
白云滨江公园,景观,公园,普通景点,(null),113.215124,23.159156
广东药学院附属医院,医疗,综合医院,普通,(null),113.244787,23.074636
黄阁城市公园,景观,公园,普通景点,(null),113.496416,22.830063
核工业华南地质局二九三大队职工医院,医疗,综合医院,普通,(null),113.217681,23.380116
奥园广场(福德路店),商业,购物中心,(null),(null),113.358446,22.924305
艺术公园,景观,公园,普通景点,(null),113.332719,23.11631
麦德龙(广州天河商场),商业,大型超市,(null),(null),113.379571,23.12029
狮岭公园,景观,公园,普通景点,(null),113.158395,23.457934
人和镇第七小学,教育,小学,普通,(null),113.268364,23.329802
斯高广场,商业,购物中心,(null),(null),113.342279,23.009196
金锣湾商业购物中心,商业,购物中心,(null),(null),113.208155,23.379276
永旺超市,商业,购物中心,(null),(null),113.226502,23.405696
天府路小学,教育,小学,普通,(null),113.361521,23.132592
麦德龙(广州花都商场),商业,大型超市,(null),(null),113.238474,23.386212
前进路小学,教育,小学,普通,(null),113.277098,23.104068
广州丰康肿瘤医院(石化路),医疗,专科医院,普通,(null),113.470297,23.108478
中福商业中心,商业,购物中心,(null),(null),113.255646,23.173495
雄伟村文化公园,景观,公园,普通景点,(null),113.359454,23.384135
天河区长兴街社区卫生服务中心,医疗,综合医院,普通,(null),113.35776,23.168972
化龙镇眉山社区卫生服务站,医疗,综合医院,普通,(null),113.428873,22.999461
黄阁镇黄阁社区法治公园,景观,公园,普通景点,(null),113.525993,22.813588
凤凰中学,教育,中学,普通,(null),113.393438,23.199613
榄核镇平稳公园,景观,公园,普通景点,(null),113.40578,22.820879
广州斯维登城宿plus,商业,购物中心,(null),(null),113.345716,23.010156
兆芝彩商场,商业,购物中心,(null),(null),113.252409,23.111129
新城小学,教育,小学,普通,(null),113.58553,23.542088
中黄中大附属外国语实验学校,教育,中学,普通,(null),113.456943,23.096542
广州亿仁医院,医疗,综合医院,普通,(null),113.468806,23.108096
盒马邻里(广州黄埔万科里享家店),商业,大型超市,(null),(null),113.566997,23.196951
广州市天河区人民医院,医疗,综合医院,普通,(null),113.401672,23.116881
华联时尚裁改(中山五路店),商业,购物中心,(null),(null),113.262554,23.124986
广州国际生物岛山地公园,景观,公园,普通景点,(null),113.375645,23.065952
水濂小学,教育,小学,普通,(null),113.397361,22.96751
横沙地铁站,交通,地铁站,非换乘,6号线,113.206791,23.158187
广州市天河区大华小学,教育,小学,普通,(null),113.385927,23.207989
鹤南地铁站,交通,地铁站,非换乘,(在建)14号线二期,113.272333,23.222676
中山大学附属第一医院,医疗,综合医院,三甲,(null),113.291159,23.126327
竹料第一小学,教育,小学,普通,(null),113.355662,23.36823
黄加乐夫人医院,医疗,综合医院,普通,(null),113.864016,23.185299
广州市第六十七中学,教育,中学,普通,(null),113.249618,23.178807
白云启德医院,医疗,综合医院,普通,(null),113.318692,23.243984
龙归双和购物广场,商业,大型超市,(null),(null),113.307782,23.262722
荃鸿人人佳(谢家庄店),商业,购物中心,(null),(null),113.355772,23.294691
中仁商业广场,商业,购物中心,(null),(null),113.25325,23.206935
九王庙社区综合服务中心休闲公园,景观,公园,普通景点,(null),113.592724,22.772274
光塔综合商场,商业,购物中心,(null),(null),113.259572,23.122677
米龙小学,教育,小学,普通,(null),113.359762,23.290076
天美商业城,商业,购物中心,(null),(null),113.229656,23.391833
李溪小学,教育,小学,普通,(null),113.340346,23.400937
城南邻里中心,商业,购物中心,(null),(null),113.543241,23.329879
荔园山庄,景观,公园,普通景点,(null),113.448988,23.259084
江南西·名店城,商业,购物中心,(null),(null),113.273124,23.096138
凰岗地铁站,交通,地铁站,非换乘,(在建)13号线二期,113.216681,23.193744
五丰小学,教育,小学,普通,(null),113.389281,23.600419
凤浦公园,景观,公园,普通景点,(null),113.396686,23.092916
南武小学,教育,小学,普通,(null),113.300956,23.067642
家乐福华南区采购中心(中国石油广州大厦店),商业,大型超市,(null),(null),113.366125,23.122666
广州市第十六中学,教育,中学,重点,(null),113.289771,23.124096
百越商场农产品采购配送中心,商业,大型超市,(null),(null),113.463378,22.915526
马克村绿化公园,景观,公园,普通景点,(null),113.433375,22.8415
奥园国际中心·购物中心,商业,购物中心,(null),(null),113.34617,23.007427
五凤地铁站,交通,地铁站,非换乘,(在建)10号线;(在建)11号线内环;(在建)11号线外环,113.295746,23.082634
科技园中英文学校,教育,小学,普通,(null),113.369797,23.125223
柏塘一社公园,景观,公园,普通景点,(null),113.306614,23.299078
申泽商贸城,商业,购物中心,(null),(null),113.225019,23.196619
南方医科大学南方医院(院本部),医疗,综合医院,三甲,(null),113.330725,23.188446
珠江道,商业,购物中心,(null),(null),113.334379,23.119879
广东药学院附属第二医院,医疗,综合医院,普通,(null),113.30567,23.095441
佳信商场(金星花园东),商业,大型超市,(null),(null),113.338361,23.089191
沿江公园,景观,公园,普通景点,(null),113.828931,23.276483
广州市白云区云雅实验学校,教育,中学,普通,(null),113.239894,23.200853
花都区新华第六小学,教育,小学,普通,(null),113.201266,23.388479
嘉安小学,教育,小学,普通,(null),113.539326,22.702428
基立道小学(西校区),教育,小学,普通,(null),113.272033,23.107904
星荟购物广场,商业,购物中心,(null),(null),113.444788,23.097228
人人乐购物广场(大朗中路),商业,购物中心,(null),(null),113.24537,23.238376
家乐福(员村店),商业,大型超市,(null),(null),113.358306,23.122634
广州市南海中学(高中部),教育,中学,普通,(null),113.238382,23.134
礼村小学,教育,小学,普通,(null),113.319348,23.013507
维佳丰泰广场,商业,购物中心,(null),(null),113.152045,23.46242
新港中路小学,教育,小学,普通,(null),113.319489,23.09711
