POI名称,小区名称,距离
解放军联勤保障部队第903医院机场路院区,幸福人家,2.48
解放军联勤保障部队第903医院机场路院区,锦润公寓,1.73
解放军联勤保障部队第903医院机场路院区,广宇东港空间,2.06
解放军联勤保障部队第903医院机场路院区,三里亭苑四区,1.19
解放军联勤保障部队第903医院机场路院区,朝晖二区,2.32
解放军联勤保障部队第903医院机场路院区,南肖埠社区,2.7
解放军联勤保障部队第903医院机场路院区,春丰苑,2.46
解放军联勤保障部队第903医院机场路院区,大家武林府,2.58
解放军联勤保障部队第903医院机场路院区,钱江华府,2.88
解放军联勤保障部队第903医院机场路院区,水岸雅苑,1.51
解放军联勤保障部队第903医院机场路院区,三里亭苑二区,1.09
解放军联勤保障部队第903医院机场路院区,绿洲花园,2.21
解放军联勤保障部队第903医院机场路院区,紫藕小区,2.74
解放军联勤保障部队第903医院机场路院区,三新家园,2.8
解放军联勤保障部队第903医院机场路院区,利兹城市公寓,2.04
解放军联勤保障部队第903医院机场路院区,杭州中央车站广场,2.34
解放军联勤保障部队第903医院机场路院区,红街天城,1.52
解放军联勤保障部队第903医院机场路院区,云天财富中心,1.77
解放军联勤保障部队第903医院机场路院区,三里家园二区,1.42
解放军联勤保障部队第903医院机场路院区,宸鹭香舍,2.74
解放军联勤保障部队第903医院机场路院区,工人新村,2.15
解放军联勤保障部队第903医院机场路院区,助圣庙前,2.83
解放军联勤保障部队第903医院机场路院区,省机施宿舍,0.4
解放军联勤保障部队第903医院机场路院区,熙晖府,1.51
解放军联勤保障部队第903医院机场路院区,凤起钱潮,2.99
解放军联勤保障部队第903医院机场路院区,省水利厅宿舍,2.25
解放军联勤保障部队第903医院机场路院区,天安假日公寓,2.82
解放军联勤保障部队第903医院机场路院区,浙报宿舍,2.37
解放军联勤保障部队第903医院机场路院区,长木里,2.55
解放军联勤保障部队第903医院机场路院区,广利佳苑,1.15
解放军联勤保障部队第903医院机场路院区,衍新玉府,1.66
解放军联勤保障部队第903医院机场路院区,现代景苑,2.7
解放军联勤保障部队第903医院机场路院区,滨江德信东方星城,2.8
解放军联勤保障部队第903医院机场路院区,天赐苑,1.85
解放军联勤保障部队第903医院机场路院区,三里新城桂苑,0.55
解放军联勤保障部队第903医院机场路院区,黎明园,3.0
解放军联勤保障部队第903医院机场路院区,钱塘府,2.79
解放军联勤保障部队第903医院机场路院区,三叉新村,2.71
解放军联勤保障部队第903医院机场路院区,闸弄口新村,0.83
解放军联勤保障部队第903医院机场路院区,京惠花园,0.84
解放军联勤保障部队第903医院机场路院区,东港嘉苑二区,2.22
解放军联勤保障部队第903医院机场路院区,春月锦庐,1.78
解放军联勤保障部队第903医院机场路院区,永康苑,1.88
解放军联勤保障部队第903医院机场路院区,中豪湘和国际,2.77
解放军联勤保障部队第903医院机场路院区,万科新都会1958,2.02
解放军联勤保障部队第903医院机场路院区,宝善公寓,2.0
解放军联勤保障部队第903医院机场路院区,蓝天城市花园,0.49
解放军联勤保障部队第903医院机场路院区,贡院,2.91
解放军联勤保障部队第903医院机场路院区,同方国际,1.32
解放军联勤保障部队第903医院机场路院区,东方时代中心,0.81
解放军联勤保障部队第903医院机场路院区,景芳东区,2.77
解放军联勤保障部队第903医院机场路院区,光辉岁月公寓,1.94
解放军联勤保障部队第903医院机场路院区,丽景苑(下城),2.95
解放军联勤保障部队第903医院机场路院区,嘉汇大厦,2.46
解放军联勤保障部队第903医院机场路院区,钛合国际,2.42
解放军联勤保障部队第903医院机场路院区,大树路3号,2.57
解放军联勤保障部队第903医院机场路院区,东润枫华,2.57
解放军联勤保障部队第903医院机场路院区,金禾嘉苑,2.52
解放军联勤保障部队第903医院机场路院区,东河春晓,2.16
解放军联勤保障部队第903医院机场路院区,中企艮山府东区,2.38
解放军联勤保障部队第903医院机场路院区,新德佳苑,2.09
解放军联勤保障部队第903医院机场路院区,广景苑,2.43
解放军联勤保障部队第903医院机场路院区,汇鑫枫景苑,2.82
解放军联勤保障部队第903医院机场路院区,明桂苑,1.53
解放军联勤保障部队第903医院机场路院区,三里亭苑三区,1.03
解放军联勤保障部队第903医院机场路院区,绿城兰园,1.57
解放军联勤保障部队第903医院机场路院区,西湖新城,2.83
解放军联勤保障部队第903医院机场路院区,胭脂新村,2.92
解放军联勤保障部队第903医院机场路院区,交运大厦,1.57
解放军联勤保障部队第903医院机场路院区,向江来时代中心,2.7
解放军联勤保障部队第903医院机场路院区,闸弄口新苑,0.82
解放军联勤保障部队第903医院机场路院区,天仙新苑小区,0.92
解放军联勤保障部队第903医院机场路院区,水湘人家西苑,2.36
解放军联勤保障部队第903医院机场路院区,绿城春来晓园,2.67
解放军联勤保障部队第903医院机场路院区,闸弄口东村,0.7
解放军联勤保障部队第903医院机场路院区,金鹿雅园,2.63
解放军联勤保障部队第903医院机场路院区,景芳三区,2.18
解放军联勤保障部队第903医院机场路院区,树园,2.28
解放军联勤保障部队第903医院机场路院区,南肖埠景和苑,2.81
解放军联勤保障部队第903医院机场路院区,闸弄口铁路宿舍,0.95
解放军联勤保障部队第903医院机场路院区,国都发展大厦,2.61
解放军联勤保障部队第903医院机场路院区,恒祺克拉天玺,2.35
解放军联勤保障部队第903医院机场路院区,新坝,2.4
解放军联勤保障部队第903医院机场路院区,三里新城柳苑,0.6
解放军联勤保障部队第903医院机场路院区,景芳新五区,2.61
解放军联勤保障部队第903医院机场路院区,棹月雅府,1.91
解放军联勤保障部队第903医院机场路院区,朝晖六区,2.56
解放军联勤保障部队第903医院机场路院区,春宸上府,2.97
解放军联勤保障部队第903医院机场路院区,景苑公寓(江干),2.25
解放军联勤保障部队第903医院机场路院区,东港嘉苑一区,2.17
解放军联勤保障部队第903医院机场路院区,三里新城梅苑,0.52
解放军联勤保障部队第903医院机场路院区,新城时代广场,2.7
解放军联勤保障部队第903医院机场路院区,铂瑞悦府,2.89
解放军联勤保障部队第903医院机场路院区,景芳四区,1.94
解放军联勤保障部队第903医院机场路院区,克拉公寓,1.15
解放军联勤保障部队第903医院机场路院区,中北西子花园,2.74
解放军联勤保障部队第903医院机场路院区,紫玉福邸,1.29
解放军联勤保障部队第903医院机场路院区,濮家东村,0.54
解放军联勤保障部队第903医院机场路院区,杰立公馆,0.19
解放军联勤保障部队第903医院机场路院区,三塘汶园,2.98
解放军联勤保障部队第903医院机场路院区,现代雅苑,2.29
解放军联勤保障部队第903医院机场路院区,红枫苑,2.86
解放军联勤保障部队第903医院机场路院区,艮山上,1.73
解放军联勤保障部队第903医院机场路院区,绿地华家池印,1.35
解放军联勤保障部队第903医院机场路院区,花园新宸府,2.76
解放军联勤保障部队第903医院机场路院区,世茂国贸天誉湾,2.56
解放军联勤保障部队第903医院机场路院区,联锦大厦,2.36
解放军联勤保障部队第903医院机场路院区,和平小区,1.97
解放军联勤保障部队第903医院机场路院区,居仕公寓,2.59
解放军联勤保障部队第903医院机场路院区,环翼城,2.84
解放军联勤保障部队第903医院机场路院区,东园高层公寓,2.58
解放军联勤保障部队第903医院机场路院区,濮家新村,0.48
解放军联勤保障部队第903医院机场路院区,天成嘉苑,0.78
解放军联勤保障部队第903医院机场路院区,骆驼桥东河下,1.98
解放军联勤保障部队第903医院机场路院区,茂宸金座,1.29
解放军联勤保障部队第903医院机场路院区,东城印象公寓,1.94
解放军联勤保障部队第903医院机场路院区,文晖铭园,0.84
解放军联勤保障部队第903医院机场路院区,朝晖一区,2.69
解放军联勤保障部队第903医院机场路院区,中山北园,2.76
解放军联勤保障部队第903医院机场路院区,流水苑,1.55
解放军联勤保障部队第903医院机场路院区,东园街39号,2.24
解放军联勤保障部队第903医院机场路院区,施家花园,2.37
解放军联勤保障部队第903医院机场路院区,新风丽都北苑,1.29
解放军联勤保障部队第903医院机场路院区,云河西园,2.34
解放军联勤保障部队第903医院机场路院区,文晖里,2.03
解放军联勤保障部队第903医院机场路院区,环东公寓,2.06
解放军联勤保障部队第903医院机场路院区,时光悦酩公寓,1.76
解放军联勤保障部队第903医院机场路院区,通盛嘉苑,2.66
解放军联勤保障部队第903医院机场路院区,文晖苑,2.94
解放军联勤保障部队第903医院机场路院区,德胜东村,2.52
解放军联勤保障部队第903医院机场路院区,秋涛雅苑,0.41
解放军联勤保障部队第903医院机场路院区,德信浙旅东宸,2.82
解放军联勤保障部队第903医院机场路院区,木庵小区,2.2
解放军联勤保障部队第903医院机场路院区,星都嘉苑,1.86
解放军联勤保障部队第903医院机场路院区,东港嘉苑三区,2.21
解放军联勤保障部队第903医院机场路院区,南肖埠北景西苑,2.62
解放军联勤保障部队第903医院机场路院区,绿洲之馨公寓,2.39
解放军联勤保障部队第903医院机场路院区,新风悦居 ,1.46
解放军联勤保障部队第903医院机场路院区,明月嘉苑一区,2.96
解放军联勤保障部队第903医院机场路院区,汇融公寓,1.39
解放军联勤保障部队第903医院机场路院区,朝晖四区,2.38
解放军联勤保障部队第903医院机场路院区,凤起都市花园,2.95
解放军联勤保障部队第903医院机场路院区,中北花园,2.76
解放军联勤保障部队第903医院机场路院区,百合公寓,1.15
解放军联勤保障部队第903医院机场路院区,联合麦田,0.71
解放军联勤保障部队第903医院机场路院区,东方尚城西区,1.85
解放军联勤保障部队第903医院机场路院区,悦郡城,2.34
解放军联勤保障部队第903医院机场路院区,天城铭园,0.98
解放军联勤保障部队第903医院机场路院区,金兰池公寓,2.84
解放军联勤保障部队第903医院机场路院区,远洋万和四季,2.77
解放军联勤保障部队第903医院机场路院区,玉润钱潮府,1.94
解放军联勤保障部队第903医院机场路院区,保利中盛府,1.58
解放军联勤保障部队第903医院机场路院区,绿城玉兰公寓,0.92
解放军联勤保障部队第903医院机场路院区,健康公寓,2.58
解放军联勤保障部队第903医院机场路院区,现代家园,1.5
解放军联勤保障部队第903医院机场路院区,西泠公寓,2.46
解放军联勤保障部队第903医院机场路院区,田家桥,2.7
解放军联勤保障部队第903医院机场路院区,广宇东润大厦,2.17
解放军联勤保障部队第903医院机场路院区,三里新城橘苑,0.74
解放军联勤保障部队第903医院机场路院区,野风现代中心,1.84
解放军联勤保障部队第903医院机场路院区,天晖铭园,0.99
解放军联勤保障部队第903医院机场路院区,南肖埠小区庆春苑,2.96
解放军联勤保障部队第903医院机场路院区,JWK华威大厦,2.93
解放军联勤保障部队第903医院机场路院区,农科院社区,2.49
解放军联勤保障部队第903医院机场路院区,运河天城国际,0.23
解放军联勤保障部队第903医院机场路院区,新和嘉苑,2.56
解放军联勤保障部队第903医院机场路院区,中江花园,1.76
解放军联勤保障部队第903医院机场路院区,天园阁,2.04
解放军联勤保障部队第903医院机场路院区,明月嘉苑二区,2.85
解放军联勤保障部队第903医院机场路院区,打铁关新村,1.61
解放军联勤保障部队第903医院机场路院区,野风现代之窗,2.09
解放军联勤保障部队第903医院机场路院区,环城北路小区,1.81
解放军联勤保障部队第903医院机场路院区,河罕上,1.53
解放军联勤保障部队第903医院机场路院区,景芳一区,2.35
解放军联勤保障部队第903医院机场路院区,通宝商厦,1.56
解放军联勤保障部队第903医院机场路院区,云河南园,2.59
解放军联勤保障部队第903医院机场路院区,天阳凤起,2.91
解放军联勤保障部队第903医院机场路院区,新华路小区,2.96
解放军联勤保障部队第903医院机场路院区,首开德胜上郡,2.39
解放军联勤保障部队第903医院机场路院区,十五家园,2.9
解放军联勤保障部队第903医院机场路院区,艮山福居,1.57
解放军联勤保障部队第903医院机场路院区,御跸苑,2.17
解放军联勤保障部队第903医院机场路院区,锦园小区,2.44
解放军联勤保障部队第903医院机场路院区,新安铭苑,0.7
解放军联勤保障部队第903医院机场路院区,明桂南苑,1.19
解放军联勤保障部队第903医院机场路院区,三里家园三区,1.29
解放军联勤保障部队第903医院机场路院区,德欣城市嘉园,2.3
解放军联勤保障部队第903医院机场路院区,长隆公寓,2.66
亿佳邻里中心,奥克斯时代未来之城,1.13
亿佳邻里中心,五迪中心,2.08
亿佳邻里中心,合景瑜翠园,1.09
亿佳邻里中心,中新大厦,2.54
亿佳邻里中心,杭腾未来社区,0.77
亿佳邻里中心,仓溢东苑,1.35
亿佳邻里中心,镜栖绿汀里,2.71
亿佳邻里中心,仓乐雅苑,2.94
亿佳邻里中心,瑞谷中心,2.47
亿佳邻里中心,太炎花苑,0.44
亿佳邻里中心,城西宝龙广场,1.09
亿佳邻里中心,时尚万通城,1.14
亿佳邻里中心,时代天元城,1.52
亿佳邻里中心,合景天峻,0.81
亿佳邻里中心,钱神花苑,0.25
亿佳邻里中心,西溪蓝海,2.53
亿佳邻里中心,创客空间大厦,1.39
亿佳邻里中心,浙富西溪堂,1.3
亿佳邻里中心,湖境云庐,2.62
亿佳邻里中心,杭州富力中心,1.78
亿佳邻里中心,紫樾府,2.23
亿佳邻里中心,仓溢景苑,0.74
亿佳邻里中心,仓溢绿苑,0.65
亿佳邻里中心,枫揽华庭,2.86
亿佳邻里中心,望云润玺院,0.77
亿佳邻里中心,鼎创财富中心,1.9
亿佳邻里中心,欧美金融城,1.72
亿佳邻里中心,云铖之上府,1.28
亿佳邻里中心,昌源清苑,1.3
亿佳邻里中心,众安蒲荷芸邸,2.67
亿佳邻里中心,嘉桂轩,1.02
亿佳邻里中心,枫翠云轩,0.5
亿佳邻里中心,绿城交投汀岸晓庐,2.79
亿佳邻里中心,阳光城未来悦,2.21
亿佳邻里中心,西溪永乐城,2.23
亿佳邻里中心,东原印未来,2.27
亿佳邻里中心,杭州未来广场银天金城,2.56
ins park,大家绿城金麟府,2.45
ins park,河映云集,2.07
ins park,勤丰小区,2.99
ins park,宸麟府,2.74
ins park,新华苑,2.11
ins park,德信臻园,1.31
ins park,风雅乐府,1.66
ins park,顺发吉祥半岛,2.23
ins park,渡驾新村,0.75
ins park,阳光城拱宸府,2.44
ins park,凯德龙湾,2.5
ins park,万科北宸之光二期,1.13
ins park,北国之春人家,2.39
ins park,融信孔雀蓝轩,2.68
ins park,七古登市教委宿舍,2.77
ins park,云澜天第,1.74
ins park,金地大运宸府,0.87
ins park,如意里,2.14
ins park,越秀星汇园,0.85
ins park,化纤新村,2.17
ins park,耀翔悦尚,0.66
ins park,天承美筑,1.87
ins park,浙旅德信西宸,2.84
ins park,月映海棠园,2.89
ins park,方正360空间大厦,1.3
ins park,定海东园,1.79
ins park,阳光郡,2.43
ins park,蚕花园永和坊,2.15
ins park,胜月院小区,2.69
ins park,杭钢尚堂府,2.39
ins park,融创瑷颐湾,1.09
ins park,华丰新村,2.43
ins park,宸北花苑一期,1.11
ins park,德信大家运河云庄,1.88
ins park,蓝钻天成,2.86
ins park,九龙仓臻玺,2.78
ins park,蚕花园永安坊,2.26
ins park,金瑞城市风景,1.58
ins park,嘉泰馨庭,2.28
ins park,宜家时代,1.53
ins park,方正御星,0.64
ins park,绿都金科和宁文华府,2.05
ins park,绿城燕语海棠轩,2.15
ins park,春知海棠苑,2.36
ins park,风景大院,1.41
ins park,信步闲庭,1.16
ins park,丽晶湾,2.44
ins park,滨江万家名城二期,1.04
ins park,正中尚品庭院,2.3
ins park,和睦院,2.9
ins park,易构大厦,0.91
ins park,上河公元里,2.16
ins park,风尚望和湾,0.73
ins park,亲仁里,2.21
ins park,九龙仓碧玺,1.94
ins park,金桐雅园,2.87
ins park,和睦南苑,2.82
ins park,汉港武林汇,2.51
ins park,吉庆院,2.57
ins park,金地大运桥西府,0.47
ins park,天阳尚景国际二期,2.93
ins park,昌运里二区,1.52
ins park,复尚发展大厦,2.27
ins park,南北西岸,1.06
ins park,阅城新座,0.89
ins park,银河嘉园,2.54
ins park,杭州万达广场,0.6
ins park,敬胜里,2.04
ins park,远洋建华宸章新邸,2.43
ins park,滨江万家名城一期,1.24
ins park,华润绿城杭樾润府,2.18
ins park,凤亭院,2.49
ins park,华盛达阅城,1.04
ins park,定海西园,1.65
ins park,天阳美林湾,2.9
ins park,同和里,2.18
ins park,景瑞申花郡,2.65
ins park,九龙仓珑玺,2.6
ins park,资辉壹方汇,2.73
ins park,拱宸新苑,2.07
ins park,复地壹中心,2.27
ins park,运河东苑,2.86
ins park,宝嘉誉峰,0.14
ins park,城北万象城幸福里,2.55
ins park,星遇光年府,2.59
ins park,普金家园,2.35
ins park,长吴公寓二期,1.93
ins park,合景天銮,2.69
ins park,万科北宸之光三期拱宸,0.82
ins park,德信银树湾,1.0
ins park,赞成星谷,2.76
ins park,绿城运河宸园,2.21
ins park,天阅云合源,0.91
ins park,蚕花园永宁坊,2.16
ins park,昌运里一区,1.34
ins park,玺悦公寓,1.88
ins park,宸铭府,2.52
ins park,天阳上河,2.41
ins park,新安天苑,1.26
ins park,荣安招商祥宸府,2.7
ins park,瑞浩珺公馆,0.97
ins park,新明商业中心,1.26
ins park,德信杭州ONE,2.07
ins park,吉如家园,1.76
ins park,锦秀兰庭,1.56
ins park,和睦公寓,2.32
ins park,华方新村,2.3
ins park,香槟之约,1.28
ins park,名城公馆,1.98
ins park,新城金镶玉,2.56
ins park,盛景琥林名邸,2.93
ins park,上石苑,1.96
ins park,中交财富中心,2.9
ins park,地铁万科杭行道,0.9
ins park,蚕花园永庆坊,1.95
ins park,富越香郡盈座,1.42
ins park,和睦新村,2.69
ins park,登云阁,2.49
ins park,德信北海公园,0.23
ins park,两宜里,1.86
ins park,珹上润府,2.31
ins park,大华海派风景,1.37
ins park,东哲云邸,0.47
ins park,凯德视界,2.41
ins park,西瑞大厦,1.36
ins park,五洋运河人家,2.48
ins park,长吴公寓一区,2.37
ins park,万科中城汇,1.07
ins park,星瓒颂锦府,1.88
ins park,名城燕园,2.62
ins park,璀璨澜宸府,1.75
ins park,小河佳苑,2.86
ins park,万科杭宸一期,2.14
ins park,融信孔雀蓝郡,2.37
ins park,远洋大河宸章,1.78
ins park,河语光年府,1.97
ins park,景致公寓,1.73
ins park,诗方轩二期,2.02
ins park,富越香郡,1.54
ins park,碧桂园西江月,2.9
ins park,滨江旭辉万家之星,2.73
ins park,天鸿香榭里,0.77
ins park,望林府,1.44
ins park,雍荣华庭,2.65
ins park,金地繁华里,2.32
ins park,南北盛德国际,1.35
ins park,瑞麒时代金座,2.21
ins park,锦绣文澜阁,1.15
ins park,杭曜置地中心一区,2.12
ins park,蚕花园永兴坊,2.01
ins park,平安雅苑,2.72
ins park,雍景湾(拱墅),2.49
ins park,蔡马人家,2.56
ins park,长青嘉苑,2.78
ins park,迪凯运河印象,1.69
ins park,金昌苑,2.28
ins park,杭曜置地中心二区,2.29
ins park,裕兴院,2.69
ins park,荣安春月杭宁府,1.99
ins park,崇盛里,2.18
ins park,祥符新村,2.02
ins park,崇庆里,2.25
ins park,星尚发展大厦,2.36
ins park,都市水乡水映苑,2.95
ins park,德信晓宸,0.42
ins park,凯喜雅锦河湾,1.91
ins park,世茂璀璨澜庭,2.2
ins park,荣华里,2.01
ins park,方正荷塘月色,0.51
ins park,金都清宸公寓,2.22
ins park,祥符佳苑,2.44
ins park,左岸花园,1.53
ins park,中梁申花百悦公馆,2.08
ins park,运河万科中心,0.84
ins park,锦文雅苑,0.59
ins park,瓜山佳苑,2.32
ins park,万融城,0.16
ins park,汀澜府,2.65
ins park,星桥锦绣嘉苑,1.3
通城Tcmart购物广场,金域兰庭,1.98
通城Tcmart购物广场,清浦苑,0.61
通城Tcmart购物广场,悦风荷锦庭,0.96
通城Tcmart购物广场,沙池头,0.46
通城Tcmart购物广场,荷韵江南苑,0.59
通城Tcmart购物广场,锦浦江岸公寓,2.61
通城Tcmart购物广场,义桥星天地,0.36
通城Tcmart购物广场,东旭府,2.08
通城Tcmart购物广场,罗峰路23号,0.22
通城Tcmart购物广场,御景蓝湾,2.33
通城Tcmart购物广场,罗峰新村,0.68
通城Tcmart购物广场,教工楼,1.79
通城Tcmart购物广场,新义名苑,1.93
通城Tcmart购物广场,滨映时代府,0.64
浙江大学附属中学丁兰校区,中兴御田清庭,1.68
浙江大学附属中学丁兰校区,卓蓝华庭,1.61
浙江大学附属中学丁兰校区,丁桥东兰轩,1.76
浙江大学附属中学丁兰校区,铁铺埭家苑一区 ,1.93
浙江大学附属中学丁兰校区,天阳观筑,1.4
浙江大学附属中学丁兰校区,长睦邻里人家西苑,1.11
浙江大学附属中学丁兰校区,电建地产泷悦华府,1.62
浙江大学附属中学丁兰校区,广宇上东臻品,0.97
浙江大学附属中学丁兰校区,郡枫绿园西区,2.6
浙江大学附属中学丁兰校区,后珠家苑,1.64
浙江大学附属中学丁兰校区,广大融城印象,0.77
浙江大学附属中学丁兰校区,卓悦华庭（临平区）,1.86
浙江大学附属中学丁兰校区,三义锦唐苑,0.98
浙江大学附属中学丁兰校区,丁桥大唐苑,1.27
浙江大学附属中学丁兰校区,枫桥庭,2.95
浙江大学附属中学丁兰校区,元都新景公寓,2.93
浙江大学附属中学丁兰校区,春和云境,2.88
浙江大学附属中学丁兰校区,龙湖名景台二期,2.19
浙江大学附属中学丁兰校区,宾果公寓,2.8
浙江大学附属中学丁兰校区,红郡御庄,0.79
浙江大学附属中学丁兰校区,广厦天都城尚棠源筑,2.7
浙江大学附属中学丁兰校区,城发云锦城,1.04
浙江大学附属中学丁兰校区,丁桥兰苑,2.26
浙江大学附属中学丁兰校区,天水苑,2.95
浙江大学附属中学丁兰校区,杭房城发润如园,0.55
浙江大学附属中学丁兰校区,天阳晴朗,1.1
浙江大学附属中学丁兰校区,龙湖花盛郦城,2.84
浙江大学附属中学丁兰校区,丁桥颐景园,1.44
浙江大学附属中学丁兰校区,朗诗田园绿郡,2.89
浙江大学附属中学丁兰校区,中豪四季公馆,2.01
浙江大学附属中学丁兰校区,后珠辰秀嘉园南区,2.2
浙江大学附属中学丁兰校区,元都新苑,2.77
浙江大学附属中学丁兰校区,阳光逸城,2.28
浙江大学附属中学丁兰校区,广厦天都城爱尚公寓,2.88
浙江大学附属中学丁兰校区,天阳明朗,0.64
浙江大学附属中学丁兰校区,金地乐享湾,1.79
浙江大学附属中学丁兰校区,冠宇隽园,1.73
浙江大学附属中学丁兰校区,丁桥景园北苑,1.93
浙江大学附属中学丁兰校区,金隅田员外,2.95
浙江大学附属中学丁兰校区,久睦苑,1.17
浙江大学附属中学丁兰校区,广厦天都城蓝调苑,2.83
浙江大学附属中学丁兰校区,华天苑,2.13
浙江大学附属中学丁兰校区,卓悦华庭（上城区）,1.82
浙江大学附属中学丁兰校区,吟彩芳菲之城,0.48
浙江大学附属中学丁兰校区,首开天青里,2.27
浙江大学附属中学丁兰校区,同协雅苑,2.64
浙江大学附属中学丁兰校区,锦上庭,2.86
浙江大学附属中学丁兰校区,北城枫景园,1.66
浙江大学附属中学丁兰校区,御东方园,0.69
浙江大学附属中学丁兰校区,长睦邻里人家东苑,1.22
浙江大学附属中学丁兰校区,丁桥家苑,1.87
浙江大学附属中学丁兰校区,北城铭苑,2.3
浙江大学附属中学丁兰校区,云亭公寓,1.9
浙江大学附属中学丁兰校区,远洋香奈,2.32
浙江大学附属中学丁兰校区,绿城西子田园牧歌,2.58
浙江大学附属中学丁兰校区,昆仑天籁,1.78
浙江大学附属中学丁兰校区,后珠美都雅苑,1.97
浙江大学附属中学丁兰校区,丁桥景园南苑,1.99
浙江大学附属中学丁兰校区,花芸春境府,1.26
浙江大学附属中学丁兰校区,广宇上东领地,0.96
浙江大学附属中学丁兰校区,龙湖武林上城,1.66
浙江大学附属中学丁兰校区,联合畔上居,2.05
浙江大学附属中学丁兰校区,田逸之星,2.99
浙江大学附属中学丁兰校区,柏悦公馆,0.57
浙江大学附属中学丁兰校区,阳光城翡丽湾,2.59
浙江大学附属中学丁兰校区,后珠美邻嘉苑,2.26
浙江大学附属中学丁兰校区,置鼎明珠1号,1.56
浙江大学附属中学丁兰校区,沐春明月,2.0
浙江大学附属中学丁兰校区,郡枫绿园东区,2.56
浙江大学附属中学丁兰校区,广宇东承府,0.77
浙江大学附属中学丁兰校区,青坤青亭商业中心,1.37
浙江大学附属中学丁兰校区,建塘家苑,2.35
浙江大学附属中学丁兰校区,绿都阅兰府,1.92
浙江大学附属中学丁兰校区,同协金座,2.94
浙江大学附属中学丁兰校区,赵家花苑,0.92
浙江大学附属中学丁兰校区,依锦苑,2.72
浙江大学附属中学丁兰校区,首开望宸,2.01
浙江大学附属中学丁兰校区,成功时大大厦,2.46
浙江大学附属中学丁兰校区,长睦家苑,1.36
浙江大学附属中学丁兰校区,绿城青亭,1.58
浙江大学附属中学丁兰校区,后珠辰秀嘉园北区,2.13
浙江大学附属中学丁兰校区,龙湖名景台一期,2.42
浙江大学附属中学丁兰校区,中国电建悦安嘉府,0.81
浙江大学附属中学丁兰校区,农港苑,1.78
浙江大学附属中学丁兰校区,广宇上东名筑,0.47
浙江大学附属中学丁兰校区,玺之湾,2.19
浙江大学附属中学丁兰校区,联合格里,1.49
浙江大学附属中学丁兰校区,中旅城仕公馆,2.1
浙江大学附属中学丁兰校区,启迪协信科技城,1.11
浙江大学附属中学丁兰校区,湖境天宸里,1.8
浙江大学附属中学丁兰校区,郡上蓝湾,0.46
浙江大学附属中学丁兰校区,星缦和润城,2.69
浙江大学附属中学丁兰校区,广厦天都城爵士花园,2.61
浙江大学附属中学丁兰校区,卓越明熙府,2.04
浙江大学附属中学丁兰校区,保利罗兰香谷,1.61
浙江大学附属中学丁兰校区,长睦锦苑,1.46
浙江大学附属中学丁兰校区,天阳融信东寰名邸,1.54
丝祯祥丝绸购物中心,潮鸣苑,1.97
丝祯祥丝绸购物中心,中山花园,2.8
丝祯祥丝绸购物中心,滨江凯旋门,2.55
丝祯祥丝绸购物中心,五洋嘉景苑,1.98
丝祯祥丝绸购物中心,莫邪塘东村,2.47
丝祯祥丝绸购物中心,青年路小区,0.33
丝祯祥丝绸购物中心,省级机关宿舍,2.12
丝祯祥丝绸购物中心,仙林福座,1.13
丝祯祥丝绸购物中心,鉴衡里,0.29
丝祯祥丝绸购物中心,新华坊社区,2.11
丝祯祥丝绸购物中心,回龙庙前小区,2.17
丝祯祥丝绸购物中心,永通信息广场,2.78
丝祯祥丝绸购物中心,采荷小区芙蓉邨,2.89
丝祯祥丝绸购物中心,醋坊新村,2.05
丝祯祥丝绸购物中心,福利新村,1.08
丝祯祥丝绸购物中心,海狮沟,1.68
丝祯祥丝绸购物中心,小庙巷16号,2.11
丝祯祥丝绸购物中心,广茵大厦,3.0
丝祯祥丝绸购物中心,广宇河滨公寓,2.42
丝祯祥丝绸购物中心,清泰街小区,1.53
丝祯祥丝绸购物中心,中山北路小区,2.74
丝祯祥丝绸购物中心,长庆里,1.62
丝祯祥丝绸购物中心,丰乐公寓,1.0
丝祯祥丝绸购物中心,凯旋新村,2.3
丝祯祥丝绸购物中心,浙报公寓,1.43
丝祯祥丝绸购物中心,邮政公寓,2.27
丝祯祥丝绸购物中心,西湖花苑,1.34
丝祯祥丝绸购物中心,耀江广厦,0.6
丝祯祥丝绸购物中心,茶厂宿舍,2.78
丝祯祥丝绸购物中心,宣徐弄8.11号,1.02
丝祯祥丝绸购物中心,万寿亭公寓,2.12
丝祯祥丝绸购物中心,林司后,1.75
丝祯祥丝绸购物中心,镇东楼,2.03
丝祯祥丝绸购物中心,下华光巷70号,0.75
丝祯祥丝绸购物中心,金都华府,2.71
丝祯祥丝绸购物中心,凤鸣苑,2.26
丝祯祥丝绸购物中心,大和里,1.44
丝祯祥丝绸购物中心,众鑫城上城二期,2.77
丝祯祥丝绸购物中心,梅花三胜公寓,1.22
丝祯祥丝绸购物中心,东园大楼,2.23
丝祯祥丝绸购物中心,花圃铁路新村,2.28
丝祯祥丝绸购物中心,艮园社区,2.73
丝祯祥丝绸购物中心,龙华巷4到11号,0.79
丝祯祥丝绸购物中心,大王庙巷小区,1.27
丝祯祥丝绸购物中心,西子公寓,1.29
丝祯祥丝绸购物中心,蕙宜村,0.74
丝祯祥丝绸购物中心,宋都凯旋苑,2.63
丝祯祥丝绸购物中心,勤远里,1.82
丝祯祥丝绸购物中心,新湖武林国际公寓,2.64
