中心小区名称,竞品小区名称,距离
石板巷新村,广宇河滨公寓,0.5
石板巷新村,莫衙营,0.9
石板巷新村,林司后,0.82
石板巷新村,凤鸣苑,0.51
石板巷新村,东园大楼,0.18
石板巷新村,艮园社区,0.37
石板巷新村,西泠花苑,0.96
石板巷新村,长堤明苑,0.92
石板巷新村,泰和苑,0.54
石板巷新村,珠碧苑,0.67
石板巷新村,中大凤栖花园,0.31
石板巷新村,温馨家园,0.94
石板巷新村,双牛大厦,0.36
石板巷新村,凤起商务大厦,0.52
石板巷新村,晶晶大厦,0.43
石板巷新村,岳家湾,0.46
石板巷新村,凤起潮鸣府,0.42
石板巷新村,紫玉名府,0.87
石板巷新村,建国公寓,0.29
石板巷新村,大营盘,1.0
石板巷新村,兴和公寓,0.41
石板巷新村,青龙苑,0.62
石板巷新村,米兰公寓,0.71
石板巷新村,东园小区,0.11
石板巷新村,华家池农大宿舍,0.94
石板巷新村,富润里,0.74
石板巷新村,东清大厦,0.98
石板巷新村,裕达大厦,0.65
石板巷新村,云裳公寓,0.67
石板巷新村,凤起苑,0.2
石板巷新村,幸福人家,0.69
石板巷新村,春丰苑,0.12
石板巷新村,利兹城市公寓,0.93
石板巷新村,云天财富中心,1.0
石板巷新村,工人新村,0.41
石板巷新村,助圣庙前,0.65
石板巷新村,天安假日公寓,0.48
石板巷新村,浙报宿舍,0.85
石板巷新村,天赐苑,0.74
石板巷新村,云龙十一景,0.71
石板巷新村,永康苑,0.85
石板巷新村,宝善公寓,0.84
石板巷新村,丽景苑(下城),0.48
石板巷新村,大树路3号,0.1
石板巷新村,东河春晓,0.77
石板巷新村,珠碧一弄12号,0.77
石板巷新村,金庆公寓,0.79
石板巷新村,金鹿雅园,0.49
石板巷新村,树园,0.4
石板巷新村,丽景西苑,0.57
石板巷新村,宏盛公寓社区,0.84
石板巷新村,云龙公寓,0.73
石板巷新村,建德村,0.8
石板巷新村,红枫苑,0.36
石板巷新村,东园高层公寓,0.08
石板巷新村,骆驼桥东河下,0.69
石板巷新村,东园街39号,0.25
石板巷新村,环东公寓,0.49
石板巷新村,南肖埠北景西苑,0.95
石板巷新村,凤起都市花园,0.63
石板巷新村,东河锦园,0.68
石板巷新村,健康公寓,0.72
石板巷新村,西泠公寓,0.25
石板巷新村,中江花园,0.78
石板巷新村,天园阁,0.47
石板巷新村,新华路小区,0.71
石板巷新村,十五家园,0.88
石板巷新村,御跸苑,0.97
石板巷新村,锦园小区,0.22
运新花苑五区,水湘人家东苑,0.93
运新花苑五区,水湘人家南苑,0.74
运新花苑五区,唐家景府,0.6
运新花苑五区,东方御府,0.6
运新花苑五区,中海御道,0.99
运新花苑五区,融创涌清府,0.83
运新花苑五区,运新花苑二区,0.38
运新花苑五区,绿城留香园,0.74
运新花苑五区,凤起钱潮,0.94
运新花苑五区,三堡东苑,0.12
运新花苑五区,钱塘府,0.58
运新花苑五区,中豪湘和国际,0.69
运新花苑五区,景芳东区,0.81
运新花苑五区,东润枫华,0.76
运新花苑五区,向江来时代中心,0.95
运新花苑五区,水湘人家西苑,0.97
运新花苑五区,中海钱江湾,0.93
运新花苑五区,运新花苑三区,0.6
运新花苑五区,运新花苑一区,0.18
运新花苑五区,万科大都会79号,0.8
运新花苑五区,云河南园,0.91
运新花苑五区,天阳凤起,0.77
城河街6号,育才西苑,0.9
城河街6号,城河公寓,0.11
城河街6号,百尺溇,0.73
城河街6号,广聚公寓,0.9
城河街6号,潇湘公寓,0.44
城河街6号,金家桥公寓,0.89
城河街6号,顺发旺角城,0.53
城河街6号,富丽花园,0.76
城河街6号,同和公寓,0.59
城河街6号,绿都花园,0.69
城河街6号,融信萧山公馆,0.99
城河街6号,丽都公寓,0.73
城河街6号,顺发旺角城二期,0.74
城河街6号,西山公寓,0.63
城河街6号,南欣公寓,0.97
城河街6号,周家河头,0.72
城河街6号,紫爵公寓,0.96
城河街6号,仙潭里,0.51
城河街6号,西河公寓,0.35
城河街6号,庙西王,0.6
城河街6号,东城名苑,0.96
城河街6号,汇恒公寓,0.57
城河街6号,太平弄社区,0.46
城河街6号,万向城市花园,0.67
城河街6号,香江大厦,0.52
城河街6号,西中圣和花园,0.84
城河街6号,苏家潭,0.76
城河街6号,井泉苑,0.81
城河街6号,麻纺厂住宅区,0.99
城河街6号,怡景公寓,0.86
城河街6号,心怡花园,0.97
城河街6号,萧然之芯,0.41
城河街6号,牛脚湾住宅小区,0.37
城河街6号,杭发厂宿舍,0.86
城河街6号,崇化住宅区,0.95
城河街6号,河滨路4号,0.15
城河街6号,里横河社区,0.25
城河街6号,三碰桥,0.76
祥生云境,之江之芯,0.25
祥生云境,珊瑚世纪雅园,0.7
祥生云境,转塘家园,0.95
祥生云境,德信九溪云庄,0.38
祥生云境,之江九里,0.84
祥生云境,云溪V墅,0.61
祥生云境,大家之江悦,0.32
祥生云境,绿城汀岸芷兰轩,0.45
祥生云境,蓝城陶然里,0.61
祥生云境,西湖墅,0.97
祥生云境,群升万国天地,0.55
祥生云境,祥生云溪新语,0.6
祥生云境,公元沐桥,0.94
祥生云境,盛世诚品,0.56
源翠府,莲花公寓,0.66
源翠府,崇贤商业中心,0.43
源翠府,晴翠秋时府,0.48
源翠府,景瑞路劲海逸翠廷,0.84
源翠府,秋实宸悦居,0.13
源翠府,远洋路劲上河宸章,0.46
源翠府,佳源名城,0.83
源翠府,星海云庭,0.66
源翠府,陆家桥新苑,0.58
众安顺源府,瑞源邸,0.17
众安顺源府,杭州光谷国际中心,0.83
众安顺源府,大有清竹蓝庭,0.79
众安顺源府,浙大网新银湖科技园,0.8
众安顺源府,铭鹤花园,0.28
众安顺源府,三江鸣翠蓝湾,0.74
悦城·春江美庐,窄溪新苑B区,0.63
悦城·春江美庐,悦城·燕庐,0.84
悦城·春江美庐,江南绿园,0.24
北景园枫丹苑,半山家苑,0.49
北景园枫丹苑,杭钢南苑,0.56
北景园枫丹苑,建工路1号,1.0
北景园枫丹苑,田园河畔居,0.54
北景园枫丹苑,田园公寓,0.84
北景园枫丹苑,桃源新区,0.7
北景园枫丹苑,北景园月桂苑,0.24
北景园枫丹苑,通和都市枫林,0.39
北景园枫丹苑,春樾星宸,0.34
北景园枫丹苑,祥和人家,0.92
北景园枫丹苑,阔板桥社区,0.98
北景园枫丹苑,北景园紫荆苑,0.63
北景园枫丹苑,北景园菊香苑,0.83
北景园枫丹苑,嘉里桦枫居北区,0.75
北景园枫丹苑,春语蓝庭,0.26
北景园枫丹苑,明园路小区,0.71
北景园枫丹苑,美麓美座,0.55
北景园枫丹苑,北景园竹邻苑,0.76
北景园枫丹苑,杭钢北苑,0.81
北景园枫丹苑,嘉里桦枫居南区,0.75
溪畔云璟府,富阳宸光悦,0.24
溪畔云璟府,碧桂园铂玺湾,0.47
溪畔云璟府,金茂万科｜富景都会公寓,0.65
溪畔云璟府,林溪府,0.78
溪畔云璟府,新视界公寓,0.77
溪畔云璟府,峰华雅苑,0.58
溪畔云璟府,峰华花苑,1.0
溪畔云璟府,万达悦享同心湾北区,0.42
溪畔云璟府,金宇彩虹嘉都,0.55
溪上俪庭,良景学府,0.24
溪上俪庭,美好桂花溪园,0.35
溪上俪庭,羊山公寓,0.76
溪上俪庭,祥盛家园,0.6
溪上俪庭,信达柳郡,0.66
溪上俪庭,北湖绿洲花园,1.0
溪上俪庭,南北乐章,0.39
置地大厦,荣星君佳园,0.31
置地大厦,荣星南苑,0.54
置地大厦,之江绿洲嘉园,0.68
置地大厦,开元加州阳光小区,0.9
置地大厦,悦庭,0.58
置地大厦,金瑞大厦,0.32
置地大厦,金色钱塘,0.71
置地大厦,金地天逸,0.95
置地大厦,君悦丽景,0.13
置地大厦,滨江江南之星,0.63
置地大厦,开元加州阳光广场,0.97
置地大厦,星河景庭公寓,0.29
置地大厦,瑞立东方花城,0.93
置地大厦,中国铁建江南国际城,0.67
置地大厦,金地德圣中心,0.95
置地大厦,绿都湖滨花园,0.78
绿城兰桂花园,金成花园,0.51
绿城兰桂花园,湖畔花园桃花苑,0.53
绿城兰桂花园,天湖公寓,0.74
绿城兰桂花园,丹金桂花园,0.98
绿城兰桂花园,紫金公寓,0.56
绿城兰桂花园,科技新村,0.29
绿城兰桂花园,金田花园,0.59
绿城兰桂花园,湖畔花园风荷苑,0.53
绿城兰桂花园,南都德迦东区,0.65
绿城兰桂花园,世纪西溪,0.99
绿城兰桂花园,南都花园,0.57
绿城兰桂花园,湖畔大厦,0.48
绿城兰桂花园,湖畔花园太子苑,0.63
绿城兰桂花园,富丽花园(西湖),0.93
绿城兰桂花园,湖畔花园春晓苑,0.81
绿城兰桂花园,金桂大厦,0.24
绿城兰桂花园,新金都城市花园,0.39
绿城兰桂花园,金海公寓,0.76
绿城兰桂花园,文溪鼎园,0.74
绿城兰桂花园,政新花园,0.9
绿城兰桂花园,湖畔花园闻莺苑,0.98
绿城兰桂花园,桂花城紫云苑,0.78
绿城兰桂花园,湖畔花园梦泉苑,0.95
绿城兰桂花园,文化新村,0.92
绿城兰桂花园,湖畔花园吐翠苑,0.86
绿城兰桂花园,金欣公寓,0.92
绿城兰桂花园,月桂花园,0.96
绿城兰桂花园,天河西苑,0.92
绿城兰桂花园,金成嘉南公寓,0.8
绿城兰桂花园,紫桂花园,0.18
绿城兰桂花园,华苑公寓,0.54
绿城兰桂花园,省规划局宿舍,1.0
绿城兰桂花园,嘉绿西苑,1.0
绿城兰桂花园,金都新城,0.94
绿城兰桂花园,南都花园别墅,0.88
绿城兰桂花园,中兴公寓,0.42
绿城兰桂花园,美都新村,0.48
绿城兰桂花园,春天花园,0.39
绿城兰桂花园,湖畔花园秋月苑,0.97
绿城兰桂花园,丹枫新村,0.68
绿城兰桂花园,明月公寓,0.85
绿城兰桂花园,香樟公寓,0.74
绿城兰桂花园,高教新村,0.55
绿城兰桂花园,林语别墅,0.95
绿城兰桂花园,星洲花园单身公寓,0.86
绿城兰桂花园,名仕家园,0.26
绿城兰桂花园,桂花城,0.59
绿城兰桂花园,康乐香港城,0.85
绿城兰桂花园,和润园,0.84
绿城兰桂花园,星洲花园,1.0
绿城兰桂花园,雅仕苑,0.54
绿城兰桂花园,云桂花园,0.98
绿城兰桂花园,南都德加西区,0.35
绿城兰桂花园,恩济花苑,0.59
绿城兰桂花园,湖畔花园龙珠苑,0.73
绿城兰桂花园,康乐新村,0.73
绿城兰桂花园,府新花园,0.95
绿城兰桂花园,紫林公寓,0.92
君临天下,金箭公寓,0.88
君临天下,啤酒城宿舍,0.85
君临天下,CBC时代大观,0.44
君临天下,新城花苑,0.77
君临天下,新城都市丽景南区,0.6
君临天下,新城都市丽景北区,0.77
君临天下,富邦星座,0.51
君临天下,美莱国际中心写字楼,0.95
君临天下,桂花星城,0.98
君临天下,凤仪家园,0.7
君临天下,高速住宅,0.84
君临天下,河畔新村,0.74
君临天下,世纪嘉园晴彩巴厘,0.93
君临天下,华鼎君临天峯,0.73
君临天下,贝利保元泽第,0.61
君临天下,世纪嘉园,0.7
君临天下,广宇鼎悦府,0.32
君临天下,南苑二区(余杭),0.87
君临天下,华鼎豪园,0.29
君临天下,君临阁,0.32
君临天下,金桥花苑,0.97
君临天下,胡姬花园,0.62
君临天下,大美公寓,0.36
君临天下,兰惠家园,0.44
君临天下,理想银泰城,0.79
君临天下,安盛家园,0.9
君临天下,苑中园,0.93
君临天下,金盛花苑,0.8
上亿中央郡,紫欣华庭,0.5
上亿中央郡,北秀向阳苑北区,0.29
上亿中央郡,绿都东澜府,0.66
上亿中央郡,君兰华庭,0.4
上亿中央郡,中和北宸府,0.54
上亿中央郡,中尚橄榄树花园（北区）,0.53
上亿中央郡,璞悦江南府,0.71
上亿中央郡,星合映,0.88
上亿中央郡,西房杭语宸鹭院,0.91
上亿中央郡,杭语清澄,1.0
上亿中央郡,北秀向阳苑南区,0.55
上亿中央郡,景瑞路劲海逸翠廷,0.97
上亿中央郡,经纬御贤府,0.23
上亿中央郡,西房拱宸外滩,0.76
上亿中央郡,光合映,0.46
上亿中央郡,旭辉时代城,0.37
上亿中央郡,月语和风里,0.54
上亿中央郡,晨语汀澜里,0.92
上亿中央郡,路劲远洋江南院子,0.95
上亿中央郡,路劲银城澜仕里,0.8
上亿中央郡,北秀向阳苑西区,0.5
上亿中央郡,赞成杭家,1.0
上亿中央郡,中尚橄榄树花园(南区),0.38
上亿中央郡,锦昌年华,0.74
风尚望和湾,德信臻园,0.99
风尚望和湾,金地大运宸府,0.56
风尚望和湾,耀翔悦尚,0.85
风尚望和湾,信步闲庭,0.79
风尚望和湾,金地大运桥西府,0.28
风尚望和湾,南北西岸,0.58
风尚望和湾,宝嘉誉峰,0.84
风尚望和湾,德信银树湾,0.77
风尚望和湾,天阅云合源,0.18
风尚望和湾,新明商业中心,0.8
风尚望和湾,德信北海公园,0.89
风尚望和湾,天鸿香榭里,0.8
风尚望和湾,锦绣文澜阁,0.97
风尚望和湾,方正荷塘月色,0.84
风尚望和湾,左岸花园,0.91
风尚望和湾,锦文雅苑,0.71
风尚望和湾,万融城,0.6
杭州高德置地广场,静怡花苑,0.75
杭州高德置地广场,世包国际中心,0.72
杭州高德置地广场,居安坊,0.76
杭州高德置地广场,尊宝大厦,0.45
杭州高德置地广场,观音塘小区,0.49
杭州高德置地广场,钱塘名都,0.93
杭州高德置地广场,常青苑,0.4
杭州高德置地广场,钱江时代公寓,0.98
杭州高德置地广场,杭州来福士中心,0.76
杭州高德置地广场,钱塘人家,0.89
杭州高德置地广场,钱江国际时代广场,0.42
杭州高德置地广场,滨江万潮星汇,0.83
杭州高德置地广场,和谐嘉园南苑,0.98
杭州高德置地广场,思安坊,0.81
杭州高德置地广场,观音堂路102号,0.71
杭州高德置地广场,钱塘航空大厦,0.68
杭州高德置地广场,恒丰坊,0.95
杭州高德置地广场,滨江城市之星,0.52
杭州高德置地广场,静安花苑,0.68
杭州高德置地广场,怡静坊,0.43
回龙公寓,临溪佳苑,0.94
回龙公寓,百盛春天公社,0.61
回龙公寓,苕溪人家,0.84
回龙公寓,苕溪公馆,0.95
回龙公寓,筑境花园,0.37
回龙公寓,锦绣兰庭(临安),0.97
回龙公寓,远洋山水花园,0.88
回龙公寓,富康公寓,0.58
回龙公寓,湖山新村,0.98
回龙公寓,香樟名苑,0.71
回龙公寓,马溪东苑,0.63
回龙公寓,明泰苑,0.13
回龙公寓,大家·锦悦栖溪轩,0.49
回龙公寓,锦竹苑,0.75
回龙公寓,龙沁城,0.31
回龙公寓,临东小区,0.75
回龙公寓,雷威沁园,0.76
回龙公寓,桃李望湖里,0.99
回龙公寓,碧桂苑,0.39
回龙公寓,水岸明珠,0.53
回龙公寓,西之望府,0.93
回龙公寓,马溪苑,0.85
回龙公寓,名都雅苑,0.86
回龙公寓,万马伊顿庄园,0.62
湖畔大厦,金成花园,0.48
湖畔大厦,莲花港家园,0.72
湖畔大厦,湖畔花园桃花苑,0.2
湖畔大厦,文苑小区,0.9
湖畔大厦,天湖公寓,0.34
湖畔大厦,紫金公寓,0.97
湖畔大厦,绿洲湾,0.56
湖畔大厦,科技新村,0.73
湖畔大厦,湖畔花园风荷苑,0.1
湖畔大厦,湖畔花园夕照苑,0.61
湖畔大厦,南都德迦东区,0.76
湖畔大厦,南都花园,0.12
湖畔大厦,绿城兰桂花园,0.48
湖畔大厦,湖畔花园太子苑,0.24
湖畔大厦,湖畔花园春晓苑,0.46
湖畔大厦,金桂大厦,0.7
湖畔大厦,物华小区,0.76
湖畔大厦,新金都城市花园,0.58
湖畔大厦,文溪鼎园,0.28
湖畔大厦,政新花园,0.6
湖畔大厦,湖畔花园闻莺苑,0.58
湖畔大厦,湖畔花园梦泉苑,0.53
湖畔大厦,湖畔花园吐翠苑,0.52
湖畔大厦,天河西苑,0.44
湖畔大厦,金成嘉南公寓,0.86
湖畔大厦,紫桂花园,0.56
湖畔大厦,华苑公寓,0.51
湖畔大厦,五洲国际广场,0.99
湖畔大厦,紫荆欣苑,0.96
湖畔大厦,湖畔花园竹径苑,0.65
湖畔大厦,南都花园别墅,0.42
湖畔大厦,中兴公寓,0.85
湖畔大厦,美都新村,0.85
湖畔大厦,春天花园,0.25
湖畔大厦,湖畔花园秋月苑,0.61
湖畔大厦,香樟公寓,0.94
湖畔大厦,高教新村,0.63
湖畔大厦,星洲花园单身公寓,0.65
湖畔大厦,名仕家园,0.22
湖畔大厦,桂花城,0.94
湖畔大厦,和润园,0.59
湖畔大厦,星洲花园,0.86
湖畔大厦,雅仕苑,0.32
湖畔大厦,南都德加西区,0.63
湖畔大厦,恩济花苑,0.63
湖畔大厦,湖畔花园龙珠苑,0.3
湖塘公寓,鸿盛家园,0.99
湖塘公寓,金禾嘉园,0.62
湖塘公寓,衣锦人家,0.55
湖塘公寓,康宁苑,0.91
湖塘公寓,江南名楼,0.99
湖塘公寓,西墅保锦苑,0.68
湖塘公寓,佳源锦晟里,0.95
湖塘公寓,君临雅苑,0.88
湖塘公寓,西墅花园,0.75
湖塘公寓,遇见清煦里,0.44
湖塘公寓,瑞麒佳苑,0.5
湖塘公寓,越秀归悦里,0.87
湖塘公寓,竹林风华,0.65
湖塘公寓,宝利·北秀苑,0.83
湖塘公寓,北苑丽城,0.58
湖塘公寓,祥和嘉苑,0.98
湖塘公寓,北润家园,0.77
钱锦花园,芳泽锦安里,0.18
钱锦花园,绿野清风,1.0
钱锦花园,银城青山湖畔,0.19
钱锦花园,锦尚唐宁郡,0.59
钱锦花园,青龙公寓,0.74
钱锦花园,吴越山庄,0.65
钱锦花园,中骏临栖云府,0.42
阳光100嘉园,塘栖栖里东苑,0.48
阳光100嘉园,清流居,0.53
阳光100嘉园,原舍花苑,0.51
阳光100嘉园,乐苑小区,0.59
阳光100嘉园,运动新村,0.1
阳光100嘉园,新苑小区,0.34
阳光100嘉园,东石塘,0.94
阳光100嘉园,广济公寓,0.2
阳光100嘉园,水乡华庭,0.23
阳光100嘉园,西小河小区,0.54
阳光100嘉园,塘栖镇东小河,0.38
阳光100嘉园,天樾四季城,0.34
阳光100嘉园,西苑小区,0.43
阳光100嘉园,龙栖湾大厦,0.99
阳光100嘉园,众孚水榭花都,0.54
阳光100嘉园,水乡人家,0.44
阳光100嘉园,里仁路1号,0.99
阳光100嘉园,随塘,0.65
阳光100嘉园,观棠明月,0.9
阳光100嘉园,木鸭埭,0.1
阳光100嘉园,贝利栖溪公馆,0.78
阳光100嘉园,塘栖一小区,0.97
阳光100嘉园,广宇公寓,0.68
远景城市e谷,金宸金座,0.4
远景城市e谷,万华1号,0.43
远景城市e谷,远顺星公馆,0.38
远景城市e谷,景丽华庭,0.94
亚洲城花园,世纪新城东区,0.97
亚洲城花园,莲花新村东区,0.26
亚洲城花园,嘉绿南苑,0.32
亚洲城花园,南都德迦东区,0.81
亚洲城花园,筑品金座,0.94
亚洲城花园,嘉绿青苑,0.52
亚洲城花园,富丽花园(西湖),0.48
亚洲城花园,山水人家,0.53
亚洲城花园,嘉绿文苑,0.24
亚洲城花园,世纪新城西区,0.88
亚洲城花园,嘉绿名苑,0.59
亚洲城花园,龙都大厦,0.7
亚洲城花园,丹桂公寓,0.28
亚洲城花园,黄龙公寓,0.19
亚洲城花园,和悦公寓,0.44
亚洲城花园,月桂花园,0.75
亚洲城花园,富丽苑,0.12
亚洲城花园,西鉴枫景,0.86
亚洲城花园,嘉绿西苑,0.61
亚洲城花园,沁雅花园,0.48
亚洲城花园,金都新城,0.48
亚洲城花园,古荡新村东区,0.56
亚洲城花园,美都新村,1.0
亚洲城花园,康新花园,0.82
亚洲城花园,嘉绿北苑,0.84
亚洲城花园,西荡苑杏苑,0.83
亚洲城花园,古荡新村西区,0.31
亚洲城花园,明月公寓,0.74
亚洲城花园,香樟公寓,0.67
亚洲城花园,西荡苑梨苑,0.99
亚洲城花园,嘉绿福苑,0.74
亚洲城花园,康乐香港城,0.99
亚洲城花园,莲花新村西区,0.65
亚洲城花园,南都银座公寓,0.71
亚洲城花园,古荡小区,0.57
亚洲城花园,恩济花苑,0.94
亚洲城花园,嘉绿莲苑,0.83
亚洲城花园,康乐新村,0.97
亚洲城花园,秋水苑,0.4
中和北宸府,紫欣华庭,0.35
中和北宸府,北秀向阳苑北区,0.28
中和北宸府,君兰华庭,0.51
中和北宸府,上亿中央郡,0.54
中和北宸府,中尚橄榄树花园（北区）,0.61
中和北宸府,西房杭语宸鹭院,0.77
中和北宸府,北秀向阳苑南区,0.36
中和北宸府,景瑞路劲海逸翠廷,0.62
中和北宸府,经纬御贤府,0.33
中和北宸府,远洋路劲上河宸章,0.94
中和北宸府,光合映,0.95
中和北宸府,旭辉时代城,0.73
中和北宸府,月语和风里,0.14
中和北宸府,路劲远洋江南院子,0.92
中和北宸府,佳源名城,0.6
中和北宸府,路劲银城澜仕里,0.49
中和北宸府,北秀向阳苑西区,0.73
中和北宸府,赞成杭家,0.46
中和北宸府,陆家桥新苑,0.8
中和北宸府,中尚橄榄树花园(南区),0.22
中和北宸府,锦昌年华,0.33
锦昌文华城,金塘花园,0.9
锦昌文华城,秋月社区,0.84
锦昌文华城,万星碧云天公寓,0.19
锦昌文华城,阳光里,0.81
锦昌文华城,虎山雅苑,0.93
锦昌文华城,后周嘉苑,0.29
锦昌文华城,虎山社区,0.22
锦昌文华城,大润发商贸城,0.85
锦昌文华城,绿城江上臻园,0.84
锦昌文华城,德邻公寓,0.92
锦昌文华城,永兴学校教师公寓,0.85
锦昌文华城,清风阳光苑,0.98
锦昌文华城,德邑上城,0.35
良熟新苑,万泰城章,0.32
良熟新苑,钱塘梧桐蓝山,0.57
良熟新苑,锦良嘉苑二区,0.66
良熟新苑,赞成首府,0.28
良熟新苑,锦良嘉苑一区,0.44
良熟新苑,锦良嘉苑四区,0.89
良熟新苑,景瑞御华府,0.99
良熟新苑,锦良嘉苑三区,0.87
良熟新苑,绿城风华苑,0.84
良熟新苑,水汀人家,0.68
良熟新苑,首创禧瑞江南,0.71
良熟新苑,华元花涧堂,0.37
良熟新苑,臻品府,0.86
良熟新苑,中交理想时代芳华,0.51
新希望锦畔云汀,赞成香颂一期,0.61
新希望锦畔云汀,绿城莲园,0.74
新希望锦畔云汀,新月花园,0.79
新希望锦畔云汀,相寓,0.52
新希望锦畔云汀,汇高栢悦中心,0.2
新希望锦畔云汀,蓝江晶品阁,0.5
新希望锦畔云汀,绿城蓝庭东区,0.95
新希望锦畔云汀,海珀华庭,0.4
新希望锦畔云汀,玖玖国际财富中心,0.35
新希望锦畔云汀,顺达花苑东区,0.43
新希望锦畔云汀,海珀雅苑,0.36
新希望锦畔云汀,香颂乐苑藕香居,0.53
新希望锦畔云汀,上坤山语四季,0.99
新希望锦畔云汀,汀洲花苑北,0.45
新希望锦畔云汀,合丰花苑,0.56
新希望锦畔云汀,顺达花苑西区,0.65
新希望锦畔云汀,新城山语院,0.72
新希望锦畔云汀,茶语华邸,0.84
新希望锦畔云汀,莱茵知己,0.7
新希望锦畔云汀,东厦东港花苑,0.91
新希望锦畔云汀,月欣花苑,0.92
新希望锦畔云汀,荷裕庭,0.44
新希望锦畔云汀,凯文杭庄,0.68
新希望锦畔云汀,格之林花园,0.77
新希望锦畔云汀,汀洲花苑南,0.63
中企艮山府西区,水湘人家东苑,0.53
中企艮山府西区,坤塘悦府,0.63
中企艮山府西区,云峰家园,0.99
中企艮山府西区,新塘家园东区,0.49
中企艮山府西区,景芳水湘苑,0.95
中企艮山府西区,云河家园,0.32
中企艮山府西区,融创涌清府,0.4
中企艮山府西区,钱江华府,0.88
中企艮山府西区,钱塘府,0.91
中企艮山府西区,中豪湘和国际,0.57
中企艮山府西区,东润枫华,0.69
中企艮山府西区,中企艮山府东区,0.29
中企艮山府西区,向江来时代中心,0.5
中企艮山府西区,水湘人家西苑,0.58
中企艮山府西区,棹月雅府,0.73
中企艮山府西区,东城印象公寓,0.96
中企艮山府西区,云河西园,0.16
中企艮山府西区,玉润钱潮府,0.39
中企艮山府西区,云河南园,0.37
新瑞名府,水湘人家东苑,0.81
新瑞名府,水湘人家南苑,0.96
新瑞名府,景芳五区,0.53
新瑞名府,坤塘悦府,0.47
新瑞名府,新塘家园东区,0.64
新瑞名府,景芳水湘苑,0.61
新瑞名府,景芳六区,0.28
新瑞名府,景芳二区,0.58
新瑞名府,衍新玉府,0.38
新瑞名府,同方国际,0.74
新瑞名府,景芳东区,0.97
新瑞名府,东润枫华,0.92
新瑞名府,广景苑,0.83
新瑞名府,交运大厦,0.59
新瑞名府,水湘人家西苑,0.74
新瑞名府,景芳三区,0.52
新瑞名府,景芳新五区,0.78
新瑞名府,景苑公寓(江干),0.45
新瑞名府,景芳四区,0.25
新瑞名府,绿地华家池印,0.9
新瑞名府,东城印象公寓,0.14
新瑞名府,玉润钱潮府,0.69
新瑞名府,保利中盛府,0.26
新瑞名府,景芳一区,0.76
袁家新院,联发溪语宸庐,0.74
袁家新院,金星桃源居,0.48
袁家新院,广宇锦绣桃源,0.28
袁家新院,锦上桃源,0.36
袁家新院,融创金成臻蓝府,0.87
袁家新院,桃源新区,0.69
袁家新院,融创金成臻华府,0.65
袁家新院,阔板桥社区,0.88
袁家新院,广宇万科公园里,0.7
袁家新院,宋都香悦郡,0.17
五福里,青年路小区,0.59
五福里,仙林福座,0.82
五福里,鉴衡里,0.61
五福里,耀江广厦,0.91
五福里,宣徐弄8.11号,0.85
五福里,下华光巷70号,0.63
五福里,龙华巷4到11号,0.68
五福里,蕙宜村,0.43
五福里,绿城元福里,0.91
五福里,广福路小区,0.79
五福里,青年里,0.41
五福里,仁和大厦,0.3
五福里,涌金花园,1.0
五福里,平海公寓,0.4
五福里,永宁院,0.98
五福里,仙林苑,0.98
五福里,吴牙新村,0.94
五福里,光复路小区,0.7
五福里,思鑫坊,0.27
五福里,广福公寓,0.94
五福里,仁和里,0.19
五福里,涌金门社区,0.76
五福里,丰家兜,0.95
五福里,未央村,0.5
五福里,吴山路1号,0.5
五福里,中河大厦,0.66
五福里,孝友里,0.76
五福里,金峰大厦,0.62
五福里,延庆里6号,0.63
五福里,涌金广场聚景阁,0.83
五福里,西湖国贸中心,0.7
五福里,西湖大道,0.97
五福里,三槐里,0.86
五福里,长生路小区,0.45
五福里,向阳新村,0.45
五福里,东方金座,0.38
五福里,名珏公寓,0.35
五福里,开元路小区,0.71
五福里,凯恩西湖金座,0.95
五福里,西湖定安名都,0.94
五福里,元华公寓,0.6
五福里,柳营新村,0.64
五福里,平海旺角,0.09
五福里,东平巷小区,0.67
五福里,平海路小区,0.31
紫阅云宸里,爱尚里,0.52
紫阅云宸里,金穗公寓,0.52
紫阅云宸里,秀里华庭,1.0
紫阅云宸里,西城博司,0.38
紫阅云宸里,同仁家园,0.78
紫阅云宸里,新星小区,0.91
紫阅云宸里,宝嘉誉府,0.84
紫阅云宸里,金源公寓(西湖),0.78
紫阅云宸里,杭五建宿舍,0.61
紫阅云宸里,紫润国际,0.56
紫阅云宸里,春树云筑,0.3
紫阅云宸里,厚诚公寓,0.64
紫阅云宸里,振华路7号,0.9
紫阅云宸里,当弄新村,0.47
紫阅云宸里,乾成园,0.95
紫阅云宸里,西河口小区,0.42
紫阅云宸里,厚诚桥村,0.57
紫阅云宸里,中旅紫金名门,0.72
紫阅云宸里,杭三公寓,0.68
紫阅云宸里,信鸿花园南区,0.81
紫阅云宸里,同仁家园金涛港,0.93
紫阅云宸里,信鸿花园北区,0.93
紫阅云宸里,卸紫家园,0.44
众安朝阳8号,开元名城领峰府,0.95
众安朝阳8号,天香华庭,0.82
众安朝阳8号,朝阳银座,0.18
众安朝阳8号,绿城九龙仓桂语朝阳,0.36
众安朝阳8号,同进韵动城,0.55
众安朝阳8号,新南郡嘉苑,0.73
众安朝阳8号,九悦江南,0.17
众安朝阳8号,御湖城,0.3
众安朝阳8号,朝闻花城,0.58
