POI名称,小区名称,距离
天津市儿童医院,惠州里,1.29
天津市儿童医院,罗兰新园,0.8
天津市儿童医院,西康路36号,1.11
天津市儿童医院,协兴里,1.26
天津市儿童医院,信华楼,1.99
天津市儿童医院,才俊里,2.45
天津市儿童医院,康达公寓,2.61
天津市儿童医院,十二经路16,2.98
天津市儿童医院,泰安道五大院,2.81
天津市儿童医院,益寿里,1.68
天津市儿童医院,德旺里,1.62
天津市儿童医院,增进里,0.67
天津市儿童医院,红专公寓,2.84
天津市儿童医院,天津大学三村,2.92
天津市儿童医院,围堤道,1.45
天津市儿童医院,贵馨里,2.56
天津市儿童医院,睦南道,0.9
天津市儿童医院,福林里,1.27
天津市儿童医院,南通里,2.57
天津市儿童医院,平泉道,1.2
天津市儿童医院,宾水南里,2.16
天津市儿童医院,吉星南里,2.03
天津市儿童医院,同卫里（和平）,1.63
天津市儿童医院,岳阳里,1.2
天津市儿童医院,和平路（劝业场）,2.83
天津市儿童医院,年德里,2.68
天津市儿童医院,新华里(和平区),2.97
天津市儿童医院,宾泰公寓,1.96
天津市儿童医院,和安里,1.66
天津市儿童医院,三友里,1.39
天津市儿童医院,松月村,2.19
天津市儿童医院,芸芳里,2.63
天津市儿童医院,林东大楼,1.29
天津市儿童医院,河北路(小白楼),2.54
天津市儿童医院,望园里,2.25
天津市儿童医院,体北鲁能公馆,2.74
天津市儿童医院,天意里,2.29
天津市儿童医院,慧昌里,2.29
天津市儿童医院,滦水道,2.14
天津市儿童医院,南京路50号,2.23
天津市儿童医院,湛江路新村,0.44
天津市儿童医院,增延胡同,2.36
天津市儿童医院,树德南里,2.16
天津市儿童医院,外贸楼,1.9
天津市儿童医院,安庆里,1.19
天津市儿童医院,中乒公寓,2.43
天津市儿童医院,金光里,2.28
天津市儿童医院,荣华大厦,1.53
天津市儿童医院,平川里,0.74
天津市儿童医院,罗兰花园,0.58
天津市儿童医院,信昌大楼,1.93
天津市儿童医院,开封道,2.38
天津市儿童医院,居贤里,2.23
天津市儿童医院,绍兴道,2.62
天津市儿童医院,辅恩里,1.16
天津市儿童医院,天达里,0.19
天津市儿童医院,革新里,1.38
天津市儿童医院,碧波园,2.98
天津市儿童医院,云栖里,2.97
天津市儿童医院,滨湖大厦,1.91
天津市儿童医院,龙佳公寓,1.15
天津市儿童医院,惠嘉公寓,1.71
天津市儿童医院,同发里(和平区),1.28
天津市儿童医院,保善里,2.28
天津市儿童医院,增进楼,0.67
天津市儿童医院,安康里（和平区）,1.98
天津市儿童医院,盛瑞公寓,0.63
天津市儿童医院,增福里,2.24
天津市儿童医院,澳隆花园,2.73
天津市儿童医院,森淼清华园,1.28
天津市儿童医院,文盛里,0.68
天津市儿童医院,药研里,0.69
天津市儿童医院,曲阳胡同,2.38
天津市儿童医院,江浦里,2.24
天津市儿童医院,福盛花园,2.37
天津市儿童医院,海天尚景园,1.26
天津市儿童医院,平江南里,2.91
天津市儿童医院,柳江里(河西区),2.73
天津市儿童医院,求志里,1.65
天津市儿童医院,宜天花园,2.89
天津市儿童医院,浦口东里,2.56
天津市儿童医院,迎春里(和平区),1.26
天津市儿童医院,设计里,1.09
天津市儿童医院,中海·城市广场·钻石湾,2.98
天津市儿童医院,七建大楼,1.41
天津市儿童医院,三义里,1.54
天津市儿童医院,鸿记里,2.73
天津市儿童医院,赛顿大厦,0.97
天津市儿童医院,恩德东里,0.89
天津市儿童医院,白云里,1.13
天津市儿童医院,新宜里,1.22
天津市儿童医院,旭光里,1.11
天津市儿童医院,双峰里,2.76
天津市儿童医院,云琅新居,1.87
天津市儿童医院,民园东里,1.57
天津市儿童医院,宜昌道19号,1.32
天津市儿童医院,圣德园,1.08
天津市儿童医院,颐贤里,2.41
天津市儿童医院,东亚里,1.58
天津市儿童医院,重华西里小区,2.45
天津市儿童医院,乐寿里,2.83
天津市儿童医院,鸿源里,1.67
天津市儿童医院,青岛道,2.33
天津市儿童医院,新德里,1.02
天津市儿童医院,永丰楼(和平区),2.49
天津市儿童医院,曲阜道,2.28
天津市儿童医院,福生里,2.56
天津市儿童医院,协昌里三条,2.73
天津市儿童医院,四箴北里,2.98
天津市儿童医院,艺都花园,2.38
天津市儿童医院,金宝公寓,2.69
天津市儿童医院,泰达园,1.24
天津市儿童医院,桃花源居,1.29
天津市儿童医院,贵阳公寓,1.78
天津市儿童医院,天卉公寓,2.92
天津市儿童医院,恒华大厦,2.15
天津市儿童医院,恒华公寓,2.22
天津市儿童医院,中豪国际大厦,1.88
天津市儿童医院,清泽园,2.85
天津市儿童医院,民园大楼,1.47
天津市儿童医院,惠民里,1.39
天津市儿童医院,六合里,2.36
天津市儿童医院,春梅楼,1.85
天津市儿童医院,津南里,1.64
天津市儿童医院,翠湾花园,2.56
天津市儿童医院,琼州道,1.41
天津市儿童医院,宁发商城,1.48
天津市儿童医院,宾馆温泉公寓,1.89
天津市儿童医院,双峰道,2.64
天津市儿童医院,协安里,1.21
天津市儿童医院,环湖南里,2.42
天津市儿童医院,竹萧里,2.36
天津市儿童医院,万科都市花园,1.82
天津市儿童医院,文苑楼（河西）,2.08
天津市儿童医院,好乐里,2.3
天津市儿童医院,中海八里臺,1.47
天津市儿童医院,友城名居,0.41
天津市儿童医院,三合里,0.26
天津市儿童医院,凯德国贸,2.07
天津市儿童医院,晶采大厦,2.1
天津市儿童医院,马场道（和平区）,0.96
天津市儿童医院,气象南里,1.95
天津市儿童医院,合作里,0.64
天津市儿童医院,宾馆南道,1.99
天津市儿童医院,重建里,2.36
天津市儿童医院,沈阳道,2.54
天津市儿童医院,卫津路(和平区),1.87
天津市儿童医院,同安道,1.42
天津市儿童医院,体工里,1.13
天津市儿童医院,生辉里,2.03
天津市儿童医院,兴义里,2.35
天津市儿童医院,利民道,0.86
天津市儿童医院,义德里,2.93
天津市儿童医院,峰汇国际公寓,0.73
天津市儿童医院,天庆里,2.02
天津市儿童医院,金地平山印,1.23
天津市儿童医院,江南公寓,1.11
天津市儿童医院,兆丰里,2.35
天津市儿童医院,增强楼,0.84
天津市儿童医院,桂林里,0.98
天津市儿童医院,久仰里,2.02
天津市儿童医院,宏德里,2.24
天津市儿童医院,光明里(河西区),2.82
天津市儿童医院,天宾公寓,1.93
天津市儿童医院,中央公馆,0.64
天津市儿童医院,紫金花园,2.04
天津市儿童医院,大生里,2.03
天津市儿童医院,崇德里,2.41
天津市儿童医院,爱俪园,2.84
天津市儿童医院,卫华里,1.6
天津市儿童医院,天惠小区,2.71
天津市儿童医院,龙都花园,2.23
天津市儿童医院,新立里,2.17
天津市儿童医院,银行里,1.73
天津市儿童医院,乐昌里,1.75
天津市儿童医院,延德里,1.39
天津市儿童医院,红波里,1.3
天津市儿童医院,信义里,2.47
天津市儿童医院,云景大厦,2.21
天津市儿童医院,重华南里,2.59
天津市儿童医院,卫星里,1.04
天津市儿童医院,天润里,2.27
天津市儿童医院,东莱里,2.27
天津市儿童医院,六安里(和平),2.86
天津市儿童医院,郡城家园,2.97
天津市儿童医院,河新里,1.84
天津市儿童医院,元兴新里,0.82
天津市儿童医院,森淼公寓,0.7
天津市儿童医院,存诚里,1.77
天津市儿童医院,风范新苑,2.8
天津市儿童医院,沙市道,1.19
天津市儿童医院,哈尔滨道,2.45
天津市儿童医院,竹荫里,2.52
天津市儿童医院,广田里,1.86
天津市儿童医院,谊景村,2.21
天津市儿童医院,中环公寓,1.08
天津市儿童医院,崇明里,2.15
天津市儿童医院,环渤海国际公寓,1.89
天津市儿童医院,孚德里,1.83
天津市儿童医院,民志里,1.69
天津市儿童医院,三育里,2.99
天津市儿童医院,安君里,2.54
天津市儿童医院,重庆道,1.35
天津市儿童医院,天资里,2.9
天津市儿童医院,新欣里,2.0
天津市儿童医院,侨馨园,2.94
天津市儿童医院,扬州里,2.5
天津市儿童医院,勤建里,1.63
天津市儿童医院,轻纸楼,0.48
天津市儿童医院,翠泽园,2.79
天津市儿童医院,景隆大厦,1.19
天津市儿童医院,金福兆公寓,2.6
天津市儿童医院,长安东里,2.59
天津市儿童医院,哈密道,2.97
天津市儿童医院,紫金南里,1.82
天津市儿童医院,新华大厦,2.28
天津市儿童医院,忠贤里,2.56
天津市儿童医院,新兴里,1.26
天津市儿童医院,友谊公寓,1.14
天津市儿童医院,滦水里,2.27
天津市儿童医院,利康里(和平区),1.45
天津市儿童医院,信德里,0.89
天津市儿童医院,开封里,2.56
天津市儿童医院,祥和里,1.82
天津市儿童医院,金山里,1.59
天津市儿童医院,吉星北里,2.12
天津市儿童医院,宾西楼,2.02
天津市儿童医院,德望里,2.71
天津市儿童医院,富邦花园,1.96
天津市儿童医院,文化村,2.34
天津市儿童医院,敦术里,2.48
天津市儿童医院,三乐里,1.65
天津市儿童医院,松寿里,2.11
天津市儿童医院,福至里,1.68
天津市儿童医院,安宁里,2.19
天津市儿童医院,福安里,2.67
天津市儿童医院,晨星园(河西区),2.4
天津市儿童医院,红楼里,2.23
天津市儿童医院,浦口西里,1.36
天津市儿童医院,立达公寓,2.45
天津市儿童医院,天赐园,2.65
天津市儿童医院,宁盛里,2.42
天津市儿童医院,美印楼,2.08
天津市儿童医院,河北路（和平区）,2.43
天津市儿童医院,鹤园里,2.46
天津市儿童医院,万全楼,2.54
天津市儿童医院,金德园,2.18
天津市儿童医院,来福北里,2.4
天津市儿童医院,澳景大厦,2.09
天津市儿童医院,泰达国际会馆,2.47
天津市儿童医院,祝兹里,1.19
天津市儿童医院,云汉楼,1.47
天津市儿童医院,河北里,2.51
天津市儿童医院,睦南道102号,0.9
天津市儿童医院,天海里,1.18
天津市儿童医院,复元里,1.89
天津市儿童医院,团圆里,0.4
天津市儿童医院,至善里,2.83
天津市儿童医院,平安大厦,1.87
天津市儿童医院,西园南里,2.29
天津市儿童医院,建筑设计院,1.51
天津市儿童医院,宁发阳光公寓,2.98
天津市儿童医院,海建里南区,2.32
天津市儿童医院,庆云里,1.86
天津市儿童医院,继德里,2.87
天津市儿童医院,赤峰道,2.42
天津市儿童医院,万科霞光道五号,2.65
天津市儿童医院,金达园,1.27
天津市儿童医院,佟卫里,0.18
天津市儿童医院,河大宿舍,0.4
天津市儿童医院,吉万里,2.11
天津市儿童医院,安乐村,1.01
天津市儿童医院,朝阳里,1.08
天津市儿童医院,居祥南里,2.11
天津市儿童医院,前程里(河西区),1.95
天津市儿童医院,规划里,0.96
天津市儿童医院,乘云里,1.2
天津市儿童医院,珠波里,1.07
天津市儿童医院,天大北五村社区,2.65
天津市儿童医院,滨江道,2.56
天津市儿童医院,陵阳里,2.94
天津市儿童医院,拉萨道,2.09
天津市儿童医院,珠海里,1.04
天津市儿童医院,天宁里,2.92
天津市儿童医院,新疆路三号公寓,2.86
天津市儿童医院,鲁能公馆,2.12
天津市儿童医院,兴隆南里,2.72
天津市儿童医院,荔湾公寓,0.9
天津市儿童医院,金泉里,0.76
天津市儿童医院,江门里,0.41
天津市儿童医院,博轩园,2.18
天津市儿童医院,马场别墅,1.06
天津市儿童医院,鼎成公寓,1.39
天津市儿童医院,西爱德里,2.25
天津市儿童医院,西安道,1.81
天津市儿童医院,成康里,0.84
天津市儿童医院,同康里,1.21
天津市儿童医院,树德北里,2.21
天津市儿童医院,翠泉别墅,2.66
天津市儿童医院,聚鑫园,1.35
天津市儿童医院,河沿里,0.81
天津市儿童医院,寿安里,1.09
天津市儿童医院,惠阳里(河西),1.35
天津市儿童医院,无锡道大楼,1.76
天津市儿童医院,世昌里,2.06
天津市儿童医院,进德里,0.93
天津市儿童医院,海河金茂府,2.85
天津市儿童医院,寿园里,2.59
天津市儿童医院,兴康里,1.62
天津市儿童医院,利华里,1.1
天津市儿童医院,辅安里,2.66
天津市儿童医院,郑业里,1.2
天津市儿童医院,汇名园,2.18
天津市儿童医院,景阳里,2.1
天津市儿童医院,惠东里,1.35
天津市儿童医院,顺园公寓,2.64
天津市儿童医院,岳康园,1.57
天津市儿童医院,新世纪城,2.93
天津市儿童医院,马场道213号,0.34
天津市儿童医院,起发里,1.09
天津市儿童医院,利合里,1.92
天津市儿童医院,香榭里,1.79
天津市儿童医院,气象北里,1.83
天津市儿童医院,康宁大厦,1.51
天津市儿童医院,迎宾国际公寓,1.67
天津市儿童医院,来福西里,2.51
天津市儿童医院,万善里,2.55
天津市儿童医院,昆营里,1.55
天津市儿童医院,市政里,2.26
天津市儿童医院,嘉禾园,0.87
天津市儿童医院,宁乐西里,2.56
天津市儿童医院,金林村,0.83
天津市儿童医院,兴富里,1.3
天津市儿童医院,瑞欣里,1.67
天津市儿童医院,文静里,0.7
天津市儿童医院,养和里,2.19
天津市儿童医院,京海公寓,1.28
天津市儿童医院,昆明路(新兴街),1.51
天津市儿童医院,万全里,2.55
天津市儿童医院,华悦大厦,1.47
天津市儿童医院,杭州道,2.21
天津市儿童医院,解放南路268号,1.66
天津市儿童医院,兰州道,2.43
天津市儿童医院,健美里,0.87
天津市儿童医院,阳光100天塔喜马拉雅,2.04
天津市儿童医院,可园东里,2.59
天津市儿童医院,观云里,1.7
天津市儿童医院,敦本里,1.62
天津市儿童医院,香园里,2.71
天津市儿童医院,庆欣里,2.96
天津市儿童医院,柳安新村,1.47
天津市儿童医院,健强新里,0.63
天津市儿童医院,四平西道,2.38
天津市儿童医院,西楼北里,1.55
天津市儿童医院,新华利里,2.31
天津市儿童医院,乐华里,2.62
天津市儿童医院,花园西里,0.8
天津市儿童医院,津中里,1.43
天津市儿童医院,浮德里,2.76
天津市儿童医院,蔚蓝轩,2.42
天津市儿童医院,重华里,2.58
天津市儿童医院,诚兴里,2.54
天津市儿童医院,河南里（和平区）,2.38
天津市儿童医院,鼎和里,1.46
天津市儿童医院,忠厚里,1.63
天津市儿童医院,海运里,2.57
天津市儿童医院,宁波道(河西区),2.08
天津市儿童医院,晨光里,1.62
天津市儿童医院,唐山道,2.21
天津市儿童医院,华义公寓,1.61
天津市儿童医院,浏阳里,2.71
天津市儿童医院,寿荫里,2.4
天津市儿童医院,南京路(和平区),2.59
天津市儿童医院,清和南里,2.38
天津市儿童医院,气象西里,1.65
天津市儿童医院,新都大厦,2.77
天津市儿童医院,多宁里,2.98
天津市儿童医院,尊德里2号,2.64
天津市儿童医院,环湖东里,1.98
天津市儿童医院,万科世贸广场,1.89
天津市儿童医院,水映兰庭,1.54
天津市儿童医院,吉利花园,2.06
天津市儿童医院,安德公寓,1.06
天津市儿童医院,可园里,2.62
天津市儿童医院,春光楼（河西区）,1.41
天津市儿童医院,三盛里,1.36
天津市儿童医院,生昌里,0.47
天津市儿童医院,宝和里,1.92
天津市儿童医院,春来胡同,2.12
天津市儿童医院,永定里,1.22
天津市儿童医院,松乐里,0.82
天津市儿童医院,居祥公寓,2.29
天津市儿童医院,南海路(和平区),1.7
天津市儿童医院,南海楼,1.68
天津市儿童医院,佛山里,0.98
天津市儿童医院,津滨雅都公寓,1.07
天津市儿童医院,爱国楼,2.75
天津市儿童医院,黄埔里,0.66
天津市儿童医院,紫桂苑,2.25
天津市儿童医院,协和里,1.24
天津市儿童医院,翠湖温泉花园,2.75
天津市儿童医院,贤达里,2.54
天津市儿童医院,新中美里,1.21
天津市儿童医院,怡寿里,1.11
天津市儿童医院,桃江里,2.62
天津市儿童医院,书香园,2.93
天津市儿童医院,宜昌北里,1.36
天津市儿童医院,新海大厦,2.73
天津市儿童医院,四化里(河西),0.27
天津市儿童医院,竞业里,1.79
天津市儿童医院,三多里,2.4
天津市儿童医院,爱国里,1.73
天津市儿童医院,常德道,0.88
天津市儿童医院,科艺里,2.82
天津市儿童医院,宾水西里,2.38
天津市儿童医院,嘉利中心,2.64
天津市儿童医院,南华里,2.33
天津市儿童医院,乐福里,1.79
天津市儿童医院,花园伍座轩,2.52
天津市儿童医院,近园里小区,2.25
天津市儿童医院,东风里,1.39
天津市儿童医院,府上和平,1.7
天津市儿童医院,健生里,0.84
天津市儿童医院,建津里,1.93
天津市儿童医院,平山道,1.2
天津市儿童医院,吉和里,0.86
天津市儿童医院,才华里,2.51
天津市儿童医院,光华里,2.48
天津市儿童医院,洛阳道,1.69
天津市儿童医院,中豪世纪花园,1.77
天津市儿童医院,宁祥里,2.36
天津市儿童医院,信义里(小白楼),2.69
天津市儿童医院,临园里,2.04
天津市儿童医院,天成和平里,2.78
天津市儿童医院,天成公寓,1.99
天津市儿童医院,如意里,2.69
天津市儿童医院,新闻西里,0.39
天津市儿童医院,水榭花园,2.63
天津市儿童医院,生甡里,1.19
天津市儿童医院,四平里(和平),2.91
天津市儿童医院,港云里,1.57
天津市儿童医院,长安里,0.7
天津市儿童医院,银都大厦,0.52
天津市儿童医院,照耀里,1.0
天津市儿童医院,金地阅千峯,2.81
天津市儿童医院,景福里,2.0
天津市儿童医院,新闻里,0.4
天津市儿童医院,气象东里,1.51
天津市儿童医院,思治里,1.59
天津市儿童医院,紫金北里,1.8
天津市儿童医院,先进里,0.58
天津市儿童医院,华荫东里,1.67
天津市儿童医院,和畅园(和平),2.06
天津市儿童医院,晓园,0.6
天津市儿童医院,品水园,1.64
天津市儿童医院,名仕达花园,2.63
天津市儿童医院,迎新里（和平）,1.78
天津市儿童医院,健强里,0.63
天津市儿童医院,鑫东公寓,1.62
天津市儿童医院,宁远里,2.76
天津市儿童医院,碧云里,0.5
天津市儿童医院,春荣里,2.72
天津市儿童医院,岳阳道,1.3
天津市儿童医院,云南路48号,0.69
天津市儿童医院,泰华里,1.49
天津市儿童医院,三德里(河西区),0.88
天津市儿童医院,华润紫阳里,2.83
天津市儿童医院,纯正里,2.96
天津市儿童医院,河北路(体育馆街),1.62
天津市儿童医院,尚友里,1.67
天津市儿童医院,九福里,1.66
天津市儿童医院,爱国北里,1.58
天津市儿童医院,煤建三厂宿舍楼,2.87
天津市儿童医院,安达公寓,2.24
天津市儿童医院,广顺园,1.28
天津市儿童医院,明源里,2.62
天津市儿童医院,世家新苑,1.38
天津市儿童医院,育学里,2.5
天津市儿童医院,友谊东里,2.66
天津市儿童医院,健全里,0.76
天津市儿童医院,祺寿里,1.73
天津市儿童医院,昆明公寓,1.51
天津市儿童医院,庆合里,1.42
天津市儿童医院,十三经路18号院,2.86
天津市儿童医院,惠禧温泉公寓,0.58
天津市儿童医院,高洁里,2.56
天津市儿童医院,文化里(和平区),0.91
天津市儿童医院,地毯楼,0.3
天津市儿童医院,福泰温泉公寓,1.29
天津市儿童医院,徽州道,1.62
天津市儿童医院,环湖西里,2.55
天津市儿童医院,平山里,1.49
天津市儿童医院,玉盛里,2.18
天津市儿童医院,云峰里,1.37
天津市儿童医院,友好里,0.49
天津市儿童医院,服务楼,0.28
天津市儿童医院,众诚里,2.34
天津市儿童医院,君隆广场,1.88
天津市儿童医院,棉二大院,2.62
天津市儿童医院,云成里,0.94
天津市儿童医院,华荫南里,1.56
天津市儿童医院,文玥北里,2.35
天津市儿童医院,三德里(和平区),2.6
天津市儿童医院,文通里,2.59
天津市儿童医院,恒盛SOHO,2.86
天津市儿童医院,铭通里,0.84
天津市儿童医院,格普澜轩,1.61
天津市儿童医院,老华利里,2.2
天津市儿童医院,红波公寓,1.32
天津市儿童医院,宁发阳光花园,2.82
天津市儿童医院,龙都南园,2.72
天津市儿童医院,光洁里,1.03
天津市儿童医院,恒和西里,2.51
天津市儿童医院,三轻楼,1.87
天津市儿童医院,德才里,1.08
天津市儿童医院,三义大厦,1.89
天津市儿童医院,融创181,2.45
天津市儿童医院,麦格理晓星园,2.24
天津市儿童医院,青云里(和平区),2.39
天津市儿童医院,新中里,1.23
天津市儿童医院,万全道117号,2.69
天津市儿童医院,平江北里,2.58
天津市儿童医院,宝德里,1.87
天津市儿童医院,港建里,2.57
天津市儿童医院,纯美公寓,2.93
天津市儿童医院,宁福里,2.45
天津市儿童医院,连荣里,0.94
天津市儿童医院,友谊花园,2.5
天津市儿童医院,安辛庄,2.06
天津市儿童医院,兴军公寓,2.43
天津市儿童医院,黄埔南里,1.1
天津市儿童医院,兴远里,2.33
天津市儿童医院,星图温泉公寓,0.55
天津市儿童医院,勘测楼,1.21
天津市儿童医院,新安庆里,1.18
天津市儿童医院,师北里,2.82
天津市儿童医院,劲松楼,2.28
天津市儿童医院,平江道,2.71
天津市儿童医院,善德里,2.21
天津市儿童医院,福长里,1.61
天津市儿童医院,和平公寓,0.54
天津市儿童医院,更生里,0.7
天津市儿童医院,建国楼,1.71
天津市儿童医院,朗文名邸,0.89
天津市儿童医院,开发里,1.53
天津市儿童医院,永安大厦,1.32
天津市儿童医院,天兴里,1.78
天津市儿童医院,宝利亚大厦,2.29
天津市儿童医院,五一阳光皓日园,2.89
天津市儿童医院,全业里,2.78
天津市儿童医院,积余里,2.22
天津市儿童医院,友谊里,0.54
天津市儿童医院,大理道,0.68
天津市儿童医院,谊厚公寓,2.42
天津市儿童医院,教师村,1.23
天津市儿童医院,泰悦豪庭,2.82
天津市儿童医院,金街庭苑,2.66
天津市儿童医院,翠泉公寓,2.61
天津市儿童医院,长安西里,2.67
天津市儿童医院,麦收国际公寓,2.2
天津市儿童医院,鸿华里,1.42
天津市儿童医院,聚龙公寓,1.18
天津市儿童医院,育红楼,0.91
天津市儿童医院,宾水道小区,2.02
天津市儿童医院,修业里,0.9
天津市儿童医院,欧亚花园,1.83
天津市儿童医院,禄达花园,2.0
天津市儿童医院,青岛胡同,1.41
天津市儿童医院,康乐里,2.33
天津市儿童医院,宾水里,2.9
天津市儿童医院,兴润公寓,2.15
天津市儿童医院,居祥西里,2.29
天津市儿童医院,银达公寓,2.14
天津市儿童医院,华记里,2.29
天津市儿童医院,芳竹花园,2.72
天津市儿童医院,营口道(和平区),2.41
天津市儿童医院,极星里,3.0
天津市儿童医院,庆成里,2.74
天津市儿童医院,跃进楼,2.09
天津市儿童医院,光学新里,2.74
天津市儿童医院,建设楼(河西区),2.86
天津市儿童医院,景兴西里,1.77
天津市儿童医院,信德楼,2.55
天津市儿童医院,老树德里,2.28
天津市儿童医院,连云里(河西区),2.51
天津市儿童医院,育文坊,1.07
天津市儿童医院,福进里,1.65
天津市儿童医院,京燕大厦,1.85
天津市儿童医院,保疆里,2.83
天津市儿童医院,瑞竹大厦,2.68
天津市儿童医院,气象里,1.35
天津市儿童医院,津淄东里,2.26
天津市儿童医院,南浦大厦,1.84
天津市儿童医院,万顺温泉花园,1.27
天津市儿童医院,四新里,1.41
天津市儿童医院,新建村,0.86
天津市儿童医院,三元公寓,1.46
天津市儿童医院,健春里,0.94
天津市儿童医院,环友里,0.47
天津市儿童医院,来福里,2.44
天津市儿童医院,龙海公寓,2.73
天津市儿童医院,高风里,2.63
天津市儿童医院,丰余里,2.58
天津市儿童医院,隆昌公寓,2.12
天津市儿童医院,中裕园,1.55
天津市儿童医院,新华路(劝业场),2.11
天津市儿童医院,庆荣里,0.95
天津市儿童医院,协同里,0.8
天津市儿童医院,杏园里,2.88
天津市儿童医院,文善里,1.83
天津市儿童医院,泉山里,1.71
天津市儿童医院,万荣公寓,1.38
天津市儿童医院,天新里,1.97
天津市儿童医院,庆华里,1.81
天津市儿童医院,庆泰里,2.39
天津市儿童医院,树德里,1.84
天津市儿童医院,天昌里(河西),2.03
天津市儿童医院,通达园,2.43
天津市儿童医院,义达里,1.71
天津市儿童医院,万德花园,2.97
天津市儿童医院,滨府里,2.83
天津市儿童医院,综合楼,0.21
天津市儿童医院,海汇名邸,2.46
天津市儿童医院,恩德西里,0.73
天津市儿童医院,新中东里,1.04
天津市儿童医院,美联大厦,2.59
天津市儿童医院,义顺里,1.4
天津市儿童医院,魁华里,2.32
天津市儿童医院,敬重里,2.02
天津市儿童医院,积才里,2.73
天津市儿童医院,新颖里,1.97
天津市儿童医院,富裕大厦,2.62
天津市儿童医院,浦江大厦,1.98
天津市儿童医院,永安里(和平区),1.58
天津市儿童医院,天赋里,2.75
天津市儿童医院,安善里,2.31
天津市儿童医院,天新北里,2.03
天津市儿童医院,前进道,1.07
天津市儿童医院,津港里,0.27
天津市儿童医院,爱慕里,2.34
天津市儿童医院,汇通大厦,2.09
天津市儿童医院,福利里,2.31
天津市儿童医院,全胜里,0.62
天津市儿童医院,美德里,1.17
天津市儿童医院,继贤里大楼,1.91
天津市儿童医院,德恩公寓,0.95
天津市儿童医院,居祥里,2.08
天津市儿童医院,锦江里(和平区),1.36
天津市儿童医院,南开大学西南村,2.95
天津市儿童医院,兴中里,1.55
天津市儿童医院,连壁里小区,2.56
天津市儿童医院,华昌大厦,2.12
天津市儿童医院,信华南里,2.23
天津市儿童医院,丰收里,2.62
天津市儿童医院,济厚里,1.71
天津市儿童医院,兴河里,1.43
天津市儿童医院,澳光大厦,2.13
天津市儿童医院,和平翰林公馆,2.26
天津市儿童医院,成都道,1.17
天津市儿童医院,新跃里,2.0
天津市儿童医院,积厚里,2.01
天津市儿童医院,五湖里,2.2
天津市儿童医院,襄阳道,1.6
天津市儿童医院,融创星美御,1.53
天津市儿童医院,体院宿舍,2.81
天津市儿童医院,四宜里,2.67
天津市儿童医院,新都花园,2.85
天津市儿童医院,同安北里,1.56
天津市儿童医院,荣善新里,2.4
天津市儿童医院,谊城公寓,2.51
天津市儿童医院,蓬莱里,2.57
天津市儿童医院,风华里,2.53
天津市儿童医院,同善里,1.97
天津市儿童医院,平山道27号,1.19
天津市儿童医院,围堤道200号,0.08
天津市儿童医院,向荣里,0.44
天津市儿童医院,新三多里,1.95
天津市儿童医院,柳江南里,2.85
天津市儿童医院,惠东北里,1.42
天津市儿童医院,亚中花园,0.56
天津市儿童医院,联盟里,2.8
天津市儿童医院,体院北道三号院,2.55
天津市儿童医院,景兴里,1.95
天津市儿童医院,宾水东里,2.04
天津市儿童医院,谦受里,1.69
天津市儿童医院,佳怡公寓,1.95
天津市儿童医院,西园北里,2.2
天津市儿童医院,新颜西里,2.91
天津市儿童医院,诚基经贸中心,1.91
天津市儿童医院,建民里(和平区),2.55
天津市儿童医院,魁德里,1.58
天津市儿童医院,环湖北里,2.23
天津市儿童医院,随园里,2.55
天津市儿童医院,澧水南里,2.99
天津市儿童医院,曙光里(河西区),2.7
天津市儿童医院,四达里,1.14
天津市儿童医院,长城里,2.72
天津市儿童医院,电台道,1.83
天津市儿童医院,崇仁里,2.21
天津市儿童医院,河川大厦,2.6
天津市儿童医院,恒和园,1.48
天津市儿童医院,三商大楼,1.74
天津市儿童医院,复康路十一号,2.97
天津市儿童医院,鸿德里,1.58
天津市儿童医院,聚水园,2.07
天津市儿童医院,宁静里,2.44
天津市儿童医院,金发里,2.88
天津市儿童医院,新津里,2.86
天津市儿童医院,信福里,1.44
天津市儿童医院,互助里,0.55
天津市儿童医院,华胜村,2.32
天津市儿童医院,锦州道,2.3
天津市儿童医院,纯真里,2.98
天津市儿童医院,育贤里,2.54
天津市儿童医院,浦口道,1.44
天津市儿童医院,聚英大楼,0.64
天津市儿童医院,文星里,1.65
天津市儿童医院,荣安楼,1.64
天津市儿童医院,六合里大楼,1.48
天津市儿童医院,安裕里,0.77
天津市儿童医院,文玥里,2.45
天津市儿童医院,有声里,0.85
天津市儿童医院,复康里,2.08
天津市儿童医院,德恩里,0.93
天津市儿童医院,盈海园,2.8
天津市儿童医院,鹤望里,1.84
天津市儿童医院,绮云里,1.49
天津市儿童医院,天昌里(和平),2.69
天津市儿童医院,何兴里,1.38
天津市儿童医院,鞍山道168号社区,2.31
天津市儿童医院,睦和里,1.57
天津市儿童医院,永德里,2.3
天津市儿童医院,解放南路270号,2.37
天津市儿童医院,广发楼,1.91
天津市儿童医院,新河里,1.19
天津市儿童医院,劳卫里,0.45
天津市儿童医院,宾水北里,2.15
天津市儿童医院,奉化道,2.41
天津市儿童医院,宜昌道,1.47
天津市儿童医院,乐民里,0.69
天津市儿童医院,新会里,0.49
天津市儿童医院,苏州道,1.6
天津市儿童医院,西园西里,2.33
天津市儿童医院,云峰楼,1.96
